Date,Team 1,FT,Team 2
Sat Aug 28 1926,Arsenal FC,2-1,Derby County
Sat Aug 28 1926,Birmingham City,3-1,Blackburn Rovers
Sat Aug 28 1926,Burnley FC,4-3,Cardiff City
Sat Aug 28 1926,Bury FC,2-2,Huddersfield Town
Sat Aug 28 1926,Leeds United,2-5,Bolton Wanderers
Sat Aug 28 1926,Liverpool FC,4-2,Manchester United
Sat Aug 28 1926,Newcastle United,4-0,Aston Villa
Sat Aug 28 1926,Sheffield Wednesday,2-3,Sheffield United
Sat Aug 28 1926,Tottenham Hotspur,2-1,Everton FC
Sat Aug 28 1926,West Bromwich Albion,3-0,Sunderland Afc
Sat Aug 28 1926,West Ham United,3-3,Leicester City
Mon Aug 30 1926,Aston Villa,1-1,Liverpool FC
Mon Aug 30 1926,Huddersfield Town,4-1,West Bromwich Albion
Mon Aug 30 1926,Leeds United,0-0,Cardiff City
Mon Aug 30 1926,Leicester City,5-2,Birmingham City
Mon Aug 30 1926,Sheffield United,2-2,Manchester United
Mon Aug 30 1926,Tottenham Hotspur,7-3,Sheffield Wednesday
Wed Sep 1 1926,Arsenal FC,2-1,Bolton Wanderers
Wed Sep 1 1926,Bury FC,5-2,Everton FC
Wed Sep 1 1926,Newcastle United,1-5,Burnley FC
Sat Sep 4 1926,Aston Villa,1-1,Burnley FC
Sat Sep 4 1926,Blackburn Rovers,1-0,Tottenham Hotspur
Sat Sep 4 1926,Bolton Wanderers,2-1,Newcastle United
Sat Sep 4 1926,Cardiff City,1-1,West Bromwich Albion
Sat Sep 4 1926,Derby County,2-1,Liverpool FC
Sat Sep 4 1926,Everton FC,0-3,West Ham United
Sat Sep 4 1926,Huddersfield Town,0-2,Birmingham City
Sat Sep 4 1926,Leicester City,5-3,Sheffield Wednesday
Sat Sep 4 1926,Manchester United,2-2,Leeds United
Sat Sep 4 1926,Sheffield United,4-0,Arsenal FC
Sat Sep 4 1926,Sunderland Afc,3-0,Bury FC
Mon Sep 6 1926,Bolton Wanderers,2-2,Arsenal FC
Mon Sep 6 1926,Burnley FC,3-3,Newcastle United
Mon Sep 6 1926,Cardiff City,3-1,Leeds United
Mon Sep 6 1926,Sheffield Wednesday,1-0,West Ham United
Mon Sep 6 1926,Tottenham Hotspur,2-2,Leicester City
Mon Sep 6 1926,West Bromwich Albion,3-2,Everton FC
Wed Sep 8 1926,Liverpool FC,2-1,Aston Villa
Wed Sep 8 1926,Sunderland Afc,1-1,Huddersfield Town
Sat Sep 11 1926,Arsenal FC,2-2,Leicester City
Sat Sep 11 1926,Birmingham City,2-0,Sunderland Afc
Sat Sep 11 1926,Burnley FC,4-3,Bolton Wanderers
Sat Sep 11 1926,Bury FC,7-3,West Bromwich Albion
Sat Sep 11 1926,Cardiff City,2-3,Aston Villa
Sat Sep 11 1926,Leeds United,1-0,Derby County
Sat Sep 11 1926,Liverpool FC,5-1,Sheffield United
Sat Sep 11 1926,Newcastle United,4-2,Manchester United
Sat Sep 11 1926,Sheffield Wednesday,4-0,Everton FC
Sat Sep 11 1926,Tottenham Hotspur,3-3,Huddersfield Town
Sat Sep 11 1926,West Ham United,1-5,Blackburn Rovers
Mon Sep 13 1926,Birmingham City,0-0,Sheffield Wednesday
Mon Sep 13 1926,Leicester City,2-2,Tottenham Hotspur
Mon Sep 13 1926,Sheffield United,1-0,Derby County
Tue Sep 14 1926,Huddersfield Town,0-0,Sunderland Afc
Wed Sep 15 1926,Bury FC,0-2,Blackburn Rovers
Wed Sep 15 1926,Everton FC,0-0,West Bromwich Albion
Wed Sep 15 1926,Leeds United,3-1,Aston Villa
Wed Sep 15 1926,Manchester United,2-2,Arsenal FC
Sat Sep 18 1926,Arsenal FC,2-0,Liverpool FC
Sat Sep 18 1926,Aston Villa,1-2,Bury FC
Sat Sep 18 1926,Blackburn Rovers,2-2,Sheffield Wednesday
Sat Sep 18 1926,Bolton Wanderers,2-0,Cardiff City
Sat Sep 18 1926,Derby County,1-1,Newcastle United
Sat Sep 18 1926,Everton FC,3-4,Leicester City
Sat Sep 18 1926,Huddersfield Town,2-1,West Ham United
Sat Sep 18 1926,Manchester United,2-1,Burnley FC
Sat Sep 18 1926,Sheffield United,1-0,Leeds United
Sat Sep 18 1926,Sunderland Afc,3-2,Tottenham Hotspur
Sat Sep 18 1926,West Bromwich Albion,1-2,Birmingham City
Mon Sep 20 1926,Birmingham City,1-0,Everton FC
