Date,Team 1,FT,Team 2
Sat Aug 10 2002,Sao Paulo FC,4-2,Paysandu SC
Sat Aug 10 2002,Goias EC,3-1,Portuguesa
Sat Aug 10 2002,Parana Clube,2-1,Sao Caetano
Sat Aug 10 2002,Santos FC,2-1,Botafogo RJ
Sat Aug 10 2002,Vasco Da Gama,2-0,Figueirense
Sun Aug 11 2002,Internacional,1-3,Flamengo RJ
Sun Aug 11 2002,Se Palmeiras,1-1,Gremio Porto Alegre
Sun Aug 11 2002,Fluminense RJ,5-1,Cruzeiro EC
Sun Aug 11 2002,Juventude RS,1-0,Ponte Preta
Sun Aug 11 2002,Guarani FC,2-1,Atletico Paranaense
Sun Aug 11 2002,Atletico Mineiro,1-2,Corinthians SP
Sun Aug 11 2002,Coritiba FC,1-0,EC Vitoria Ba
Sun Aug 11 2002,EC Bahia,1-0,Se Gama
Wed Aug 14 2002,Ponte Preta,2-0,Coritiba FC
Wed Aug 14 2002,Figueirense,0-0,Guarani FC
Wed Aug 14 2002,Cruzeiro EC,1-1,Se Palmeiras
Wed Aug 14 2002,EC Vitoria Ba,4-1,Goias EC
Wed Aug 14 2002,Sao Caetano,2-0,Fluminense RJ
Wed Aug 14 2002,Gremio Porto Alegre,3-2,Vasco Da Gama
Wed Aug 14 2002,Atletico Paranaense,4-0,EC Bahia
Wed Aug 14 2002,Corinthians SP,3-2,Internacional
Wed Aug 14 2002,Botafogo RJ,1-1,Atletico Mineiro
Thu Aug 15 2002,Flamengo RJ,0-0,Juventude RS
Thu Aug 15 2002,Portuguesa,1-0,Parana Clube
Thu Aug 15 2002,Se Gama,0-1,Sao Paulo FC
Sat Aug 17 2002,Internacional,1-0,Ponte Preta
Sat Aug 17 2002,Fluminense RJ,3-1,Gremio Porto Alegre
Sat Aug 17 2002,Atletico Paranaense,2-1,Vasco Da Gama
Sun Aug 18 2002,Cruzeiro EC,0-0,Botafogo RJ
Sun Aug 18 2002,Parana Clube,2-3,Sao Paulo FC
Sun Aug 18 2002,Sao Caetano,3-0,Corinthians SP
Sun Aug 18 2002,Juventude RS,2-1,Santos FC
Sun Aug 18 2002,Guarani FC,1-4,Atletico Mineiro
Sun Aug 18 2002,Flamengo RJ,1-1,Goias EC
Sun Aug 18 2002,Portuguesa,0-0,Figueirense
Sun Aug 18 2002,EC Bahia,1-2,Coritiba FC
Sun Aug 18 2002,Se Gama,2-1,EC Vitoria Ba
Wed Aug 21 2002,Sao Paulo FC,0-1,Juventude RS
Wed Aug 21 2002,EC Vitoria Ba,1-1,Atletico Paranaense
Wed Aug 21 2002,Goias EC,1-1,EC Bahia
Wed Aug 21 2002,Atletico Mineiro,1-1,Fluminense RJ
Wed Aug 21 2002,Santos FC,3-0,Figueirense
Wed Aug 21 2002,Paysandu SC,1-2,Portuguesa
Wed Aug 21 2002,Botafogo RJ,2-2,Internacional
Wed Aug 21 2002,Coritiba FC,2-1,Flamengo RJ
Thu Aug 22 2002,Ponte Preta,2-0,Cruzeiro EC
Thu Aug 22 2002,Se Palmeiras,3-2,Sao Caetano
Thu Aug 22 2002,Gremio Porto Alegre,0-2,Guarani FC
Thu Aug 22 2002,Vasco Da Gama,0-1,Se Gama
Sat Aug 24 2002,Figueirense,0-3,Botafogo RJ
Sat Aug 24 2002,Internacional,2-2,Sao Paulo FC
Sat Aug 24 2002,Flamengo RJ,1-2,Paysandu SC
Sun Aug 25 2002,Ponte Preta,1-1,Gremio Porto Alegre
Sun Aug 25 2002,Cruzeiro EC,2-1,EC Bahia
Sun Aug 25 2002,EC Vitoria Ba,2-1,Juventude RS
Sun Aug 25 2002,Goias EC,2-4,Vasco Da Gama
Sun Aug 25 2002,Se Palmeiras,0-4,Atletico Mineiro
Sun Aug 25 2002,Fluminense RJ,1-1,Santos FC
Sun Aug 25 2002,Coritiba FC,1-2,Corinthians SP
Sun Aug 25 2002,Portuguesa,1-0,Se Gama
Wed Aug 28 2002,Juventude RS,2-0,Fluminense RJ
Wed Aug 28 2002,Atletico Paranaense,1-0,Se Palmeiras
Wed Aug 28 2002,Guarani FC,1-1,Internacional
Wed Aug 28 2002,Santos FC,2-1,Parana Clube
Wed Aug 28 2002,Corinthians SP,1-1,Cruzeiro EC
Wed Aug 28 2002,EC Bahia,1-2,Figueirense
Wed Aug 28 2002,Se Gama,2-1,Flamengo RJ
Thu Aug 29 2002,Sao Paulo FC,2-0,Goias EC
Thu Aug 29 2002,Gremio Porto Alegre,0-0,Portuguesa
Thu Aug 29 2002,Atletico Mineiro,2-1,EC Vitoria Ba
Sat Aug 31 2002,Internacional,3-0,Santos FC
Sat Aug 31 2002,Corinthians SP,0-3,Atletico Paranaense
Sat Aug 31 2002,Botafogo RJ,1-0,Se Gama
Sat Aug 31 2002,Coritiba FC,2-0,Fluminense RJ
Sun Sep 1 2002,Ponte Preta,0-1,Sao Caetano
Sun Sep 1 2002,Sao Paulo FC,2-0,Gremio Porto Alegre
Sun Sep 1 2002,EC Vitoria Ba,5-1,Paysandu SC
Sun Sep 1 2002,Goias EC,1-2,Guarani FC
Sun Sep 1 2002,Parana Clube,5-1,Se Palmeiras
Sun Sep 1 2002,Juventude RS,1-0,Vasco Da Gama
Sun Sep 1 2002,Atletico Mineiro,0-0,Portuguesa
Sun Sep 1 2002,Flamengo RJ,1-1,Cruzeiro EC
Wed Sep 4 2002,Cruzeiro EC,3-1,Sao Paulo FC
Wed Sep 4 2002,Se Palmeiras,2-2,Coritiba FC
Wed Sep 4 2002,Sao Caetano,2-1,Guarani FC
Wed Sep 4 2002,Atletico Paranaense,2-0,Botafogo RJ
Wed Sep 4 2002,Flamengo RJ,5-2,Fluminense RJ
Wed Sep 4 2002,Vasco Da Gama,1-2,Atletico Mineiro
Wed Sep 4 2002,Paysandu SC,0-1,Corinthians SP
Wed Sep 4 2002,EC Bahia,3-2,Parana Clube
Wed Sep 4 2002,Se Gama,0-0,Ponte Preta
Thu Sep 5 2002,Santos FC,3-0,EC Vitoria Ba
Thu Sep 5 2002,Portuguesa,0-2,Internacional
Sat Sep 7 2002,Goias EC,2-2,Botafogo RJ
Sat Sep 7 2002,Se Palmeiras,2-2,Se Gama
Sat Sep 7 2002,Sao Caetano,3-0,Sao Paulo FC
Sat Sep 7 2002,Atletico Mineiro,2-0,Ponte Preta
Sat Sep 7 2002,Vasco Da Gama,1-0,Coritiba FC
Sun Sep 8 2002,EC Vitoria Ba,0-0,Internacional
Sun Sep 8 2002,Parana Clube,3-0,Flamengo RJ
Sun Sep 8 2002,Fluminense RJ,4-3,Figueirense
Sun Sep 8 2002,Gremio Porto Alegre,4-0,Corinthians SP
Sun Sep 8 2002,Juventude RS,2-1,EC Bahia
Sun Sep 8 2002,Guarani FC,2-0,Paysandu SC
Sun Sep 8 2002,Santos FC,2-2,Atletico Paranaense
Wed Sep 11 2002,Ponte Preta,1-0,Parana Clube
Wed Sep 11 2002,Figueirense,0-2,EC Vitoria Ba
Wed Sep 11 2002,Internacional,3-2,Se Palmeiras
Wed Sep 11 2002,Flamengo RJ,3-2,Atletico Paranaense
Wed Sep 11 2002,Paysandu SC,2-0,Vasco Da Gama
Wed Sep 11 2002,Coritiba FC,4-2,Santos FC
Wed Sep 11 2002,Portuguesa,3-2,Sao Caetano
Wed Sep 11 2002,EC Bahia,1-1,Gremio Porto Alegre
Thu Sep 12 2002,Cruzeiro EC,0-2,Guarani FC
Thu Sep 12 2002,Corinthians SP,3-0,Goias EC
Thu Sep 12 2002,Botafogo RJ,0-4,Juventude RS
Thu Sep 12 2002,Se Gama,1-2,Fluminense RJ
Sat Sep 14 2002,Internacional,2-4,Figueirense
Sat Sep 14 2002,Parana Clube,2-2,Atletico Paranaense
Sat Sep 14 2002,Se Palmeiras,1-2,EC Bahia
Sat Sep 14 2002,Santos FC,2-0,Gremio Porto Alegre
Sun Sep 15 2002,Sao Paulo FC,6-0,Fluminense RJ
Sun Sep 15 2002,Cruzeiro EC,3-1,Paysandu SC
Sun Sep 15 2002,EC Vitoria Ba,4-3,Portuguesa
Sun Sep 15 2002,Sao Caetano,4-0,Se Gama
Sun Sep 15 2002,Juventude RS,1-0,Atletico Mineiro
Sun Sep 15 2002,Guarani FC,0-0,Corinthians SP
Sun Sep 15 2002,Botafogo RJ,1-1,Vasco Da Gama
Sun Sep 15 2002,Coritiba FC,3-1,Goias EC
Wed Sep 18 2002,Ponte Preta,2-0,Se Palmeiras
Wed Sep 18 2002,Figueirense,3-1,Cruzeiro EC
Wed Sep 18 2002,Goias EC,3-0,Sao Caetano
Wed Sep 18 2002,Atletico Paranaense,1-3,Se Gama
Wed Sep 18 2002,Vasco Da Gama,1-2,Santos FC
Wed Sep 18 2002,Paysandu SC,1-1,Coritiba FC
Wed Sep 18 2002,Portuguesa,2-0,Botafogo RJ
Wed Sep 18 2002,EC Bahia,2-0,Sao Paulo FC
Thu Sep 19 2002,Gremio Porto Alegre,2-0,Juventude RS
Thu Sep 19 2002,Atletico Mineiro,4-1,Parana Clube
Thu Sep 19 2002,Corinthians SP,2-1,EC Vitoria Ba
Sat Sep 21 2002,Figueirense,1-0,Se Palmeiras
Sat Sep 21 2002,Santos FC,1-1,Goias EC
Sat Sep 21 2002,Botafogo RJ,0-2,Coritiba FC
Sat Sep 21 2002,Portuguesa,0-1,Cruzeiro EC
Sun Sep 22 2002,Sao Caetano,1-0,EC Bahia
Sun Sep 22 2002,Gremio Porto Alegre,4-0,EC Vitoria Ba
Sun Sep 22 2002,Atletico Paranaense,1-1,Sao Paulo FC
Sun Sep 22 2002,Guarani FC,0-0,Juventude RS
Sun Sep 22 2002,Atletico Mineiro,0-3,Flamengo RJ
Sun Sep 22 2002,Corinthians SP,2-1,Parana Clube
Sun Sep 22 2002,Vasco Da Gama,1-1,Internacional
Sun Sep 22 2002,Paysandu SC,4-3,Ponte Preta
Wed Sep 25 2002,Ponte Preta,3-2,Figueirense
Wed Sep 25 2002,Sao Paulo FC,1-2,Atletico Mineiro
Wed Sep 25 2002,Cruzeiro EC,4-0,Vasco Da Gama
Wed Sep 25 2002,EC Vitoria Ba,2-2,Sao Caetano
Wed Sep 25 2002,Internacional,1-0,EC Bahia
Wed Sep 25 2002,Parana Clube,1-2,Guarani FC
