Date,Team 1,FT,Team 2
Sat Jul 25 2015,SV Mattersburg,2-1,RB Salzburg
Sat Jul 25 2015,Sturm Graz,1-1,FC Admira Wacker
Sat Jul 25 2015,Rapid Wien,3-0,SV Ried
Sat Jul 25 2015,SV Groedig,2-1,Scr Altach
Sun Jul 26 2015,Wolfsberger AC,0-2,Austria Wien
Sat Aug 1 2015,RB Salzburg,1-2,Rapid Wien
Sat Aug 1 2015,FC Admira Wacker,2-1,SV Mattersburg
Sun Aug 2 2015,SV Ried,0-0,Wolfsberger AC
Sun Aug 2 2015,Austria Wien,3-1,Scr Altach
Sun Aug 2 2015,Sturm Graz,1-1,SV Groedig
Sat Aug 8 2015,SV Groedig,2-2,Austria Wien
Sat Aug 8 2015,SV Mattersburg,4-1,SV Ried
Sat Aug 8 2015,FC Admira Wacker,2-2,RB Salzburg
Sun Aug 9 2015,Scr Altach,0-1,Sturm Graz
Sun Aug 9 2015,Rapid Wien,2-1,Wolfsberger AC
Tue Aug 11 2015,SV Ried,1-4,RB Salzburg
Wed Aug 12 2015,Wolfsberger AC,0-2,Sturm Graz
Wed Aug 12 2015,Scr Altach,3-1,SV Mattersburg
Wed Aug 12 2015,SV Groedig,2-3,FC Admira Wacker
Wed Aug 12 2015,Austria Wien,2-5,Rapid Wien
Sat Aug 15 2015,Austria Wien,5-1,SV Mattersburg
Sat Aug 15 2015,FC Admira Wacker,3-1,SV Ried
Sat Aug 15 2015,Wolfsberger AC,3-2,SV Groedig
Sat Aug 15 2015,RB Salzburg,2-0,Scr Altach
Sun Aug 16 2015,Sturm Graz,2-2,Rapid Wien
Sat Aug 22 2015,Rapid Wien,3-0,SV Groedig
Sat Aug 22 2015,SV Ried,1-0,Sturm Graz
Sat Aug 22 2015,SV Mattersburg,1-0,Wolfsberger AC
Sun Aug 23 2015,RB Salzburg,2-2,Austria Wien
Sun Aug 23 2015,Scr Altach,1-2,FC Admira Wacker
Sat Aug 29 2015,FC Admira Wacker,0-1,Austria Wien
Sat Aug 29 2015,Rapid Wien,2-4,SV Mattersburg
Sat Aug 29 2015,SV Groedig,4-1,SV Ried
Sun Aug 30 2015,Sturm Graz,2-3,RB Salzburg
Sun Aug 30 2015,Wolfsberger AC,0-2,Scr Altach
Sat Sep 12 2015,Scr Altach,2-0,Rapid Wien
Sat Sep 12 2015,RB Salzburg,4-2,SV Groedig
Sat Sep 12 2015,Austria Wien,1-1,SV Ried
Sat Sep 12 2015,FC Admira Wacker,1-0,Wolfsberger AC
Sun Sep 13 2015,SV Mattersburg,2-0,Sturm Graz
Sat Sep 19 2015,Sturm Graz,2-0,Austria Wien
Sat Sep 19 2015,Wolfsberger AC,1-1,RB Salzburg
Sat Sep 19 2015,SV Ried,2-0,Scr Altach
Sat Sep 19 2015,SV Groedig,1-1,SV Mattersburg
Sun Sep 20 2015,Rapid Wien,2-0,FC Admira Wacker
Sat Sep 26 2015,SV Ried,0-1,Rapid Wien
Sat Sep 26 2015,RB Salzburg,4-2,SV Mattersburg
Sat Sep 26 2015,Scr Altach,1-0,SV Groedig
Sat Sep 26 2015,Austria Wien,1-0,Wolfsberger AC
