Date,Team 1,FT,Team 2
Fri Aug 14 2015,CD Tondela,1-2,Sporting CP
Sat Aug 15 2015,Os Belenenses,3-3,Rio Ave FC
Sat Aug 15 2015,FC Porto,3-0,Vitoria Guimaraes
Sun Aug 16 2015,Vitoria Setubal,2-2,Boavista Porto
Sun Aug 16 2015,Uniao Madeira,2-1,CS Maritimo
Sun Aug 16 2015,Moreirense FC,0-2,FC Arouca
Sun Aug 16 2015,Sporting Braga,2-1,CD Nacional
Sun Aug 16 2015,Sl Benfica,4-0,GD Estoril
Mon Aug 17 2015,Pacos De Ferreira,1-0,Academica De Coimbra
Fri Aug 21 2015,Rio Ave FC,1-0,Sporting Braga
Sat Aug 22 2015,Sporting CP,1-1,Pacos De Ferreira
Sat Aug 22 2015,CS Maritimo,1-1,FC Porto
Sun Aug 23 2015,Boavista Porto,1-0,CD Tondela
Sun Aug 23 2015,GD Estoril,2-0,Moreirense FC
Sun Aug 23 2015,CD Nacional,1-0,Uniao Madeira
Sun Aug 23 2015,Vitoria Guimaraes,1-1,Os Belenenses
Sun Aug 23 2015,FC Arouca,1-0,Sl Benfica
Mon Aug 24 2015,Academica De Coimbra,0-4,Vitoria Setubal
Sat Aug 29 2015,Vitoria Setubal,2-2,Rio Ave FC
Sat Aug 29 2015,FC Porto,2-0,GD Estoril
Sat Aug 29 2015,Sl Benfica,3-2,Moreirense FC
Sun Aug 30 2015,CD Tondela,1-0,CD Nacional
Sun Aug 30 2015,Pacos De Ferreira,1-1,FC Arouca
Sun Aug 30 2015,Sporting Braga,4-0,Boavista Porto
Sun Aug 30 2015,Academica De Coimbra,1-3,Sporting CP
Mon Aug 31 2015,Os Belenenses,1-1,CS Maritimo
Mon Aug 31 2015,Uniao Madeira,0-0,Vitoria Guimaraes
Fri Sep 11 2015,Sl Benfica,6-0,Os Belenenses
Sat Sep 12 2015,GD Estoril,1-0,Sporting Braga
Sat Sep 12 2015,FC Arouca,1-3,FC Porto
Sun Sep 13 2015,CS Maritimo,5-2,Vitoria Setubal
Sun Sep 13 2015,Moreirense FC,0-0,Uniao Madeira
Sun Sep 13 2015,CD Nacional,2-0,Academica De Coimbra
Sun Sep 13 2015,Vitoria Guimaraes,1-0,CD Tondela
Sun Sep 13 2015,Rio Ave FC,1-2,Sporting CP
Mon Sep 14 2015,Boavista Porto,0-1,Pacos De Ferreira
Fri Sep 18 2015,Vitoria Setubal,2-2,Vitoria Guimaraes
Sat Sep 19 2015,CD Tondela,0-1,GD Estoril
Sat Sep 19 2015,Pacos De Ferreira,0-3,Rio Ave FC
Sun Sep 20 2015,Academica De Coimbra,0-2,Boavista Porto
Sun Sep 20 2015,Uniao Madeira,0-0,FC Arouca
Sun Sep 20 2015,FC Porto,1-0,Sl Benfica
Mon Sep 21 2015,Os Belenenses,2-0,Moreirense FC
Mon Sep 21 2015,Sporting Braga,5-1,CS Maritimo
Mon Sep 21 2015,Sporting CP,1-0,CD Nacional
Fri Sep 25 2015,Moreirense FC,2-2,FC Porto
Sat Sep 26 2015,Sl Benfica,3-0,Pacos De Ferreira
Sat Sep 26 2015,Boavista Porto,0-0,Sporting CP
Sun Sep 27 2015,CS Maritimo,1-0,CD Tondela
Sun Sep 27 2015,CD Nacional,1-1,Vitoria Setubal
Sun Sep 27 2015,FC Arouca,2-2,Os Belenenses
Sun Sep 27 2015,GD Estoril,2-1,Uniao Madeira
Sun Sep 27 2015,Vitoria Guimaraes,0-1,Sporting Braga
Mon Sep 28 2015,Rio Ave FC,1-0,Academica De Coimbra
Fri Oct 2 2015,Vitoria Setubal,1-0,GD Estoril
Sat Oct 3 2015,Pacos De Ferreira,3-1,CD Nacional
Sat Oct 3 2015,CD Tondela,1-1,Moreirense FC
Sat Oct 3 2015,Academica De Coimbra,1-0,CS Maritimo
Sat Oct 3 2015,Rio Ave FC,1-0,Boavista Porto
Sun Oct 4 2015,Sporting Braga,0-0,FC Arouca
Sun Oct 4 2015,FC Porto,4-0,Os Belenenses
Sun Oct 4 2015,Sporting CP,5-1,Vitoria Guimaraes
Fri Oct 23 2015,CD Nacional,0-0,Boavista Porto
Sat Oct 24 2015,CS Maritimo,0-2,Pacos De Ferreira
Sat Oct 24 2015,GD Estoril,2-2,Rio Ave FC
Sat Oct 24 2015,Vitoria Guimaraes,1-1,Academica De Coimbra
Sun Oct 25 2015,FC Arouca,1-1,CD Tondela
Sun Oct 25 2015,Moreirense FC,0-2,Vitoria Setubal
Sun Oct 25 2015,Sl Benfica,0-3,Sporting CP
Sun Oct 25 2015,FC Porto,0-0,Sporting Braga
Mon Oct 26 2015,Os Belenenses,1-0,Uniao Madeira
Fri Oct 30 2015,CD Tondela,0-4,Sl Benfica
Sat Oct 31 2015,Sporting Braga,4-0,Os Belenenses
Sat Oct 31 2015,Sporting CP,1-0,GD Estoril
Sun Nov 1 2015,Academica De Coimbra,1-1,Moreirense FC
Sun Nov 1 2015,Vitoria Setubal,0-0,FC Arouca
Sun Nov 1 2015,Rio Ave FC,1-0,CD Nacional
Sun Nov 1 2015,Boavista Porto,0-1,CS Maritimo
Mon Nov 2 2015,Pacos De Ferreira,0-1,Vitoria Guimaraes
Fri Nov 6 2015,GD Estoril,1-1,Academica De Coimbra
Sat Nov 7 2015,Vitoria Guimaraes,0-1,CD Nacional
Sun Nov 8 2015,Sl Benfica,2-0,Boavista Porto
Sun Nov 8 2015,CS Maritimo,3-2,Rio Ave FC
Sun Nov 8 2015,Moreirense FC,2-0,Pacos De Ferreira
Sun Nov 8 2015,FC Porto,2-0,Vitoria Setubal
Sun Nov 8 2015,FC Arouca,0-1,Sporting CP
Mon Nov 9 2015,Os Belenenses,2-1,CD Tondela
Mon Nov 9 2015,Uniao Madeira,0-1,Sporting Braga
Fri Nov 27 2015,CD Nacional,3-1,CS Maritimo
Sat Nov 28 2015,Vitoria Setubal,2-2,Uniao Madeira
Sat Nov 28 2015,Boavista Porto,1-2,Vitoria Guimaraes
Sat Nov 28 2015,CD Tondela,0-1,FC Porto
Sun Nov 29 2015,Academica De Coimbra,1-1,FC Arouca
Sun Nov 29 2015,Rio Ave FC,0-1,Moreirense FC
Sun Nov 29 2015,Pacos De Ferreira,2-0,GD Estoril
Mon Nov 30 2015,Sporting CP,1-0,Os Belenenses
Mon Nov 30 2015,Sporting Braga,0-2,Sl Benfica
Wed Dec 2 2015,Uniao Madeira,0-4,FC Porto
Fri Dec 4 2015,Sl Benfica,3-0,Academica De Coimbra
Sat Dec 5 2015,Os Belenenses,0-3,Vitoria Setubal
Sat Dec 5 2015,FC Porto,2-1,Pacos De Ferreira
Sat Dec 5 2015,CS Maritimo,0-1,Sporting CP
Sun Dec 6 2015,FC Arouca,3-2,Boavista Porto
Sun Dec 6 2015,GD Estoril,1-1,CD Nacional
Sun Dec 6 2015,Uniao Madeira,2-0,CD Tondela
Sun Dec 6 2015,Moreirense FC,0-0,Sporting Braga
Mon Dec 7 2015,Vitoria Guimaraes,3-1,Rio Ave FC
Fri Dec 11 2015,Boavista Porto,1-1,GD Estoril
Sat Dec 12 2015,Rio Ave FC,3-1,FC Arouca
Sat Dec 12 2015,Pacos De Ferreira,6-0,Uniao Madeira
Sat Dec 12 2015,Vitoria Guimaraes,3-4,CS Maritimo
Sat Dec 12 2015,Vitoria Setubal,2-4,Sl Benfica
Sun Dec 13 2015,Sporting CP,3-1,Moreirense FC
Sun Dec 13 2015,CD Tondela,0-1,Sporting Braga
Mon Dec 14 2015,CD Nacional,1-2,FC Porto
Mon Dec 14 2015,Academica De Coimbra,4-3,Os Belenenses
Tue Dec 15 2015,Uniao Madeira,0-0,Sl Benfica
Sat Dec 19 2015,FC Arouca,4-1,CS Maritimo
Sat Dec 19 2015,GD Estoril,0-1,Vitoria Guimaraes
Sun Dec 20 2015,Sl Benfica,3-1,Rio Ave FC
Sun Dec 20 2015,Moreirense FC,2-0,CD Nacional
Sun Dec 20 2015,CD Tondela,1-3,Vitoria Setubal
Sun Dec 20 2015,Uniao Madeira,1-0,Sporting CP
Sun Dec 20 2015,FC Porto,3-1,Academica De Coimbra
Mon Dec 21 2015,Os Belenenses,1-0,Boavista Porto
Mon Dec 21 2015,Sporting Braga,1-1,Pacos De Ferreira
Sat Jan 2 2016,Academica De Coimbra,3-1,Uniao Madeira
Sat Jan 2 2016,Boavista Porto,0-3,Moreirense FC
Sat Jan 2 2016,CD Nacional,2-2,FC Arouca
Sat Jan 2 2016,CS Maritimo,1-1,GD Estoril
Sat Jan 2 2016,Vitoria Setubal,1-1,Sporting Braga
Sat Jan 2 2016,Pacos De Ferreira,2-2,Os Belenenses
Sat Jan 2 2016,Vitoria Guimaraes,0-1,Sl Benfica
Sat Jan 2 2016,Sporting CP,2-0,FC Porto
Sun Jan 3 2016,Rio Ave FC,2-3,CD Tondela
Wed Jan 6 2016,Uniao Madeira,1-0,Boavista Porto
Wed Jan 6 2016,FC Arouca,1-0,GD Estoril
Wed Jan 6 2016,CD Tondela,0-2,Pacos De Ferreira
Wed Jan 6 2016,Moreirense FC,3-4,Vitoria Guimaraes
Wed Jan 6 2016,Os Belenenses,2-2,CD Nacional
Wed Jan 6 2016,Sporting Braga,3-0,Academica De Coimbra
Wed Jan 6 2016,Sl Benfica,6-0,CS Maritimo
Wed Jan 6 2016,FC Porto,1-1,Rio Ave FC
Wed Jan 6 2016,Vitoria Setubal,0-6,Sporting CP
Sat Jan 9 2016,Vitoria Guimaraes,2-2,FC Arouca
Sun Jan 10 2016,Academica De Coimbra,2-1,CD Tondela
Sun Jan 10 2016,CS Maritimo,5-1,Moreirense FC
Sun Jan 10 2016,Rio Ave FC,1-0,Uniao Madeira
Sun Jan 10 2016,GD Estoril,2-0,Os Belenenses
Sun Jan 10 2016,Sporting CP,3-2,Sporting Braga
Sun Jan 10 2016,Boavista Porto,0-5,FC Porto
Mon Jan 11 2016,CD Nacional,1-4,Sl Benfica
Mon Jan 11 2016,Pacos De Ferreira,2-1,Vitoria Setubal
Fri Jan 15 2016,Sporting CP,2-2,CD Tondela
Sat Jan 16 2016,Academica De Coimbra,1-1,Pacos De Ferreira
Sat Jan 16 2016,CS Maritimo,0-1,Uniao Madeira
Sat Jan 16 2016,GD Estoril,1-2,Sl Benfica
Sun Jan 17 2016,Rio Ave FC,1-2,Os Belenenses
Sun Jan 17 2016,FC Arouca,1-2,Moreirense FC
Sun Jan 17 2016,CD Nacional,2-3,Sporting Braga
Sun Jan 17 2016,Vitoria Guimaraes,1-0,FC Porto
Mon Jan 18 2016,Boavista Porto,4-0,Vitoria Setubal
Fri Jan 22 2016,Vitoria Setubal,2-1,Academica De Coimbra
Sat Jan 23 2016,Moreirense FC,1-3,GD Estoril
Sat Jan 23 2016,Uniao Madeira,3-0,CD Nacional
Sat Jan 23 2016,Sl Benfica,3-1,FC Arouca
Sat Jan 23 2016,Pacos De Ferreira,1-3,Sporting CP
Sun Jan 24 2016,Os Belenenses,3-3,Vitoria Guimaraes
Sun Jan 24 2016,Sporting Braga,5-1,Rio Ave FC
Sun Jan 24 2016,FC Porto,1-0,CS Maritimo
Mon Jan 25 2016,CD Tondela,1-2,Boavista Porto
Fri Jan 29 2016,Vitoria Guimaraes,3-1,Uniao Madeira
Sat Jan 30 2016,GD Estoril,1-3,FC Porto
Sat Jan 30 2016,Sporting CP,3-2,Academica De Coimbra
Sun Jan 31 2016,FC Arouca,2-2,Pacos De Ferreira
Sun Jan 31 2016,CD Nacional,3-1,CD Tondela
Sun Jan 31 2016,Rio Ave FC,2-1,Vitoria Setubal
Sun Jan 31 2016,Boavista Porto,0-0,Sporting Braga
Sun Jan 31 2016,Moreirense FC,1-4,Sl Benfica
Mon Feb 1 2016,CS Maritimo,1-2,Os Belenenses
Fri Feb 5 2016,Os Belenenses,0-5,Sl Benfica
Sat Feb 6 2016,Vitoria Setubal,1-1,CS Maritimo
