Date,Team 1,FT,Team 2
Fri Aug 21 2015,Malaga CF,0-0,Sevilla FC
Sat Aug 22 2015,Espanyol Barcelona,1-0,Getafe CF
Sat Aug 22 2015,Deportivo La Coruna,0-0,Real Sociedad
Sat Aug 22 2015,Atletico Madrid,1-0,Ud Las Palmas
Sat Aug 22 2015,Rayo Vallecano,0-0,Valencia CF
Sun Aug 23 2015,Athletic Bilbao,0-1,FC Barcelona
Sun Aug 23 2015,Sporting Gijon,0-0,Real Madrid
Sun Aug 23 2015,Levante Ud,1-2,Celta Vigo
Sun Aug 23 2015,Real Betis,1-1,Villarreal CF
Mon Aug 24 2015,Granada CF,1-3,Sd Eibar
Fri Aug 28 2015,Villarreal CF,3-1,Espanyol Barcelona
Sat Aug 29 2015,Real Sociedad,0-0,Sporting Gijon
Sat Aug 29 2015,FC Barcelona,1-0,Malaga CF
Sat Aug 29 2015,Celta Vigo,3-0,Rayo Vallecano
Sat Aug 29 2015,Real Madrid,5-0,Real Betis
Sun Aug 30 2015,Sd Eibar,2-0,Athletic Bilbao
Sun Aug 30 2015,Sevilla FC,0-3,Atletico Madrid
Sun Aug 30 2015,Valencia CF,1-1,Deportivo La Coruna
Sun Aug 30 2015,Ud Las Palmas,0-0,Levante Ud
Sun Aug 30 2015,Getafe CF,1-2,Granada CF
Fri Sep 11 2015,Levante Ud,1-1,Sevilla FC
Sat Sep 12 2015,Espanyol Barcelona,0-6,Real Madrid
Sat Sep 12 2015,Sporting Gijon,0-1,Valencia CF
Sat Sep 12 2015,Atletico Madrid,1-2,FC Barcelona
Sat Sep 12 2015,Real Betis,1-0,Real Sociedad
Sun Sep 13 2015,Granada CF,1-3,Villarreal CF
Sun Sep 13 2015,Athletic Bilbao,3-1,Getafe CF
Sun Sep 13 2015,Celta Vigo,3-3,Ud Las Palmas
Sun Sep 13 2015,Malaga CF,0-0,Sd Eibar
Mon Sep 14 2015,Rayo Vallecano,1-3,Deportivo La Coruna
Fri Sep 18 2015,Getafe CF,1-0,Malaga CF
Sat Sep 19 2015,Real Madrid,1-0,Granada CF
Sat Sep 19 2015,Valencia CF,0-0,Real Betis
Sat Sep 19 2015,Sd Eibar,0-2,Atletico Madrid
Sat Sep 19 2015,Real Sociedad,2-3,Espanyol Barcelona
Sun Sep 20 2015,Sevilla FC,1-2,Celta Vigo
Sun Sep 20 2015,Deportivo La Coruna,2-3,Sporting Gijon
Sun Sep 20 2015,Villarreal CF,3-1,Athletic Bilbao
Sun Sep 20 2015,Ud Las Palmas,0-1,Rayo Vallecano
Sun Sep 20 2015,FC Barcelona,4-1,Levante Ud
Tue Sep 22 2015,Atletico Madrid,2-0,Getafe CF
Tue Sep 22 2015,Espanyol Barcelona,1-0,Valencia CF
Tue Sep 22 2015,Granada CF,0-3,Real Sociedad
Wed Sep 23 2015,Celta Vigo,4-1,FC Barcelona
Wed Sep 23 2015,Levante Ud,2-2,Sd Eibar
Wed Sep 23 2015,Rayo Vallecano,2-1,Sporting Gijon
Wed Sep 23 2015,Athletic Bilbao,1-2,Real Madrid
Wed Sep 23 2015,Ud Las Palmas,2-0,Sevilla FC
Wed Sep 23 2015,Malaga CF,0-1,Villarreal CF
Thu Sep 24 2015,Real Betis,1-2,Deportivo La Coruna
Fri Sep 25 2015,Valencia CF,1-0,Granada CF
Sat Sep 26 2015,FC Barcelona,2-1,Ud Las Palmas
