Date,Team 1,FT,Team 2
Sun Sep 14 1952,Racing Santander,2-0,Athletic Bilbao
Sun Sep 14 1952,Celta Vigo,0-1,Espanyol Barcelona
Sun Sep 14 1952,Real Sociedad,0-0,Valencia CF
Sun Sep 14 1952,Atletico Madrid,5-1,Real Oviedo
Sun Sep 14 1952,Real Zaragoza,0-4,Real Valladolid
Sun Sep 14 1952,FC Barcelona,4-3,Deportivo La Coruna
Sun Sep 14 1952,Sporting Gijon,4-0,Malaga CF
Sun Sep 14 1952,Sevilla FC,2-2,Real Madrid
Sun Sep 21 1952,Athletic Bilbao,3-0,Real Zaragoza
Sun Sep 21 1952,Deportivo La Coruna,0-1,Racing Santander
Sun Sep 21 1952,Valencia CF,3-2,Celta Vigo
Sun Sep 21 1952,Real Oviedo,2-1,FC Barcelona
Sun Sep 21 1952,Espanyol Barcelona,6-2,Sevilla FC
Sun Sep 21 1952,Malaga CF,1-3,Atletico Madrid
Sun Sep 21 1952,Real Valladolid,1-2,Real Sociedad
Sun Sep 21 1952,Real Madrid,2-2,Sporting Gijon
Sun Sep 28 1952,Sevilla FC,4-2,Valencia CF
Sun Sep 28 1952,FC Barcelona,6-2,Malaga CF
Sun Sep 28 1952,Real Zaragoza,1-2,Deportivo La Coruna
Sun Sep 28 1952,Celta Vigo,2-0,Real Valladolid
Sun Sep 28 1952,Sporting Gijon,2-0,Atletico Madrid
Sun Sep 28 1952,Real Madrid,1-2,Espanyol Barcelona
Sun Sep 28 1952,Real Sociedad,3-1,Athletic Bilbao
Sun Sep 28 1952,Racing Santander,0-2,Real Oviedo
Sun Oct 5 1952,Real Oviedo,3-2,Real Zaragoza
Sun Oct 5 1952,Athletic Bilbao,5-0,Celta Vigo
Sun Oct 5 1952,Espanyol Barcelona,4-0,Sporting Gijon
Sun Oct 5 1952,Real Valladolid,0-4,Sevilla FC
Sun Oct 5 1952,Valencia CF,3-2,Real Madrid
Sun Oct 5 1952,Atletico Madrid,2-1,FC Barcelona
Sun Oct 5 1952,Deportivo La Coruna,1-0,Real Sociedad
Sun Oct 5 1952,Malaga CF,4-2,Racing Santander
Sun Oct 12 1952,Espanyol Barcelona,2-1,Valencia CF
Sun Oct 12 1952,Real Zaragoza,0-2,Malaga CF
Sun Oct 12 1952,Celta Vigo,2-0,Deportivo La Coruna
Sun Oct 12 1952,Real Madrid,3-1,Real Valladolid
Sun Oct 12 1952,Racing Santander,3-3,Atletico Madrid
Sun Oct 12 1952,Sevilla FC,1-0,Athletic Bilbao
Sun Oct 12 1952,Sporting Gijon,0-0,FC Barcelona
Sun Oct 12 1952,Real Sociedad,3-2,Real Oviedo
Sun Oct 19 1952,Deportivo La Coruna,2-0,Sevilla FC
Sun Oct 19 1952,Valencia CF,4-0,Sporting Gijon
Sun Oct 19 1952,Real Oviedo,4-0,Celta Vigo
Sun Oct 19 1952,FC Barcelona,3-1,Racing Santander
Sun Oct 19 1952,Real Valladolid,0-1,Espanyol Barcelona
Sun Oct 19 1952,Athletic Bilbao,2-2,Real Madrid
Sun Oct 19 1952,Atletico Madrid,4-1,Real Zaragoza
Sun Oct 19 1952,Malaga CF,2-4,Real Sociedad
Sun Oct 26 1952,Sevilla FC,2-1,Real Oviedo
Sun Oct 26 1952,Celta Vigo,3-1,Malaga CF
Sun Oct 26 1952,Real Madrid,5-2,Deportivo La Coruna
Sun Oct 26 1952,Sporting Gijon,2-0,Racing Santander
Sun Oct 26 1952,Real Sociedad,0-2,Atletico Madrid
Sun Oct 26 1952,Espanyol Barcelona,6-2,Athletic Bilbao
Sun Oct 26 1952,Real Zaragoza,1-5,FC Barcelona
Sun Oct 26 1952,Valencia CF,2-0,Real Valladolid
Sun Nov 2 1952,FC Barcelona,3-0,Real Sociedad
Sun Nov 2 1952,Malaga CF,0-3,Sevilla FC
Sun Nov 2 1952,Real Valladolid,2-2,Sporting Gijon
Sun Nov 2 1952,Atletico Madrid,4-1,Celta Vigo
Sun Nov 2 1952,Real Oviedo,3-1,Real Madrid
Sun Nov 2 1952,Athletic Bilbao,1-1,Valencia CF
Sun Nov 2 1952,Deportivo La Coruna,2-2,Espanyol Barcelona
Sun Nov 2 1952,Racing Santander,3-1,Real Zaragoza
Sun Nov 9 1952,Sporting Gijon,2-3,Real Zaragoza
Sun Nov 9 1952,Real Madrid,2-0,Malaga CF
Sun Nov 9 1952,Valencia CF,1-1,Deportivo La Coruna
Sun Nov 9 1952,Espanyol Barcelona,3-0,Real Oviedo
Sun Nov 9 1952,Sevilla FC,3-1,Atletico Madrid
Sun Nov 9 1952,Real Valladolid,1-0,Athletic Bilbao
Sun Nov 9 1952,Celta Vigo,3-3,FC Barcelona
Sun Nov 9 1952,Real Sociedad,3-1,Racing Santander
Sun Nov 16 1952,FC Barcelona,3-2,Sevilla FC
