Date,Team 1,FT,Team 2
Sun Aug 24 1952,As Saint Etienne,2-6,Stade Reims
Sun Aug 24 1952,Olympique Marseille,5-1,Montpellier HSC
Sun Aug 24 1952,Le Havre Ac,3-0,FC Metz
Sun Aug 24 1952,As Nancy,1-3,Lille OSC
Sun Aug 24 1952,Racing Club De France,2-0,Stade Rennes
Sun Aug 24 1952,Girondins Bordeaux,2-1,Stade Francais
Sun Aug 24 1952,RC Lens,2-1,Nimes Olympique
Sun Aug 24 1952,RC Roubaix,2-2,OGC Nice
Sun Aug 24 1952,FC Sete,0-0,FC Sochaux
Sun Aug 31 1952,Stade Reims,5-0,Le Havre Ac
Sun Aug 31 1952,Stade Francais,2-3,Olympique Marseille
Sun Aug 31 1952,FC Metz,0-3,Lille OSC
Sun Aug 31 1952,FC Sochaux,3-3,Racing Club De France
Sun Aug 31 1952,OGC Nice,3-1,RC Lens
Sun Aug 31 1952,Nimes Olympique,3-1,FC Sete
Sun Aug 31 1952,RC Roubaix,2-2,As Nancy
Sun Aug 31 1952,Stade Rennes,1-0,Girondins Bordeaux
Sun Aug 31 1952,Montpellier HSC,2-0,As Saint Etienne
Sun Sep 7 1952,Lille OSC,2-5,Stade Reims
Sun Sep 7 1952,Olympique Marseille,2-2,Stade Rennes
Sun Sep 7 1952,Girondins Bordeaux,4-1,FC Sochaux
Sun Sep 7 1952,RC Lens,1-3,RC Roubaix
Sun Sep 7 1952,Racing Club De France,1-2,Nimes Olympique
Sun Sep 7 1952,FC Sete,1-0,OGC Nice
Sun Sep 7 1952,Le Havre Ac,1-1,Montpellier HSC
Sun Sep 7 1952,FC Metz,2-0,As Nancy
Sun Sep 7 1952,As Saint Etienne,1-1,Stade Francais
Thu Sep 11 1952,RC Lens,0-3,Lille OSC
Thu Sep 11 1952,Girondins Bordeaux,2-0,Olympique Marseille
Thu Sep 11 1952,Nimes Olympique,4-2,Montpellier HSC
Thu Sep 11 1952,RC Roubaix,1-0,FC Metz
Thu Sep 11 1952,Racing Club De France,2-1,As Saint Etienne
Thu Sep 11 1952,As Nancy,1-2,Stade Rennes
Thu Sep 11 1952,FC Sochaux,1-3,Stade Francais
Sun Sep 14 1952,Stade Reims,5-0,RC Lens
Sun Sep 14 1952,Lille OSC,3-0,Racing Club De France
Sun Sep 14 1952,Montpellier HSC,1-1,RC Roubaix
Sun Sep 14 1952,Stade Rennes,2-0,Nimes Olympique
Sun Sep 14 1952,As Saint Etienne,2-2,Olympique Marseille
Sun Sep 14 1952,Le Havre Ac,3-1,Girondins Bordeaux
Sun Sep 14 1952,Stade Francais,0-1,OGC Nice
Sun Sep 14 1952,FC Metz,0-1,FC Sete
Sun Sep 14 1952,FC Sochaux,1-0,As Nancy
Thu Sep 18 1952,OGC Nice,0-4,Stade Reims
Thu Sep 18 1952,FC Sete,3-1,Le Havre Ac
Sun Sep 21 1952,FC Sete,2-1,Stade Reims
Sun Sep 21 1952,Girondins Bordeaux,1-5,Lille OSC
Sun Sep 21 1952,Olympique Marseille,3-1,Le Havre Ac
Sun Sep 21 1952,Nimes Olympique,2-0,FC Sochaux
Sun Sep 21 1952,RC Roubaix,0-0,Stade Francais
Sun Sep 21 1952,OGC Nice,3-1,Stade Rennes
Sun Sep 21 1952,Racing Club De France,0-2,FC Metz
Sun Sep 21 1952,RC Lens,2-1,Montpellier HSC
Sun Sep 21 1952,As Nancy,3-2,As Saint Etienne
Sat Sep 27 1952,Nimes Olympique,2-1,As Nancy
Sun Sep 28 1952,Stade Reims,5-1,Racing Club De France
Sun Sep 28 1952,Lille OSC,2-0,Olympique Marseille
Sun Sep 28 1952,Montpellier HSC,1-1,FC Sete
Sun Sep 28 1952,Stade Rennes,3-2,RC Roubaix
Sun Sep 28 1952,FC Metz,0-2,Girondins Bordeaux
Sun Sep 28 1952,Le Havre Ac,3-0,As Saint Etienne
Sun Sep 28 1952,FC Sochaux,3-2,OGC Nice
Sun Sep 28 1952,Stade Francais,1-1,RC Lens
Sun Oct 5 1952,As Saint Etienne,1-1,Girondins Bordeaux
Thu Oct 9 1952,Stade Reims,1-0,RC Roubaix
Thu Oct 9 1952,Lille OSC,5-0,FC Sete
Thu Oct 9 1952,Olympique Marseille,4-3,As Nancy
Thu Oct 9 1952,Stade Francais,4-2,Nimes Olympique
Thu Oct 9 1952,Stade Rennes,1-1,FC Sochaux
Thu Oct 9 1952,Le Havre Ac,4-1,Racing Club De France
Thu Oct 9 1952,Montpellier HSC,2-1,OGC Nice
Thu Oct 9 1952,FC Metz,3-0,RC Lens
Sun Oct 12 1952,Girondins Bordeaux,1-0,Stade Reims
Sun Oct 12 1952,As Saint Etienne,2-1,Lille OSC
Sun Oct 12 1952,Olympique Marseille,3-0,FC Metz
Sun Oct 12 1952,As Nancy,0-3,Le Havre Ac
Sun Oct 12 1952,FC Sete,2-2,Stade Francais
Sun Oct 12 1952,OGC Nice,2-0,Nimes Olympique
Sun Oct 12 1952,RC Lens,5-0,Stade Rennes
Sun Oct 12 1952,RC Roubaix,2-2,FC Sochaux
Sun Oct 12 1952,Racing Club De France,2-1,Montpellier HSC
Sun Oct 26 1952,Stade Reims,3-1,Olympique Marseille
Sun Oct 26 1952,Lille OSC,3-1,Le Havre Ac
Sun Oct 26 1952,Nimes Olympique,1-0,RC Roubaix
Sun Oct 26 1952,Stade Rennes,3-0,FC Sete
Sun Oct 26 1952,OGC Nice,2-1,As Nancy
Sun Oct 26 1952,Montpellier HSC,4-1,Girondins Bordeaux
Sun Oct 26 1952,Stade Francais,5-0,Racing Club De France
Sun Oct 26 1952,FC Sochaux,1-0,RC Lens
Sun Oct 26 1952,FC Metz,5-0,As Saint Etienne
Sun Nov 2 1952,Stade Reims,3-0,FC Sochaux
Sun Nov 2 1952,Lille OSC,1-1,OGC Nice
Sun Nov 2 1952,Olympique Marseille,3-3,FC Sete
Sun Nov 2 1952,Le Havre Ac,2-0,RC Roubaix
Sun Nov 2 1952,Girondins Bordeaux,3-1,Racing Club De France
Sun Nov 2 1952,Montpellier HSC,2-2,Stade Rennes
Sun Nov 2 1952,Stade Francais,4-1,As Nancy
Sun Nov 2 1952,FC Metz,2-0,Nimes Olympique
Sun Nov 2 1952,As Saint Etienne,2-3,RC Lens
Sun Nov 9 1952,RC Roubaix,1-2,Lille OSC
Sun Nov 9 1952,Nimes Olympique,1-0,Stade Reims
Sun Nov 9 1952,Racing Club De France,1-1,Olympique Marseille
Sun Nov 9 1952,FC Sete,5-0,As Saint Etienne
Sun Nov 9 1952,Stade Rennes,0-0,Stade Francais
Sun Nov 9 1952,RC Lens,2-0,Le Havre Ac
Sun Nov 9 1952,As Nancy,3-0,Girondins Bordeaux
Sun Nov 9 1952,OGC Nice,1-2,FC Metz
Sun Nov 9 1952,FC Sochaux,2-1,Montpellier HSC
Sun Nov 23 1952,Stade Reims,2-1,FC Metz
Sun Nov 23 1952,Montpellier HSC,1-1,Lille OSC
Sun Nov 23 1952,Girondins Bordeaux,3-2,Nimes Olympique
Sun Nov 23 1952,Stade Francais,2-2,Le Havre Ac
Sun Nov 23 1952,FC Sochaux,2-1,Olympique Marseille
Sun Nov 23 1952,RC Roubaix,2-0,FC Sete
Sun Nov 23 1952,Stade Rennes,0-1,As Saint Etienne
Sun Nov 23 1952,As Nancy,1-3,RC Lens
Sun Nov 23 1952,OGC Nice,1-2,Racing Club De France
Sun Nov 30 1952,Stade Reims,3-2,Montpellier HSC
Sun Nov 30 1952,Lille OSC,1-1,Stade Rennes
Sun Nov 30 1952,Girondins Bordeaux,4-2,RC Roubaix
Sun Nov 30 1952,Olympique Marseille,3-1,OGC Nice
Sun Nov 30 1952,Le Havre Ac,2-2,FC Sochaux
Sun Nov 30 1952,FC Metz,2-0,Stade Francais
Sun Nov 30 1952,As Saint Etienne,4-2,Nimes Olympique
Sun Nov 30 1952,FC Sete,1-2,As Nancy
Sun Nov 30 1952,Racing Club De France,1-1,RC Lens
Sun Dec 7 1952,As Nancy,1-1,Stade Reims
Sun Dec 7 1952,Stade Francais,2-0,Lille OSC
Sun Dec 7 1952,OGC Nice,1-2,Girondins Bordeaux
Sun Dec 7 1952,Stade Rennes,2-0,Le Havre Ac
Sun Dec 7 1952,FC Sochaux,3-0,As Saint Etienne
Sun Dec 7 1952,Nimes Olympique,2-0,Olympique Marseille
Sun Dec 7 1952,RC Lens,3-0,FC Sete
Sun Dec 7 1952,Montpellier HSC,1-1,FC Metz
Sun Dec 7 1952,RC Roubaix,0-1,Racing Club De France
Sun Dec 14 1952,Stade Reims,1-2,Stade Francais
Sun Dec 14 1952,Lille OSC,3-1,FC Sochaux
Sun Dec 14 1952,Girondins Bordeaux,2-0,RC Lens
Sun Dec 14 1952,Olympique Marseille,4-2,RC Roubaix
Sun Dec 14 1952,FC Metz,2-1,Stade Rennes
Sun Dec 14 1952,Le Havre Ac,1-1,Nimes Olympique
Sun Dec 14 1952,Racing Club De France,2-1,FC Sete
Sun Dec 14 1952,Montpellier HSC,0-1,As Nancy
Sun Dec 14 1952,As Saint Etienne,2-1,OGC Nice
Sun Dec 21 1952,Stade Rennes,0-1,Stade Reims
Sun Dec 21 1952,Nimes Olympique,2-0,Lille OSC
Sun Dec 21 1952,FC Sete,2-0,Girondins Bordeaux
Sun Dec 21 1952,RC Lens,1-1,Olympique Marseille
Sun Dec 21 1952,Stade Francais,2-4,Montpellier HSC
Sun Dec 21 1952,FC Sochaux,1-1,FC Metz
Sun Dec 21 1952,OGC Nice,0-2,Le Havre Ac
Sun Dec 21 1952,As Nancy,1-0,Racing Club De France
Sun Dec 21 1952,RC Roubaix,2-0,As Saint Etienne
Sun Dec 28 1952,Stade Reims,2-0,As Saint Etienne
Sun Dec 28 1952,Lille OSC,6-2,As Nancy
Sun Dec 28 1952,Stade Francais,0-2,Girondins Bordeaux
Sun Dec 28 1952,FC Metz,6-1,Le Havre Ac
Sun Dec 28 1952,Nimes Olympique,0-0,RC Lens
Sun Dec 28 1952,FC Sochaux,4-2,FC Sete
Sun Dec 28 1952,Montpellier HSC,2-1,Olympique Marseille
Sun Dec 28 1952,Stade Rennes,1-0,Racing Club De France
Sun Dec 28 1952,OGC Nice,4-1,RC Roubaix
Sun Jan 4 1953,Le Havre Ac,3-4,Stade Reims
Sun Jan 4 1953,Lille OSC,1-2,FC Metz
Sun Jan 4 1953,Girondins Bordeaux,7-0,Stade Rennes
Sun Jan 4 1953,FC Sete,1-1,Nimes Olympique
Sun Jan 4 1953,RC Lens,2-0,OGC Nice
Sun Jan 4 1953,As Saint Etienne,2-0,Montpellier HSC
Sun Jan 4 1953,As Nancy,1-0,RC Roubaix
Sun Jan 11 1953,Stade Reims,1-1,Lille OSC
Sun Jan 11 1953,FC Sochaux,8-2,Girondins Bordeaux
Sun Jan 11 1953,Nimes Olympique,4-2,Racing Club De France
Sun Jan 11 1953,As Nancy,1-0,FC Metz
Sun Jan 11 1953,RC Roubaix,0-1,RC Lens
Sun Jan 11 1953,Stade Rennes,3-1,Olympique Marseille
Sun Jan 11 1953,Stade Francais,2-1,As Saint Etienne
Sun Jan 11 1953,Montpellier HSC,2-1,Le Havre Ac
Sun Jan 11 1953,OGC Nice,3-2,FC Sete
Sun Jan 25 1953,Stade Reims,3-1,OGC Nice
Sun Jan 25 1953,Lille OSC,0-0,RC Lens
Sun Jan 25 1953,Montpellier HSC,2-5,Nimes Olympique
Sun Jan 25 1953,Olympique Marseille,3-0,Girondins Bordeaux
Sun Jan 25 1953,Stade Francais,1-2,FC Sochaux
Sun Jan 25 1953,FC Metz,1-1,RC Roubaix
Sun Jan 25 1953,Stade Rennes,0-1,As Nancy
Sun Jan 25 1953,Le Havre Ac,2-0,FC Sete
Sun Jan 25 1953,As Saint Etienne,3-1,Racing Club De France
Thu Jan 29 1953,Olympique Marseille,1-0,Stade Francais
Sat Jan 31 1953,Girondins Bordeaux,6-0,Le Havre Ac
Sun Feb 1 1953,RC Lens,1-3,Stade Reims
Sun Feb 1 1953,Racing Club De France,1-0,Lille OSC
Sun Feb 1 1953,Nimes Olympique,2-0,Stade Rennes
Sun Feb 1 1953,As Nancy,1-2,FC Sochaux
Sun Feb 1 1953,Olympique Marseille,1-0,As Saint Etienne
Sun Feb 1 1953,FC Sete,0-0,FC Metz
Sun Feb 1 1953,OGC Nice,2-1,Stade Francais
Sun Feb 1 1953,RC Roubaix,1-0,Montpellier HSC
Thu Feb 12 1953,Racing Club De France,2-1,FC Sochaux
Sun Feb 15 1953,Stade Reims,2-0,FC Sete
Sun Feb 15 1953,Lille OSC,0-0,Girondins Bordeaux
Sun Feb 15 1953,FC Sochaux,1-1,Nimes Olympique
Sun Feb 15 1953,Le Havre Ac,2-1,Olympique Marseille
Sun Feb 15 1953,FC Metz,0-2,Racing Club De France
Sun Feb 15 1953,Montpellier HSC,2-1,RC Lens
Sun Feb 15 1953,Stade Rennes,0-0,OGC Nice
Sun Feb 15 1953,Stade Francais,1-3,RC Roubaix
Sun Feb 15 1953,As Saint Etienne,6-0,As Nancy
Sun Feb 22 1953,Racing Club De France,1-3,Stade Reims
Sun Feb 22 1953,Girondins Bordeaux,4-0,FC Metz
Sun Feb 22 1953,Olympique Marseille,3-0,Lille OSC
Sun Feb 22 1953,As Nancy,2-0,Nimes Olympique
Sun Feb 22 1953,OGC Nice,5-3,FC Sochaux
Sun Feb 22 1953,RC Lens,1-1,Stade Francais
Sun Feb 22 1953,As Saint Etienne,1-0,Le Havre Ac
Sun Feb 22 1953,RC Roubaix,3-2,Stade Rennes
Sun Feb 22 1953,FC Sete,1-0,Montpellier HSC
Sun Mar 8 1953,RC Roubaix,1-1,Stade Reims
Sun Mar 8 1953,Girondins Bordeaux,0-0,As Saint Etienne
Sun Mar 8 1953,Nimes Olympique,0-0,Stade Francais
