Date,Team 1,FT,Team 2
Wed Jul 24 1991,FC Admira Wacker,3-0,Vse St Poelten
Wed Jul 24 1991,FC Wacker Innsbruck,4-0,Dsv Leoben
Wed Jul 24 1991,Rapid Wien,2-0,Vorwaerts Steyr
Wed Jul 24 1991,Kremser SC,2-2,First Vienna FC
Wed Jul 24 1991,FC Blau Weiss Linz,2-1,Austria Wien
Wed Jul 24 1991,RB Salzburg,1-0,Sturm Graz
Sat Jul 27 1991,Dsv Leoben,1-1,FC Blau Weiss Linz
Sat Jul 27 1991,Austria Wien,3-2,RB Salzburg
Sat Jul 27 1991,Sturm Graz,0-1,Rapid Wien
Sat Jul 27 1991,First Vienna FC,0-0,FC Admira Wacker
Sat Jul 27 1991,Vorwaerts Steyr,0-1,Kremser SC
Sat Jul 27 1991,Vse St Poelten,2-1,FC Wacker Innsbruck
Tue Jul 30 1991,FC Admira Wacker,0-0,FC Wacker Innsbruck
Tue Jul 30 1991,First Vienna FC,1-0,Vorwaerts Steyr
Wed Jul 31 1991,Rapid Wien,1-1,Austria Wien
Wed Jul 31 1991,Kremser SC,1-3,Sturm Graz
Wed Jul 31 1991,FC Blau Weiss Linz,2-0,Vse St Poelten
Wed Jul 31 1991,RB Salzburg,1-0,Dsv Leoben
Sat Aug 3 1991,Dsv Leoben,2-5,Rapid Wien
Sat Aug 3 1991,Austria Wien,2-1,Kremser SC
Sat Aug 3 1991,FC Wacker Innsbruck,4-3,FC Blau Weiss Linz
Sat Aug 3 1991,Sturm Graz,2-1,First Vienna FC
Sat Aug 3 1991,Vse St Poelten,1-2,RB Salzburg
Sun Aug 4 1991,Vorwaerts Steyr,4-1,FC Admira Wacker
Fri Aug 9 1991,FC Admira Wacker,0-0,FC Blau Weiss Linz
Fri Aug 9 1991,Vorwaerts Steyr,3-1,Sturm Graz
Sat Aug 10 1991,Rapid Wien,4-1,Vse St Poelten
Sat Aug 10 1991,Kremser SC,3-1,Dsv Leoben
Sat Aug 10 1991,RB Salzburg,2-1,FC Wacker Innsbruck
Sat Aug 10 1991,First Vienna FC,1-2,Austria Wien
Fri Aug 16 1991,Austria Wien,2-0,Vorwaerts Steyr
Fri Aug 16 1991,Vse St Poelten,4-0,Kremser SC
Sat Aug 17 1991,FC Wacker Innsbruck,0-0,Rapid Wien
Sat Aug 17 1991,FC Blau Weiss Linz,0-0,RB Salzburg
Sat Aug 17 1991,Sturm Graz,2-1,FC Admira Wacker
Sun Aug 18 1991,Dsv Leoben,0-0,First Vienna FC
Sat Aug 24 1991,FC Admira Wacker,2-0,RB Salzburg
Sat Aug 24 1991,Rapid Wien,0-1,FC Blau Weiss Linz
Sat Aug 24 1991,Kremser SC,1-2,FC Wacker Innsbruck
Sat Aug 24 1991,Sturm Graz,0-0,Austria Wien
Sat Aug 24 1991,First Vienna FC,3-2,Vse St Poelten
Sat Aug 24 1991,Vorwaerts Steyr,3-0,Dsv Leoben
Tue Aug 27 1991,RB Salzburg,3-2,Rapid Wien
Wed Aug 28 1991,Dsv Leoben,1-0,Sturm Graz
Wed Aug 28 1991,Austria Wien,1-0,FC Admira Wacker
Wed Aug 28 1991,FC Wacker Innsbruck,5-1,First Vienna FC
Wed Aug 28 1991,FC Blau Weiss Linz,4-1,Kremser SC
Wed Aug 28 1991,Vse St Poelten,0-0,Vorwaerts Steyr
Sat Aug 31 1991,FC Admira Wacker,2-0,Rapid Wien
Sat Aug 31 1991,Austria Wien,8-1,Dsv Leoben
Sat Aug 31 1991,Kremser SC,0-1,RB Salzburg
Sat Aug 31 1991,Sturm Graz,1-0,Vse St Poelten
Sat Aug 31 1991,Vorwaerts Steyr,2-4,FC Wacker Innsbruck
Sun Sep 1 1991,First Vienna FC,0-0,FC Blau Weiss Linz
Fri Sep 6 1991,RB Salzburg,5-0,First Vienna FC
Sat Sep 7 1991,Dsv Leoben,1-2,FC Admira Wacker
Sat Sep 7 1991,FC Wacker Innsbruck,3-2,Sturm Graz
Sat Sep 7 1991,Rapid Wien,0-1,Kremser SC
Sat Sep 7 1991,FC Blau Weiss Linz,1-0,Vorwaerts Steyr
Sat Sep 7 1991,Vse St Poelten,0-0,Austria Wien
Tue Sep 10 1991,Kremser SC,0-0,FC Admira Wacker
Tue Sep 10 1991,First Vienna FC,0-4,Rapid Wien
Tue Sep 10 1991,Vorwaerts Steyr,2-1,RB Salzburg
Wed Sep 11 1991,Dsv Leoben,0-2,Vse St Poelten
Wed Sep 11 1991,Austria Wien,2-2,FC Wacker Innsbruck
Wed Sep 11 1991,Sturm Graz,2-1,FC Blau Weiss Linz
Fri Sep 13 1991,FC Admira Wacker,2-1,Kremser SC
Fri Sep 13 1991,RB Salzburg,2-0,Vorwaerts Steyr
Sat Sep 14 1991,FC Wacker Innsbruck,3-4,Austria Wien
Sat Sep 14 1991,Rapid Wien,3-0,First Vienna FC
Sat Sep 14 1991,FC Blau Weiss Linz,2-1,Sturm Graz
Sat Sep 14 1991,Vse St Poelten,0-0,Dsv Leoben
Fri Sep 20 1991,Vse St Poelten,1-1,FC Admira Wacker
Sat Sep 21 1991,Dsv Leoben,0-0,FC Wacker Innsbruck
Sat Sep 21 1991,Sturm Graz,0-2,RB Salzburg
Sat Sep 21 1991,First Vienna FC,2-1,Kremser SC
Sat Sep 21 1991,Vorwaerts Steyr,1-1,Rapid Wien
Sun Sep 22 1991,Austria Wien,5-0,FC Blau Weiss Linz
Fri Sep 27 1991,FC Admira Wacker,3-2,First Vienna FC
Fri Sep 27 1991,FC Wacker Innsbruck,4-2,Vse St Poelten
