Date,Team 1,FT,Team 2
Sat Aug 17 1991,MVV,0-0,Fortuna Sittard
Sat Aug 17 1991,VVV Venlo,1-3,Roda JC Kerkrade
Sun Aug 18 1991,FC Groningen,1-0,Willem II
Sun Aug 18 1991,FC Volendam,1-1,Sparta Rotterdam
Sun Aug 18 1991,Feyenoord,1-0,FC Twente
Sun Aug 18 1991,PSV Eindhoven,2-1,FC Utrecht
Sun Aug 18 1991,RKC Waalwijk,2-1,De Graafschap
Wed Aug 21 1991,AFC Ajax,3-0,FC Volendam
Wed Aug 21 1991,De Graafschap,0-0,FC Groningen
Wed Aug 21 1991,ADO Den Haag,0-3,Vitesse
Wed Aug 21 1991,FC Twente,1-0,MVV
Wed Aug 21 1991,Roda JC Kerkrade,1-0,FC Dordrecht
Wed Aug 21 1991,Willem II,4-0,VVV Venlo
Sat Aug 24 1991,FC Dordrecht,6-1,VVV Venlo
Sun Aug 25 1991,Vitesse,0-0,AFC Ajax
Sun Aug 25 1991,Sparta Rotterdam,0-0,Feyenoord
Sun Aug 25 1991,RKC Waalwijk,2-2,Fortuna Sittard
Sun Aug 25 1991,De Graafschap,2-4,ADO Den Haag
Sun Aug 25 1991,FC Twente,0-1,FC Volendam
Wed Aug 28 1991,FC Dordrecht,2-2,ADO Den Haag
Wed Aug 28 1991,FC Utrecht,1-1,RKC Waalwijk
Wed Aug 28 1991,Fortuna Sittard,2-5,PSV Eindhoven
Wed Aug 28 1991,De Graafschap,1-2,Willem II
Wed Aug 28 1991,Vitesse,0-0,Roda JC Kerkrade
Thu Aug 29 1991,MVV,1-3,Sparta Rotterdam
Sat Aug 31 1991,Fortuna Sittard,2-2,FC Groningen
Sat Aug 31 1991,Roda JC Kerkrade,1-5,FC Volendam
Sat Aug 31 1991,VVV Venlo,0-0,Vitesse
Sat Aug 31 1991,Willem II,2-2,FC Dordrecht
Sun Sep 1 1991,AFC Ajax,3-0,MVV
Sun Sep 1 1991,FC Twente,1-1,RKC Waalwijk
Sun Sep 1 1991,FC Utrecht,2-0,De Graafschap
Sun Sep 1 1991,Sparta Rotterdam,1-3,PSV Eindhoven
Wed Sep 4 1991,De Graafschap,2-0,Fortuna Sittard
Wed Sep 4 1991,FC Groningen,1-2,FC Twente
Wed Sep 4 1991,FC Utrecht,1-0,Willem II
Wed Sep 4 1991,FC Volendam,1-0,VVV Venlo
Wed Sep 4 1991,Feyenoord,1-1,Roda JC Kerkrade
Wed Sep 4 1991,MVV,1-1,ADO Den Haag
Wed Sep 4 1991,RKC Waalwijk,6-2,Sparta Rotterdam
Wed Sep 4 1991,Vitesse,4-1,FC Dordrecht
Sat Sep 7 1991,FC Twente,3-0,De Graafschap
Sat Sep 7 1991,Fortuna Sittard,2-2,FC Utrecht
Sat Sep 7 1991,Sparta Rotterdam,4-2,FC Groningen
Sat Sep 7 1991,FC Dordrecht,3-2,FC Volendam
Sat Sep 7 1991,VVV Venlo,0-1,Feyenoord
Sat Sep 7 1991,Willem II,2-4,Vitesse
Sun Sep 8 1991,AFC Ajax,5-1,RKC Waalwijk
Tue Sep 10 1991,Roda JC Kerkrade,0-2,MVV
Fri Sep 13 1991,Fortuna Sittard,0-0,Willem II
Sat Sep 14 1991,De Graafschap,0-1,Sparta Rotterdam
Sat Sep 14 1991,FC Utrecht,1-1,FC Twente
Sat Sep 14 1991,MVV,1-0,VVV Venlo
Sat Sep 14 1991,PSV Eindhoven,2-1,Roda JC Kerkrade
Sun Sep 15 1991,FC Volendam,0-1,Vitesse
Sun Sep 15 1991,Feyenoord,2-0,FC Dordrecht
Sun Sep 15 1991,RKC Waalwijk,3-0,ADO Den Haag
Fri Sep 20 1991,Roda JC Kerkrade,1-0,RKC Waalwijk
Sat Sep 21 1991,FC Dordrecht,2-3,MVV
Sat Sep 21 1991,Willem II,1-1,FC Volendam
Sun Sep 22 1991,AFC Ajax,5-1,De Graafschap
Sun Sep 22 1991,ADO Den Haag,2-2,FC Groningen
Sun Sep 22 1991,FC Twente,3-1,Fortuna Sittard
Sun Sep 22 1991,Sparta Rotterdam,2-1,FC Utrecht
Sun Sep 22 1991,Vitesse,2-1,Feyenoord
Wed Sep 25 1991,FC Groningen,1-2,Roda JC Kerkrade
Wed Sep 25 1991,FC Twente,1-0,Willem II
Wed Sep 25 1991,Feyenoord,1-0,FC Volendam
Wed Sep 25 1991,Fortuna Sittard,2-2,Sparta Rotterdam
Wed Sep 25 1991,MVV,2-1,Vitesse
Wed Sep 25 1991,PSV Eindhoven,5-0,FC Dordrecht
Wed Sep 25 1991,RKC Waalwijk,3-3,VVV Venlo
Sat Sep 28 1991,AFC Ajax,3-1,Fortuna Sittard
Sat Sep 28 1991,ADO Den Haag,0-0,FC Utrecht
Sat Sep 28 1991,Roda JC Kerkrade,3-2,De Graafschap
Sat Sep 28 1991,Sparta Rotterdam,3-2,FC Twente
Sat Sep 28 1991,FC Dordrecht,3-2,RKC Waalwijk
Sat Sep 28 1991,VVV Venlo,1-2,FC Groningen
