Date,Team 1,FT,Team 2
Tue Sep 10 1991,Union De Santa Fe,1-2,River Plate
Tue Sep 10 1991,Rosario Central,0-0,Huracan
Tue Sep 10 1991,Quilmes Ac,0-1,Newells Old Boys
Tue Sep 10 1991,Platense,1-0,Independiente
Tue Sep 10 1991,Gye La Plata,1-0,Deportivo Espanol
Tue Sep 10 1991,Argentinos Juniors,0-0,Estudiantes
Wed Sep 11 1991,Racing Club,2-3,Deportivo Mandiyu
Fri Sep 13 1991,Boca Juniors,1-0,Ferro Carril Oeste
Sun Sep 15 1991,Velez Sarsfield,1-0,Deportivo Espanol
Sun Sep 15 1991,Union De Santa Fe,0-0,Independiente
Sun Sep 15 1991,Rosario Central,1-0,Newells Old Boys
Sun Sep 15 1991,Racing Club,0-1,River Plate
Sun Sep 15 1991,Quilmes Ac,0-0,Estudiantes
Sun Sep 15 1991,Platense,1-2,Talleres Cordoba
Sun Sep 15 1991,Gye La Plata,0-0,Huracan
Sun Sep 15 1991,Belgrano Cordoba,0-0,Deportivo Mandiyu
Sun Sep 15 1991,Argentinos Juniors,0-0,San Lorenzo
Wed Sep 18 1991,San Lorenzo,1-1,Talleres Cordoba
Wed Sep 18 1991,Belgrano Cordoba,1-1,Ferro Carril Oeste
Thu Sep 19 1991,Boca Juniors,3-2,Velez Sarsfield
Sat Sep 21 1991,River Plate,3-0,Gye La Plata
Sun Sep 22 1991,Talleres Cordoba,2-1,Quilmes Ac
Sun Sep 22 1991,San Lorenzo,1-1,Platense
Sun Sep 22 1991,Newells Old Boys,0-0,Racing Club
Sun Sep 22 1991,Independiente,0-0,Rosario Central
Sun Sep 22 1991,Huracan,1-1,Belgrano Cordoba
Sun Sep 22 1991,Estudiantes,1-1,Union De Santa Fe
Sun Sep 22 1991,Deportivo Espanol,1-0,Ferro Carril Oeste
Sun Sep 22 1991,Deportivo Mandiyu,0-0,Velez Sarsfield
Sun Sep 22 1991,Argentinos Juniors,3-1,Boca Juniors
Sat Sep 28 1991,Velez Sarsfield,5-0,Huracan
Sun Sep 29 1991,Union De Santa Fe,0-0,Talleres Cordoba
Sun Sep 29 1991,Rosario Central,2-0,Estudiantes
Sun Sep 29 1991,Racing Club,0-0,Independiente
Sun Sep 29 1991,Quilmes Ac,0-0,San Lorenzo
Sun Sep 29 1991,Platense,0-0,Argentinos Juniors
Sun Sep 29 1991,Gye La Plata,1-0,Newells Old Boys
Sun Sep 29 1991,Ferro Carril Oeste,1-0,Deportivo Mandiyu
Sun Sep 29 1991,Boca Juniors,3-3,Deportivo Espanol
Sun Sep 29 1991,Belgrano Cordoba,0-3,River Plate
Fri Oct 4 1991,San Lorenzo,1-2,Union De Santa Fe
Sun Oct 6 1991,Talleres Cordoba,3-1,Rosario Central
Sun Oct 6 1991,River Plate,1-0,Velez Sarsfield
Sun Oct 6 1991,Platense,0-2,Boca Juniors
Sun Oct 6 1991,Newells Old Boys,0-1,Belgrano Cordoba
Sun Oct 6 1991,Independiente,2-3,Gye La Plata
Sun Oct 6 1991,Huracan,2-1,Ferro Carril Oeste
Sun Oct 6 1991,Estudiantes,1-0,Racing Club
Sun Oct 6 1991,Deportivo Mandiyu,2-1,Deportivo Espanol
Sun Oct 6 1991,Argentinos Juniors,1-0,Quilmes Ac
Sat Oct 12 1991,Racing Club,1-2,Talleres Cordoba
Sun Oct 13 1991,Velez Sarsfield,4-1,Newells Old Boys
Sun Oct 13 1991,Union De Santa Fe,2-1,Argentinos Juniors
Sun Oct 13 1991,Rosario Central,0-1,San Lorenzo
Sun Oct 13 1991,Quilmes Ac,1-0,Platense
Sun Oct 13 1991,Gye La Plata,2-0,Estudiantes
Sun Oct 13 1991,Ferro Carril Oeste,0-1,River Plate
Sun Oct 13 1991,Deportivo Espanol,1-0,Huracan
Sun Oct 13 1991,Boca Juniors,2-0,Deportivo Mandiyu
Sun Oct 13 1991,Belgrano Cordoba,0-1,Independiente
Fri Oct 18 1991,Quilmes Ac,1-2,Boca Juniors
Sun Oct 20 1991,Talleres Cordoba,1-0,Gye La Plata
Sun Oct 20 1991,San Lorenzo,0-0,Racing Club
Sun Oct 20 1991,River Plate,2-1,Deportivo Espanol
Sun Oct 20 1991,Platense,2-2,Union De Santa Fe
Sun Oct 20 1991,Newells Old Boys,2-2,Ferro Carril Oeste
Sun Oct 20 1991,Independiente,1-2,Velez Sarsfield
Sun Oct 20 1991,Huracan,3-2,Deportivo Mandiyu
Sun Oct 20 1991,Estudiantes,1-1,Belgrano Cordoba
Sun Oct 20 1991,Argentinos Juniors,2-2,Rosario Central
Fri Oct 25 1991,Racing Club,0-0,Argentinos Juniors
Sat Oct 26 1991,Union De Santa Fe,0-0,Quilmes Ac
Sat Oct 26 1991,Rosario Central,1-3,Platense
Sun Oct 27 1991,Velez Sarsfield,1-0,Estudiantes
Sun Oct 27 1991,Gye La Plata,0-2,San Lorenzo
Sun Oct 27 1991,Ferro Carril Oeste,2-3,Independiente
Sun Oct 27 1991,Deportivo Espanol,1-0,Newells Old Boys
Sun Oct 27 1991,Boca Juniors,1-1,Huracan
Sun Oct 27 1991,Belgrano Cordoba,3-0,Talleres Cordoba
Fri Nov 1 1991,Independiente,1-0,Deportivo Espanol
Sun Nov 3 1991,Union De Santa Fe,0-0,Boca Juniors
Sun Nov 3 1991,Talleres Cordoba,1-0,Velez Sarsfield
Sun Nov 3 1991,San Lorenzo,1-1,Belgrano Cordoba
Sun Nov 3 1991,River Plate,1-0,Huracan
Sun Nov 3 1991,Quilmes Ac,0-0,Rosario Central
Sun Nov 3 1991,Platense,2-1,Racing Club
Sun Nov 3 1991,Newells Old Boys,0-1,Deportivo Mandiyu
Sun Nov 3 1991,Estudiantes,0-1,Ferro Carril Oeste
Sun Nov 3 1991,Argentinos Juniors,0-0,Gye La Plata
Fri Nov 8 1991,Velez Sarsfield,1-1,San Lorenzo
Sun Nov 10 1991,Rosario Central,1-0,Union De Santa Fe
Sun Nov 10 1991,Racing Club,1-1,Quilmes Ac
Sun Nov 10 1991,Huracan,1-1,Newells Old Boys
Sun Nov 10 1991,Gye La Plata,0-0,Platense
Sun Nov 10 1991,Ferro Carril Oeste,1-0,Talleres Cordoba
Sun Nov 10 1991,Deportivo Espanol,3-3,Estudiantes
Sun Nov 10 1991,Deportivo Mandiyu,1-1,Independiente
Sun Nov 10 1991,Boca Juniors,0-0,River Plate
Sun Nov 10 1991,Belgrano Cordoba,1-1,Argentinos Juniors
Fri Nov 15 1991,Independiente,2-0,Huracan
Sun Nov 17 1991,Union De Santa Fe,0-1,Racing Club
Sun Nov 17 1991,Talleres Cordoba,0-0,Deportivo Espanol
Sun Nov 17 1991,San Lorenzo,0-0,Ferro Carril Oeste
Sun Nov 17 1991,Quilmes Ac,1-1,Gye La Plata
Sun Nov 17 1991,Platense,0-0,Belgrano Cordoba
Sun Nov 17 1991,Newells Old Boys,0-1,River Plate
Sun Nov 17 1991,Estudiantes,3-0,Deportivo Mandiyu
Sun Nov 17 1991,Boca Juniors,1-1,Rosario Central
Sun Nov 17 1991,Argentinos Juniors,1-1,Velez Sarsfield
