Date,Team 1,FT,Team 2
Mon Sep 12 1983,Calcio Catania,0-0,Torino FC
Mon Sep 12 1983,Acf Fiorentina,5-1,Ssc Napoli
Mon Sep 12 1983,Genoa CFc,0-5,Udinese Calcio
Mon Sep 12 1983,Inter,1-2,Sampdoria
Mon Sep 12 1983,Juventus,7-0,Ascoli Calcio
Mon Sep 12 1983,As Roma,2-0,Pisa SC
Mon Sep 12 1983,Hellas Verona,4-2,Lazio Roma
Mon Sep 12 1983,US Avellino,4-0,AC Milan
Sun Sep 18 1983,Pisa SC,0-0,Juventus
Sun Sep 18 1983,Udinese Calcio,3-1,Calcio Catania
Sun Sep 18 1983,Sampdoria,1-2,As Roma
Sun Sep 18 1983,Ascoli Calcio,4-1,US Avellino
Sun Sep 18 1983,AC Milan,4-2,Hellas Verona
Sun Sep 18 1983,Lazio Roma,3-0,Inter
Sun Sep 18 1983,Ssc Napoli,0-0,Genoa CFc
Sun Sep 18 1983,Torino FC,1-0,Acf Fiorentina
Sun Sep 25 1983,Acf Fiorentina,2-1,Ascoli Calcio
Sun Sep 25 1983,Hellas Verona,2-0,Pisa SC
Sun Sep 25 1983,As Roma,3-1,AC Milan
Sun Sep 25 1983,Juventus,2-0,Ssc Napoli
Sun Sep 25 1983,Genoa CFc,0-0,Lazio Roma
Sun Sep 25 1983,Calcio Catania,1-1,Sampdoria
Sun Sep 25 1983,US Avellino,2-1,Udinese Calcio
Sun Sep 25 1983,Inter,0-0,Torino FC
Sun Oct 2 1983,Sampdoria,1-2,Acf Fiorentina
Sun Oct 2 1983,Pisa SC,1-1,Genoa CFc
Sun Oct 2 1983,Udinese Calcio,1-1,Hellas Verona
Sun Oct 2 1983,Ascoli Calcio,1-0,Inter
Sun Oct 2 1983,AC Milan,2-1,Calcio Catania
Sun Oct 2 1983,Ssc Napoli,2-0,US Avellino
Sun Oct 2 1983,Lazio Roma,0-1,Juventus
Sun Oct 2 1983,Torino FC,2-1,As Roma
Sun Oct 9 1983,Acf Fiorentina,0-0,Udinese Calcio
Sun Oct 9 1983,Hellas Verona,3-1,Ascoli Calcio
Sun Oct 9 1983,Sampdoria,1-1,Lazio Roma
Sun Oct 9 1983,As Roma,1-0,Genoa CFc
Sun Oct 9 1983,Inter,1-0,Ssc Napoli
Sun Oct 9 1983,Calcio Catania,2-0,Pisa SC
Sun Oct 9 1983,US Avellino,0-0,Torino FC
Sun Oct 9 1983,Juventus,2-1,AC Milan
Sun Oct 23 1983,Genoa CFc,0-2,US Avellino
Sun Oct 23 1983,Torino FC,2-1,Juventus
Sun Oct 23 1983,Ssc Napoli,1-0,Ascoli Calcio
Sun Oct 23 1983,Udinese Calcio,2-2,Inter
Sun Oct 23 1983,Lazio Roma,0-2,As Roma
Sun Oct 23 1983,Acf Fiorentina,0-0,Pisa SC
Sun Oct 23 1983,Calcio Catania,0-1,Hellas Verona
Sun Oct 23 1983,AC Milan,2-1,Sampdoria
Sun Oct 30 1983,Ascoli Calcio,1-0,Udinese Calcio
Sun Oct 30 1983,US Avellino,0-0,Calcio Catania
Sun Oct 30 1983,Genoa CFc,2-1,Torino FC
Sun Oct 30 1983,Juventus,1-2,Sampdoria
Sun Oct 30 1983,AC Milan,4-1,Lazio Roma
Sun Oct 30 1983,Pisa SC,0-0,Inter
Sun Oct 30 1983,As Roma,5-1,Ssc Napoli
Sun Oct 30 1983,Hellas Verona,3-1,Acf Fiorentina
Sun Nov 6 1983,Lazio Roma,2-1,US Avellino
Sun Nov 6 1983,Ssc Napoli,0-0,Pisa SC
