Date,Team 1,FT,Team 2
Sun Sep 29 1940,Sevilla FC,11-1,FC Barcelona
Sun Sep 29 1940,Valencia CF,2-2,Athletic Bilbao
Sun Sep 29 1940,Atletico Madrid,5-4,Celta Vigo
Sun Sep 29 1940,Espanyol Barcelona,5-0,Real Oviedo
Sun Sep 29 1940,Hercules CF,4-0,Real Murcia
Sun Sep 29 1940,Real Zaragoza,1-1,Real Madrid
Sun Oct 6 1940,Celta Vigo,7-1,Espanyol Barcelona
Sun Oct 6 1940,FC Barcelona,4-3,Valencia CF
Sun Oct 6 1940,Real Murcia,1-1,Atletico Madrid
Sun Oct 6 1940,Real Oviedo,0-4,Sevilla FC
Sun Oct 6 1940,Athletic Bilbao,0-0,Real Zaragoza
Sun Oct 6 1940,Real Madrid,5-3,Hercules CF
Sat Oct 12 1940,Real Zaragoza,2-1,FC Barcelona
Sun Oct 13 1940,Sevilla FC,10-3,Valencia CF
Sun Oct 13 1940,Real Oviedo,4-3,Celta Vigo
Sun Oct 13 1940,Atletico Madrid,3-1,Real Madrid
Sun Oct 13 1940,Espanyol Barcelona,2-1,Real Murcia
Sun Oct 13 1940,Hercules CF,1-0,Athletic Bilbao
Sun Oct 20 1940,Real Murcia,1-2,Real Oviedo
Sun Oct 20 1940,FC Barcelona,3-2,Hercules CF
Sun Oct 20 1940,Valencia CF,1-0,Real Zaragoza
Sun Oct 20 1940,Celta Vigo,2-2,Sevilla FC
Sun Oct 20 1940,Athletic Bilbao,0-5,Atletico Madrid
Sun Oct 20 1940,Real Madrid,4-1,Espanyol Barcelona
Sun Oct 27 1940,Atletico Madrid,4-4,FC Barcelona
Sun Oct 27 1940,Espanyol Barcelona,1-1,Athletic Bilbao
Sun Oct 27 1940,Hercules CF,0-2,Valencia CF
Sun Oct 27 1940,Sevilla FC,4-1,Real Zaragoza
Sun Oct 27 1940,Celta Vigo,5-1,Real Murcia
Sun Oct 27 1940,Real Oviedo,0-2,Real Madrid
Sun Nov 3 1940,Real Madrid,3-1,Celta Vigo
Sun Nov 3 1940,Real Murcia,2-1,Sevilla FC
Sun Nov 3 1940,Real Zaragoza,7-0,Hercules CF
Sun Nov 3 1940,FC Barcelona,2-3,Espanyol Barcelona
Sun Nov 3 1940,Valencia CF,3-1,Atletico Madrid
Sun Nov 3 1940,Athletic Bilbao,2-1,Real Oviedo
Sun Nov 10 1940,Sevilla FC,8-3,Hercules CF
Sun Nov 10 1940,Real Murcia,3-1,Real Madrid
Sun Nov 10 1940,Real Oviedo,3-1,FC Barcelona
Sun Nov 10 1940,Celta Vigo,1-2,Athletic Bilbao
Sun Nov 10 1940,Espanyol Barcelona,2-1,Valencia CF
Sun Nov 10 1940,Atletico Madrid,3-1,Real Zaragoza
Sun Nov 17 1940,Athletic Bilbao,6-1,Real Murcia
Sun Nov 17 1940,Valencia CF,5-1,Real Oviedo
Sun Nov 17 1940,FC Barcelona,2-0,Celta Vigo
Sun Nov 17 1940,Real Madrid,4-1,Sevilla FC
Sun Nov 17 1940,Real Zaragoza,0-3,Espanyol Barcelona
Sun Nov 17 1940,Hercules CF,3-3,Atletico Madrid
Sun Nov 24 1940,Real Murcia,1-3,FC Barcelona
Sun Nov 24 1940,Espanyol Barcelona,1-2,Hercules CF
Sun Nov 24 1940,Real Oviedo,5-4,Real Zaragoza
Sun Nov 24 1940,Sevilla FC,1-1,Atletico Madrid
Sun Nov 24 1940,Real Madrid,0-1,Athletic Bilbao
Sun Nov 24 1940,Celta Vigo,6-2,Valencia CF
Sun Dec 1 1940,FC Barcelona,3-0,Real Madrid
Sun Dec 1 1940,Sevilla FC,1-0,Athletic Bilbao
Sun Dec 1 1940,Atletico Madrid,5-3,Espanyol Barcelona
Sun Dec 1 1940,Real Zaragoza,1-0,Celta Vigo
Sun Dec 1 1940,Hercules CF,3-0,Real Oviedo
Sun Dec 1 1940,Valencia CF,3-3,Real Murcia
Sun Dec 8 1940,Celta Vigo,2-0,Hercules CF
Sun Dec 8 1940,Athletic Bilbao,3-1,FC Barcelona
Sun Dec 8 1940,Real Madrid,6-1,Valencia CF
Sun Dec 8 1940,Real Oviedo,4-3,Atletico Madrid
Sun Dec 8 1940,Espanyol Barcelona,4-3,Sevilla FC
Sun Dec 8 1940,Real Murcia,1-0,Real Zaragoza
Sun Dec 15 1940,Athletic Bilbao,5-0,Valencia CF
Sun Dec 15 1940,Celta Vigo,0-2,Atletico Madrid
Sun Dec 15 1940,FC Barcelona,4-0,Sevilla FC
Sun Dec 15 1940,Real Madrid,6-0,Real Zaragoza
Sun Dec 15 1940,Real Murcia,0-0,Hercules CF
Sun Dec 15 1940,Real Oviedo,3-3,Espanyol Barcelona
Sun Dec 22 1940,Hercules CF,0-3,Real Madrid
Sun Dec 22 1940,Valencia CF,3-1,FC Barcelona
Sun Dec 22 1940,Real Zaragoza,2-2,Athletic Bilbao
Sun Dec 22 1940,Espanyol Barcelona,4-1,Celta Vigo
Sun Dec 22 1940,Sevilla FC,4-1,Real Oviedo
Sun Dec 22 1940,Atletico Madrid,6-0,Real Murcia
Sun Dec 29 1940,FC Barcelona,2-0,Real Zaragoza
Sun Dec 29 1940,Celta Vigo,3-1,Real Oviedo
Sun Dec 29 1940,Real Murcia,3-1,Espanyol Barcelona
Sun Dec 29 1940,Real Madrid,1-4,Atletico Madrid
Sun Dec 29 1940,Athletic Bilbao,4-0,Hercules CF
Sun Dec 29 1940,Valencia CF,4-1,Sevilla FC
Sun Jan 5 1941,Real Oviedo,2-1,Real Murcia
Sun Jan 5 1941,Sevilla FC,3-0,Celta Vigo
Sun Jan 5 1941,Real Zaragoza,1-2,Valencia CF
Sun Jan 5 1941,Hercules CF,1-3,FC Barcelona
Sun Jan 5 1941,Espanyol Barcelona,3-2,Real Madrid
Mon Jan 6 1941,Atletico Madrid,1-1,Athletic Bilbao
Sun Jan 19 1941,FC Barcelona,2-4,Atletico Madrid
Sun Jan 19 1941,Real Zaragoza,0-3,Sevilla FC
Sun Jan 19 1941,Real Murcia,3-0,Celta Vigo
Sun Jan 19 1941,Valencia CF,6-0,Hercules CF
Sun Jan 19 1941,Athletic Bilbao,6-2,Espanyol Barcelona
Tue Jan 21 1941,Real Madrid,1-0,Real Oviedo
Sun Jan 26 1941,Atletico Madrid,2-2,Valencia CF
Sun Jan 26 1941,Sevilla FC,3-2,Real Murcia
Sun Jan 26 1941,Real Oviedo,0-2,Athletic Bilbao
Sun Jan 26 1941,Espanyol Barcelona,3-1,FC Barcelona
Sun Jan 26 1941,Celta Vigo,1-2,Real Madrid
Sun Jan 26 1941,Hercules CF,1-0,Real Zaragoza
Sun Feb 2 1941,Real Madrid,2-1,Real Murcia
Sun Feb 2 1941,Valencia CF,3-0,Espanyol Barcelona
Sun Feb 2 1941,Real Zaragoza,1-1,Atletico Madrid
Sun Feb 2 1941,Hercules CF,1-0,Sevilla FC
Sun Feb 2 1941,Athletic Bilbao,4-1,Celta Vigo
Sun Feb 2 1941,FC Barcelona,7-0,Real Oviedo
Sun Feb 9 1941,Atletico Madrid,7-1,Hercules CF
Sun Feb 9 1941,Espanyol Barcelona,3-0,Real Zaragoza
Sun Feb 9 1941,Real Oviedo,3-3,Valencia CF
Sun Feb 9 1941,Real Murcia,1-3,Athletic Bilbao
Sun Feb 9 1941,Sevilla FC,5-4,Real Madrid
Sun Feb 9 1941,Celta Vigo,1-4,FC Barcelona
Sun Feb 16 1941,Athletic Bilbao,3-1,Real Madrid
Sun Feb 16 1941,FC Barcelona,3-0,Real Murcia
Sun Feb 16 1941,Real Zaragoza,3-0,Real Oviedo
Sun Feb 16 1941,Valencia CF,5-1,Celta Vigo
Sun Feb 16 1941,Hercules CF,3-2,Espanyol Barcelona
Sun Feb 16 1941,Atletico Madrid,3-1,Sevilla FC
Sun Feb 23 1941,Real Madrid,1-2,FC Barcelona
Sun Feb 23 1941,Real Murcia,2-5,Valencia CF
Sun Feb 23 1941,Espanyol Barcelona,2-3,Atletico Madrid
Sun Feb 23 1941,Athletic Bilbao,2-1,Sevilla FC
Sun Feb 23 1941,Real Oviedo,6-0,Hercules CF
Sun Mar 2 1941,Real Zaragoza,2-1,Real Murcia
Sun Mar 2 1941,Valencia CF,1-1,Real Madrid
Sun Mar 2 1941,FC Barcelona,1-0,Athletic Bilbao
Sun Mar 2 1941,Sevilla FC,3-1,Espanyol Barcelona
Sun Mar 2 1941,Hercules CF,0-5,Celta Vigo
Sun Mar 2 1941,Atletico Madrid,3-0,Real Oviedo
Sun Mar 30 1941,Celta Vigo,1-0,Real Zaragoza
