Date,Team 1,FT,Team 2
Fri Aug 12 2005,AZ Alkmaar,3-0,Sparta Rotterdam
Sat Aug 13 2005,Willem II,1-2,RKC Waalwijk
Sat Aug 13 2005,Vitesse,2-2,SC Heerenveen
Sat Aug 13 2005,Roda JC Kerkrade,2-0,FC Twente
Sat Aug 13 2005,Heracles Almelo,1-1,PSV Eindhoven
Sun Aug 14 2005,NEC Nijmegen,0-0,FC Utrecht
Sun Aug 14 2005,FC Groningen,1-0,RBC Roosendaal
Sun Aug 14 2005,Feyenoord,2-0,NAC Breda
Fri Aug 19 2005,NAC Breda,1-0,Willem II
Sat Aug 20 2005,SC Heerenveen,5-4,Roda JC Kerkrade
Sat Aug 20 2005,RBC Roosendaal,0-2,AFC Ajax
Sat Aug 20 2005,FC Twente,0-1,NEC Nijmegen
Sat Aug 20 2005,ADO Den Haag,1-2,Heracles Almelo
Sun Aug 21 2005,FC Utrecht,1-2,AZ Alkmaar
Sun Aug 21 2005,Sparta Rotterdam,1-3,Feyenoord
Sun Aug 21 2005,PSV Eindhoven,2-1,Vitesse
Sun Aug 21 2005,RKC Waalwijk,2-1,FC Groningen
Fri Aug 26 2005,ADO Den Haag,1-0,SC Heerenveen
Sat Aug 27 2005,Vitesse,0-5,AZ Alkmaar
Sat Aug 27 2005,Sparta Rotterdam,1-0,NAC Breda
Sat Aug 27 2005,NEC Nijmegen,1-3,RKC Waalwijk
Sun Aug 28 2005,Roda JC Kerkrade,0-3,PSV Eindhoven
Sun Aug 28 2005,RBC Roosendaal,1-1,Willem II
Sun Aug 28 2005,Heracles Almelo,2-1,FC Groningen
Sun Aug 28 2005,AFC Ajax,1-2,Feyenoord
Sun Aug 28 2005,FC Utrecht,1-3,FC Twente
Fri Sep 9 2005,RKC Waalwijk,2-0,Roda JC Kerkrade
Sat Sep 10 2005,AZ Alkmaar,7-0,RBC Roosendaal
Sat Sep 10 2005,Willem II,0-2,AFC Ajax
Sat Sep 10 2005,SC Heerenveen,1-2,Heracles Almelo
Sat Sep 10 2005,PSV Eindhoven,1-0,FC Utrecht
Sun Sep 11 2005,NAC Breda,4-1,ADO Den Haag
Sun Sep 11 2005,Feyenoord,3-0,NEC Nijmegen
Sun Sep 11 2005,FC Twente,0-1,Vitesse
Sun Sep 11 2005,FC Groningen,0-1,Sparta Rotterdam
Fri Sep 16 2005,ADO Den Haag,0-0,FC Twente
Sat Sep 17 2005,Heracles Almelo,0-2,RKC Waalwijk
Sat Sep 17 2005,NEC Nijmegen,1-1,NAC Breda
Sat Sep 17 2005,RBC Roosendaal,1-1,Sparta Rotterdam
Sun Sep 18 2005,AZ Alkmaar,4-2,AFC Ajax
Sun Sep 18 2005,Roda JC Kerkrade,0-2,Willem II
Sun Sep 18 2005,Feyenoord,5-1,SC Heerenveen
Sun Sep 18 2005,FC Groningen,1-0,PSV Eindhoven
Sun Sep 18 2005,FC Utrecht,1-0,Vitesse
Wed Sep 21 2005,AFC Ajax,2-2,ADO Den Haag
Fri Sep 23 2005,SC Heerenveen,2-1,NEC Nijmegen
Sat Sep 24 2005,Willem II,1-0,ADO Den Haag
Sat Sep 24 2005,Vitesse,2-0,FC Groningen
Sat Sep 24 2005,PSV Eindhoven,2-0,RBC Roosendaal
Sat Sep 24 2005,RKC Waalwijk,2-3,FC Utrecht
Sat Sep 24 2005,AFC Ajax,4-1,Roda JC Kerkrade
Sun Sep 25 2005,NAC Breda,2-1,AZ Alkmaar
Sun Sep 25 2005,Sparta Rotterdam,2-0,Heracles Almelo
Sun Sep 25 2005,FC Twente,1-3,Feyenoord
Fri Sep 30 2005,RBC Roosendaal,1-2,NAC Breda
Sat Oct 1 2005,ADO Den Haag,2-1,RKC Waalwijk
Sat Oct 1 2005,Roda JC Kerkrade,3-2,Vitesse
Sun Oct 2 2005,Sparta Rotterdam,1-2,AFC Ajax
Sun Oct 2 2005,SC Heerenveen,2-3,PSV Eindhoven
Sun Oct 2 2005,AZ Alkmaar,3-2,NEC Nijmegen
