Date,Team 1,FT,Team 2
Sat Aug 27 2005,As Livorno,2-1,US Lecce
Sat Aug 27 2005,Acf Fiorentina,2-1,Sampdoria
Sun Aug 28 2005,Ascoli Calcio,1-1,AC Milan
Sun Aug 28 2005,Inter,3-0,FC Treviso
Sun Aug 28 2005,Lazio Roma,1-0,Acr Messina
Sun Aug 28 2005,Parma FC,1-1,US Palermo
Sun Aug 28 2005,Reggina Calcio,0-3,As Roma
Sun Aug 28 2005,AC Siena,2-1,Cagliari Calcio
Sun Aug 28 2005,Udinese Calcio,1-0,Empoli FC
Sun Aug 28 2005,Juventus,1-0,Chievo Verona
Sat Sep 10 2005,AC Milan,3-1,AC Siena
Sat Sep 10 2005,US Palermo,3-2,Inter
Sun Sep 11 2005,Chievo Verona,1-0,Parma FC
Sun Sep 11 2005,Empoli FC,0-4,Juventus
Sun Sep 11 2005,US Lecce,0-0,Ascoli Calcio
Sun Sep 11 2005,Acr Messina,2-2,Acf Fiorentina
Sun Sep 11 2005,As Roma,0-1,Udinese Calcio
Sun Sep 11 2005,Sampdoria,3-2,Reggina Calcio
Sun Sep 11 2005,FC Treviso,0-1,As Livorno
Sun Sep 11 2005,Cagliari Calcio,1-1,Lazio Roma
Sat Sep 17 2005,Parma FC,1-0,Empoli FC
Sat Sep 17 2005,Inter,3-0,US Lecce
Sun Sep 18 2005,Cagliari Calcio,1-1,Acr Messina
Sun Sep 18 2005,Acf Fiorentina,4-2,Udinese Calcio
Sun Sep 18 2005,Juventus,2-1,Ascoli Calcio
Sun Sep 18 2005,Lazio Roma,3-1,FC Treviso
Sun Sep 18 2005,Reggina Calcio,1-3,Chievo Verona
Sun Sep 18 2005,Sampdoria,2-1,AC Milan
Sun Sep 18 2005,AC Siena,1-2,US Palermo
Sun Sep 18 2005,As Livorno,0-0,As Roma
Wed Sep 21 2005,Ascoli Calcio,1-1,AC Siena
Wed Sep 21 2005,Chievo Verona,0-1,Inter
Wed Sep 21 2005,Empoli FC,3-1,Cagliari Calcio
