Date,Team 1,FT,Team 2
Fri Aug 5 2005,Racing Club,0-0,CA Banfield
Sat Aug 6 2005,Quilmes Ac,1-1,Newells Old Boys
Sat Aug 6 2005,Rosario Central,1-1,Olimpo
Sat Aug 6 2005,San Lorenzo,3-2,Velez Sarsfield
Sun Aug 7 2005,Boca Juniors,4-1,Gye Jujuy
Sun Aug 7 2005,Gye La Plata,1-0,CA Colon
Sun Aug 7 2005,CA Lanus,2-4,Independiente
Sun Aug 7 2005,River Plate,2-0,CA Tiro Federal Argentino
Fri Aug 12 2005,Velez Sarsfield,0-1,Argentinos Juniors
Sat Aug 13 2005,Arsenal Sarandi,1-1,Gye La Plata
Sat Aug 13 2005,CA Colon,0-2,Racing Club
Sat Aug 13 2005,Newells Old Boys,2-1,CA Tiro Federal Argentino
Sun Aug 14 2005,CA Banfield,0-0,Quilmes Ac
Sun Aug 14 2005,Boca Juniors,2-2,Rosario Central
Sun Aug 14 2005,Estudiantes,0-1,San Lorenzo
Sun Aug 14 2005,Gye Jujuy,0-0,River Plate
Sun Aug 14 2005,Independiente,3-0,Instituto Cordoba
Sun Aug 14 2005,Olimpo,1-1,CA Lanus
Fri Aug 19 2005,Argentinos Juniors,2-1,Estudiantes
Sat Aug 20 2005,Gye La Plata,0-6,Velez Sarsfield
Sat Aug 20 2005,Racing Club,3-1,Arsenal Sarandi
Sat Aug 20 2005,CA Tiro Federal Argentino,0-1,CA Banfield
Sun Aug 21 2005,Quilmes Ac,4-2,CA Colon
Sun Aug 21 2005,San Lorenzo,1-1,Independiente
Sun Aug 21 2005,River Plate,2-1,Newells Old Boys
Sun Aug 21 2005,Rosario Central,3-2,Gye Jujuy
Sun Aug 21 2005,CA Lanus,1-1,Boca Juniors
Sun Aug 21 2005,Instituto Cordoba,0-0,Olimpo
Fri Aug 26 2005,Gye Jujuy,2-0,Newells Old Boys
Fri Aug 26 2005,Rosario Central,4-0,CA Lanus
Sat Aug 27 2005,Independiente,1-1,Argentinos Juniors
Sat Aug 27 2005,Olimpo,1-1,San Lorenzo
Sun Aug 28 2005,Arsenal Sarandi,1-3,Quilmes Ac
Sun Aug 28 2005,CA Banfield,4-1,River Plate
Sun Aug 28 2005,Boca Juniors,3-0,Instituto Cordoba
Sun Aug 28 2005,CA Colon,4-3,CA Tiro Federal Argentino
Sun Aug 28 2005,Estudiantes,1-0,Gye La Plata
Sun Aug 28 2005,Velez Sarsfield,1-0,Racing Club
Fri Sep 2 2005,Argentinos Juniors,0-0,Arsenal Sarandi
Fri Sep 2 2005,Instituto Cordoba,0-0,Estudiantes
Tue Sep 6 2005,Argentinos Juniors,1-0,Olimpo
Tue Sep 6 2005,Newells Old Boys,2-2,CA Banfield
Tue Sep 6 2005,Quilmes Ac,1-1,Velez Sarsfield
Tue Sep 6 2005,Racing Club,3-1,Estudiantes
Wed Sep 7 2005,Gye La Plata,3-0,Independiente
Wed Sep 7 2005,Instituto Cordoba,0-0,Rosario Central
