Date,Team 1,FT,Team 2
Sun Oct 9 1988,AC Milan,4-0,Acf Fiorentina
Sun Oct 9 1988,Hellas Verona,2-1,US Lecce
Sun Oct 9 1988,Torino FC,2-3,Sampdoria
Sun Oct 9 1988,Pisa SC,0-2,Bologna FC
Sun Oct 9 1988,Ssc Napoli,1-0,Atalanta
Sun Oct 9 1988,Calcio Como,0-3,Juventus
Sun Oct 9 1988,Ac Cesena,0-0,Lazio Roma
Sun Oct 9 1988,Ascoli Calcio,1-3,Inter
Sun Oct 9 1988,Pescara Calcio,0-0,As Roma
Sun Oct 16 1988,Lazio Roma,1-1,Torino FC
Sun Oct 16 1988,Sampdoria,2-0,Calcio Como
Sun Oct 16 1988,US Lecce,1-0,Ssc Napoli
Sun Oct 16 1988,Atalanta,2-2,Hellas Verona
Sun Oct 16 1988,Inter,4-1,Pisa SC
Sun Oct 16 1988,Acf Fiorentina,2-1,Ascoli Calcio
Sun Oct 16 1988,Bologna FC,0-1,As Roma
Sun Oct 16 1988,Juventus,2-2,Ac Cesena
Sun Oct 16 1988,Pescara Calcio,1-3,AC Milan
Sun Oct 23 1988,AC Milan,0-0,Lazio Roma
Sun Oct 23 1988,Hellas Verona,0-0,Inter
Sun Oct 23 1988,Torino FC,1-1,Atalanta
Sun Oct 23 1988,As Roma,1-1,US Lecce
Sun Oct 23 1988,Ssc Napoli,8-2,Pescara Calcio
Sun Oct 23 1988,Calcio Como,1-0,Bologna FC
Sun Oct 23 1988,Ac Cesena,0-3,Acf Fiorentina
Sun Oct 23 1988,Ascoli Calcio,1-1,Juventus
Sun Oct 23 1988,Pisa SC,1-1,Sampdoria
Sun Oct 30 1988,Inter,2-0,As Roma
Sun Oct 30 1988,Sampdoria,1-0,Ascoli Calcio
Sun Oct 30 1988,Pescara Calcio,0-0,Hellas Verona
Sun Oct 30 1988,US Lecce,1-0,Pisa SC
Sun Oct 30 1988,Acf Fiorentina,2-1,Torino FC
Sun Oct 30 1988,Ac Cesena,0-1,Ssc Napoli
Sun Oct 30 1988,Atalanta,2-0,Bologna FC
Sun Oct 30 1988,Lazio Roma,1-1,Calcio Como
Sun Oct 30 1988,Juventus,0-0,AC Milan
Sun Nov 6 1988,Inter,1-0,Sampdoria
Sun Nov 6 1988,Hellas Verona,1-2,AC Milan
Sun Nov 6 1988,Torino FC,2-0,Ac Cesena
Sun Nov 6 1988,Ssc Napoli,1-1,Lazio Roma
Sun Nov 6 1988,Acf Fiorentina,1-1,Atalanta
Sun Nov 6 1988,Calcio Como,2-1,US Lecce
Sun Nov 6 1988,Bologna FC,3-4,Juventus
Sun Nov 6 1988,Ascoli Calcio,0-1,Pescara Calcio
Sun Nov 6 1988,As Roma,2-1,Pisa SC
Sun Nov 20 1988,Sampdoria,4-1,Bologna FC
Sun Nov 20 1988,Pisa SC,0-0,Acf Fiorentina
Sun Nov 20 1988,US Lecce,1-2,Ascoli Calcio
Sun Nov 20 1988,AC Milan,1-2,Atalanta
Sun Nov 20 1988,Juventus,3-5,Ssc Napoli
