Date,Team 1,FT,Team 2
Sat Aug 25 1951,Favoritner AC,2-5,SC Wacker Wien
Sun Aug 26 1951,SK Admira Vienna,2-0,FC Wien
Sun Aug 26 1951,Austria Wien,5-3,Rapid Wien
Sun Aug 26 1951,LASK Linz,2-1,Grazer Ak
Sun Aug 26 1951,Sturm Graz,1-0,Sportclub
Sun Aug 26 1951,Kapfenberger SV 1919,1-3,1. Simmeringer SC
Sun Aug 26 1951,First Vienna FC,2-2,KSV Ankerbrot Montelaa
Sat Sep 1 1951,1. Simmeringer SC,1-2,Austria Wien
Sat Sep 1 1951,FC Wien,0-1,Sturm Graz
Sun Sep 2 1951,Grazer Ak,3-0,Sportclub
Sun Sep 2 1951,LASK Linz,2-0,Favoritner AC
Sun Sep 2 1951,Rapid Wien,2-1,SK Admira Vienna
Sun Sep 2 1951,SC Wacker Wien,6-2,First Vienna FC
Sat Sep 8 1951,SK Admira Vienna,5-1,1. Simmeringer SC
Sat Sep 8 1951,First Vienna FC,1-4,LASK Linz
Sun Sep 9 1951,Austria Wien,9-0,KSV Ankerbrot Montelaa
Sun Sep 9 1951,Favoritner AC,2-2,Grazer Ak
Sun Sep 9 1951,Sturm Graz,0-4,Rapid Wien
Sun Sep 9 1951,Kapfenberger SV 1919,0-6,SC Wacker Wien
Sun Sep 9 1951,Sportclub,1-5,FC Wien
Sat Sep 15 1951,1. Simmeringer SC,1-1,Sturm Graz
Sat Sep 15 1951,Favoritner AC,4-2,First Vienna FC
Sun Sep 16 1951,Grazer Ak,4-1,FC Wien
Sun Sep 16 1951,LASK Linz,1-0,Kapfenberger SV 1919
Sun Sep 16 1951,Rapid Wien,10-3,Sportclub
Sun Sep 16 1951,SC Wacker Wien,3-6,Austria Wien
Sat Sep 29 1951,FC Wien,2-5,Rapid Wien
Sat Sep 29 1951,First Vienna FC,2-1,Grazer Ak
Sun Sep 30 1951,SK Admira Vienna,5-5,SC Wacker Wien
Sun Sep 30 1951,Austria Wien,10-2,LASK Linz
Sun Sep 30 1951,Sturm Graz,4-3,KSV Ankerbrot Montelaa
Sun Sep 30 1951,Kapfenberger SV 1919,4-3,Favoritner AC
Sun Sep 30 1951,Sportclub,3-0,1. Simmeringer SC
Sat Oct 6 1951,1. Simmeringer SC,4-2,FC Wien
Sat Oct 6 1951,Favoritner AC,0-4,Austria Wien
Sun Oct 7 1951,Grazer Ak,3-0,Rapid Wien
Sun Oct 7 1951,LASK Linz,1-0,SK Admira Vienna
Sun Oct 7 1951,First Vienna FC,6-1,Kapfenberger SV 1919
Sun Oct 7 1951,SC Wacker Wien,3-0,Sturm Graz
Sat Oct 20 1951,SK Admira Vienna,2-0,Favoritner AC
Sat Oct 20 1951,FC Wien,3-0,KSV Ankerbrot Montelaa
Sun Oct 21 1951,Austria Wien,4-0,First Vienna FC
Sun Oct 21 1951,Rapid Wien,5-1,1. Simmeringer SC
Sun Oct 21 1951,Sturm Graz,2-1,LASK Linz
Sun Oct 21 1951,Kapfenberger SV 1919,1-0,Grazer Ak
Sun Oct 21 1951,Sportclub,2-1,SC Wacker Wien
Sat Oct 27 1951,Favoritner AC,4-2,Sturm Graz
Sun Oct 28 1951,Grazer Ak,3-0,1. Simmeringer SC
Sun Oct 28 1951,LASK Linz,0-1,Sportclub
Sun Oct 28 1951,Kapfenberger SV 1919,0-2,Austria Wien
Sun Oct 28 1951,First Vienna FC,5-1,SK Admira Vienna
Sun Oct 28 1951,SC Wacker Wien,0-1,FC Wien
Sat Nov 3 1951,1. Simmeringer SC,4-0,LASK Linz
Sun Nov 4 1951,Austria Wien,4-2,Sturm Graz
Sun Nov 4 1951,Sportclub,1-0,Kapfenberger SV 1919
Tue Nov 6 1951,FC Wien,2-3,First Vienna FC
Wed Nov 7 1951,Rapid Wien,10-1,Favoritner AC
Thu Nov 8 1951,Grazer Ak,2-2,SK Admira Vienna
Sat Nov 10 1951,1. Simmeringer SC,4-2,KSV Ankerbrot Montelaa
Sat Nov 10 1951,Sportclub,0-3,Favoritner AC
Sun Nov 11 1951,SK Admira Vienna,3-0,Kapfenberger SV 1919
Sun Nov 11 1951,Austria Wien,3-2,Grazer Ak
Sun Nov 11 1951,FC Wien,2-1,LASK Linz
Sun Nov 11 1951,Rapid Wien,2-3,SC Wacker Wien
Sun Nov 11 1951,Sturm Graz,1-0,First Vienna FC
Sat Nov 17 1951,Favoritner AC,2-1,FC Wien
Sat Nov 17 1951,First Vienna FC,3-4,Sportclub
Sun Nov 18 1951,Austria Wien,3-4,SK Admira Vienna
Sun Nov 18 1951,Grazer Ak,1-2,KSV Ankerbrot Montelaa
Sun Nov 18 1951,LASK Linz,2-3,Rapid Wien
Sun Nov 18 1951,Kapfenberger SV 1919,2-3,Sturm Graz
Sun Nov 18 1951,SC Wacker Wien,5-0,1. Simmeringer SC
Sat Dec 1 1951,Favoritner AC,2-1,1. Simmeringer SC
Sun Dec 2 1951,SK Admira Vienna,6-0,Sturm Graz
Sun Dec 2 1951,Austria Wien,5-1,Sportclub
Sun Dec 2 1951,Grazer Ak,1-5,SC Wacker Wien
Sun Dec 2 1951,LASK Linz,1-1,KSV Ankerbrot Montelaa
Sun Dec 2 1951,Rapid Wien,2-2,First Vienna FC
Sun Dec 2 1951,Kapfenberger SV 1919,0-1,FC Wien
Sat Dec 8 1951,1. Simmeringer SC,3-2,First Vienna FC
Sun Dec 9 1951,FC Wien,0-1,Austria Wien
Sun Dec 9 1951,Rapid Wien,4-0,Kapfenberger SV 1919
Sun Dec 9 1951,Sturm Graz,2-1,Grazer Ak
Sun Dec 9 1951,SC Wacker Wien,3-2,LASK Linz
Sun Dec 9 1951,Sportclub,2-4,SK Admira Vienna
Sun Feb 24 1952,FC Wien,1-1,SK Admira Vienna
Sun Feb 24 1952,Sportclub,1-2,Sturm Graz
Sat Mar 1 1952,Austria Wien,2-0,1. Simmeringer SC
Sat Mar 1 1952,Favoritner AC,3-3,LASK Linz
Sun Mar 2 1952,Kapfenberger SV 1919,2-0,KSV Ankerbrot Montelaa
Tue Mar 4 1952,SK Admira Vienna,1-3,Rapid Wien
Wed Mar 5 1952,First Vienna FC,5-1,SC Wacker Wien
Wed Mar 5 1952,Sportclub,4-6,Grazer Ak
Sat Mar 8 1952,1. Simmeringer SC,5-1,Kapfenberger SV 1919
Sun Mar 9 1952,Grazer Ak,3-0,LASK Linz
Sun Mar 9 1952,Rapid Wien,3-1,Austria Wien
Sun Mar 9 1952,SC Wacker Wien,9-6,Favoritner AC
Sun Mar 9 1952,Sturm Graz,4-0,FC Wien
Sun Mar 9 1952,1. Simmeringer SC,1-1,SK Admira Vienna
Sun Mar 9 1952,FC Wien,1-0,Sportclub
Sun Mar 9 1952,Grazer Ak,4-2,Favoritner AC
Sun Mar 9 1952,LASK Linz,2-1,First Vienna FC
Sun Mar 9 1952,Rapid Wien,7-1,Sturm Graz
Sun Mar 9 1952,SC Wacker Wien,1-0,Kapfenberger SV 1919
Sat Mar 15 1952,SK Admira Vienna,2-0,KSV Ankerbrot Montelaa
Sat Mar 15 1952,FC Wien,1-4,Grazer Ak
Sat Mar 15 1952,First Vienna FC,2-2,Favoritner AC
Sun Mar 16 1952,Austria Wien,2-3,SC Wacker Wien
Sun Mar 16 1952,Sturm Graz,6-0,1. Simmeringer SC
Sun Mar 16 1952,Kapfenberger SV 1919,5-1,LASK Linz
Sun Mar 16 1952,Sportclub,0-4,Rapid Wien
Sat Mar 29 1952,Favoritner AC,5-1,Kapfenberger SV 1919
Sun Mar 30 1952,1. Simmeringer SC,3-3,Sportclub
Sun Mar 30 1952,Grazer Ak,1-2,First Vienna FC
Sun Mar 30 1952,LASK Linz,1-1,Austria Wien
Sun Mar 30 1952,Rapid Wien,3-1,FC Wien
Sun Mar 30 1952,SC Wacker Wien,4-6,SK Admira Vienna
Sat Apr 5 1952,FC Wien,2-0,1. Simmeringer SC
Sat Apr 5 1952,Rapid Wien,6-0,Grazer Ak
Sun Apr 6 1952,SK Admira Vienna,3-3,LASK Linz
Sun Apr 6 1952,Austria Wien,2-3,Favoritner AC
Sun Apr 6 1952,Sturm Graz,0-0,SC Wacker Wien
Sun Apr 6 1952,Kapfenberger SV 1919,3-6,First Vienna FC
Sun Apr 6 1952,Sportclub,1-0,KSV Ankerbrot Montelaa
Sat Apr 19 1952,Favoritner AC,1-2,SK Admira Vienna
Sat Apr 19 1952,SC Wacker Wien,1-1,Sportclub
Sun Apr 20 1952,1. Simmeringer SC,1-4,Rapid Wien
Sun Apr 20 1952,Grazer Ak,2-0,Kapfenberger SV 1919
Sun Apr 20 1952,LASK Linz,2-0,Sturm Graz
Sun Apr 20 1952,First Vienna FC,2-1,Austria Wien
Sat Apr 26 1952,1. Simmeringer SC,1-1,Grazer Ak
Sat Apr 26 1952,FC Wien,1-3,SC Wacker Wien
Sat Apr 26 1952,Rapid Wien,5-0,KSV Ankerbrot Montelaa
Sun Apr 27 1952,SK Admira Vienna,1-3,First Vienna FC
Sun Apr 27 1952,Austria Wien,1-1,Kapfenberger SV 1919
Sun Apr 27 1952,Sturm Graz,2-2,Favoritner AC
Sun Apr 27 1952,Sportclub,1-2,LASK Linz
Sat May 3 1952,Favoritner AC,1-0,Sportclub
Sun May 4 1952,Grazer Ak,1-5,Austria Wien
Sun May 4 1952,LASK Linz,4-1,FC Wien
Sun May 4 1952,Kapfenberger SV 1919,3-1,SK Admira Vienna
Sun May 4 1952,First Vienna FC,3-1,Sturm Graz
Sun May 4 1952,SC Wacker Wien,1-3,Rapid Wien
Sat May 10 1952,1. Simmeringer SC,1-0,SC Wacker Wien
Sat May 10 1952,SK Admira Vienna,0-4,Austria Wien
Sun May 11 1952,FC Wien,2-0,Favoritner AC
Sun May 11 1952,Rapid Wien,5-2,LASK Linz
Sun May 11 1952,Sturm Graz,3-2,Kapfenberger SV 1919
Sun May 11 1952,Sportclub,0-3,First Vienna FC
Sat May 17 1952,Favoritner AC,3-2,Rapid Wien
Sat May 17 1952,First Vienna FC,2-2,FC Wien
Sat May 17 1952,SC Wacker Wien,6-1,KSV Ankerbrot Montelaa
Sun May 18 1952,SK Admira Vienna,4-6,Grazer Ak
Sun May 18 1952,LASK Linz,0-1,1. Simmeringer SC
Sun May 18 1952,Sturm Graz,1-2,Austria Wien
Sun May 18 1952,Kapfenberger SV 1919,3-0,Sportclub
Sat Jun 7 1952,1. Simmeringer SC,3-1,Favoritner AC
Sat Jun 7 1952,FC Wien,3-1,Kapfenberger SV 1919
Sun Jun 8 1952,Sturm Graz,2-3,SK Admira Vienna
Sun Jun 8 1952,First Vienna FC,5-2,Rapid Wien
Sun Jun 8 1952,SC Wacker Wien,0-4,Grazer Ak
Sun Jun 8 1952,Sportclub,3-3,Austria Wien
Sat Jun 14 1952,Favoritner AC,4-1,KSV Ankerbrot Montelaa
Sun Jun 15 1952,SK Admira Vienna,5-0,Sportclub
Sun Jun 15 1952,Austria Wien,7-3,FC Wien
Sun Jun 15 1952,Grazer Ak,4-1,Sturm Graz
Sun Jun 15 1952,LASK Linz,2-1,SC Wacker Wien
Sun Jun 15 1952,Kapfenberger SV 1919,0-4,Rapid Wien
Sun Jun 15 1952,First Vienna FC,2-1,1. Simmeringer SC
