Date,Team 1,FT,Team 2
Sun Sep 12 1937,Bologna FC,3-2,Ssc Napoli
Sun Sep 12 1937,Genoa CFc,0-0,Atalanta
Sun Sep 12 1937,Juventus,2-0,As Livorno
Sun Sep 12 1937,Lucchese,3-3,Inter
Sun Sep 12 1937,AC Milan,2-1,Ac Liguria
Sun Sep 12 1937,As Roma,4-0,Acf Fiorentina
Sun Sep 12 1937,Unione Triestina,0-0,Lazio Roma
Sun Sep 12 1937,As Bari,0-0,Torino FC
Sun Sep 19 1937,Lazio Roma,2-1,Genoa CFc
Sun Sep 19 1937,Torino FC,3-2,Lucchese
Sun Sep 19 1937,Ac Liguria,1-1,As Roma
Sun Sep 19 1937,Inter,3-1,As Livorno
Sun Sep 19 1937,As Bari,2-3,AC Milan
Sun Sep 19 1937,Atalanta,0-1,Juventus
Sun Sep 19 1937,Acf Fiorentina,2-1,Bologna FC
Sun Sep 19 1937,Ssc Napoli,3-0,Unione Triestina
Sun Sep 26 1937,Juventus,3-1,As Bari
Sun Sep 26 1937,Unione Triestina,1-1,Inter
Sun Sep 26 1937,As Roma,2-1,Ssc Napoli
Sun Sep 26 1937,AC Milan,0-1,Torino FC
Sun Sep 26 1937,As Livorno,2-3,Ac Liguria
Sun Sep 26 1937,Genoa CFc,1-0,Acf Fiorentina
Sun Sep 26 1937,Bologna FC,2-1,Atalanta
Sun Sep 26 1937,Lucchese,0-0,Lazio Roma
Sun Oct 3 1937,Lucchese,1-1,As Livorno
Sun Oct 3 1937,Ac Liguria,0-0,Bologna FC
Sun Oct 3 1937,Torino FC,1-1,Juventus
Sun Oct 3 1937,Inter,5-1,Acf Fiorentina
Sun Oct 3 1937,As Bari,2-0,Genoa CFc
Sun Oct 3 1937,Lazio Roma,1-1,As Roma
Sun Oct 3 1937,Atalanta,0-3,Unione Triestina
Sun Oct 3 1937,Ssc Napoli,1-1,AC Milan
Sun Oct 10 1937,Genoa CFc,2-1,Torino FC
Sun Oct 10 1937,Unione Triestina,1-0,Ac Liguria
Sun Oct 10 1937,As Roma,5-0,Lucchese
Sun Oct 10 1937,AC Milan,2-2,Lazio Roma
Sun Oct 10 1937,Juventus,2-1,Ssc Napoli
Sun Oct 10 1937,Acf Fiorentina,1-1,As Bari
Sun Oct 10 1937,Bologna FC,1-0,Inter
Sun Oct 10 1937,As Livorno,1-1,Atalanta
Sun Oct 17 1937,As Bari,1-1,As Livorno
Sun Oct 17 1937,Ssc Napoli,3-0,Acf Fiorentina
Sun Oct 17 1937,Lucchese,0-0,Juventus
Sun Oct 17 1937,Torino FC,1-0,Unione Triestina
Sun Oct 17 1937,Lazio Roma,2-0,Bologna FC
Sun Oct 17 1937,Atalanta,0-2,As Roma
Sun Oct 17 1937,Inter,2-1,AC Milan
Sun Oct 17 1937,Ac Liguria,0-1,Genoa CFc
Sun Oct 24 1937,Inter,2-1,Ssc Napoli
Sun Oct 24 1937,Atalanta,1-0,Lucchese
Sun Oct 24 1937,Bologna FC,2-0,As Roma
Sun Oct 24 1937,Acf Fiorentina,1-1,Juventus
Sun Oct 24 1937,Genoa CFc,2-2,Unione Triestina
Sun Oct 24 1937,Lazio Roma,3-1,As Bari
Sun Oct 24 1937,As Livorno,1-2,AC Milan
Sun Oct 24 1937,Torino FC,3-0,Ac Liguria
Sun Nov 7 1937,As Livorno,1-0,Ssc Napoli
Sun Nov 7 1937,AC Milan,3-0,Atalanta
Sun Nov 7 1937,As Roma,2-1,Torino FC
Sun Nov 7 1937,Genoa CFc,1-1,Inter
Sun Nov 7 1937,Bologna FC,3-0,Lucchese
Sun Nov 7 1937,Acf Fiorentina,3-1,Ac Liguria
Sun Nov 7 1937,Juventus,1-1,Lazio Roma
Sun Nov 7 1937,Unione Triestina,6-0,As Bari
Sun Nov 14 1937,Lazio Roma,3-0,As Livorno
Sun Nov 14 1937,Unione Triestina,0-0,AC Milan
Sun Nov 14 1937,Torino FC,3-1,Bologna FC
Sun Nov 14 1937,Ssc Napoli,2-2,Genoa CFc
Sun Nov 14 1937,Ac Liguria,2-1,Atalanta
Sun Nov 14 1937,As Bari,2-0,As Roma
Sun Nov 14 1937,Inter,2-1,Juventus
Sun Nov 14 1937,Lucchese,2-1,Acf Fiorentina
Sun Nov 21 1937,Acf Fiorentina,2-2,Unione Triestina
Sun Nov 21 1937,AC Milan,1-0,As Roma
Sun Nov 21 1937,As Livorno,1-1,Torino FC
Sun Nov 21 1937,Ac Liguria,2-1,Lucchese
Sun Nov 21 1937,Bologna FC,4-1,As Bari
Sun Nov 21 1937,Atalanta,2-0,Ssc Napoli
Sun Nov 21 1937,Lazio Roma,1-3,Inter
Sun Nov 21 1937,Juventus,1-2,Genoa CFc
Sun Nov 28 1937,Lucchese,1-1,AC Milan
Sun Nov 28 1937,Unione Triestina,3-1,Bologna FC
Sun Nov 28 1937,Torino FC,2-0,Acf Fiorentina
Sun Nov 28 1937,Ssc Napoli,1-0,Lazio Roma
Sun Nov 28 1937,Genoa CFc,4-1,As Livorno
Sun Nov 28 1937,As Bari,2-1,Atalanta
Sun Nov 28 1937,Inter,2-1,Ac Liguria
Sun Nov 28 1937,As Roma,2-1,Juventus
Sun Dec 12 1937,Juventus,2-0,Unione Triestina
Sun Dec 12 1937,Lucchese,2-2,Ssc Napoli
Sun Dec 12 1937,As Livorno,0-2,As Roma
Sun Dec 12 1937,AC Milan,3-1,Acf Fiorentina
Sun Dec 12 1937,Bologna FC,2-2,Genoa CFc
Sun Dec 12 1937,Atalanta,1-1,Inter
Sun Dec 12 1937,Ac Liguria,5-0,As Bari
Sun Dec 12 1937,Lazio Roma,6-0,Torino FC
Sun Dec 19 1937,Genoa CFc,0-1,AC Milan
Sun Dec 19 1937,Unione Triestina,0-0,As Roma
Sun Dec 19 1937,Ssc Napoli,3-2,Ac Liguria
Sun Dec 19 1937,Juventus,0-0,Bologna FC
Sun Dec 19 1937,Acf Fiorentina,1-2,As Livorno
Sun Dec 19 1937,As Bari,2-1,Lucchese
Sun Dec 19 1937,Inter,1-0,Torino FC
Sun Dec 19 1937,Lazio Roma,4-0,Atalanta
Sun Jan 2 1938,As Livorno,0-1,Unione Triestina
Sun Jan 2 1938,As Roma,1-1,Inter
Sun Jan 2 1938,Torino FC,2-1,Atalanta
Sun Jan 2 1938,Lucchese,0-4,Genoa CFc
Sun Jan 2 1938,Acf Fiorentina,1-1,Lazio Roma
Sun Jan 2 1938,As Bari,3-1,Ssc Napoli
Sun Jan 2 1938,AC Milan,0-1,Bologna FC
Sun Jan 2 1938,Ac Liguria,1-3,Juventus
Sun Jan 9 1938,Juventus,2-0,AC Milan
Sun Jan 9 1938,Unione Triestina,0-0,Lucchese
Sun Jan 9 1938,As Roma,1-3,Genoa CFc
Sun Jan 9 1938,Ac Liguria,2-1,Lazio Roma
Sun Jan 9 1938,Bologna FC,5-1,As Livorno
Sun Jan 9 1938,Atalanta,1-1,Acf Fiorentina
Sun Jan 9 1938,Inter,9-2,As Bari
Sun Jan 9 1938,Ssc Napoli,1-1,Torino FC
Sun Jan 16 1938,As Livorno,0-1,Juventus
Sun Jan 16 1938,Atalanta,3-4,Genoa CFc
Sun Jan 16 1938,Torino FC,2-4,As Bari
Sun Jan 16 1938,Ssc Napoli,1-1,Bologna FC
Sun Jan 16 1938,Inter,4-0,Lucchese
Sun Jan 16 1938,Acf Fiorentina,1-4,As Roma
Sun Jan 16 1938,Lazio Roma,2-1,Unione Triestina
Sun Jan 16 1938,Ac Liguria,1-1,AC Milan
Sun Jan 23 1938,As Livorno,0-0,Inter
Sun Jan 23 1938,Unione Triestina,3-0,Ssc Napoli
Sun Jan 23 1938,As Roma,1-0,Ac Liguria
Sun Jan 23 1938,Lucchese,2-2,Torino FC
Sun Jan 23 1938,Juventus,5-0,Atalanta
Sun Jan 23 1938,Genoa CFc,2-1,Lazio Roma
Sun Jan 23 1938,Bologna FC,0-0,Acf Fiorentina
Sun Jan 23 1938,AC Milan,5-1,As Bari
Sun Jan 30 1938,Acf Fiorentina,1-2,Genoa CFc
Sun Jan 30 1938,Lazio Roma,3-0,Lucchese
Sun Jan 30 1938,Torino FC,0-0,AC Milan
Sun Jan 30 1938,Ssc Napoli,2-2,As Roma
Sun Jan 30 1938,Inter,1-2,Unione Triestina
Sun Jan 30 1938,As Bari,0-0,Juventus
Sun Jan 30 1938,Atalanta,1-2,Bologna FC
Sun Jan 30 1938,Ac Liguria,1-1,As Livorno
Sun Feb 6 1938,Juventus,3-0,Torino FC
Sun Feb 6 1938,Unione Triestina,0-0,Atalanta
Sun Feb 6 1938,As Roma,2-1,Lazio Roma
Sun Feb 6 1938,As Livorno,2-1,Lucchese
Sun Feb 6 1938,Genoa CFc,4-1,As Bari
Sun Feb 6 1938,Acf Fiorentina,0-3,Inter
Sun Feb 6 1938,Bologna FC,3-2,Ac Liguria
Sun Feb 6 1938,AC Milan,3-1,Ssc Napoli
Sun Feb 13 1938,Lazio Roma,1-1,AC Milan
Sun Feb 13 1938,Ac Liguria,1-2,Unione Triestina
Sun Feb 13 1938,Torino FC,0-1,Genoa CFc
Sun Feb 13 1938,Ssc Napoli,1-1,Juventus
Sun Feb 13 1938,Inter,2-0,Bologna FC
Sun Feb 13 1938,As Bari,1-0,Acf Fiorentina
Sun Feb 13 1938,Atalanta,1-3,As Livorno
Sun Feb 13 1938,Lucchese,2-0,As Roma
Sun Feb 20 1938,Juventus,1-0,Lucchese
Sun Feb 20 1938,Unione Triestina,1-0,Torino FC
Sun Feb 20 1938,As Roma,2-1,Atalanta
Sun Feb 20 1938,As Livorno,1-0,As Bari
Sun Feb 20 1938,Genoa CFc,0-2,Ac Liguria
Sun Feb 20 1938,Acf Fiorentina,1-3,Ssc Napoli
Sun Feb 20 1938,Bologna FC,0-2,Lazio Roma
Sun Feb 20 1938,AC Milan,1-0,Inter
Sun Feb 27 1938,Lucchese,3-2,Atalanta
Sun Feb 27 1938,AC Milan,1-0,As Livorno
Sun Feb 27 1938,Unione Triestina,2-1,Genoa CFc
Sun Feb 27 1938,As Roma,0-1,Bologna FC
Sun Feb 27 1938,Ac Liguria,0-3,Torino FC
Sun Feb 27 1938,Juventus,5-2,Acf Fiorentina
Sun Feb 27 1938,As Bari,5-1,Lazio Roma
Sun Feb 27 1938,Ssc Napoli,1-1,Inter
Sun Mar 6 1938,Lazio Roma,1-1,Juventus
Sun Mar 6 1938,Ssc Napoli,1-1,As Livorno
Sun Mar 6 1938,Ac Liguria,1-1,Acf Fiorentina
Sun Mar 6 1938,Torino FC,3-1,As Roma
Sun Mar 6 1938,As Bari,0-0,Unione Triestina
Sun Mar 6 1938,Atalanta,0-0,AC Milan
Sun Mar 6 1938,Inter,0-0,Genoa CFc
Sun Mar 6 1938,Lucchese,3-3,Bologna FC
Sun Mar 13 1938,Juventus,2-1,Inter
Sun Mar 13 1938,AC Milan,0-0,Unione Triestina
Sun Mar 13 1938,As Roma,3-2,As Bari
Sun Mar 13 1938,As Livorno,1-0,Lazio Roma
Sun Mar 13 1938,Acf Fiorentina,0-0,Lucchese
Sun Mar 13 1938,Atalanta,2-0,Ac Liguria
Sun Mar 13 1938,Bologna FC,2-0,Torino FC
Sun Mar 13 1938,Genoa CFc,2-1,Ssc Napoli
Sun Mar 20 1938,Lucchese,0-0,Ac Liguria
Sun Mar 20 1938,Unione Triestina,2-1,Acf Fiorentina
Sun Mar 20 1938,Torino FC,4-1,As Livorno
Sun Mar 20 1938,Ssc Napoli,1-0,Atalanta
Sun Mar 20 1938,Genoa CFc,1-2,Juventus
Sun Mar 20 1938,As Bari,0-1,Bologna FC
Sun Mar 20 1938,Inter,3-1,Lazio Roma
Sun Mar 20 1938,As Roma,3-1,AC Milan
Sun Mar 27 1938,Juventus,0-0,As Roma
Sun Mar 27 1938,Lazio Roma,0-0,Ssc Napoli
Sun Mar 27 1938,AC Milan,4-0,Lucchese
Sun Mar 27 1938,As Livorno,0-1,Genoa CFc
Sun Mar 27 1938,Atalanta,0-0,As Bari
Sun Mar 27 1938,Acf Fiorentina,1-2,Torino FC
Sun Mar 27 1938,Bologna FC,0-0,Unione Triestina
Sun Mar 27 1938,Ac Liguria,3-1,Inter
Sun Apr 3 1938,Genoa CFc,1-3,Bologna FC
Sun Apr 3 1938,Torino FC,1-0,Lazio Roma
Sun Apr 3 1938,Ssc Napoli,2-1,Lucchese
Sun Apr 3 1938,Unione Triestina,2-0,Juventus
Sun Apr 3 1938,Acf Fiorentina,0-1,AC Milan
Sun Apr 3 1938,As Bari,0-0,Ac Liguria
Sun Apr 3 1938,Inter,1-0,Atalanta
Sun Apr 3 1938,As Roma,1-0,As Livorno
Sun Apr 10 1938,Lucchese,2-1,As Bari
Sun Apr 10 1938,As Roma,1-1,Unione Triestina
Sun Apr 10 1938,Torino FC,1-1,Inter
Sun Apr 10 1938,AC Milan,2-2,Genoa CFc
Sun Apr 10 1938,Ac Liguria,0-0,Ssc Napoli
Sun Apr 10 1938,Atalanta,0-0,Lazio Roma
Sun Apr 10 1938,As Livorno,1-1,Acf Fiorentina
Sun Apr 10 1938,Bologna FC,0-0,Juventus
Sun Apr 17 1938,Unione Triestina,0-2,As Livorno
Sun Apr 17 1938,Inter,1-0,As Roma
Sun Apr 17 1938,Atalanta,2-1,Torino FC
Sun Apr 17 1938,Bologna FC,2-2,AC Milan
Sun Apr 17 1938,Genoa CFc,3-0,Lucchese
Sun Apr 17 1938,Juventus,0-1,Ac Liguria
Sun Apr 17 1938,Lazio Roma,5-0,Acf Fiorentina
Sun Apr 17 1938,Ssc Napoli,1-0,As Bari
