Date,Team 1,FT,Team 2
Sat Aug 18 1990,Internacional,2-1,EC Bahia
Sat Aug 18 1990,Clube Nautico,1-0,Santos FC
Sat Aug 18 1990,Sao Paulo FC,1-2,Atletico Mineiro
Sun Aug 19 1990,Sao Jose EC,1-1,Goias EC
Sun Aug 19 1990,Cruzeiro EC,1-0,Botafogo RJ
Sun Aug 19 1990,Fluminense RJ,3-0,Portuguesa
Sun Aug 19 1990,Gremio Porto Alegre,3-0,Corinthians SP
Sat Aug 25 1990,Vasco Da Gama,0-1,Internacional
Sat Aug 25 1990,Corinthians SP,0-1,Cruzeiro EC
Sat Aug 25 1990,Portuguesa,0-0,EC Vitoria Ba
Sun Aug 26 1990,Botafogo RJ,0-1,Sao Jose EC
Sun Aug 26 1990,Goias EC,1-0,Clube Nautico
Sun Aug 26 1990,Internacional,0-1,Gremio Porto Alegre
Sun Aug 26 1990,Bragantino,1-1,Se Palmeiras
Wed Aug 29 1990,EC Bahia,1-0,Flamengo RJ
Wed Aug 29 1990,Santos FC,1-0,Sao Paulo FC
Thu Aug 30 1990,Se Palmeiras,1-0,Internacional
Sat Sep 1 1990,Cruzeiro EC,1-0,Portuguesa
Sat Sep 1 1990,Flamengo RJ,2-2,Goias EC
Sun Sep 2 1990,EC Vitoria Ba,0-0,Corinthians SP
Sun Sep 2 1990,Sao Paulo FC,1-0,Bragantino
Sun Sep 2 1990,Fluminense RJ,1-1,Internacional
Sun Sep 2 1990,Clube Nautico,0-0,EC Bahia
Sun Sep 2 1990,Internacional,1-0,Botafogo RJ
Sun Sep 2 1990,Se Palmeiras,0-0,Santos FC
Sun Sep 2 1990,Gremio Porto Alegre,0-0,Atletico Mineiro
Wed Sep 5 1990,Flamengo RJ,1-2,Bragantino
Wed Sep 5 1990,Sao Jose EC,0-0,Vasco Da Gama
Fri Sep 7 1990,Goias EC,2-2,Cruzeiro EC
Sat Sep 8 1990,Botafogo RJ,1-1,Gremio Porto Alegre
Sat Sep 8 1990,Santos FC,2-0,Sao Jose EC
Sun Sep 9 1990,Vasco Da Gama,0-0,Fluminense RJ
Sun Sep 9 1990,Portuguesa,1-2,Sao Paulo FC
Sun Sep 9 1990,Corinthians SP,2-1,Se Palmeiras
Sun Sep 9 1990,Internacional,3-3,Flamengo RJ
Sun Sep 9 1990,Bragantino,2-1,Internacional
Sun Sep 9 1990,EC Bahia,0-1,EC Vitoria Ba
Sat Sep 15 1990,Fluminense RJ,5-2,Santos FC
Sun Sep 16 1990,Sao Jose EC,1-2,Corinthians SP
Sun Sep 16 1990,Sao Paulo FC,0-1,Goias EC
Sun Sep 16 1990,Flamengo RJ,1-0,Vasco Da Gama
Sun Sep 16 1990,Gremio Porto Alegre,0-1,Bragantino
Sun Sep 16 1990,EC Vitoria Ba,1-1,Atletico Mineiro
Sun Sep 16 1990,Clube Nautico,2-1,Botafogo RJ
