Date,Team 1,FT,Team 2
Sat Aug 27 1949,Favoritner AC,2-1,Sportclub
Sat Aug 27 1949,SC Rapid Oberlaa,0-1,SC Wacker Wien
Sun Aug 28 1949,Austria Wien,5-1,SK Admira Vienna
Sun Aug 28 1949,Rapid Wien,5-2,SK Slovan Hütteldorfer AC
Sun Aug 28 1949,SV Gloggnitz,2-4,Vorwaerts Steyr
Sun Aug 28 1949,Sturm Graz,1-6,First Vienna FC
Sat Sep 3 1949,SK Slovan Hütteldorfer AC,1-2,Favoritner AC
Sun Sep 4 1949,Sportclub,3-2,Austria Wien
Sun Sep 4 1949,SC Wacker Wien,3-2,Sturm Graz
Sun Sep 4 1949,Vorwaerts Steyr,3-2,Rapid Wien
Sun Sep 4 1949,FC Wien,1-1,SV Gloggnitz
Sun Sep 4 1949,SK Admira Vienna,5-1,SC Rapid Oberlaa
Fri Sep 9 1949,First Vienna FC,3-2,SC Wacker Wien
Fri Sep 9 1949,SC Rapid Oberlaa,2-2,Sportclub
Sat Sep 10 1949,Favoritner AC,5-0,Vorwaerts Steyr
Sat Sep 10 1949,Austria Wien,2-1,SK Slovan Hütteldorfer AC
Sat Sep 10 1949,Rapid Wien,2-5,FC Wien
Sat Sep 10 1949,Sturm Graz,0-1,SK Admira Vienna
Sat Sep 17 1949,SK Slovan Hütteldorfer AC,2-2,SC Rapid Oberlaa
Sun Sep 18 1949,SK Admira Vienna,1-2,First Vienna FC
Sun Sep 18 1949,Sportclub,3-1,Sturm Graz
Sun Sep 18 1949,SV Gloggnitz,2-8,Rapid Wien
Sun Sep 18 1949,Vorwaerts Steyr,0-6,Austria Wien
Sun Sep 18 1949,FC Wien,5-2,Favoritner AC
Sat Oct 1 1949,SC Wacker Wien,3-1,SK Admira Vienna
Sat Oct 1 1949,SC Rapid Oberlaa,1-4,Vorwaerts Steyr
Sun Oct 2 1949,Austria Wien,8-1,FC Wien
Sun Oct 2 1949,First Vienna FC,3-1,Sportclub
Sun Oct 2 1949,Favoritner AC,2-2,SV Gloggnitz
Sun Oct 2 1949,Sturm Graz,3-0,SK Slovan Hütteldorfer AC
Sat Oct 8 1949,Rapid Wien,2-1,Favoritner AC
Sat Oct 8 1949,FC Wien,3-1,SC Rapid Oberlaa
Sun Oct 9 1949,SV Gloggnitz,2-3,Austria Wien
Sun Oct 9 1949,Sportclub,2-1,SC Wacker Wien
