Date,Team 1,FT,Team 2
Sat Jul 25 1998,Vasco Da Gama,0-1,Corinthians SP
Sun Jul 26 1998,EC Vitoria Ba,1-2,Goias EC
Sun Jul 26 1998,Internacional,1-0,Gremio Porto Alegre
Sun Jul 26 1998,Se Palmeiras,2-1,Sao Paulo FC
Sun Jul 26 1998,Juventude RS,3-0,Parana Clube
Sun Jul 26 1998,Atletico Paranaense,2-2,Coritiba FC
Sun Jul 26 1998,Guarani FC,2-0,Ponte Preta
Sun Jul 26 1998,Atletico Mineiro,1-1,Cruzeiro EC
Sun Jul 26 1998,Flamengo RJ,1-1,Botafogo RJ
Sun Jul 26 1998,Santos FC,2-0,CA Bragantino
Sun Jul 26 1998,Portuguesa,2-1,America MG
Sun Jul 26 1998,America RJ,0-4,Sport Club Recife
Wed Jul 29 1998,Atletico Mineiro,1-1,Guarani FC
Wed Jul 29 1998,Santos FC,1-1,Atletico Paranaense
Sat Aug 1 1998,Goias EC,1-1,Se Palmeiras
Sat Aug 1 1998,Coritiba FC,1-3,Flamengo RJ
Sun Aug 2 1998,Ponte Preta,0-0,Internacional
Sun Aug 2 1998,Sao Paulo FC,2-1,Guarani FC
Sun Aug 2 1998,Cruzeiro EC,1-2,Santos FC
Sun Aug 2 1998,Parana Clube,0-1,Portuguesa
Sun Aug 2 1998,Gremio Porto Alegre,2-3,Atletico Mineiro
Sun Aug 2 1998,Corinthians SP,4-0,Juventude RS
Sun Aug 2 1998,Botafogo RJ,1-2,EC Vitoria Ba
Sun Aug 2 1998,America MG,2-2,America RJ
Sun Aug 2 1998,Sport Club Recife,2-0,Atletico Paranaense
Sun Aug 2 1998,CA Bragantino,0-0,Vasco Da Gama
Wed Aug 5 1998,Cruzeiro EC,4-2,Ponte Preta
Wed Aug 5 1998,Internacional,0-3,Sao Paulo FC
Wed Aug 5 1998,Parana Clube,3-2,America RJ
Wed Aug 5 1998,Atletico Paranaense,0-1,Se Palmeiras
Wed Aug 5 1998,Guarani FC,2-3,Botafogo RJ
Wed Aug 5 1998,Corinthians SP,2-1,Gremio Porto Alegre
Wed Aug 5 1998,Vasco Da Gama,5-1,America MG
Wed Aug 5 1998,Portuguesa,1-1,Coritiba FC
Wed Aug 5 1998,Sport Club Recife,2-1,EC Vitoria Ba
Sat Aug 8 1998,Juventude RS,0-0,Botafogo RJ
Sat Aug 8 1998,Atletico Mineiro,1-5,Corinthians SP
Sat Aug 8 1998,Coritiba FC,2-2,Ponte Preta
Sun Aug 9 1998,Sao Paulo FC,0-2,Cruzeiro EC
Sun Aug 9 1998,EC Vitoria Ba,1-3,Santos FC
Sun Aug 9 1998,Goias EC,2-0,Sport Club Recife
Sun Aug 9 1998,Internacional,2-1,Parana Clube
Sun Aug 9 1998,Atletico Paranaense,0-0,Gremio Porto Alegre
Sun Aug 9 1998,Guarani FC,1-2,America MG
Sun Aug 9 1998,Flamengo RJ,0-1,CA Bragantino
Sun Aug 9 1998,America RJ,2-2,Portuguesa
Wed Aug 12 1998,Ponte Preta,0-1,Flamengo RJ
Wed Aug 12 1998,EC Vitoria Ba,3-3,Guarani FC
Wed Aug 12 1998,Goias EC,0-0,Cruzeiro EC
Wed Aug 12 1998,Se Palmeiras,1-2,Sport Club Recife
Wed Aug 12 1998,Gremio Porto Alegre,0-0,Juventude RS
Wed Aug 12 1998,Botafogo RJ,3-0,Sao Paulo FC
Wed Aug 12 1998,Coritiba FC,0-0,Corinthians SP
Wed Aug 12 1998,America RJ,0-0,Internacional
Wed Aug 12 1998,America MG,2-0,Parana Clube
Sat Aug 15 1998,Santos FC,1-0,Se Palmeiras
Sat Aug 15 1998,Corinthians SP,1-0,Botafogo RJ
Sun Aug 16 1998,Cruzeiro EC,0-2,America RJ
Sun Aug 16 1998,Parana Clube,1-0,Goias EC
Sun Aug 16 1998,Gremio Porto Alegre,2-2,Flamengo RJ
Sun Aug 16 1998,Juventude RS,0-0,Atletico Mineiro
Sun Aug 16 1998,Vasco Da Gama,2-1,Guarani FC
Sun Aug 16 1998,Portuguesa,0-1,EC Vitoria Ba
Sun Aug 16 1998,America MG,0-1,Internacional
Sun Aug 16 1998,Sport Club Recife,1-0,Sao Paulo FC
Sun Aug 16 1998,CA Bragantino,1-2,Coritiba FC
Wed Aug 19 1998,Ponte Preta,2-0,Atletico Paranaense
Wed Aug 19 1998,Parana Clube,2-2,CA Bragantino
Wed Aug 19 1998,Guarani FC,2-1,America RJ
Wed Aug 19 1998,Santos FC,4-4,Atletico Mineiro
Sat Aug 22 1998,EC Vitoria Ba,2-1,America MG
Sat Aug 22 1998,Internacional,1-1,Corinthians SP
Sat Aug 22 1998,Atletico Paranaense,2-2,Portuguesa
Sun Aug 23 1998,Sao Paulo FC,1-3,Santos FC
Sun Aug 23 1998,Goias EC,0-0,Gremio Porto Alegre
Sun Aug 23 1998,Atletico Mineiro,0-2,CA Bragantino
Sun Aug 23 1998,Flamengo RJ,1-3,Juventude RS
Sun Aug 23 1998,Botafogo RJ,1-1,Cruzeiro EC
Sun Aug 23 1998,Coritiba FC,0-0,Sport Club Recife
Sun Aug 23 1998,America RJ,1-2,Se Palmeiras
Tue Aug 25 1998,Corinthians SP,3-1,America MG
Wed Aug 26 1998,Sao Paulo FC,6-1,America RJ
Wed Aug 26 1998,Cruzeiro EC,2-2,Portuguesa
Wed Aug 26 1998,Internacional,6-1,Goias EC
Wed Aug 26 1998,Parana Clube,1-0,Ponte Preta
Wed Aug 26 1998,Se Palmeiras,2-1,Atletico Mineiro
Wed Aug 26 1998,Juventude RS,2-0,EC Vitoria Ba
Wed Aug 26 1998,Flamengo RJ,0-0,Atletico Paranaense
Wed Aug 26 1998,CA Bragantino,2-2,Botafogo RJ
Sat Aug 29 1998,Gremio Porto Alegre,1-1,Se Palmeiras
Sat Aug 29 1998,Corinthians SP,3-2,Guarani FC
Sat Aug 29 1998,Coritiba FC,2-0,Goias EC
Sat Aug 29 1998,America MG,0-0,Botafogo RJ
Sun Aug 30 1998,Ponte Preta,1-1,Sao Paulo FC
Sun Aug 30 1998,Cruzeiro EC,0-2,EC Vitoria Ba
Sun Aug 30 1998,Atletico Paranaense,0-0,Juventude RS
Sun Aug 30 1998,Santos FC,2-0,Internacional
Sun Aug 30 1998,Vasco Da Gama,1-1,Flamengo RJ
Sun Aug 30 1998,Portuguesa,1-0,Atletico Mineiro
Sun Aug 30 1998,Sport Club Recife,4-1,Parana Clube
Sun Aug 30 1998,CA Bragantino,1-1,America RJ
Wed Sep 2 1998,EC Vitoria Ba,1-0,Parana Clube
Wed Sep 2 1998,Internacional,2-1,CA Bragantino
Wed Sep 2 1998,Guarani FC,1-1,Santos FC
Wed Sep 2 1998,Vasco Da Gama,1-2,Portuguesa
Wed Sep 2 1998,America MG,2-1,Ponte Preta
Sat Sep 5 1998,Se Palmeiras,2-1,Flamengo RJ
Sat Sep 5 1998,Gremio Porto Alegre,2-1,EC Vitoria Ba
Sat Sep 5 1998,CA Bragantino,1-0,Corinthians SP
Sun Sep 6 1998,Ponte Preta,1-0,Juventude RS
Sun Sep 6 1998,Internacional,1-3,Guarani FC
Sun Sep 6 1998,Parana Clube,1-0,Atletico Paranaense
Sun Sep 6 1998,Atletico Mineiro,1-0,Sao Paulo FC
Sun Sep 6 1998,Santos FC,0-0,Sport Club Recife
Sun Sep 6 1998,Vasco Da Gama,2-0,Cruzeiro EC
Sun Sep 6 1998,Portuguesa,5-2,Botafogo RJ
Sun Sep 6 1998,America RJ,0-1,Coritiba FC
Sun Sep 6 1998,America MG,1-0,Goias EC
Wed Sep 9 1998,Cruzeiro EC,1-1,Flamengo RJ
Wed Sep 9 1998,EC Vitoria Ba,0-3,Coritiba FC
Wed Sep 9 1998,Goias EC,2-3,Atletico Paranaense
Wed Sep 9 1998,Parana Clube,1-2,Gremio Porto Alegre
Wed Sep 9 1998,Guarani FC,3-2,Se Palmeiras
Wed Sep 9 1998,Corinthians SP,3-0,Portuguesa
Wed Sep 9 1998,Vasco Da Gama,0-0,Sport Club Recife
Wed Sep 9 1998,America RJ,2-2,Juventude RS
Wed Sep 9 1998,CA Bragantino,1-2,Sao Paulo FC
Sat Sep 12 1998,Sao Paulo FC,1-1,Vasco Da Gama
Sat Sep 12 1998,Botafogo RJ,3-3,Parana Clube
Sat Sep 12 1998,Sport Club Recife,0-2,Corinthians SP
Sun Sep 13 1998,Goias EC,3-0,CA Bragantino
Sun Sep 13 1998,Se Palmeiras,3-0,Ponte Preta
Sun Sep 13 1998,Gremio Porto Alegre,3-2,Santos FC
Sun Sep 13 1998,Guarani FC,2-2,Cruzeiro EC
Sun Sep 13 1998,Atletico Mineiro,3-2,Atletico Paranaense
Sun Sep 13 1998,Flamengo RJ,2-3,Portuguesa
Sun Sep 13 1998,Coritiba FC,0-0,America MG
Tue Sep 15 1998,Atletico Mineiro,1-1,Vasco Da Gama
Tue Sep 15 1998,Flamengo RJ,2-1,Goias EC
Wed Sep 16 1998,EC Vitoria Ba,3-0,America RJ
Wed Sep 16 1998,Juventude RS,1-2,Santos FC
Wed Sep 16 1998,Sport Club Recife,1-0,CA Bragantino
Sat Sep 19 1998,Ponte Preta,4-5,Corinthians SP
Sat Sep 19 1998,Parana Clube,2-1,Vasco Da Gama
Sat Sep 19 1998,Botafogo RJ,2-0,America RJ
Sun Sep 20 1998,Sao Paulo FC,2-7,Portuguesa
Sun Sep 20 1998,Cruzeiro EC,4-0,Coritiba FC
Sun Sep 20 1998,Se Palmeiras,3-2,EC Vitoria Ba
Sun Sep 20 1998,Juventude RS,1-2,Internacional
Sun Sep 20 1998,Guarani FC,2-2,Goias EC
Sun Sep 20 1998,Santos FC,4-1,Flamengo RJ
Sun Sep 20 1998,America MG,0-2,Atletico Mineiro
Sun Sep 20 1998,Sport Club Recife,5-0,Gremio Porto Alegre
Thu Sep 24 1998,Goias EC,2-0,Botafogo RJ
Thu Sep 24 1998,Se Palmeiras,4-0,CA Bragantino
Thu Sep 24 1998,Gremio Porto Alegre,1-0,Ponte Preta
Thu Sep 24 1998,Atletico Paranaense,4-0,Guarani FC
Thu Sep 24 1998,Flamengo RJ,1-3,Internacional
Thu Sep 24 1998,Corinthians SP,1-2,Cruzeiro EC
Thu Sep 24 1998,Vasco Da Gama,1-1,Juventude RS
Thu Sep 24 1998,Portuguesa,2-0,Sport Club Recife
Thu Sep 24 1998,America MG,1-3,Sao Paulo FC
Sat Sep 26 1998,Sao Paulo FC,0-0,Flamengo RJ
Sat Sep 26 1998,Juventude RS,3-6,Se Palmeiras
Sun Sep 27 1998,EC Vitoria Ba,2-0,Internacional
Sun Sep 27 1998,Gremio Porto Alegre,2-1,America MG
Sun Sep 27 1998,Atletico Paranaense,3-2,CA Bragantino
Sun Sep 27 1998,Guarani FC,0-1,Coritiba FC
Sun Sep 27 1998,Atletico Mineiro,3-0,Parana Clube
Sun Sep 27 1998,Corinthians SP,0-2,Santos FC
Sun Sep 27 1998,Botafogo RJ,0-2,Vasco Da Gama
Sun Sep 27 1998,Portuguesa,1-0,Ponte Preta
Sun Sep 27 1998,America RJ,2-1,Goias EC
Sun Sep 27 1998,Sport Club Recife,1-1,Cruzeiro EC
Wed Sep 30 1998,EC Vitoria Ba,1-1,Atletico Mineiro
Wed Sep 30 1998,Juventude RS,1-0,America MG
Wed Sep 30 1998,Atletico Paranaense,3-1,Botafogo RJ
Wed Sep 30 1998,Santos FC,4-0,Ponte Preta
Wed Sep 30 1998,Coritiba FC,3-2,Parana Clube
Sat Oct 3 1998,Ponte Preta,2-1,Sport Club Recife
Sat Oct 3 1998,Cruzeiro EC,4-1,America MG
Sat Oct 3 1998,EC Vitoria Ba,1-0,Sao Paulo FC
Sat Oct 3 1998,Goias EC,3-1,Portuguesa
Sat Oct 3 1998,Internacional,0-1,Atletico Paranaense
Sat Oct 3 1998,Se Palmeiras,3-1,Corinthians SP
Sat Oct 3 1998,Juventude RS,0-0,Guarani FC
Sat Oct 3 1998,Flamengo RJ,3-2,Atletico Mineiro
Sat Oct 3 1998,Botafogo RJ,2-1,Gremio Porto Alegre
Sat Oct 3 1998,Coritiba FC,1-1,Santos FC
Sat Oct 3 1998,America RJ,1-3,Vasco Da Gama
Wed Oct 7 1998,Ponte Preta,2-1,Vasco Da Gama
Wed Oct 7 1998,Internacional,3-1,Cruzeiro EC
Wed Oct 7 1998,Atletico Paranaense,4-1,EC Vitoria Ba
Wed Oct 7 1998,Flamengo RJ,3-2,Sport Club Recife
Wed Oct 7 1998,Corinthians SP,2-2,Goias EC
Wed Oct 7 1998,Botafogo RJ,2-3,Coritiba FC
Wed Oct 7 1998,Portuguesa,2-3,Se Palmeiras
Wed Oct 7 1998,CA Bragantino,1-0,Gremio Porto Alegre
Thu Oct 8 1998,Sao Paulo FC,3-0,Parana Clube
Sat Oct 10 1998,Se Palmeiras,1-0,Internacional
Sat Oct 10 1998,Atletico Mineiro,5-5,Botafogo RJ
Sat Oct 10 1998,Flamengo RJ,4-1,Corinthians SP
Sun Oct 11 1998,Ponte Preta,4-2,EC Vitoria Ba
Sun Oct 11 1998,Sao Paulo FC,3-1,Goias EC
Sun Oct 11 1998,Parana Clube,1-2,Cruzeiro EC
Sun Oct 11 1998,Gremio Porto Alegre,1-1,Coritiba FC
Sun Oct 11 1998,Atletico Paranaense,2-0,America RJ
Sun Oct 11 1998,Vasco Da Gama,3-1,Santos FC
Sun Oct 11 1998,Portuguesa,2-1,Juventude RS
Sun Oct 11 1998,Sport Club Recife,3-2,America MG
Wed Oct 14 1998,Atletico Mineiro,2-0,Internacional
Wed Oct 14 1998,CA Bragantino,1-2,Guarani FC
Thu Oct 15 1998,Juventude RS,1-2,Coritiba FC
Thu Oct 15 1998,Santos FC,3-3,America MG
Sat Oct 17 1998,Botafogo RJ,3-1,Se Palmeiras
Sun Oct 18 1998,Cruzeiro EC,0-2,Gremio Porto Alegre
Sun Oct 18 1998,EC Vitoria Ba,1-4,Flamengo RJ
Sun Oct 18 1998,Goias EC,0-1,Ponte Preta
Sun Oct 18 1998,Internacional,1-0,Vasco Da Gama
Sun Oct 18 1998,Juventude RS,1-0,Sport Club Recife
Sun Oct 18 1998,Guarani FC,2-0,Parana Clube
Sun Oct 18 1998,Santos FC,1-1,Portuguesa
Sun Oct 18 1998,Corinthians SP,4-2,Atletico Paranaense
Sun Oct 18 1998,Coritiba FC,2-1,Sao Paulo FC
Sun Oct 18 1998,America RJ,1-3,Atletico Mineiro
Sun Oct 18 1998,America MG,2-0,CA Bragantino
Wed Oct 21 1998,Sao Paulo FC,1-2,Gremio Porto Alegre
Wed Oct 21 1998,Internacional,1-2,Sport Club Recife
Wed Oct 21 1998,Parana Clube,0-0,Corinthians SP
Wed Oct 21 1998,Se Palmeiras,1-2,Coritiba FC
Wed Oct 21 1998,Atletico Paranaense,1-2,Vasco Da Gama
Wed Oct 21 1998,Guarani FC,1-1,Portuguesa
Wed Oct 21 1998,Atletico Mineiro,2-1,Goias EC
Wed Oct 21 1998,Botafogo RJ,1-0,Ponte Preta
Wed Oct 21 1998,America RJ,2-1,Flamengo RJ
Wed Oct 21 1998,CA Bragantino,0-4,Cruzeiro EC
Sat Oct 24 1998,Ponte Preta,2-2,CA Bragantino
Sat Oct 24 1998,Sao Paulo FC,1-2,Corinthians SP
