Date,Team 1,FT,Team 2
Sat Aug 19 1961,OGC Nice,4-0,Le Havre Ac
Sat Aug 19 1961,Stade Reims,5-3,FC Metz
Sat Aug 19 1961,Olympique Lyon,1-3,Toulouse FC
Sat Aug 19 1961,RC Strasbourg,2-1,Angers Sco
Sat Aug 19 1961,FC Rouen,1-2,Nimes Olympique
Sun Aug 20 1961,Montpellier HSC,5-0,Ua Sedan Torcy
Sun Aug 20 1961,RC Lens,3-1,FC Sochaux
Sun Aug 20 1961,As Monaco,1-0,As Saint Etienne
Sun Aug 20 1961,Stade Francais,2-2,Stade Rennes
Sun Aug 20 1961,As Nancy,0-0,Racing Club De France
Sat Aug 26 1961,OGC Nice,3-1,As Nancy
Sat Aug 26 1961,Ua Sedan Torcy,1-1,Stade Francais
Sat Aug 26 1961,FC Metz,0-1,FC Rouen
Sun Aug 27 1961,Montpellier HSC,4-2,Olympique Lyon
Sun Aug 27 1961,Stade Reims,5-1,Toulouse FC
Sun Aug 27 1961,FC Sochaux,1-4,As Monaco
Sun Aug 27 1961,Le Havre Ac,0-2,RC Strasbourg
Sun Aug 27 1961,Stade Rennes,2-1,RC Lens
Sun Aug 27 1961,Racing Club De France,4-3,Angers Sco
Sun Aug 27 1961,As Saint Etienne,5-0,Nimes Olympique
Wed Aug 30 1961,As Monaco,4-2,Stade Rennes
Sat Sep 2 1961,As Monaco,1-1,As Nancy
Sat Sep 2 1961,Stade Reims,4-1,RC Lens
Sat Sep 2 1961,As Saint Etienne,1-1,Montpellier HSC
Sat Sep 2 1961,FC Metz,0-1,Stade Rennes
Sat Sep 2 1961,Stade Francais,1-1,FC Sochaux
Sat Sep 2 1961,FC Rouen,3-4,Olympique Lyon
Sun Sep 3 1961,RC Strasbourg,1-3,Racing Club De France
Sun Sep 3 1961,Toulouse FC,3-1,OGC Nice
Sun Sep 3 1961,Nimes Olympique,3-2,Le Havre Ac
Sun Sep 3 1961,Angers Sco,2-2,Ua Sedan Torcy
Wed Sep 6 1961,Stade Reims,1-1,As Saint Etienne
Wed Sep 6 1961,Montpellier HSC,2-0,FC Metz
Wed Sep 6 1961,Stade Francais,0-1,RC Strasbourg
Wed Sep 6 1961,OGC Nice,1-3,Nimes Olympique
Wed Sep 6 1961,FC Sochaux,4-3,Racing Club De France
Wed Sep 6 1961,Olympique Lyon,2-0,Angers Sco
Wed Sep 6 1961,As Nancy,2-1,Toulouse FC
Wed Sep 6 1961,RC Lens,1-0,FC Rouen
Wed Sep 6 1961,Le Havre Ac,1-1,Ua Sedan Torcy
Sat Sep 9 1961,As Monaco,2-0,Stade Francais
Sat Sep 9 1961,FC Rouen,3-2,Montpellier HSC
Sat Sep 9 1961,Ua Sedan Torcy,3-1,Olympique Lyon
Sat Sep 9 1961,FC Metz,2-1,OGC Nice
Sun Sep 10 1961,Nimes Olympique,2-1,Stade Reims
Sun Sep 10 1961,Racing Club De France,4-1,Le Havre Ac
Sun Sep 10 1961,RC Strasbourg,2-2,As Nancy
Sun Sep 10 1961,As Saint Etienne,3-4,RC Lens
Sun Sep 10 1961,Toulouse FC,3-3,Stade Rennes
Sun Sep 10 1961,Angers Sco,3-1,FC Sochaux
Sat Sep 16 1961,Stade Francais,2-4,Stade Reims
Sat Sep 16 1961,Olympique Lyon,2-0,Racing Club De France
Sat Sep 16 1961,OGC Nice,3-1,As Saint Etienne
Sat Sep 16 1961,FC Sochaux,1-1,FC Rouen
Sun Sep 17 1961,Ua Sedan Torcy,2-0,As Monaco
Sun Sep 17 1961,Montpellier HSC,3-3,Toulouse FC
Sun Sep 17 1961,Stade Rennes,4-2,Nimes Olympique
Sun Sep 17 1961,RC Lens,0-0,RC Strasbourg
Sun Sep 17 1961,As Nancy,3-2,Angers Sco
Sun Sep 17 1961,Le Havre Ac,2-1,FC Metz
Wed Sep 20 1961,Stade Reims,5-0,OGC Nice
Wed Sep 20 1961,As Monaco,2-2,Le Havre Ac
Wed Sep 20 1961,Racing Club De France,2-1,Montpellier HSC
Wed Sep 20 1961,RC Strasbourg,1-1,Stade Rennes
Wed Sep 20 1961,Toulouse FC,1-4,Ua Sedan Torcy
Wed Sep 20 1961,Angers Sco,0-2,RC Lens
Wed Sep 20 1961,Nimes Olympique,1-1,As Nancy
Wed Sep 20 1961,FC Rouen,2-1,Stade Francais
Wed Sep 20 1961,FC Metz,2-1,Olympique Lyon
Wed Sep 20 1961,As Saint Etienne,2-2,FC Sochaux
Sun Sep 24 1961,FC Sochaux,2-0,Toulouse FC
Sun Sep 24 1961,Olympique Lyon,2-1,RC Strasbourg
Mon Sep 25 1961,Montpellier HSC,1-3,Stade Reims
Mon Sep 25 1961,RC Lens,5-0,As Monaco
Mon Sep 25 1961,Stade Rennes,3-2,FC Rouen
Mon Sep 25 1961,OGC Nice,1-0,Racing Club De France
Mon Sep 25 1961,Stade Francais,1-0,As Nancy
Mon Sep 25 1961,Le Havre Ac,1-0,As Saint Etienne
Mon Sep 25 1961,FC Metz,1-2,Angers Sco
Sat Sep 30 1961,Stade Reims,2-1,FC Sochaux
Sat Sep 30 1961,Angers Sco,1-2,Toulouse FC
Sun Oct 1 1961,RC Lens,4-2,OGC Nice
Sun Oct 1 1961,As Nancy,2-2,Stade Rennes
Sun Oct 1 1961,As Monaco,5-3,Montpellier HSC
Sun Oct 1 1961,Nimes Olympique,4-0,Stade Francais
Sun Oct 1 1961,Racing Club De France,2-2,Ua Sedan Torcy
Sun Oct 1 1961,Le Havre Ac,1-2,Olympique Lyon
Sun Oct 1 1961,RC Strasbourg,0-1,FC Metz
Sun Oct 1 1961,As Saint Etienne,2-0,FC Rouen
Wed Oct 4 1961,FC Rouen,2-2,Stade Reims
Wed Oct 4 1961,Ua Sedan Torcy,1-1,RC Lens
Wed Oct 4 1961,Stade Rennes,1-0,Le Havre Ac
Wed Oct 4 1961,FC Metz,1-1,As Monaco
Wed Oct 4 1961,Toulouse FC,1-1,Racing Club De France
Wed Oct 4 1961,FC Sochaux,0-1,As Nancy
Wed Oct 4 1961,OGC Nice,3-2,RC Strasbourg
Wed Oct 4 1961,Montpellier HSC,0-0,Angers Sco
Wed Oct 4 1961,Stade Francais,1-1,As Saint Etienne
Sun Oct 8 1961,Angers Sco,2-0,Stade Reims
Sun Oct 8 1961,RC Lens,2-1,Stade Francais
Sun Oct 8 1961,As Monaco,0-0,FC Rouen
Sun Oct 8 1961,Racing Club De France,3-1,Stade Rennes
Sun Oct 8 1961,As Nancy,5-1,Olympique Lyon
Sun Oct 8 1961,Nimes Olympique,2-1,FC Sochaux
Sun Oct 8 1961,Ua Sedan Torcy,2-2,OGC Nice
Sun Oct 8 1961,RC Strasbourg,0-1,Toulouse FC
Sun Oct 8 1961,Le Havre Ac,2-2,Montpellier HSC
Sun Oct 8 1961,As Saint Etienne,2-2,FC Metz
Wed Oct 11 1961,Olympique Lyon,0-0,Nimes Olympique
Sat Oct 14 1961,FC Sochaux,0-0,RC Strasbourg
Sat Oct 14 1961,FC Rouen,0-0,Le Havre Ac
Sun Oct 15 1961,Stade Reims,1-3,Ua Sedan Torcy
Sun Oct 15 1961,Toulouse FC,2-0,RC Lens
Sun Oct 15 1961,Nimes Olympique,3-1,Montpellier HSC
Sun Oct 15 1961,Stade Rennes,2-1,Angers Sco
Sun Oct 15 1961,As Nancy,3-0,FC Metz
Sun Oct 15 1961,As Monaco,1-2,OGC Nice
Sun Oct 15 1961,Stade Francais,2-0,Racing Club De France
Sun Oct 15 1961,As Saint Etienne,2-0,Olympique Lyon
Sat Oct 21 1961,FC Metz,1-0,RC Lens
Sun Oct 22 1961,Olympique Lyon,1-3,Stade Reims
Sun Oct 22 1961,Racing Club De France,0-4,Nimes Olympique
Sun Oct 22 1961,Stade Rennes,1-1,As Saint Etienne
Sun Oct 22 1961,Ua Sedan Torcy,4-1,FC Sochaux
Sun Oct 22 1961,RC Strasbourg,0-1,As Monaco
Sun Oct 22 1961,Montpellier HSC,1-0,As Nancy
Sun Oct 22 1961,Toulouse FC,1-0,FC Rouen
Sun Oct 22 1961,OGC Nice,0-2,Angers Sco
Sun Oct 22 1961,Le Havre Ac,1-0,Stade Francais
Wed Oct 25 1961,Nimes Olympique,3-1,FC Metz
Wed Oct 25 1961,Stade Reims,2-3,Stade Rennes
Wed Oct 25 1961,As Nancy,0-3,Ua Sedan Torcy
Wed Oct 25 1961,As Monaco,3-1,Olympique Lyon
Wed Oct 25 1961,RC Lens,2-3,Racing Club De France
Wed Oct 25 1961,As Saint Etienne,4-1,Toulouse FC
Wed Oct 25 1961,FC Sochaux,1-1,Montpellier HSC
Wed Oct 25 1961,Stade Francais,4-0,OGC Nice
Wed Oct 25 1961,FC Rouen,1-0,RC Strasbourg
Wed Oct 25 1961,Angers Sco,0-0,Le Havre Ac
Sat Oct 28 1961,FC Metz,0-2,Stade Francais
Sun Oct 29 1961,Toulouse FC,0-1,Nimes Olympique
Sun Oct 29 1961,Ua Sedan Torcy,1-0,As Saint Etienne
Sun Oct 29 1961,RC Strasbourg,1-1,Stade Reims
Sun Oct 29 1961,Montpellier HSC,3-1,Stade Rennes
Sun Oct 29 1961,Angers Sco,2-0,As Monaco
Sun Oct 29 1961,Olympique Lyon,3-0,RC Lens
Sun Oct 29 1961,Le Havre Ac,1-1,As Nancy
Sun Oct 29 1961,Racing Club De France,0-2,FC Rouen
Sun Oct 29 1961,OGC Nice,1-1,FC Sochaux
Tue Oct 31 1961,FC Metz,2-2,Ua Sedan Torcy
Wed Nov 1 1961,Nimes Olympique,1-0,RC Strasbourg
Wed Nov 1 1961,Stade Reims,2-0,As Nancy
Wed Nov 1 1961,Stade Rennes,2-0,Olympique Lyon
Wed Nov 1 1961,As Monaco,4-3,Toulouse FC
Wed Nov 1 1961,RC Lens,5-1,Montpellier HSC
Wed Nov 1 1961,FC Rouen,2-1,OGC Nice
Wed Nov 1 1961,As Saint Etienne,1-1,Racing Club De France
Wed Nov 1 1961,Stade Francais,1-1,Angers Sco
Wed Nov 1 1961,FC Sochaux,6-1,Le Havre Ac
Fri Nov 10 1961,FC Metz,1-1,FC Sochaux
Sat Nov 11 1961,RC Lens,2-0,Le Havre Ac
Sat Nov 11 1961,FC Rouen,2-1,Angers Sco
Sat Nov 11 1961,RC Strasbourg,1-2,Montpellier HSC
