Date,Team 1,FT,Team 2
Sat Aug 5 1961,Hamburger SV,1-0,VFB Oldenburg
Sat Aug 5 1961,Hannover 96,2-2,Tus Bremerhaven 93
Sun Aug 6 1961,SSV Reutlingen,0-1,1 FC Nuernberg
Sun Aug 6 1961,TSV 1860 Muenchen,1-6,Eintracht Frankfurt
Sun Aug 6 1961,FSV Frankfurt,1-0,Karlsruher SC
Sun Aug 6 1961,Kickers Offenbach,4-2,TSV Schwaben Augsburg
Sun Aug 6 1961,Spvgg Bayern Hof,3-1,Vfb Stuttgart
Sun Aug 6 1961,FC Augsburg,3-1,Bayern Muenchen
Sun Aug 6 1961,Spvgg Greuther Fuerth,0-0,VFR Mannheim
Sun Aug 6 1961,Waldhof Mannheim,3-1,1 FC Schweinfurt 05
Sun Aug 6 1961,Tus Koblenz,5-1,1 FC Kaiserslautern
Sun Aug 6 1961,Ludwigshafener SC,1-1,FK Pirmasens
Sun Aug 6 1961,Saar 05 Saarbruecken,3-1,1 Fsv Mainz 05
Sun Aug 6 1961,Eintracht Trier,1-1,Tura Ludwigshafen
Sun Aug 6 1961,Phoenix Ludwigshafen,2-2,1 FC Saarbruecken
Sun Aug 6 1961,VFR Kaiserslautern,1-3,Borussia Neunkirchen
Sun Aug 6 1961,Eintracht Bad Kreuznach,0-0,BSC Oppau
Sun Aug 6 1961,Sportfreunde Saarbruecken,2-3,Wormatia Worms
Sun Aug 6 1961,TSV Marl Huels,3-3,Fortuna Duesseldorf
Sun Aug 6 1961,Alemannia Aachen,1-1,MSV Duisburg
Sun Aug 6 1961,Westfalia Herne,4-0,Borussia Dortmund
Sun Aug 6 1961,Schwarz Weiss Essen,3-0,Viktoria Koeln
Sun Aug 6 1961,Preussen Munster,1-1,Rot Weiss Oberhausen
Sun Aug 6 1961,Hamborn 07,0-4,FC Schalke 04
Sun Aug 6 1961,Duisburger SV,0-3,Bor Moenchengladbach
Sun Aug 6 1961,1 FC Koeln,5-3,SV Sodingen
Sun Aug 6 1961,Eintracht Braunschweig,1-1,Werder Bremen
Sun Aug 6 1961,VFL Osnabrueck,1-5,Holstein Kiel
Sun Aug 6 1961,Bremer SV,0-4,FC St Pauli
Sun Aug 6 1961,VFR Neumuenster,3-0,Atona 93
Sun Aug 6 1961,WTSV Concordia,1-3,VFV Hildesheim
Sun Aug 6 1961,Eintracht Nordhorn,2-4,FC Bergedorf 85
Sat Aug 12 1961,Atona 93,1-1,Hannover 96
Sun Aug 13 1961,1 FC Schweinfurt 05,0-2,SSV Reutlingen
Sun Aug 13 1961,Eintracht Frankfurt,5-4,Kickers Offenbach
Sun Aug 13 1961,Vfb Stuttgart,2-1,Spvgg Greuther Fuerth
Sun Aug 13 1961,Karlsruher SC,2-2,FC Augsburg
Sun Aug 13 1961,1 FC Nuernberg,2-0,TSV 1860 Muenchen
Sun Aug 13 1961,TSV Schwaben Augsburg,2-2,Waldhof Mannheim
Sun Aug 13 1961,Bayern Muenchen,0-5,Spvgg Bayern Hof
Sun Aug 13 1961,VFR Mannheim,7-3,FSV Frankfurt
Sun Aug 13 1961,Borussia Neunkirchen,8-1,Saar 05 Saarbruecken
Sun Aug 13 1961,Wormatia Worms,1-2,Tus Koblenz
Sun Aug 13 1961,1 FC Kaiserslautern,1-1,VFR Kaiserslautern
Sun Aug 13 1961,1 Fsv Mainz 05,1-2,Ludwigshafener SC
Sun Aug 13 1961,1 FC Saarbruecken,6-2,Eintracht Bad Kreuznach
Sun Aug 13 1961,BSC Oppau,4-2,Eintracht Trier
Sun Aug 13 1961,Tura Ludwigshafen,2-3,Sportfreunde Saarbruecken
Sun Aug 13 1961,FK Pirmasens,5-0,Phoenix Ludwigshafen
Sun Aug 13 1961,Rot Weiss Oberhausen,1-1,Alemannia Aachen
Sun Aug 13 1961,Viktoria Koeln,7-2,Duisburger SV
Sun Aug 13 1961,SV Sodingen,2-3,TSV Marl Huels
Sun Aug 13 1961,Fortuna Duesseldorf,2-2,Preussen Munster
Sun Aug 13 1961,MSV Duisburg,0-1,1 FC Koeln
Sun Aug 13 1961,Borussia Dortmund,2-1,Schwarz Weiss Essen
Sun Aug 13 1961,Bor Moenchengladbach,0-1,Hamborn 07
Sun Aug 13 1961,FC Schalke 04,2-1,Westfalia Herne
Sun Aug 13 1961,FC St Pauli,3-1,VFL Osnabrueck
Sun Aug 13 1961,FC Bergedorf 85,1-7,Hamburger SV
Sun Aug 13 1961,Holstein Kiel,0-2,WTSV Concordia
Sun Aug 13 1961,Werder Bremen,5-3,Eintracht Nordhorn
Sun Aug 13 1961,Tus Bremerhaven 93,0-3,Eintracht Braunschweig
Sun Aug 13 1961,VFV Hildesheim,4-3,Bremer SV
Sun Aug 13 1961,VFB Oldenburg,2-1,VFR Neumuenster
Sat Aug 19 1961,FSV Frankfurt,0-0,Vfb Stuttgart
Sat Aug 19 1961,Waldhof Mannheim,1-3,Eintracht Frankfurt
Sat Aug 19 1961,Bremer SV,2-2,VFB Oldenburg
Sat Aug 19 1961,WTSV Concordia,0-0,Hannover 96
Sun Aug 20 1961,Spvgg Bayern Hof,0-4,Karlsruher SC
Sun Aug 20 1961,Kickers Offenbach,2-2,1 FC Nuernberg
Sun Aug 20 1961,SSV Reutlingen,5-0,TSV Schwaben Augsburg
Sun Aug 20 1961,Spvgg Greuther Fuerth,1-2,Bayern Muenchen
Sun Aug 20 1961,FC Augsburg,4-3,VFR Mannheim
