Date,Team 1,FT,Team 2
Tue Jul 28 1998,Sturm Graz,2-0,Austria Wien
Wed Jul 29 1998,FC Wacker Innsbruck,1-0,SV Ried
Wed Jul 29 1998,LASK Linz,3-0,Austria Lustenau
Wed Jul 29 1998,Vorwaerts Steyr,0-1,Grazer Ak
Sat Aug 1 1998,Austria Wien,4-1,Vorwaerts Steyr
Sat Aug 1 1998,RB Salzburg,1-3,LASK Linz
Sat Aug 1 1998,Austria Lustenau,2-2,FC Wacker Innsbruck
Sat Aug 1 1998,SV Ried,0-1,Sturm Graz
Sun Aug 2 1998,Grazer Ak,1-1,Rapid Wien
Tue Aug 4 1998,Sturm Graz,3-0,Austria Lustenau
Wed Aug 5 1998,Austria Wien,1-0,SV Ried
Wed Aug 5 1998,FC Wacker Innsbruck,1-1,RB Salzburg
Wed Aug 5 1998,LASK Linz,0-1,Grazer Ak
Wed Aug 5 1998,Vorwaerts Steyr,1-2,Rapid Wien
Sat Aug 8 1998,Grazer Ak,2-0,FC Wacker Innsbruck
Sat Aug 8 1998,Rapid Wien,5-0,LASK Linz
Sat Aug 8 1998,RB Salzburg,1-1,Sturm Graz
Sat Aug 8 1998,Austria Lustenau,1-1,Austria Wien
Sat Aug 8 1998,SV Ried,0-0,Vorwaerts Steyr
Fri Aug 14 1998,FC Wacker Innsbruck,1-3,Rapid Wien
Sat Aug 15 1998,Austria Wien,3-2,RB Salzburg
Sat Aug 15 1998,Sturm Graz,2-3,Grazer Ak
Sat Aug 15 1998,SV Ried,3-1,Austria Lustenau
Sat Aug 15 1998,Vorwaerts Steyr,1-4,LASK Linz
Fri Aug 28 1998,Grazer Ak,0-0,Austria Wien
Sat Aug 29 1998,Rapid Wien,2-0,Sturm Graz
Sat Aug 29 1998,RB Salzburg,3-2,SV Ried
Sat Aug 29 1998,Austria Lustenau,1-1,Vorwaerts Steyr
Sat Aug 29 1998,LASK Linz,3-2,FC Wacker Innsbruck
Wed Sep 9 1998,Austria Wien,0-1,Rapid Wien
Wed Sep 9 1998,Sturm Graz,0-1,LASK Linz
Wed Sep 9 1998,Austria Lustenau,1-1,RB Salzburg
