Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 8 Aug 1998 (W32),FC Gueugnon (1),2-1,1-1,Stade Malherbe Caen (1)
?,(Sat) 8 Aug 1998 (W32),Stade Lavallois (1),2-1,2-1,AC Ajaccio (1)
?,(Sat) 8 Aug 1998 (W32),Le Mans FC (1),1-1,0-0,AS Beauvais Oise (1)
?,(Sat) 8 Aug 1998 (W32),Lille OSC (1),1-2,0-1,EA Guingamp (1)
?,(Sat) 8 Aug 1998 (W32),OGC Nice (1),1-1,1-0,LB Châteauroux (1)
?,(Sat) 8 Aug 1998 (W32),Nîmes Olympique (1),1-1,0-0,Chamois Niortais FC (1)
?,(Sat) 8 Aug 1998 (W32),Red Star FC (1),0-0,0-0,Wasquehal Foot (1)
?,(Sat) 8 Aug 1998 (W32),AS Saint-Étienne (1),1-1,0-0,CS Sedan-Ardennes (1)
?,(Sat) 8 Aug 1998 (W32),ES Troyes AC (1),2-1,0-0,AS Cannes (1)
?,(Sat) 8 Aug 1998 (W32),ASOA Valence (1),1-1,0-0,Amiens SC (1)
?,(Sat) 15 Aug 1998 (W33),Amiens SC (2),0-2,0-1,AC Ajaccio (2)
?,(Sat) 15 Aug 1998 (W33),AS Beauvais Oise (2),0-3,0-2,ES Troyes AC (2)
?,(Sat) 15 Aug 1998 (W33),Stade Malherbe Caen (2),1-1,0-1,AS Saint-Étienne (2)
?,(Sat) 15 Aug 1998 (W33),AS Cannes (2),1-1,1-1,Red Star FC (2)
?,(Sat) 15 Aug 1998 (W33),LB Châteauroux (2),5-0,3-0,ASOA Valence (2)
?,(Sat) 15 Aug 1998 (W33),EA Guingamp (2),1-3,0-2,Stade Lavallois (2)
?,(Sat) 15 Aug 1998 (W33),Le Mans FC (2),4-0,3-0,Nîmes Olympique (2)
?,(Sat) 15 Aug 1998 (W33),Chamois Niortais FC (2),0-0,0-0,Lille OSC (2)
?,(Sat) 15 Aug 1998 (W33),CS Sedan-Ardennes (2),4-0,1-0,OGC Nice (2)
?,(Sat) 15 Aug 1998 (W33),Wasquehal Foot (2),1-0,1-0,FC Gueugnon (2)
?,(Sat) 22 Aug 1998 (W34),AC Ajaccio (3),1-0,1-0,LB Châteauroux (3)
?,(Sat) 22 Aug 1998 (W34),FC Gueugnon (3),1-0,0-0,AS Cannes (3)
?,(Sat) 22 Aug 1998 (W34),Stade Lavallois (3),1-0,0-0,Amiens SC (3)
?,(Sat) 22 Aug 1998 (W34),Lille OSC (3),0-0,0-0,Stade Malherbe Caen (3)
?,(Sat) 22 Aug 1998 (W34),OGC Nice (3),0-2,0-0,Wasquehal Foot (3)
?,(Sat) 22 Aug 1998 (W34),Nîmes Olympique (3),4-0,1-0,AS Beauvais Oise (3)
?,(Sat) 22 Aug 1998 (W34),Red Star FC (3),2-0,1-0,Chamois Niortais FC (3)
?,(Sat) 22 Aug 1998 (W34),AS Saint-Étienne (3),0-0,0-0,EA Guingamp (3)
?,(Sat) 22 Aug 1998 (W34),ES Troyes AC (3),2-1,0-0,Le Mans FC (3)
?,(Sat) 22 Aug 1998 (W34),ASOA Valence (3),1-1,1-1,CS Sedan-Ardennes (3)
?,(Sat) 29 Aug 1998 (W35),AS Beauvais Oise (4),1-1,1-0,FC Gueugnon (4)
?,(Sat) 29 Aug 1998 (W35),Stade Malherbe Caen (4),2-0,1-0,OGC Nice (4)
?,(Sat) 29 Aug 1998 (W35),AS Cannes (4),1-0,1-0,Nîmes Olympique (4)
?,(Sat) 29 Aug 1998 (W35),LB Châteauroux (4),0-0,0-0,Amiens SC (4)
?,(Sat) 29 Aug 1998 (W35),EA Guingamp (4),0-2,0-0,ASOA Valence (4)
?,(Sat) 29 Aug 1998 (W35),Le Mans FC (4),1-2,0-0,Red Star FC (4)
