Date,Team 1,FT,Team 2
Fri Aug 21 1998,Sl Benfica,2-0,Estrela Amadora
Fri Aug 21 1998,Sporting Braga,2-1,SC Beira Mar
Sat Aug 22 1998,FC Porto,4-0,Rio Ave FC
Sun Aug 23 1998,Boavista Porto,2-0,Vitoria Guimaraes
Sun Aug 23 1998,Uniao Leiria,1-0,CS Maritimo
Sun Aug 23 1998,SC Salgueiros,4-2,Sporting Farense
Sun Aug 23 1998,GD Chaves,1-0,Academica De Coimbra
Sun Aug 23 1998,Campomaiorense,2-2,FC Alverca
Mon Aug 24 1998,Vitoria Setubal,1-1,Sporting CP
Fri Aug 28 1998,Sporting CP,2-1,GD Chaves
Sat Aug 29 1998,SC Beira Mar,2-1,FC Porto
Sun Aug 30 1998,Rio Ave FC,0-2,Sl Benfica
Sun Aug 30 1998,CS Maritimo,2-2,SC Salgueiros
Sun Aug 30 1998,Vitoria Guimaraes,0-0,Uniao Leiria
Sun Aug 30 1998,Academica De Coimbra,1-5,Campomaiorense
Sun Aug 30 1998,FC Alverca,0-0,Boavista Porto
Sun Aug 30 1998,Estrela Amadora,5-0,Vitoria Setubal
Sun Aug 30 1998,Sporting Farense,0-2,Sporting Braga
Fri Sep 11 1998,Academica De Coimbra,2-2,Sporting CP
Sat Sep 12 1998,FC Porto,2-0,Sporting Farense
Sat Sep 12 1998,Sl Benfica,3-0,SC Beira Mar
Sat Sep 12 1998,Sporting Braga,1-1,CS Maritimo
Sat Sep 12 1998,SC Salgueiros,3-2,Vitoria Guimaraes
Sun Sep 13 1998,Uniao Leiria,1-0,FC Alverca
Sun Sep 13 1998,Vitoria Setubal,1-2,Rio Ave FC
Sun Sep 13 1998,GD Chaves,4-1,Estrela Amadora
Sun Sep 13 1998,Campomaiorense,1-1,Boavista Porto
Sat Sep 19 1998,Sporting CP,3-0,Campomaiorense
Sat Sep 19 1998,Boavista Porto,1-0,Uniao Leiria
Sun Sep 20 1998,Rio Ave FC,1-1,GD Chaves
Sun Sep 20 1998,CS Maritimo,0-1,FC Porto
Sun Sep 20 1998,SC Beira Mar,1-1,Vitoria Setubal
Sun Sep 20 1998,FC Alverca,1-1,SC Salgueiros
Sun Sep 20 1998,Estrela Amadora,2-1,Academica De Coimbra
Mon Sep 21 1998,Vitoria Guimaraes,5-1,Sporting Braga
Mon Sep 21 1998,Sporting Farense,1-0,Sl Benfica
Fri Sep 25 1998,Sporting CP,3-0,Estrela Amadora
Sat Sep 26 1998,FC Porto,2-0,Vitoria Guimaraes
Sat Sep 26 1998,Sl Benfica,3-1,CS Maritimo
Sun Sep 27 1998,Sporting Braga,0-0,FC Alverca
Sun Sep 27 1998,Academica De Coimbra,1-1,Rio Ave FC
Sun Sep 27 1998,SC Salgueiros,0-0,Boavista Porto
Sun Sep 27 1998,GD Chaves,1-0,SC Beira Mar
Sun Sep 27 1998,Campomaiorense,0-3,Uniao Leiria
Mon Sep 28 1998,Vitoria Setubal,1-1,Sporting Farense
Fri Oct 2 1998,SC Beira Mar,0-2,Academica De Coimbra
Sat Oct 3 1998,Rio Ave FC,0-1,Sporting CP
Sun Oct 4 1998,CS Maritimo,0-1,Vitoria Setubal
Sun Oct 4 1998,Uniao Leiria,1-0,SC Salgueiros
Sun Oct 4 1998,Vitoria Guimaraes,0-2,Sl Benfica
Sun Oct 4 1998,FC Alverca,1-5,FC Porto
Sun Oct 4 1998,Estrela Amadora,1-0,Campomaiorense
Sun Oct 4 1998,Sporting Farense,2-1,GD Chaves
Mon Oct 5 1998,Boavista Porto,1-0,Sporting Braga
Sat Oct 10 1998,Academica De Coimbra,0-1,SC Salgueiros
Fri Oct 16 1998,Vitoria Setubal,1-0,Vitoria Guimaraes
Sat Oct 17 1998,Sl Benfica,2-2,FC Alverca
Sat Oct 17 1998,Sporting CP,0-0,SC Beira Mar
Sun Oct 18 1998,FC Porto,0-2,Boavista Porto
Sun Oct 18 1998,Sporting Braga,2-4,Uniao Leiria
Sun Oct 18 1998,Academica De Coimbra,2-1,Sporting Farense
Sun Oct 18 1998,GD Chaves,1-1,CS Maritimo
Sun Oct 18 1998,Campomaiorense,0-0,SC Salgueiros
Mon Oct 19 1998,Estrela Amadora,1-0,Rio Ave FC
Sat Oct 24 1998,Sporting Farense,1-3,Sporting CP
Sun Oct 25 1998,Rio Ave FC,3-1,Campomaiorense
Sun Oct 25 1998,CS Maritimo,4-1,Academica De Coimbra
Sun Oct 25 1998,Boavista Porto,2-1,Sl Benfica
Sun Oct 25 1998,SC Beira Mar,0-0,Estrela Amadora
Sun Oct 25 1998,Vitoria Guimaraes,6-1,GD Chaves
Sun Oct 25 1998,FC Alverca,1-0,Vitoria Setubal
Mon Oct 26 1998,Uniao Leiria,2-2,FC Porto
Mon Oct 26 1998,SC Salgueiros,1-1,Sporting Braga
Fri Oct 30 1998,Sl Benfica,0-0,Uniao Leiria
Fri Oct 30 1998,Sporting CP,2-0,CS Maritimo
Sat Oct 31 1998,FC Porto,4-1,SC Salgueiros
Sat Oct 31 1998,Rio Ave FC,1-1,SC Beira Mar
Sun Nov 1 1998,Academica De Coimbra,1-1,Vitoria Guimaraes
Sun Nov 1 1998,Estrela Amadora,2-1,Sporting Farense
Sun Nov 1 1998,Vitoria Setubal,1-3,Boavista Porto
Sun Nov 1 1998,GD Chaves,1-1,FC Alverca
Sun Nov 1 1998,Campomaiorense,2-0,Sporting Braga
Fri Nov 6 1998,Boavista Porto,4-1,GD Chaves
Sat Nov 7 1998,CS Maritimo,1-1,Estrela Amadora
Sat Nov 7 1998,Uniao Leiria,0-1,Vitoria Setubal
Sat Nov 7 1998,SC Beira Mar,2-1,Campomaiorense
Sat Nov 7 1998,Vitoria Guimaraes,1-1,Sporting CP
Sat Nov 7 1998,FC Alverca,2-1,Academica De Coimbra
Sat Nov 7 1998,Sporting Farense,0-1,Rio Ave FC
Mon Nov 9 1998,Sporting Braga,3-3,FC Porto
Tue Nov 10 1998,SC Salgueiros,1-1,Sl Benfica
Fri Nov 13 1998,Academica De Coimbra,2-3,Boavista Porto
Sat Nov 14 1998,Estrela Amadora,1-1,Vitoria Guimaraes
Sat Nov 14 1998,Campomaiorense,0-2,FC Porto
Sun Nov 15 1998,Sl Benfica,4-1,Sporting Braga
Sun Nov 15 1998,Sporting CP,2-0,FC Alverca
Sun Nov 15 1998,Rio Ave FC,2-1,CS Maritimo
Sun Nov 15 1998,SC Beira Mar,0-1,Sporting Farense
Sun Nov 15 1998,Vitoria Setubal,3-0,SC Salgueiros
Sun Nov 15 1998,GD Chaves,1-2,Uniao Leiria
Fri Nov 20 1998,Vitoria Guimaraes,3-0,Rio Ave FC
Sat Nov 21 1998,FC Porto,3-1,Sl Benfica
Sat Nov 21 1998,Sporting Braga,3-0,Vitoria Setubal
Sun Nov 22 1998,CS Maritimo,1-1,SC Beira Mar
Sun Nov 22 1998,Boavista Porto,2-2,Sporting CP
Sun Nov 22 1998,Uniao Leiria,1-0,Academica De Coimbra
Sun Nov 22 1998,FC Alverca,0-1,Estrela Amadora
Sun Nov 22 1998,SC Salgueiros,2-0,GD Chaves
Sun Nov 22 1998,Sporting Farense,2-1,Campomaiorense
Sat Nov 28 1998,Sporting CP,2-0,Uniao Leiria
Sun Nov 29 1998,Rio Ave FC,0-0,FC Alverca
Sun Nov 29 1998,SC Beira Mar,0-0,Vitoria Guimaraes
Sun Nov 29 1998,Estrela Amadora,2-1,Boavista Porto
Sun Nov 29 1998,GD Chaves,1-2,Sporting Braga
Sun Nov 29 1998,Sporting Farense,0-0,CS Maritimo
Sun Nov 29 1998,Campomaiorense,0-5,Sl Benfica
Mon Nov 30 1998,Vitoria Setubal,1-2,FC Porto
Fri Dec 4 1998,Sl Benfica,2-0,Vitoria Setubal
Fri Dec 4 1998,SC Salgueiros,2-1,Sporting CP
Sat Dec 5 1998,FC Porto,1-0,GD Chaves
Sun Dec 6 1998,CS Maritimo,0-1,Campomaiorense
Sun Dec 6 1998,Boavista Porto,1-0,Rio Ave FC
Sun Dec 6 1998,Uniao Leiria,0-1,Estrela Amadora
Sun Dec 6 1998,Vitoria Guimaraes,1-0,Sporting Farense
Sun Dec 6 1998,FC Alverca,1-1,SC Beira Mar
Mon Dec 7 1998,Sporting Braga,2-2,Academica De Coimbra
Sat Dec 12 1998,Sporting CP,4-1,Sporting Braga
Sun Dec 13 1998,Rio Ave FC,1-0,Uniao Leiria
Sun Dec 13 1998,CS Maritimo,1-0,Vitoria Guimaraes
Sun Dec 13 1998,SC Beira Mar,1-1,Boavista Porto
Sun Dec 13 1998,Estrela Amadora,1-1,SC Salgueiros
Sun Dec 13 1998,Sporting Farense,1-0,FC Alverca
Sun Dec 13 1998,Campomaiorense,1-2,Vitoria Setubal
Mon Dec 14 1998,Academica De Coimbra,0-2,FC Porto
Mon Dec 14 1998,GD Chaves,0-4,Sl Benfica
Fri Dec 18 1998,Boavista Porto,3-0,Sporting Farense
Sat Dec 19 1998,FC Porto,3-2,Sporting CP
Sat Dec 19 1998,Campomaiorense,1-0,Vitoria Guimaraes
Sun Dec 20 1998,Sl Benfica,3-0,Academica De Coimbra
Sun Dec 20 1998,Sporting Braga,1-1,Estrela Amadora
Sun Dec 20 1998,Uniao Leiria,1-0,SC Beira Mar
Sun Dec 20 1998,FC Alverca,3-0,CS Maritimo
Sun Dec 20 1998,Vitoria Setubal,1-0,GD Chaves
Sun Dec 20 1998,SC Salgueiros,5-1,Rio Ave FC
Sun Jan 3 1999,Sporting CP,1-2,Sl Benfica
Sun Jan 3 1999,Rio Ave FC,1-2,Sporting Braga
Sun Jan 3 1999,CS Maritimo,3-0,Boavista Porto
Sun Jan 3 1999,SC Beira Mar,4-1,SC Salgueiros
Sun Jan 3 1999,Vitoria Guimaraes,3-1,FC Alverca
Sun Jan 3 1999,GD Chaves,3-2,Campomaiorense
Sun Jan 3 1999,Sporting Farense,1-1,Uniao Leiria
Mon Jan 4 1999,Academica De Coimbra,2-0,Vitoria Setubal
Mon Jan 4 1999,Estrela Amadora,1-1,FC Porto
Fri Jan 15 1999,Sporting CP,0-0,Vitoria Setubal
Sat Jan 16 1999,Academica De Coimbra,1-2,GD Chaves
Sat Jan 16 1999,Estrela Amadora,0-1,Sl Benfica
Sun Jan 17 1999,CS Maritimo,3-2,Uniao Leiria
Sun Jan 17 1999,SC Beira Mar,4-2,Sporting Braga
Sun Jan 17 1999,Vitoria Guimaraes,2-3,Boavista Porto
Sun Jan 17 1999,FC Alverca,2-1,Campomaiorense
Sun Jan 17 1999,Sporting Farense,2-1,SC Salgueiros
Mon Jan 18 1999,Rio Ave FC,1-1,FC Porto
Fri Jan 22 1999,Uniao Leiria,0-1,Vitoria Guimaraes
Sat Jan 23 1999,Sl Benfica,3-1,Rio Ave FC
Sat Jan 23 1999,Boavista Porto,3-0,FC Alverca
Sat Jan 23 1999,GD Chaves,2-2,Sporting CP
Sun Jan 24 1999,FC Porto,7-0,SC Beira Mar
Sun Jan 24 1999,Vitoria Setubal,2-0,Estrela Amadora
Sun Jan 24 1999,SC Salgueiros,2-2,CS Maritimo
Sun Jan 24 1999,Campomaiorense,2-1,Academica De Coimbra
Mon Jan 25 1999,Sporting Braga,0-0,Sporting Farense
Fri Jan 29 1999,SC Beira Mar,1-1,Sl Benfica
Sat Jan 30 1999,Rio Ave FC,1-1,Vitoria Setubal
Sat Jan 30 1999,Boavista Porto,2-1,Campomaiorense
Sat Jan 30 1999,Sporting Farense,0-3,FC Porto
Sun Jan 31 1999,Sporting CP,5-0,Academica De Coimbra
Sun Jan 31 1999,CS Maritimo,3-0,Sporting Braga
Sun Jan 31 1999,FC Alverca,0-2,Uniao Leiria
Sun Jan 31 1999,Estrela Amadora,2-1,GD Chaves
Mon Feb 1 1999,Vitoria Guimaraes,3-3,SC Salgueiros
Fri Feb 5 1999,FC Porto,1-0,CS Maritimo
Fri Feb 5 1999,Sl Benfica,5-0,Sporting Farense
Sat Feb 6 1999,Sporting Braga,2-1,Vitoria Guimaraes
Sat Feb 6 1999,Campomaiorense,0-0,Sporting CP
Sun Feb 7 1999,Uniao Leiria,0-0,Boavista Porto
Sun Feb 7 1999,Academica De Coimbra,2-2,Estrela Amadora
Sun Feb 7 1999,Vitoria Setubal,0-0,SC Beira Mar
Sun Feb 7 1999,SC Salgueiros,0-0,FC Alverca
Sun Feb 7 1999,GD Chaves,0-0,Rio Ave FC
Fri Feb 12 1999,Boavista Porto,2-1,SC Salgueiros
Sat Feb 13 1999,Rio Ave FC,1-1,Academica De Coimbra
Sat Feb 13 1999,CS Maritimo,1-0,Sl Benfica
Sat Feb 13 1999,Uniao Leiria,3-1,Campomaiorense
Sat Feb 13 1999,SC Beira Mar,1-1,GD Chaves
Sat Feb 13 1999,Vitoria Guimaraes,3-2,FC Porto
Sat Feb 13 1999,FC Alverca,0-0,Sporting Braga
Sat Feb 13 1999,Sporting Farense,1-1,Vitoria Setubal
Sun Feb 14 1999,Estrela Amadora,0-1,Sporting CP
Fri Feb 19 1999,Sporting CP,2-0,Rio Ave FC
Sat Feb 20 1999,Sporting Braga,1-2,Boavista Porto
Sat Feb 20 1999,SC Salgueiros,0-0,Uniao Leiria
Sun Feb 21 1999,FC Porto,3-1,FC Alverca
Sun Feb 21 1999,Sl Benfica,3-1,Vitoria Guimaraes
Sun Feb 21 1999,Academica De Coimbra,1-0,SC Beira Mar
Sun Feb 21 1999,Vitoria Setubal,3-1,CS Maritimo
Sun Feb 21 1999,GD Chaves,4-4,Sporting Farense
Sun Feb 21 1999,Campomaiorense,3-0,Estrela Amadora
Fri Feb 26 1999,Uniao Leiria,0-0,Sporting Braga
Sat Feb 27 1999,Rio Ave FC,1-1,Estrela Amadora
Sat Feb 27 1999,SC Beira Mar,2-2,Sporting CP
Sun Feb 28 1999,CS Maritimo,2-2,GD Chaves
Sun Feb 28 1999,Boavista Porto,0-0,FC Porto
Sun Feb 28 1999,FC Alverca,0-2,Sl Benfica
Sun Feb 28 1999,SC Salgueiros,1-1,Campomaiorense
Sun Feb 28 1999,Sporting Farense,2-0,Academica De Coimbra
Mon Mar 1 1999,Vitoria Guimaraes,2-0,Vitoria Setubal
Fri Mar 12 1999,Sporting CP,1-0,Sporting Farense
Sat Mar 13 1999,FC Porto,3-1,Uniao Leiria
Sat Mar 13 1999,GD Chaves,2-3,Vitoria Guimaraes
Sun Mar 14 1999,Sl Benfica,0-3,Boavista Porto
Sun Mar 14 1999,Sporting Braga,1-1,SC Salgueiros
Sun Mar 14 1999,Academica De Coimbra,1-3,CS Maritimo
Sun Mar 14 1999,Estrela Amadora,1-2,SC Beira Mar
Sun Mar 14 1999,Vitoria Setubal,4-0,FC Alverca
Sun Mar 14 1999,Campomaiorense,0-0,Rio Ave FC
Fri Mar 19 1999,Boavista Porto,1-1,Vitoria Setubal
Sat Mar 20 1999,CS Maritimo,1-3,Sporting CP
Sat Mar 20 1999,SC Salgueiros,1-3,FC Porto
Sun Mar 21 1999,Sporting Braga,0-2,Campomaiorense
Sun Mar 21 1999,Uniao Leiria,1-1,Sl Benfica
Sun Mar 21 1999,SC Beira Mar,1-2,Rio Ave FC
Sun Mar 21 1999,Vitoria Guimaraes,1-1,Academica De Coimbra
Sun Mar 21 1999,FC Alverca,3-1,GD Chaves
Sun Mar 21 1999,Sporting Farense,1-1,Estrela Amadora
Fri Apr 2 1999,Estrela Amadora,1-0,CS Maritimo
Sat Apr 3 1999,Sl Benfica,5-0,SC Salgueiros
Sat Apr 3 1999,Sporting CP,3-0,Vitoria Guimaraes
Sat Apr 3 1999,Rio Ave FC,2-2,Sporting Farense
Sat Apr 3 1999,Academica De Coimbra,0-5,FC Alverca
Sat Apr 3 1999,Vitoria Setubal,1-0,Uniao Leiria
Sat Apr 3 1999,GD Chaves,1-1,Boavista Porto
Sat Apr 3 1999,Campomaiorense,4-1,SC Beira Mar
