Date,Team 1,FT,Team 2
Sun Aug 9 1998,Argentinos Juniors,2-2,Gye Jujuy
Sun Aug 9 1998,Estudiantes,2-0,CA Colon
Sun Aug 9 1998,Ferro Carril Oeste,2-4,Boca Juniors
Sun Aug 9 1998,Independiente,4-2,Belgrano Cordoba
Sun Aug 9 1998,CA Lanus,3-1,Huracan
Sun Aug 9 1998,River Plate,1-1,Velez Sarsfield
Sun Aug 9 1998,Rosario Central,1-1,Newells Old Boys
Sun Aug 9 1998,San Lorenzo,2-2,Platense
Sun Aug 9 1998,Talleres Cordoba,2-4,Racing Club
Sun Aug 9 1998,Union De Santa Fe,3-2,Gye La Plata
Sun Aug 16 1998,Argentinos Juniors,0-1,River Plate
Sun Aug 16 1998,Belgrano Cordoba,0-1,CA Lanus
Sun Aug 16 1998,Boca Juniors,3-2,Gye Jujuy
Sun Aug 16 1998,CA Colon,2-0,San Lorenzo
Sun Aug 16 1998,Gye La Plata,2-1,Ferro Carril Oeste
Sun Aug 16 1998,Huracan,1-1,Union De Santa Fe
Sun Aug 16 1998,Newells Old Boys,2-1,Independiente
Sun Aug 16 1998,Platense,1-0,Talleres Cordoba
Sun Aug 16 1998,Racing Club,3-5,Rosario Central
Sun Aug 16 1998,Velez Sarsfield,2-0,Estudiantes
Sun Aug 23 1998,Boca Juniors,2-2,Argentinos Juniors
Sun Aug 23 1998,Estudiantes,1-0,River Plate
Sun Aug 23 1998,Ferro Carril Oeste,1-3,Huracan
Sun Aug 23 1998,Gye Jujuy,1-2,Gye La Plata
Sun Aug 23 1998,Independiente,1-3,Racing Club
Sun Aug 23 1998,CA Lanus,0-1,Newells Old Boys
Sun Aug 23 1998,Rosario Central,2-0,Platense
Sun Aug 23 1998,San Lorenzo,0-0,Velez Sarsfield
Sun Aug 23 1998,Talleres Cordoba,2-1,CA Colon
Sun Aug 23 1998,Union De Santa Fe,3-0,Belgrano Cordoba
Sun Aug 30 1998,Argentinos Juniors,0-0,Estudiantes
Sun Aug 30 1998,Belgrano Cordoba,1-0,Ferro Carril Oeste
Sun Aug 30 1998,CA Colon,4-0,Rosario Central
Sun Aug 30 1998,Gye La Plata,0-0,Boca Juniors
Sun Aug 30 1998,Huracan,3-2,Gye Jujuy
Sun Aug 30 1998,Newells Old Boys,0-0,Union De Santa Fe
Sun Aug 30 1998,Platense,1-4,Independiente
Sun Aug 30 1998,Racing Club,2-2,CA Lanus
Sun Aug 30 1998,River Plate,3-4,San Lorenzo
Sun Aug 30 1998,Velez Sarsfield,3-0,Talleres Cordoba
Sun Sep 6 1998,Boca Juniors,6-2,Huracan
Sun Sep 6 1998,Ferro Carril Oeste,1-1,Newells Old Boys
Sun Sep 6 1998,Gye Jujuy,2-2,Belgrano Cordoba
