Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 8 Aug 1998 (31),Gueugnon (1),2-1,1-1,Stade Malherbe Caen (1)
?,(Sat) 8 Aug 1998 (31),Laval (1),2-1,2-1,AC Ajaccio (1)
?,(Sat) 8 Aug 1998 (31),Le Mans (1),1-1,0-0,Beauvais (1)
?,(Sat) 8 Aug 1998 (31),Lille OSC (1),1-2,0-1,EA Guingamp (1)
?,(Sat) 8 Aug 1998 (31),OGC Nice (1),1-1,1-0,LB Châteauroux (1)
?,(Sat) 8 Aug 1998 (31),Nîmes Olympique (1),1-1,0-0,Chamois Niortais FC (1)
?,(Sat) 8 Aug 1998 (31),Red Star 93 (1),0-0,0-0,Wasquehal (1)
?,(Sat) 8 Aug 1998 (31),AS Saint-Étienne (1),1-1,0-0,Sedan (1)
?,(Sat) 8 Aug 1998 (31),ES Troyes AC (1),2-1,0-0,Cannes (1)
?,(Sat) 8 Aug 1998 (31),Valence (1),1-1,0-0,Amiens SC (1)
?,(Sat) 15 Aug 1998 (32),Amiens SC (2),0-2,0-1,AC Ajaccio (2)
?,(Sat) 15 Aug 1998 (32),Beauvais (2),0-3,0-2,ES Troyes AC (2)
?,(Sat) 15 Aug 1998 (32),Stade Malherbe Caen (2),1-1,0-1,AS Saint-Étienne (2)
?,(Sat) 15 Aug 1998 (32),Cannes (2),1-1,1-1,Red Star 93 (2)
?,(Sat) 15 Aug 1998 (32),LB Châteauroux (2),5-0,3-0,Valence (2)
?,(Sat) 15 Aug 1998 (32),EA Guingamp (2),1-3,0-2,Laval (2)
?,(Sat) 15 Aug 1998 (32),Le Mans (2),4-0,3-0,Nîmes Olympique (2)
?,(Sat) 15 Aug 1998 (32),Chamois Niortais FC (2),0-0,0-0,Lille OSC (2)
?,(Sat) 15 Aug 1998 (32),Sedan (2),4-0,1-0,OGC Nice (2)
?,(Sat) 15 Aug 1998 (32),Wasquehal (2),1-0,1-0,Gueugnon (2)
?,(Sat) 22 Aug 1998 (33),AC Ajaccio (3),1-0,1-0,LB Châteauroux (3)
?,(Sat) 22 Aug 1998 (33),Gueugnon (3),1-0,0-0,Cannes (3)
?,(Sat) 22 Aug 1998 (33),Laval (3),1-0,0-0,Amiens SC (3)
?,(Sat) 22 Aug 1998 (33),Lille OSC (3),0-0,0-0,Stade Malherbe Caen (3)
?,(Sat) 22 Aug 1998 (33),OGC Nice (3),0-2,0-0,Wasquehal (3)
?,(Sat) 22 Aug 1998 (33),Nîmes Olympique (3),4-0,1-0,Beauvais (3)
?,(Sat) 22 Aug 1998 (33),Red Star 93 (3),2-0,1-0,Chamois Niortais FC (3)
?,(Sat) 22 Aug 1998 (33),AS Saint-Étienne (3),0-0,0-0,EA Guingamp (3)
?,(Sat) 22 Aug 1998 (33),ES Troyes AC (3),2-1,0-0,Le Mans (3)
?,(Sat) 22 Aug 1998 (33),Valence (3),1-1,1-1,Sedan (3)
?,(Sat) 29 Aug 1998 (34),Beauvais (4),1-1,1-0,Gueugnon (4)
?,(Sat) 29 Aug 1998 (34),Stade Malherbe Caen (4),2-0,1-0,OGC Nice (4)
?,(Sat) 29 Aug 1998 (34),Cannes (4),1-0,1-0,Nîmes Olympique (4)
?,(Sat) 29 Aug 1998 (34),LB Châteauroux (4),0-0,0-0,Amiens SC (4)
?,(Sat) 29 Aug 1998 (34),EA Guingamp (4),0-2,0-0,Valence (4)
?,(Sat) 29 Aug 1998 (34),Le Mans (4),1-2,0-0,Red Star 93 (4)
?,(Sat) 29 Aug 1998 (34),Chamois Niortais FC (4),0-0,0-0,Laval (4)
?,(Sat) 29 Aug 1998 (34),Sedan (4),3-0,2-0,AC Ajaccio (4)
?,(Sat) 29 Aug 1998 (34),ES Troyes AC (4),1-1,0-0,AS Saint-Étienne (4)
?,(Sat) 29 Aug 1998 (34),Wasquehal (4),0-1,0-1,Lille OSC (4)
?,(Fri) 4 Sep 1998 (35),AC Ajaccio (5),1-1,0-1,Wasquehal (5)
?,(Fri) 4 Sep 1998 (35),Amiens SC (5),3-1,2-0,Sedan (5)
?,(Fri) 4 Sep 1998 (35),Gueugnon (5),1-1,0-1,Le Mans (5)
?,(Fri) 4 Sep 1998 (35),Laval (5),1-2,1-1,LB Châteauroux (5)
?,(Fri) 4 Sep 1998 (35),Lille OSC (5),0-2,0-1,Cannes (5)
?,(Fri) 4 Sep 1998 (35),OGC Nice (5),0-0,0-0,EA Guingamp (5)
?,(Fri) 4 Sep 1998 (35),Nîmes Olympique (5),2-2,1-1,ES Troyes AC (5)
?,(Fri) 4 Sep 1998 (35),Red Star 93 (5),4-3,3-1,Beauvais (5)
?,(Fri) 4 Sep 1998 (35),AS Saint-Étienne (5),2-0,1-0,Chamois Niortais FC (5)
?,(Fri) 4 Sep 1998 (35),Valence (5),0-1,0-1,Stade Malherbe Caen (5)
?,(Thu) 10 Sep 1998 (36),Wasquehal (6),1-0,1-0,Valence (6)
?,(Sat) 12 Sep 1998 (36),Beauvais (6),1-0,0-0,Lille OSC (6)
?,(Sat) 12 Sep 1998 (36),Stade Malherbe Caen (6),1-1,0-0,AC Ajaccio (6)
?,(Sat) 12 Sep 1998 (36),Cannes (6),0-0,0-0,AS Saint-Étienne (6)
?,(Sat) 12 Sep 1998 (36),EA Guingamp (6),2-2,1-1,Amiens SC (6)
?,(Sat) 12 Sep 1998 (36),Le Mans (6),1-0,1-0,OGC Nice (6)
?,(Sat) 12 Sep 1998 (36),Nîmes Olympique (6),0-1,0-1,Laval (6)
?,(Sat) 12 Sep 1998 (36),Chamois Niortais FC (6),3-1,2-1,Gueugnon (6)
?,(Sat) 12 Sep 1998 (36),Sedan (6),1-1,0-0,LB Châteauroux (6)
?,(Sat) 12 Sep 1998 (36),ES Troyes AC (6),3-1,1-0,Red Star 93 (6)
?,(Sat) 19 Sep 1998 (37),AC Ajaccio (7),1-3,1-1,EA Guingamp (7)
?,(Sat) 19 Sep 1998 (37),Amiens SC (7),3-1,1-1,Stade Malherbe Caen (7)
?,(Sat) 19 Sep 1998 (37),LB Châteauroux (7),0-0,0-0,Wasquehal (7)
?,(Sat) 19 Sep 1998 (37),Gueugnon (7),1-0,1-0,ES Troyes AC (7)
?,(Sat) 19 Sep 1998 (37),Laval (7),0-0,0-0,Sedan (7)
?,(Sat) 19 Sep 1998 (37),Lille OSC (7),3-3,0-1,Le Mans (7)
?,(Sat) 19 Sep 1998 (37),OGC Nice (7),0-3,0-2,Cannes (7)
?,(Sat) 19 Sep 1998 (37),Red Star 93 (7),1-2,0-1,Nîmes Olympique (7)
?,(Sat) 19 Sep 1998 (37),AS Saint-Étienne (7),2-1,1-0,Beauvais (7)
?,(Sat) 19 Sep 1998 (37),Valence (7),2-0,1-0,Chamois Niortais FC (7)
?,(Wed) 23 Sep 1998 (38),Beauvais (8),0-3,0-2,OGC Nice (8)
?,(Wed) 23 Sep 1998 (38),Stade Malherbe Caen (8),1-0,1-0,LB Châteauroux (8)
?,(Wed) 23 Sep 1998 (38),Cannes (8),1-0,0-0,Amiens SC (8)
?,(Wed) 23 Sep 1998 (38),EA Guingamp (8),2-1,1-1,Sedan (8)
?,(Wed) 23 Sep 1998 (38),Le Mans (8),1-2,1-0,AS Saint-Étienne (8)
?,(Wed) 23 Sep 1998 (38),Nîmes Olympique (8),0-0,0-0,Gueugnon (8)
?,(Wed) 23 Sep 1998 (38),Chamois Niortais FC (8),1-4,1-3,AC Ajaccio (8)
?,(Wed) 23 Sep 1998 (38),Red Star 93 (8),1-2,0-0,Valence (8)
?,(Wed) 23 Sep 1998 (38),ES Troyes AC (8),1-0,0-0,Lille OSC (8)
?,(Wed) 23 Sep 1998 (38),Wasquehal (8),0-0,0-0,Laval (8)
?,(Sat) 26 Sep 1998 (38),AC Ajaccio (9),4-1,1-0,Le Mans (9)
?,(Sat) 26 Sep 1998 (38),Amiens SC (9),0-2,0-0,ES Troyes AC (9)
?,(Sat) 26 Sep 1998 (38),LB Châteauroux (9),2-1,0-0,EA Guingamp (9)
?,(Sat) 26 Sep 1998 (38),Gueugnon (9),1-1,0-1,Red Star 93 (9)
?,(Sat) 26 Sep 1998 (38),Laval (9),2-1,1-0,Stade Malherbe Caen (9)
