Date,Team 1,FT,Team 2
Sat Aug 29 1998,Cd Alaves,0-0,Real Betis
Sat Aug 29 1998,Valencia CF,1-0,Atletico Madrid
Sun Aug 30 1998,Real Sociedad,3-3,Real Oviedo
Sun Aug 30 1998,Espanyol Barcelona,2-1,CD Tenerife
Sun Aug 30 1998,Ud Salamanca,0-0,RCD Mallorca
Sun Aug 30 1998,Celta Vigo,0-0,Deportivo La Coruna
Sun Aug 30 1998,CF Extremadura,0-0,Real Valladolid
Sun Aug 30 1998,Racing Santander,0-0,FC Barcelona
Sun Aug 30 1998,Real Zaragoza,2-0,Athletic Bilbao
Mon Aug 31 1998,Real Madrid,4-1,Villarreal CF
Sat Sep 12 1998,CD Tenerife,2-2,Real Sociedad
Sat Sep 12 1998,Atletico Madrid,2-0,Ud Salamanca
Sat Sep 12 1998,Deportivo La Coruna,1-0,Valencia CF
Sat Sep 12 1998,Villarreal CF,1-1,Celta Vigo
Sat Sep 12 1998,Real Valladolid,0-1,Real Madrid
Sat Sep 12 1998,FC Barcelona,1-0,CF Extremadura
Sat Sep 12 1998,Athletic Bilbao,2-0,Racing Santander
Sat Sep 12 1998,Real Betis,1-3,Real Zaragoza
Sun Sep 13 1998,Real Oviedo,1-0,Cd Alaves
Sun Sep 13 1998,RCD Mallorca,2-0,Espanyol Barcelona
Sat Sep 19 1998,Real Madrid,2-2,FC Barcelona
Sun Sep 20 1998,Real Oviedo,0-1,CD Tenerife
Sun Sep 20 1998,Real Sociedad,0-1,RCD Mallorca
Sun Sep 20 1998,Espanyol Barcelona,1-1,Atletico Madrid
Sun Sep 20 1998,Ud Salamanca,3-1,Deportivo La Coruna
Sun Sep 20 1998,Valencia CF,1-0,Villarreal CF
Sun Sep 20 1998,Celta Vigo,0-0,Real Valladolid
Sun Sep 20 1998,CF Extremadura,0-1,Athletic Bilbao
Sun Sep 20 1998,Racing Santander,1-0,Real Betis
Sun Sep 20 1998,Cd Alaves,1-0,Real Zaragoza
Sat Sep 26 1998,Atletico Madrid,4-1,Real Sociedad
Sat Sep 26 1998,Real Valladolid,3-1,Valencia CF
Sat Sep 26 1998,FC Barcelona,2-2,Celta Vigo
Sat Sep 26 1998,Athletic Bilbao,2-3,Real Madrid
Sat Sep 26 1998,Real Betis,1-1,CF Extremadura
