Date,Team 1,FT,Team 2
Sun Aug 16 1959,Tura Ludwigshafen,1-5,1 FC Saarbruecken
Sun Aug 16 1959,VFR Kaiserslautern,1-2,VFR Frankenthal
Sun Aug 16 1959,Borussia Neunkirchen,4-2,Eintracht Trier
Sun Aug 16 1959,1 Fsv Mainz 05,2-0,Sportfreunde Saarbruecken
Sun Aug 16 1959,Saar 05 Saarbruecken,2-1,Ludwigshafener SC
Sun Aug 16 1959,Eintracht Bad Kreuznach,1-0,1 FC Kaiserslautern
Sun Aug 16 1959,FV Speyer,0-3,FK Pirmasens
Sun Aug 16 1959,Wormatia Worms,2-2,Phoenix Ludwigshafen
Sat Aug 22 1959,Eintracht Frankfurt,5-3,Spvgg Greuther Fuerth
Sun Aug 23 1959,Kickers Offenbach,6-2,Spvgg Bayern Hof
Sun Aug 23 1959,1 FC Nuernberg,8-2,SSV Ulm 1846
Sun Aug 23 1959,Viktoria Aschaffenburg,1-1,TSV 1860 Muenchen
Sun Aug 23 1959,1 FC Schweinfurt 05,2-3,Vfb Stuttgart
Sun Aug 23 1959,Stuttgarter Kickers,4-0,VFR Mannheim
Sun Aug 23 1959,Bayern Muenchen,1-2,FSV Frankfurt
Sun Aug 23 1959,SSV Reutlingen,3-2,Karlsruher SC
Sun Aug 23 1959,Sportfreunde Saarbruecken,2-0,Tura Ludwigshafen
Sun Aug 23 1959,Phoenix Ludwigshafen,2-1,Saar 05 Saarbruecken
Sun Aug 23 1959,FK Pirmasens,9-4,Borussia Neunkirchen
Sun Aug 23 1959,Eintracht Trier,3-2,Wormatia Worms
Sun Aug 23 1959,1 FC Kaiserslautern,3-1,1 Fsv Mainz 05
Sun Aug 23 1959,1 FC Saarbruecken,4-2,FV Speyer
Sun Aug 23 1959,VFR Frankenthal,6-1,Eintracht Bad Kreuznach
Sun Aug 23 1959,Ludwigshafener SC,4-1,VFR Kaiserslautern
Sun Aug 23 1959,Bor Moenchengladbach,3-1,Alemannia Aachen
Sun Aug 23 1959,Schwarz Weiss Essen,4-0,Rot Weiss Oberhausen
Sun Aug 23 1959,Westfalia Herne,2-0,Fortuna Duesseldorf
