Date,Team 1,FT,Team 2
Sat Aug 29 1959,Wiener AC,2-3,Sportclub
Sat Aug 29 1959,1. Wiener Neustädter SC,1-4,Rapid Wien
Sat Aug 29 1959,SK Admira Vienna,1-2,Grazer Ak
Sun Aug 30 1959,Kremser SC,2-2,First Vienna FC
Sun Aug 30 1959,1. Simmeringer SC,1-0,SC Wacker Wien
Sun Aug 30 1959,LASK Linz,2-1,WSV Donawitz
Sun Aug 30 1959,Austria Wien,3-1,Austria Salzburg
Sat Sep 5 1959,Rapid Wien,1-2,Austria Wien
Sun Sep 6 1959,Sportclub,7-1,SK Admira Vienna
Sun Sep 6 1959,First Vienna FC,3-1,Wiener AC
Sun Sep 6 1959,SC Wacker Wien,2-4,Kremser SC
Sun Sep 6 1959,LASK Linz,4-0,1. Simmeringer SC
Sun Sep 6 1959,Grazer Ak,4-1,1. Wiener Neustädter SC
Sun Sep 6 1959,WSV Donawitz,3-2,Austria Salzburg
Sat Sep 12 1959,1. Wiener Neustädter SC,5-2,Sportclub
Sat Sep 12 1959,Austria Wien,4-3,Grazer Ak
Sat Sep 12 1959,SK Admira Vienna,1-4,First Vienna FC
Sun Sep 13 1959,Austria Salzburg,1-6,Rapid Wien
Sun Sep 13 1959,Wiener AC,4-0,SC Wacker Wien
Sun Sep 13 1959,1. Simmeringer SC,7-1,WSV Donawitz
Sun Sep 13 1959,Kremser SC,1-2,LASK Linz
Sat Sep 19 1959,First Vienna FC,3-1,1. Wiener Neustädter SC
Sat Sep 19 1959,1. Simmeringer SC,2-1,Kremser SC
Sat Sep 19 1959,Grazer Ak,5-1,Austria Salzburg
Sun Sep 20 1959,Sportclub,2-2,Austria Wien
Sun Sep 20 1959,WSV Donawitz,0-2,Rapid Wien
Sun Sep 20 1959,SC Wacker Wien,5-2,SK Admira Vienna
Sun Sep 20 1959,LASK Linz,1-2,Wiener AC
Sat Sep 26 1959,1. Wiener Neustädter SC,1-1,SC Wacker Wien
Sat Sep 26 1959,Rapid Wien,4-2,Grazer Ak
Sat Sep 26 1959,SK Admira Vienna,1-2,LASK Linz
Sat Sep 26 1959,Kremser SC,1-1,WSV Donawitz
Sun Sep 27 1959,Austria Wien,2-3,First Vienna FC
Sun Sep 27 1959,Wiener AC,1-1,1. Simmeringer SC
Sun Sep 27 1959,Austria Salzburg,1-4,Sportclub
Sat Oct 3 1959,SC Wacker Wien,2-3,Austria Wien
Sat Oct 3 1959,1. Simmeringer SC,0-2,SK Admira Vienna
Sat Oct 3 1959,WSV Donawitz,3-2,Grazer Ak
Sun Oct 4 1959,Sportclub,2-2,Rapid Wien
Sun Oct 4 1959,First Vienna FC,7-1,Austria Salzburg
Sun Oct 4 1959,LASK Linz,1-1,1. Wiener Neustädter SC
Sun Oct 4 1959,Kremser SC,1-2,Wiener AC
Sat Oct 10 1959,Rapid Wien,3-1,SK Admira Vienna
Sat Oct 10 1959,First Vienna FC,4-2,1. Simmeringer SC
Sat Oct 10 1959,Grazer Ak,2-2,Wiener AC
Sun Oct 11 1959,Sportclub,5-1,Kremser SC
Sun Oct 11 1959,SC Wacker Wien,3-3,LASK Linz
Sun Oct 11 1959,Austria Wien,5-0,WSV Donawitz
Sun Oct 11 1959,Austria Salzburg,2-0,1. Wiener Neustädter SC
Sat Oct 17 1959,Rapid Wien,4-1,First Vienna FC
Sat Oct 17 1959,1. Wiener Neustädter SC,3-2,1. Simmeringer SC
Sat Oct 17 1959,Wiener AC,6-1,WSV Donawitz
Sun Oct 18 1959,Austria Wien,4-1,LASK Linz
Sun Oct 18 1959,SK Admira Vienna,3-0,Kremser SC
Sun Oct 18 1959,Austria Salzburg,3-2,SC Wacker Wien
Sun Oct 18 1959,Grazer Ak,0-2,Sportclub
Sat Oct 24 1959,First Vienna FC,4-0,Grazer Ak
Sun Oct 25 1959,SC Wacker Wien,1-3,Rapid Wien
Sun Oct 25 1959,1. Simmeringer SC,1-0,Austria Wien
Sun Oct 25 1959,WSV Donawitz,0-1,Sportclub
Sun Oct 25 1959,LASK Linz,3-3,Austria Salzburg
Sun Oct 25 1959,Kremser SC,3-4,1. Wiener Neustädter SC
Sun Oct 25 1959,Wiener AC,3-1,SK Admira Vienna
Sat Oct 31 1959,Sportclub,1-3,First Vienna FC
Sat Oct 31 1959,Austria Salzburg,1-1,1. Simmeringer SC
Sat Oct 31 1959,1. Wiener Neustädter SC,1-2,Wiener AC
Sat Oct 31 1959,Rapid Wien,5-1,LASK Linz
Sat Oct 31 1959,Grazer Ak,3-1,SC Wacker Wien
Sat Oct 31 1959,SK Admira Vienna,1-2,WSV Donawitz
Sun Nov 1 1959,Austria Wien,5-3,Kremser SC
Sat Nov 7 1959,1. Simmeringer SC,2-2,Rapid Wien
Sun Nov 8 1959,WSV Donawitz,2-4,First Vienna FC
Sun Nov 8 1959,SC Wacker Wien,1-3,Sportclub
Sun Nov 8 1959,LASK Linz,3-1,Grazer Ak
Sun Nov 8 1959,Kremser SC,3-1,Austria Salzburg
Sun Nov 8 1959,SK Admira Vienna,4-4,1. Wiener Neustädter SC
Sun Nov 8 1959,Wiener AC,1-2,Austria Wien
Sat Nov 14 1959,Sportclub,1-0,LASK Linz
Sat Nov 14 1959,Rapid Wien,7-1,Kremser SC
Sat Nov 14 1959,Grazer Ak,1-2,1. Simmeringer SC
Sun Nov 15 1959,First Vienna FC,4-1,SC Wacker Wien
Sun Nov 15 1959,Austria Wien,7-0,SK Admira Vienna
Sun Nov 15 1959,Austria Salzburg,1-3,Wiener AC
Sun Nov 15 1959,1. Wiener Neustädter SC,6-2,WSV Donawitz
Sat Nov 28 1959,1. Simmeringer SC,2-0,Sportclub
Sun Nov 29 1959,Wiener AC,1-2,Rapid Wien
Sun Nov 29 1959,LASK Linz,2-2,First Vienna FC
Sun Nov 29 1959,1. Wiener Neustädter SC,1-2,Austria Wien
Sun Nov 29 1959,SK Admira Vienna,0-3,Austria Salzburg
Sun Nov 29 1959,WSV Donawitz,3-1,SC Wacker Wien
Sun Nov 29 1959,Kremser SC,1-1,Grazer Ak
Sat Feb 27 1960,Sportclub,4-1,Wiener AC
Sat Feb 27 1960,Grazer Ak,2-0,SK Admira Vienna
Sun Feb 28 1960,Rapid Wien,5-1,1. Wiener Neustädter SC
Sun Feb 28 1960,SC Wacker Wien,1-0,1. Simmeringer SC
Sun Feb 28 1960,First Vienna FC,3-1,Kremser SC
Sun Feb 28 1960,Austria Salzburg,2-2,Austria Wien
Wed Mar 2 1960,WSV Donawitz,5-1,LASK Linz
Sat Mar 5 1960,Austria Wien,1-3,Rapid Wien
Sun Mar 6 1960,Wiener AC,6-2,First Vienna FC
Sun Mar 6 1960,1. Simmeringer SC,3-6,LASK Linz
Sun Mar 6 1960,SK Admira Vienna,2-2,Sportclub
Sun Mar 6 1960,Kremser SC,4-3,SC Wacker Wien
Sun Mar 6 1960,Austria Salzburg,3-1,WSV Donawitz
Sun Mar 6 1960,1. Wiener Neustädter SC,1-1,Grazer Ak
Sat Mar 12 1960,Rapid Wien,2-2,Austria Salzburg
Sat Mar 12 1960,Sportclub,9-0,1. Wiener Neustädter SC
Sun Mar 13 1960,First Vienna FC,4-0,SK Admira Vienna
Sun Mar 13 1960,SC Wacker Wien,0-1,Wiener AC
Sun Mar 13 1960,LASK Linz,5-4,Kremser SC
Wed Mar 16 1960,Grazer Ak,1-1,Austria Wien
Wed Mar 16 1960,WSV Donawitz,1-2,1. Simmeringer SC
Sat Mar 19 1960,Austria Wien,1-4,Sportclub
Sat Mar 19 1960,Wiener AC,3-1,LASK Linz
Sun Mar 20 1960,1. Wiener Neustädter SC,4-3,First Vienna FC
Sun Mar 20 1960,Rapid Wien,5-0,WSV Donawitz
Sun Mar 20 1960,SK Admira Vienna,0-0,SC Wacker Wien
Sun Mar 20 1960,Austria Salzburg,3-3,Grazer Ak
Sun Mar 20 1960,Kremser SC,2-0,1. Simmeringer SC
Sat Apr 2 1960,1. Simmeringer SC,2-5,Wiener AC
Sat Apr 2 1960,Grazer Ak,0-1,Rapid Wien
Sat Apr 2 1960,LASK Linz,3-0,SK Admira Vienna
Sun Apr 3 1960,First Vienna FC,3-2,Austria Wien
Sun Apr 3 1960,Sportclub,2-0,Austria Salzburg
Sun Apr 3 1960,SC Wacker Wien,1-1,1. Wiener Neustädter SC
Sun Apr 3 1960,WSV Donawitz,1-1,Kremser SC
Sat Apr 9 1960,Austria Wien,1-6,SC Wacker Wien
Sat Apr 9 1960,1. Wiener Neustädter SC,3-3,LASK Linz
Sat Apr 9 1960,SK Admira Vienna,2-2,1. Simmeringer SC
Sun Apr 10 1960,Rapid Wien,6-1,Sportclub
Sun Apr 10 1960,Austria Salzburg,1-2,First Vienna FC
Sun Apr 10 1960,Wiener AC,2-2,Kremser SC
Sun Apr 10 1960,Grazer Ak,3-1,WSV Donawitz
Sat Apr 23 1960,SC Wacker Wien,4-2,Austria Salzburg
Sat Apr 23 1960,LASK Linz,1-1,Austria Wien
Sat Apr 23 1960,Sportclub,3-0,Grazer Ak
Sun Apr 24 1960,First Vienna FC,2-2,Rapid Wien
Sun Apr 24 1960,Kremser SC,2-0,SK Admira Vienna
Sun Apr 24 1960,WSV Donawitz,0-1,Wiener AC
Wed Apr 27 1960,1. Simmeringer SC,4-0,1. Wiener Neustädter SC
Sun May 8 1960,Rapid Wien,5-0,SC Wacker Wien
Sun May 8 1960,Grazer Ak,2-3,First Vienna FC
Sun May 8 1960,Austria Wien,2-2,1. Simmeringer SC
Sun May 8 1960,Sportclub,5-0,WSV Donawitz
Sun May 8 1960,Austria Salzburg,0-0,LASK Linz
Sun May 8 1960,SK Admira Vienna,1-4,Wiener AC
Sun May 8 1960,1. Wiener Neustädter SC,2-3,Kremser SC
Sat May 14 1960,LASK Linz,1-1,Rapid Wien
Sat May 14 1960,First Vienna FC,1-2,Sportclub
Sat May 14 1960,Wiener AC,4-4,1. Wiener Neustädter SC
Sun May 15 1960,SC Wacker Wien,2-0,Grazer Ak
Sun May 15 1960,Kremser SC,1-4,Austria Wien
Sun May 15 1960,WSV Donawitz,2-1,SK Admira Vienna
Sun May 15 1960,1. Simmeringer SC,1-1,Austria Salzburg
Sat May 21 1960,Sportclub,1-1,SC Wacker Wien
Sat May 21 1960,Austria Wien,2-4,Wiener AC
Sat May 21 1960,Grazer Ak,2-4,LASK Linz
Sat May 21 1960,1. Wiener Neustädter SC,2-1,SK Admira Vienna
Sun May 22 1960,Rapid Wien,4-0,1. Simmeringer SC
Sun May 22 1960,First Vienna FC,6-1,WSV Donawitz
Sun May 22 1960,Austria Salzburg,2-0,Kremser SC
Sat Jun 4 1960,LASK Linz,2-3,Sportclub
Sat Jun 4 1960,SK Admira Vienna,2-1,Austria Wien
Sat Jun 4 1960,Wiener AC,7-2,Austria Salzburg
Sat Jun 4 1960,1. Simmeringer SC,5-2,Grazer Ak
Sun Jun 5 1960,Kremser SC,2-2,Rapid Wien
Sun Jun 5 1960,SC Wacker Wien,2-2,First Vienna FC
Sun Jun 5 1960,WSV Donawitz,5-1,1. Wiener Neustädter SC
Sat Jun 11 1960,First Vienna FC,3-1,LASK Linz
Sat Jun 11 1960,Grazer Ak,2-0,Kremser SC
Sat Jun 11 1960,SC Wacker Wien,3-2,WSV Donawitz
Sat Jun 11 1960,Austria Salzburg,2-2,SK Admira Vienna
