Date,Team 1,FT,Team 2
Sat Aug 17 1974,Birmingham City,0-3,Middlesbrough FC
Sat Aug 17 1974,Burnley FC,1-2,Wolverhampton Wanderers
Sat Aug 17 1974,Chelsea FC,0-2,Carlisle United
Sat Aug 17 1974,Everton FC,0-0,Derby County
Sat Aug 17 1974,Leicester City,0-1,Arsenal FC
Sat Aug 17 1974,Luton Town,1-2,Liverpool FC
Sat Aug 17 1974,Manchester City,4-0,West Ham United
Sat Aug 17 1974,Newcastle United,3-2,Coventry City
Sat Aug 17 1974,Sheffield United,1-1,Queens Park Rangers
Sat Aug 17 1974,Stoke City,3-0,Leeds United
Sat Aug 17 1974,Tottenham Hotspur,0-1,Ipswich Town
Mon Aug 19 1974,West Ham United,2-0,Luton Town
Tue Aug 20 1974,Arsenal FC,0-1,Ipswich Town
Tue Aug 20 1974,Birmingham City,3-4,Leicester City
Tue Aug 20 1974,Everton FC,2-1,Stoke City
Tue Aug 20 1974,Middlesbrough FC,0-2,Carlisle United
Tue Aug 20 1974,Wolverhampton Wanderers,0-0,Liverpool FC
Wed Aug 21 1974,Chelsea FC,3-3,Burnley FC
Wed Aug 21 1974,Derby County,1-1,Coventry City
Wed Aug 21 1974,Leeds United,0-1,Queens Park Rangers
Wed Aug 21 1974,Manchester City,1-0,Tottenham Hotspur
Wed Aug 21 1974,Newcastle United,2-2,Sheffield United
Sat Aug 24 1974,Arsenal FC,4-0,Manchester City
Sat Aug 24 1974,Carlisle United,1-0,Tottenham Hotspur
Sat Aug 24 1974,Coventry City,1-3,Chelsea FC
Sat Aug 24 1974,Derby County,2-0,Sheffield United
Sat Aug 24 1974,Ipswich Town,2-0,Burnley FC
Sat Aug 24 1974,Leeds United,1-0,Birmingham City
Sat Aug 24 1974,Liverpool FC,2-1,Leicester City
Sat Aug 24 1974,Middlesbrough FC,1-1,Luton Town
Sat Aug 24 1974,Queens Park Rangers,0-1,Stoke City
Sat Aug 24 1974,West Ham United,2-3,Everton FC
Sat Aug 24 1974,Wolverhampton Wanderers,4-2,Newcastle United
Tue Aug 27 1974,Burnley FC,1-2,Chelsea FC
Tue Aug 27 1974,Carlisle United,0-1,Middlesbrough FC
Tue Aug 27 1974,Coventry City,1-1,Derby County
Tue Aug 27 1974,Ipswich Town,3-0,Arsenal FC
Tue Aug 27 1974,Liverpool FC,2-0,Wolverhampton Wanderers
Tue Aug 27 1974,Queens Park Rangers,1-1,Leeds United
Tue Aug 27 1974,Sheffield United,2-1,Newcastle United
Wed Aug 28 1974,Leicester City,1-1,Birmingham City
Wed Aug 28 1974,Luton Town,0-0,West Ham United
Wed Aug 28 1974,Stoke City,1-1,Everton FC
Wed Aug 28 1974,Tottenham Hotspur,1-2,Manchester City
Sat Aug 31 1974,Birmingham City,1-1,Wolverhampton Wanderers
Sat Aug 31 1974,Burnley FC,3-0,Coventry City
Sat Aug 31 1974,Chelsea FC,0-3,Liverpool FC
Sat Aug 31 1974,Everton FC,2-1,Arsenal FC
Sat Aug 31 1974,Leicester City,1-1,Carlisle United
Sat Aug 31 1974,Luton Town,1-1,Queens Park Rangers
Sat Aug 31 1974,Manchester City,2-1,Leeds United
Sat Aug 31 1974,Newcastle United,2-0,West Ham United
Sat Aug 31 1974,Sheffield United,3-1,Ipswich Town
Sat Aug 31 1974,Stoke City,1-1,Middlesbrough FC
Sat Aug 31 1974,Tottenham Hotspur,2-0,Derby County
Sat Sep 7 1974,Arsenal FC,0-1,Burnley FC
Sat Sep 7 1974,Carlisle United,0-2,Stoke City
Sat Sep 7 1974,Coventry City,2-2,Manchester City
Sat Sep 7 1974,Derby County,2-2,Newcastle United
Sat Sep 7 1974,Ipswich Town,1-0,Everton FC
Sat Sep 7 1974,Leeds United,1-1,Luton Town
Sat Sep 7 1974,Liverpool FC,5-2,Tottenham Hotspur
Sat Sep 7 1974,Middlesbrough FC,1-1,Chelsea FC
Sat Sep 7 1974,Queens Park Rangers,0-1,Birmingham City
Sat Sep 7 1974,West Ham United,1-2,Sheffield United
Sat Sep 7 1974,Wolverhampton Wanderers,1-1,Leicester City
Sat Sep 14 1974,Birmingham City,3-2,Derby County
Sat Sep 14 1974,Burnley FC,2-1,Leeds United
Sat Sep 14 1974,Chelsea FC,0-0,Arsenal FC
Sat Sep 14 1974,Everton FC,0-0,Wolverhampton Wanderers
Sat Sep 14 1974,Leicester City,3-1,Queens Park Rangers
Sat Sep 14 1974,Luton Town,1-4,Ipswich Town
Sat Sep 14 1974,Manchester City,2-0,Liverpool FC
Sat Sep 14 1974,Newcastle United,1-0,Carlisle United
Sat Sep 14 1974,Sheffield United,1-0,Middlesbrough FC
Sat Sep 14 1974,Stoke City,2-0,Coventry City
Sat Sep 14 1974,Tottenham Hotspur,2-1,West Ham United
Sat Sep 21 1974,Arsenal FC,2-2,Luton Town
Sat Sep 21 1974,Carlisle United,1-0,Birmingham City
Sat Sep 21 1974,Coventry City,1-1,Everton FC
Sat Sep 21 1974,Derby County,3-2,Burnley FC
Sat Sep 21 1974,Ipswich Town,2-0,Chelsea FC
Sat Sep 21 1974,Leeds United,5-1,Sheffield United
Sat Sep 21 1974,Liverpool FC,3-0,Stoke City
Sat Sep 21 1974,Middlesbrough FC,3-0,Manchester City
Sat Sep 21 1974,Queens Park Rangers,1-2,Newcastle United
Sat Sep 21 1974,West Ham United,6-2,Leicester City
Sat Sep 21 1974,Wolverhampton Wanderers,2-3,Tottenham Hotspur
Tue Sep 24 1974,Carlisle United,0-0,Manchester City
Tue Sep 24 1974,Coventry City,2-1,Luton Town
Tue Sep 24 1974,Ipswich Town,3-1,Stoke City
Tue Sep 24 1974,Liverpool FC,0-1,Burnley FC
Tue Sep 24 1974,Queens Park Rangers,2-2,Everton FC
Tue Sep 24 1974,Wolverhampton Wanderers,1-1,Sheffield United
Wed Sep 25 1974,Derby County,4-1,Chelsea FC
Wed Sep 25 1974,West Ham United,3-0,Birmingham City
Sat Sep 28 1974,Birmingham City,3-1,Arsenal FC
Sat Sep 28 1974,Burnley FC,3-5,West Ham United
Sat Sep 28 1974,Chelsea FC,0-1,Wolverhampton Wanderers
Sat Sep 28 1974,Everton FC,3-2,Leeds United
Sat Sep 28 1974,Leicester City,0-1,Coventry City
Sat Sep 28 1974,Luton Town,3-1,Carlisle United
Sat Sep 28 1974,Manchester City,1-0,Queens Park Rangers
Sat Sep 28 1974,Newcastle United,1-0,Ipswich Town
Sat Sep 28 1974,Sheffield United,1-0,Liverpool FC
Sat Sep 28 1974,Stoke City,1-1,Derby County
Sat Sep 28 1974,Tottenham Hotspur,1-2,Middlesbrough FC
Sat Oct 5 1974,Birmingham City,1-2,Coventry City
Sat Oct 5 1974,Carlisle United,0-1,Liverpool FC
Sat Oct 5 1974,Everton FC,1-1,Newcastle United
Sat Oct 5 1974,Leeds United,2-0,Arsenal FC
Sat Oct 5 1974,Leicester City,0-0,Luton Town
Sat Oct 5 1974,Manchester City,1-1,Chelsea FC
Sat Oct 5 1974,Middlesbrough FC,2-1,Wolverhampton Wanderers
Sat Oct 5 1974,Queens Park Rangers,1-0,Ipswich Town
Sat Oct 5 1974,Stoke City,3-2,Sheffield United
Sat Oct 5 1974,Tottenham Hotspur,2-3,Burnley FC
Sat Oct 5 1974,West Ham United,2-2,Derby County
Sat Oct 12 1974,Arsenal FC,2-2,Queens Park Rangers
Sat Oct 12 1974,Burnley FC,2-1,Manchester City
Sat Oct 12 1974,Chelsea FC,1-0,Tottenham Hotspur
Sat Oct 12 1974,Coventry City,1-1,West Ham United
Sat Oct 12 1974,Derby County,1-0,Leicester City
Sat Oct 12 1974,Ipswich Town,0-0,Leeds United
Sat Oct 12 1974,Liverpool FC,2-0,Middlesbrough FC
Sat Oct 12 1974,Luton Town,1-3,Birmingham City
Sat Oct 12 1974,Newcastle United,2-2,Stoke City
Sat Oct 12 1974,Sheffield United,2-2,Everton FC
Sat Oct 12 1974,Wolverhampton Wanderers,2-0,Carlisle United
