Date,Team 1,FT,Team 2
Mon Sep 30 1974,Ssc Napoli,3-1,Ascoli Calcio
Mon Sep 30 1974,AS Varese 1910,2-0,Inter
Mon Sep 30 1974,Torino FC,1-0,As Roma
Mon Sep 30 1974,Ternana Calcio,0-1,Acf Fiorentina
Mon Sep 30 1974,Lazio Roma,2-1,Ac Cesena
Mon Sep 30 1974,AC Milan,0-0,Sampdoria
Mon Sep 30 1974,Bologna FC,2-1,Juventus
Mon Sep 30 1974,Cagliari Calcio,0-0,Vicenza Calcio
Sun Oct 6 1974,Inter,4-1,Cagliari Calcio
Sun Oct 6 1974,Sampdoria,1-0,AS Varese 1910
Sun Oct 6 1974,As Roma,0-0,Ssc Napoli
Sun Oct 6 1974,Juventus,2-1,AC Milan
Sun Oct 6 1974,Acf Fiorentina,1-0,Bologna FC
Sun Oct 6 1974,Ac Cesena,2-1,Ternana Calcio
Sun Oct 6 1974,Ascoli Calcio,1-1,Torino FC
Sun Oct 6 1974,Vicenza Calcio,1-2,Lazio Roma
Sun Oct 13 1974,AC Milan,1-1,Acf Fiorentina
Sun Oct 13 1974,Ssc Napoli,2-0,Vicenza Calcio
Sun Oct 13 1974,AS Varese 1910,0-0,Juventus
Sun Oct 13 1974,Torino FC,2-0,Ac Cesena
Sun Oct 13 1974,Ascoli Calcio,0-0,Inter
Sun Oct 13 1974,Lazio Roma,3-0,Sampdoria
Sun Oct 13 1974,Bologna FC,1-0,As Roma
Sun Oct 13 1974,Ternana Calcio,0-2,Cagliari Calcio
Sun Oct 20 1974,Juventus,4-0,Ascoli Calcio
Sun Oct 20 1974,Ternana Calcio,1-1,Lazio Roma
Sun Oct 20 1974,Sampdoria,1-1,Ssc Napoli
Sun Oct 20 1974,Vicenza Calcio,1-0,Torino FC
Sun Oct 20 1974,Inter,1-1,Bologna FC
Sun Oct 20 1974,Ac Cesena,1-1,Acf Fiorentina
Sun Oct 20 1974,Cagliari Calcio,1-1,AS Varese 1910
Sun Oct 20 1974,As Roma,0-1,AC Milan
Sun Oct 27 1974,Lazio Roma,1-2,Inter
Sun Oct 27 1974,AC Milan,1-0,Vicenza Calcio
Sun Oct 27 1974,AS Varese 1910,0-0,As Roma
Sun Oct 27 1974,Torino FC,1-1,Ternana Calcio
Sun Oct 27 1974,Ascoli Calcio,0-0,Ac Cesena
Sun Oct 27 1974,Acf Fiorentina,1-1,Ssc Napoli
Sun Oct 27 1974,Bologna FC,2-0,Cagliari Calcio
Sun Oct 27 1974,Sampdoria,1-3,Juventus
Mon Nov 4 1974,Vicenza Calcio,0-1,Bologna FC
Mon Nov 4 1974,Torino FC,2-1,Acf Fiorentina
Mon Nov 4 1974,Ternana Calcio,2-0,AS Varese 1910
Mon Nov 4 1974,Ssc Napoli,1-1,Lazio Roma
Mon Nov 4 1974,Inter,0-0,AC Milan
Mon Nov 4 1974,Ac Cesena,0-1,Juventus
Mon Nov 4 1974,Cagliari Calcio,1-0,Sampdoria
Mon Nov 4 1974,As Roma,1-0,Ascoli Calcio
Sun Nov 10 1974,Juventus,1-0,As Roma
Sun Nov 10 1974,Vicenza Calcio,1-0,Ternana Calcio
Sun Nov 10 1974,Sampdoria,1-1,Inter
Sun Nov 10 1974,AC Milan,2-0,Ascoli Calcio
Sun Nov 10 1974,Acf Fiorentina,2-0,AS Varese 1910
Sun Nov 10 1974,Ac Cesena,0-0,Ssc Napoli
Sun Nov 10 1974,Bologna FC,1-3,Torino FC
Sun Nov 10 1974,Lazio Roma,1-0,Cagliari Calcio
Sun Nov 24 1974,Ssc Napoli,5-0,Cagliari Calcio
Sun Nov 24 1974,Torino FC,1-1,AC Milan
Sun Nov 24 1974,As Roma,1-0,Lazio Roma
Sun Nov 24 1974,AS Varese 1910,1-1,Ac Cesena
Sun Nov 24 1974,Inter,0-1,Juventus
Sun Nov 24 1974,Bologna FC,1-1,Ternana Calcio
Sun Nov 24 1974,Ascoli Calcio,0-1,Acf Fiorentina
Sun Nov 24 1974,Sampdoria,1-1,Vicenza Calcio
Sun Dec 1 1974,AS Varese 1910,3-1,Ascoli Calcio
