Date,Team 1,FT,Team 2
Fri Aug 2 1974,Angers Sco,1-3,OGC Nice
Fri Aug 2 1974,SC Bastia,2-0,Lille OSC
Fri Aug 2 1974,Girondins Bordeaux,2-1,FC Nantes
Fri Aug 2 1974,Estac Troyes,1-0,As Saint Etienne
Fri Aug 2 1974,FC Sochaux,0-1,Paris Saint Germain
Fri Aug 2 1974,Olympique Lyon,3-3,Stade Reims
Fri Aug 2 1974,As Monaco,3-3,Nimes Olympique
Fri Aug 2 1974,Olympique Marseille,1-1,RC Strasbourg
Fri Aug 2 1974,RC Lens,0-0,Red Star Olympique
Fri Aug 2 1974,Stade Rennes,0-0,FC Metz
Fri Aug 9 1974,OGC Nice,4-1,Stade Rennes
Fri Aug 9 1974,FC Metz,0-2,SC Bastia
Fri Aug 9 1974,Stade Reims,6-1,Paris Saint Germain
Fri Aug 9 1974,Angers Sco,0-2,Olympique Lyon
Fri Aug 9 1974,FC Nantes,0-1,Nimes Olympique
Fri Aug 9 1974,RC Strasbourg,1-0,Girondins Bordeaux
Fri Aug 9 1974,Red Star Olympique,2-1,Estac Troyes
Fri Aug 9 1974,FC Sochaux,0-1,RC Lens
Fri Aug 9 1974,As Saint Etienne,3-2,As Monaco
Fri Aug 9 1974,Lille OSC,1-0,Olympique Marseille
Tue Aug 13 1974,SC Bastia,0-1,Stade Reims
Tue Aug 13 1974,Olympique Lyon,0-0,OGC Nice
Tue Aug 13 1974,Nimes Olympique,3-0,Red Star Olympique
Tue Aug 13 1974,RC Lens,0-1,RC Strasbourg
Tue Aug 13 1974,Girondins Bordeaux,1-0,As Saint Etienne
Tue Aug 13 1974,Estac Troyes,0-1,Lille OSC
Tue Aug 13 1974,Olympique Marseille,2-0,FC Sochaux
Tue Aug 13 1974,Stade Rennes,2-0,Angers Sco
Tue Aug 13 1974,Paris Saint Germain,2-2,FC Metz
Tue Aug 13 1974,As Monaco,1-3,FC Nantes
Fri Aug 16 1974,Stade Reims,2-1,Girondins Bordeaux
Fri Aug 16 1974,Lille OSC,5-0,Paris Saint Germain
Fri Aug 16 1974,RC Strasbourg,2-2,As Monaco
Fri Aug 16 1974,OGC Nice,1-3,Olympique Marseille
Fri Aug 16 1974,As Saint Etienne,4-0,Nimes Olympique
Fri Aug 16 1974,Stade Rennes,1-0,RC Lens
Fri Aug 16 1974,FC Metz,3-1,Olympique Lyon
Fri Aug 16 1974,Angers Sco,3-0,SC Bastia
Fri Aug 16 1974,FC Sochaux,0-1,Estac Troyes
Fri Aug 16 1974,Red Star Olympique,4-4,FC Nantes
Fri Aug 23 1974,RC Lens,1-0,Stade Reims
Fri Aug 23 1974,Olympique Marseille,1-0,FC Metz
Fri Aug 23 1974,Nimes Olympique,2-1,Lille OSC
Fri Aug 23 1974,Olympique Lyon,4-1,Stade Rennes
Fri Aug 23 1974,SC Bastia,2-0,OGC Nice
Fri Aug 23 1974,Estac Troyes,2-0,RC Strasbourg
Fri Aug 23 1974,Girondins Bordeaux,2-1,FC Sochaux
Fri Aug 23 1974,FC Nantes,2-1,As Saint Etienne
Fri Aug 23 1974,Paris Saint Germain,3-2,Angers Sco
Fri Aug 23 1974,As Monaco,4-3,Red Star Olympique
Tue Aug 27 1974,Stade Reims,4-3,Olympique Marseille
Tue Aug 27 1974,Lille OSC,2-0,As Saint Etienne
Tue Aug 27 1974,Red Star Olympique,1-2,Girondins Bordeaux
Tue Aug 27 1974,RC Strasbourg,2-0,FC Nantes
Tue Aug 27 1974,OGC Nice,4-2,Paris Saint Germain
Tue Aug 27 1974,Stade Rennes,1-1,SC Bastia
Tue Aug 27 1974,Angers Sco,1-1,Estac Troyes
Tue Aug 27 1974,FC Sochaux,2-0,Nimes Olympique
Tue Aug 27 1974,Olympique Lyon,1-3,As Monaco
Tue Aug 27 1974,FC Metz,2-1,RC Lens
Sat Aug 31 1974,Estac Troyes,4-1,FC Metz
Sun Sep 1 1974,SC Bastia,2-0,Olympique Lyon
Mon Sep 2 1974,As Monaco,2-3,Stade Reims
Mon Sep 2 1974,Girondins Bordeaux,4-2,Lille OSC
Mon Sep 2 1974,Nimes Olympique,6-0,RC Strasbourg
Mon Sep 2 1974,Olympique Marseille,3-1,Angers Sco
Mon Sep 2 1974,RC Lens,4-2,OGC Nice
Mon Sep 2 1974,FC Nantes,1-0,FC Sochaux
Mon Sep 2 1974,Paris Saint Germain,2-1,Stade Rennes
Mon Sep 2 1974,As Saint Etienne,2-0,Red Star Olympique
Fri Sep 13 1974,Stade Reims,2-1,Nimes Olympique
Fri Sep 13 1974,SC Bastia,1-0,Girondins Bordeaux
Fri Sep 13 1974,Lille OSC,2-0,As Monaco
Fri Sep 13 1974,Stade Rennes,1-0,Olympique Marseille
Fri Sep 13 1974,OGC Nice,2-1,Estac Troyes
Fri Sep 13 1974,Angers Sco,1-2,RC Lens
Fri Sep 13 1974,RC Strasbourg,1-1,Red Star Olympique
Fri Sep 13 1974,FC Metz,4-0,FC Nantes
Fri Sep 13 1974,Olympique Lyon,4-4,Paris Saint Germain
Fri Sep 13 1974,FC Sochaux,1-1,As Saint Etienne
Mon Sep 23 1974,Paris Saint Germain,1-1,SC Bastia
Tue Sep 24 1974,Estac Troyes,2-0,Stade Reims
Tue Sep 24 1974,Girondins Bordeaux,3-2,FC Metz
Tue Sep 24 1974,Nimes Olympique,4-0,Angers Sco
Tue Sep 24 1974,RC Lens,1-0,Lille OSC
Tue Sep 24 1974,Olympique Marseille,0-1,Olympique Lyon
Tue Sep 24 1974,As Saint Etienne,2-1,RC Strasbourg
Tue Sep 24 1974,As Monaco,3-2,OGC Nice
Tue Sep 24 1974,FC Nantes,1-1,Stade Rennes
Tue Sep 24 1974,Red Star Olympique,0-1,FC Sochaux
Fri Sep 27 1974,Stade Reims,0-2,As Saint Etienne
Fri Sep 27 1974,SC Bastia,2-2,Olympique Marseille
Fri Sep 27 1974,Angers Sco,2-2,Girondins Bordeaux
Fri Sep 27 1974,Lille OSC,1-0,Red Star Olympique
Fri Sep 27 1974,Stade Rennes,1-1,Estac Troyes
Fri Sep 27 1974,Olympique Lyon,5-1,RC Lens
Fri Sep 27 1974,FC Metz,1-0,As Monaco
Fri Sep 27 1974,Paris Saint Germain,2-3,FC Nantes
Fri Sep 27 1974,FC Sochaux,0-0,RC Strasbourg
Sat Oct 5 1974,FC Nantes,0-1,Stade Reims
Sat Oct 5 1974,Girondins Bordeaux,2-0,OGC Nice
Sat Oct 5 1974,RC Lens,3-3,SC Bastia
Sat Oct 5 1974,Nimes Olympique,2-0,FC Metz
Sat Oct 5 1974,As Saint Etienne,2-0,Angers Sco
Sat Oct 5 1974,Estac Troyes,0-0,Olympique Lyon
Sat Oct 5 1974,Olympique Marseille,4-2,Paris Saint Germain
Sat Oct 5 1974,RC Strasbourg,3-0,Lille OSC
Sat Oct 5 1974,Red Star Olympique,0-2,Stade Rennes
Sat Oct 5 1974,As Monaco,3-1,FC Sochaux
Fri Oct 18 1974,Stade Reims,2-0,RC Strasbourg
Fri Oct 18 1974,SC Bastia,5-1,Estac Troyes
Fri Oct 18 1974,Olympique Lyon,1-0,Girondins Bordeaux
Fri Oct 18 1974,Olympique Marseille,4-1,As Monaco
Fri Oct 18 1974,Lille OSC,4-0,FC Sochaux
Fri Oct 18 1974,OGC Nice,1-1,As Saint Etienne
Fri Oct 18 1974,Stade Rennes,2-1,Nimes Olympique
Fri Oct 18 1974,FC Metz,2-1,Red Star Olympique
Fri Oct 18 1974,Paris Saint Germain,3-1,RC Lens
Fri Oct 18 1974,Angers Sco,0-0,FC Nantes
Sat Oct 26 1974,FC Sochaux,1-0,Stade Reims
Sat Oct 26 1974,Girondins Bordeaux,1-0,Stade Rennes
Sat Oct 26 1974,As Saint Etienne,5-0,FC Metz
Sat Oct 26 1974,As Monaco,1-0,SC Bastia
Sat Oct 26 1974,Nimes Olympique,1-2,Olympique Lyon
Sat Oct 26 1974,RC Lens,2-2,Olympique Marseille
Sat Oct 26 1974,FC Nantes,1-0,Lille OSC
Sat Oct 26 1974,RC Strasbourg,1-0,Angers Sco
Sat Oct 26 1974,Estac Troyes,1-3,Paris Saint Germain
Sat Oct 26 1974,Red Star Olympique,4-1,OGC Nice
Tue Oct 29 1974,Stade Reims,4-3,Lille OSC
Tue Oct 29 1974,SC Bastia,4-0,Nimes Olympique
Tue Oct 29 1974,Olympique Lyon,1-1,FC Nantes
Tue Oct 29 1974,RC Lens,3-0,Girondins Bordeaux
Tue Oct 29 1974,Stade Rennes,3-1,As Saint Etienne
Tue Oct 29 1974,Olympique Marseille,0-0,Estac Troyes
Tue Oct 29 1974,Paris Saint Germain,0-1,As Monaco
Tue Oct 29 1974,OGC Nice,2-1,RC Strasbourg
Tue Oct 29 1974,FC Metz,0-1,FC Sochaux
Tue Oct 29 1974,Angers Sco,1-1,Red Star Olympique
Fri Nov 1 1974,FC Nantes,0-0,SC Bastia
Fri Nov 1 1974,Red Star Olympique,2-1,Stade Reims
Fri Nov 1 1974,As Saint Etienne,1-0,Olympique Lyon
Fri Nov 1 1974,Girondins Bordeaux,1-2,Paris Saint Germain
Fri Nov 1 1974,Estac Troyes,0-1,RC Lens
Fri Nov 1 1974,Nimes Olympique,3-1,Olympique Marseille
Fri Nov 1 1974,As Monaco,2-0,Stade Rennes
Fri Nov 1 1974,RC Strasbourg,3-0,FC Metz
Fri Nov 1 1974,Lille OSC,1-5,Angers Sco
Fri Nov 1 1974,FC Sochaux,1-1,OGC Nice
Tue Nov 5 1974,OGC Nice,2-0,Nimes Olympique
Fri Nov 8 1974,Red Star Olympique,4-0,Olympique Lyon
