Date,Team 1,FT,Team 2
Sun Sep 1 1963,OGC Nice,2-4,Toulouse FC
Sun Sep 1 1963,RC Strasbourg,3-1,Girondins Bordeaux
Sun Sep 1 1963,RC Lens,1-2,Olympique Lyon
Sun Sep 1 1963,As Monaco,2-1,FC Rouen
Sun Sep 1 1963,FC Nantes,2-2,Ua Sedan Torcy
Sun Sep 1 1963,Stade Francais,2-2,Angers Sco
Sun Sep 1 1963,Stade Rennes,2-2,Racing Club De France
Sun Sep 1 1963,As Saint Etienne,1-1,Valenciennes FC
Sun Sep 1 1963,Stade Reims,0-0,Nimes Olympique
Sat Sep 7 1963,Toulouse FC,4-0,As Saint Etienne
Sat Sep 7 1963,Nimes Olympique,3-0,Stade Francais
Sat Sep 7 1963,Ua Sedan Torcy,2-1,RC Strasbourg
Sat Sep 7 1963,As Monaco,0-0,OGC Nice
Sat Sep 7 1963,Girondins Bordeaux,4-2,Stade Reims
Sat Sep 7 1963,Olympique Lyon,0-1,FC Rouen
Sat Sep 7 1963,Valenciennes FC,0-0,Stade Rennes
Sun Sep 8 1963,Racing Club De France,3-0,FC Nantes
Sun Sep 8 1963,Angers Sco,1-2,RC Lens
Fri Sep 13 1963,RC Strasbourg,2-1,Racing Club De France
Fri Sep 13 1963,OGC Nice,1-2,Olympique Lyon
Fri Sep 13 1963,FC Rouen,0-0,Angers Sco
Fri Sep 13 1963,FC Nantes,3-1,Valenciennes FC
Fri Sep 13 1963,As Saint Etienne,4-1,As Monaco
Sat Sep 14 1963,Stade Rennes,4-2,Toulouse FC
Sat Sep 14 1963,Ua Sedan Torcy,2-4,Girondins Bordeaux
Sat Sep 14 1963,RC Lens,4-2,Nimes Olympique
Sat Sep 14 1963,Stade Francais,0-2,Stade Reims
Sat Sep 21 1963,Toulouse FC,1-0,FC Nantes
Sat Sep 21 1963,Nimes Olympique,0-2,FC Rouen
Sat Sep 21 1963,Stade Reims,1-0,RC Lens
Sat Sep 21 1963,Racing Club De France,2-2,Ua Sedan Torcy
Sat Sep 21 1963,Valenciennes FC,1-0,RC Strasbourg
Sun Sep 22 1963,Angers Sco,0-3,OGC Nice
Sun Sep 22 1963,Girondins Bordeaux,4-1,Stade Francais
Sun Sep 22 1963,Olympique Lyon,4-5,As Saint Etienne
Sun Sep 22 1963,As Monaco,3-2,Stade Rennes
Sat Oct 5 1963,RC Strasbourg,1-1,Toulouse FC
Sun Oct 6 1963,FC Rouen,3-4,Stade Reims
Sun Oct 6 1963,FC Nantes,1-3,As Monaco
Sun Oct 6 1963,Racing Club De France,3-1,Girondins Bordeaux
Sun Oct 6 1963,RC Lens,3-0,Stade Francais
Sun Oct 6 1963,Stade Rennes,2-3,Olympique Lyon
Sun Oct 6 1963,Ua Sedan Torcy,0-2,Valenciennes FC
Sun Oct 6 1963,As Saint Etienne,2-2,Angers Sco
Sun Oct 6 1963,OGC Nice,3-2,Nimes Olympique
Sat Oct 12 1963,Toulouse FC,2-0,Ua Sedan Torcy
Sat Oct 12 1963,FC Nantes,3-1,Olympique Lyon
Sun Oct 13 1963,As Monaco,4-2,RC Strasbourg
Sun Oct 13 1963,Valenciennes FC,1-3,Racing Club De France
Sun Oct 13 1963,Nimes Olympique,0-2,As Saint Etienne
Sun Oct 13 1963,Girondins Bordeaux,1-1,RC Lens
Sun Oct 13 1963,Angers Sco,1-1,Stade Rennes
Sun Oct 13 1963,Stade Francais,5-2,FC Rouen
Sat Oct 19 1963,FC Rouen,3-0,RC Lens
Sat Oct 19 1963,FC Nantes,1-0,Angers Sco
Sun Oct 20 1963,Racing Club De France,1-1,Toulouse FC
Sun Oct 20 1963,As Saint Etienne,1-1,Stade Reims
Sun Oct 20 1963,Ua Sedan Torcy,4-0,As Monaco
Sun Oct 20 1963,Valenciennes FC,1-0,Girondins Bordeaux
