Date,Team 1,FT,Team 2
Sun Sep 15 1963,As Bari,1-3,As Roma
Sun Sep 15 1963,Bologna FC,1-1,Genoa CFc
Sun Sep 15 1963,Inter,2-1,Modena FC
Sun Sep 15 1963,Juventus,3-1,SPAL Ferrara
Sun Sep 15 1963,Vicenza Calcio,1-1,Torino FC
Sun Sep 15 1963,Lazio Roma,1-1,Acf Fiorentina
Sun Sep 15 1963,Ac Mantova,1-4,AC Milan
Sun Sep 15 1963,Sampdoria,3-1,Acr Messina
Sun Sep 15 1963,Atalanta,3-0,Calcio Catania
Sun Sep 22 1963,Acf Fiorentina,4-0,Atalanta
Sun Sep 22 1963,Torino FC,0-0,Bologna FC
Sun Sep 22 1963,SPAL Ferrara,0-1,Lazio Roma
Sun Sep 22 1963,As Roma,6-1,Sampdoria
Sun Sep 22 1963,Modena FC,1-0,Juventus
Sun Sep 22 1963,AC Milan,3-0,Acr Messina
Sun Sep 22 1963,Genoa CFc,0-2,Calcio Catania
Sun Sep 22 1963,As Bari,0-0,Ac Mantova
Sun Sep 22 1963,Vicenza Calcio,1-0,Inter
Wed Sep 25 1963,Juventus,4-0,As Bari
Wed Sep 25 1963,Calcio Catania,0-0,SPAL Ferrara
Wed Sep 25 1963,Acr Messina,2-0,Vicenza Calcio
Wed Sep 25 1963,Ac Mantova,3-0,Modena FC
Wed Sep 25 1963,Lazio Roma,1-1,AC Milan
Wed Sep 25 1963,Bologna FC,2-0,Atalanta
Wed Sep 25 1963,Acf Fiorentina,3-0,Sampdoria
Wed Sep 25 1963,Genoa CFc,3-0,As Roma
Wed Sep 25 1963,Inter,3-1,Torino FC
Sun Sep 29 1963,Inter,2-0,Ac Mantova
Sun Sep 29 1963,Torino FC,0-0,AC Milan
Sun Sep 29 1963,Sampdoria,0-2,Juventus
Sun Sep 29 1963,Lazio Roma,1-0,Genoa CFc
Sun Sep 29 1963,Calcio Catania,0-1,Vicenza Calcio
Sun Sep 29 1963,Bologna FC,2-0,Acf Fiorentina
Sun Sep 29 1963,As Bari,0-0,Modena FC
Sun Sep 29 1963,Atalanta,1-0,As Roma
Sun Sep 29 1963,Acr Messina,0-0,SPAL Ferrara
Sun Oct 6 1963,Juventus,1-1,Acf Fiorentina
Sun Oct 6 1963,Modena FC,1-4,Bologna FC
Sun Oct 6 1963,SPAL Ferrara,0-1,Inter
Sun Oct 6 1963,Sampdoria,4-1,Calcio Catania
Sun Oct 6 1963,As Roma,0-0,Lazio Roma
Sun Oct 6 1963,Atalanta,3-0,Acr Messina
Sun Oct 6 1963,Vicenza Calcio,2-1,As Bari
Sun Oct 6 1963,Ac Mantova,0-0,Torino FC
Sun Oct 6 1963,AC Milan,3-1,Genoa CFc
Sun Oct 20 1963,Genoa CFc,2-2,Modena FC
Sun Oct 20 1963,Acr Messina,1-1,As Bari
Sun Oct 20 1963,Ac Mantova,1-1,Atalanta
Sun Oct 20 1963,Lazio Roma,0-1,Vicenza Calcio
Sun Oct 20 1963,Inter,1-0,Sampdoria
Sun Oct 20 1963,Acf Fiorentina,1-0,SPAL Ferrara
Sun Oct 20 1963,Calcio Catania,1-0,Torino FC
Sun Oct 20 1963,Bologna FC,2-2,AC Milan
Sun Oct 20 1963,Juventus,3-1,As Roma
Wed Oct 23 1963,AC Milan,3-1,Calcio Catania
Wed Oct 23 1963,Sampdoria,2-0,Bologna FC
Wed Oct 23 1963,Torino FC,2-1,Genoa CFc
Wed Oct 23 1963,Vicenza Calcio,1-0,Acf Fiorentina
Wed Oct 23 1963,As Bari,1-1,Inter
Wed Oct 23 1963,Atalanta,3-0,Juventus
Wed Oct 23 1963,As Roma,2-0,Acr Messina
Wed Oct 23 1963,Modena FC,2-1,Lazio Roma
Sun Oct 27 1963,Vicenza Calcio,3-0,Atalanta
Sun Oct 27 1963,SPAL Ferrara,0-0,Bologna FC
Sun Oct 27 1963,As Roma,0-1,Inter
Sun Oct 27 1963,AC Milan,3-0,Modena FC
Sun Oct 27 1963,Ac Mantova,2-0,Sampdoria
Sun Oct 27 1963,Juventus,3-1,Torino FC
Sun Oct 27 1963,Genoa CFc,2-1,Acf Fiorentina
Sun Oct 27 1963,As Bari,0-0,Calcio Catania
Sun Oct 27 1963,Acr Messina,0-2,Lazio Roma
Sun Nov 3 1963,Modena FC,2-3,Vicenza Calcio
Sun Nov 3 1963,Inter,0-2,AC Milan
