Date,Team 1,FT,Team 2
Wed Aug 2 1950,Austria Wien,5-0,Favoritner AC
Wed Aug 2 1950,Sturm Graz,2-2,SK Admira Vienna
Wed Aug 2 1950,First Vienna FC,0-2,FC Wien
Wed Aug 2 1950,Vorwaerts Steyr,2-0,SC Wacker Wien
Sat Aug 26 1950,Rapid Wien,11-2,LASK Linz
Sat Aug 26 1950,Sportclub,10-0,1. Wiener Neustädter SC
Wed Aug 30 1950,1. Wiener Neustädter SC,1-6,Austria Wien
Wed Aug 30 1950,SK Admira Vienna,2-5,First Vienna FC
Wed Aug 30 1950,FS Elektra Wien,1-5,Rapid Wien
Wed Aug 30 1950,Favoritner AC,1-3,Sturm Graz
Wed Aug 30 1950,LASK Linz,1-2,Sportclub
Thu Aug 31 1950,FC Wien,3-0,Vorwaerts Steyr
Sat Sep 2 1950,First Vienna FC,1-1,Favoritner AC
Sat Sep 2 1950,Sportclub,4-1,FS Elektra Wien
Sun Sep 3 1950,Austria Wien,11-3,LASK Linz
Sun Sep 3 1950,Sturm Graz,9-0,1. Wiener Neustädter SC
Sun Sep 3 1950,Vorwaerts Steyr,1-5,SK Admira Vienna
Sun Sep 3 1950,SC Wacker Wien,7-1,FC Wien
Sat Sep 9 1950,FS Elektra Wien,2-6,Austria Wien
Sat Sep 9 1950,Favoritner AC,2-4,Vorwaerts Steyr
Sun Sep 10 1950,1. Wiener Neustädter SC,2-3,First Vienna FC
Sun Sep 10 1950,SK Admira Vienna,0-2,SC Wacker Wien
Sun Sep 10 1950,LASK Linz,3-0,Sturm Graz
Sun Sep 10 1950,Rapid Wien,2-2,Sportclub
Sun Sep 17 1950,Austria Wien,5-7,Rapid Wien
Sun Sep 17 1950,Sturm Graz,0-2,FS Elektra Wien
Sun Sep 17 1950,First Vienna FC,3-0,LASK Linz
Wed Sep 20 1950,FC Wien,3-1,SK Admira Vienna
Wed Sep 20 1950,SC Wacker Wien,6-4,Favoritner AC
Sat Sep 23 1950,FS Elektra Wien,2-7,First Vienna FC
Sun Sep 24 1950,1. Wiener Neustädter SC,0-1,SC Wacker Wien
Sun Sep 24 1950,Favoritner AC,5-4,FC Wien
Sun Sep 24 1950,LASK Linz,1-1,Vorwaerts Steyr
Sun Sep 24 1950,Rapid Wien,12-1,Sturm Graz
Sun Sep 24 1950,Sportclub,3-5,Austria Wien
Wed Sep 27 1950,Vorwaerts Steyr,2-3,1. Wiener Neustädter SC
Sat Sep 30 1950,FC Wien,3-1,1. Wiener Neustädter SC
