Date,Team 1,FT,Team 2
Sat Aug 26 1950,Girondins Bordeaux,2-0,OGC Nice
Sun Aug 27 1950,Stade Rennes,6-0,As Saint Etienne
Sun Aug 27 1950,FC Sete,5-2,Stade Reims
Sun Aug 27 1950,Racing Club De France,4-1,FC Sochaux
Sun Aug 27 1950,RC Lens,0-2,As Nancy
Sun Aug 27 1950,RC Strasbourg,2-1,Nimes Olympique
Sun Aug 27 1950,Le Havre Ac,1-0,Olympique Marseille
Sun Aug 27 1950,Lille OSC,1-1,Stade Francais
Sun Aug 27 1950,Toulouse FC,1-1,RC Roubaix
Sun Sep 3 1950,OGC Nice,3-6,Stade Rennes
Sun Sep 3 1950,RC Roubaix,1-4,Racing Club De France
Sun Sep 3 1950,FC Sochaux,0-4,Lille OSC
Sun Sep 3 1950,As Nancy,2-2,FC Sete
Sun Sep 3 1950,Nimes Olympique,2-2,Girondins Bordeaux
Sun Sep 3 1950,Stade Francais,0-0,RC Strasbourg
Sun Sep 3 1950,Olympique Marseille,3-1,Toulouse FC
Sun Sep 3 1950,Stade Reims,2-0,Le Havre Ac
Sun Sep 3 1950,As Saint Etienne,4-1,RC Lens
Sun Sep 10 1950,Stade Rennes,6-0,Toulouse FC
Sun Sep 10 1950,Girondins Bordeaux,0-3,Racing Club De France
Sun Sep 10 1950,Lille OSC,2-1,Olympique Marseille
Sun Sep 10 1950,RC Strasbourg,3-1,RC Roubaix
Sun Sep 10 1950,FC Sete,1-1,FC Sochaux
Sun Sep 10 1950,Nimes Olympique,3-0,As Nancy
Sun Sep 10 1950,Stade Francais,1-1,Stade Reims
Sun Sep 10 1950,OGC Nice,0-0,As Saint Etienne
Sun Sep 10 1950,RC Lens,2-1,Le Havre Ac
Sun Sep 17 1950,Racing Club De France,4-2,Stade Rennes
Sun Sep 17 1950,Olympique Marseille,2-2,RC Strasbourg
Sun Sep 17 1950,Stade Reims,4-3,Lille OSC
Sun Sep 17 1950,As Nancy,2-1,Stade Francais
Sun Sep 17 1950,Le Havre Ac,1-0,FC Sete
Sun Sep 17 1950,As Saint Etienne,1-1,Nimes Olympique
Sun Sep 17 1950,RC Roubaix,1-1,Girondins Bordeaux
Sun Sep 17 1950,FC Sochaux,3-2,OGC Nice
Sun Sep 17 1950,Toulouse FC,3-2,RC Lens
Thu Sep 21 1950,Lille OSC,1-1,Racing Club De France
Thu Sep 21 1950,Stade Rennes,2-0,FC Sete
Thu Sep 21 1950,RC Strasbourg,6-1,Toulouse FC
Thu Sep 21 1950,OGC Nice,1-2,Stade Reims
Thu Sep 21 1950,Nimes Olympique,2-1,Olympique Marseille
Thu Sep 21 1950,Girondins Bordeaux,0-1,Le Havre Ac
Thu Sep 21 1950,As Saint Etienne,3-1,As Nancy
Thu Sep 21 1950,Stade Francais,1-0,RC Roubaix
Thu Sep 21 1950,RC Lens,3-1,FC Sochaux
Sun Sep 24 1950,RC Lens,1-2,Stade Rennes
Sun Sep 24 1950,Racing Club De France,1-1,Stade Francais
Sun Sep 24 1950,Le Havre Ac,0-1,RC Strasbourg
Sun Sep 24 1950,Toulouse FC,0-2,Lille OSC
Sun Sep 24 1950,Stade Reims,0-0,As Saint Etienne
Sun Sep 24 1950,RC Roubaix,2-0,Nimes Olympique
Sun Sep 24 1950,FC Sete,1-0,Girondins Bordeaux
Sun Sep 24 1950,FC Sochaux,3-3,As Nancy
Sun Sep 24 1950,Olympique Marseille,3-0,OGC Nice
Sun Oct 1 1950,Racing Club De France,2-4,RC Strasbourg
Sun Oct 1 1950,Le Havre Ac,3-1,Stade Rennes
Sun Oct 1 1950,Stade Reims,1-1,Nimes Olympique
Sun Oct 1 1950,FC Sochaux,0-2,As Saint Etienne
Sun Oct 1 1950,RC Roubaix,3-0,Lille OSC
Sun Oct 1 1950,FC Sete,1-1,RC Lens
Sun Oct 1 1950,Olympique Marseille,0-0,Stade Francais
Sun Oct 1 1950,Toulouse FC,1-2,Girondins Bordeaux
Sun Oct 1 1950,As Nancy,1-2,OGC Nice
Sun Oct 8 1950,RC Strasbourg,1-0,FC Sete
Sun Oct 8 1950,Stade Rennes,2-1,FC Sochaux
Sun Oct 8 1950,As Nancy,0-2,Stade Reims
Sun Oct 8 1950,Nimes Olympique,4-2,Racing Club De France
Sun Oct 8 1950,Lille OSC,1-0,Le Havre Ac
Sun Oct 8 1950,As Saint Etienne,1-2,Olympique Marseille
Sun Oct 8 1950,Girondins Bordeaux,4-0,RC Lens
Sun Oct 8 1950,Stade Francais,1-2,Toulouse FC
Sun Oct 8 1950,OGC Nice,3-0,RC Roubaix
Sun Oct 15 1950,RC Lens,1-1,RC Strasbourg
Sun Oct 15 1950,Stade Rennes,4-2,Girondins Bordeaux
Sun Oct 15 1950,FC Sete,1-1,Lille OSC
Sun Oct 15 1950,FC Sochaux,2-0,Stade Reims
Sun Oct 15 1950,Racing Club De France,0-3,OGC Nice
Sun Oct 15 1950,Olympique Marseille,2-1,As Nancy
Sun Oct 15 1950,Toulouse FC,1-1,Nimes Olympique
Sun Oct 15 1950,Le Havre Ac,3-0,Stade Francais
Sun Oct 15 1950,RC Roubaix,2-2,As Saint Etienne
Sun Oct 22 1950,RC Strasbourg,1-0,Stade Rennes
Sun Oct 22 1950,Lille OSC,5-0,RC Lens
Sun Oct 22 1950,Nimes Olympique,2-3,Le Havre Ac
Sun Oct 22 1950,Stade Reims,1-1,Olympique Marseille
Sun Oct 22 1950,As Saint Etienne,2-1,Racing Club De France
Sun Oct 22 1950,Girondins Bordeaux,3-1,FC Sochaux
Sun Oct 22 1950,OGC Nice,2-1,Toulouse FC
Sun Oct 22 1950,Stade Francais,3-2,FC Sete
Sun Oct 22 1950,As Nancy,2-1,RC Roubaix
Sun Oct 29 1950,RC Strasbourg,1-0,Lille OSC
Sun Oct 29 1950,Stade Rennes,1-2,Nimes Olympique
Sun Oct 29 1950,Toulouse FC,1-3,Stade Reims
Sun Oct 29 1950,Le Havre Ac,1-1,As Nancy
Sun Oct 29 1950,Girondins Bordeaux,4-1,Stade Francais
Sun Oct 29 1950,Racing Club De France,1-1,Olympique Marseille
Sun Oct 29 1950,FC Sete,4-1,As Saint Etienne
Sun Oct 29 1950,RC Lens,2-0,OGC Nice
Sun Oct 29 1950,RC Roubaix,1-2,FC Sochaux
Sun Nov 5 1950,FC Sochaux,5-0,RC Strasbourg
Sun Nov 5 1950,Lille OSC,3-0,Girondins Bordeaux
Sun Nov 5 1950,Stade Reims,2-2,Racing Club De France
Sun Nov 5 1950,Stade Francais,6-0,Stade Rennes
Sun Nov 5 1950,Nimes Olympique,5-3,RC Lens
Sun Nov 5 1950,As Saint Etienne,1-0,Le Havre Ac
Sun Nov 5 1950,Olympique Marseille,1-2,RC Roubaix
Sun Nov 5 1950,OGC Nice,2-1,FC Sete
Sun Nov 5 1950,As Nancy,0-3,Toulouse FC
Sat Nov 11 1950,Racing Club De France,2-0,As Nancy
Sun Nov 12 1950,Girondins Bordeaux,3-0,RC Strasbourg
Sun Nov 12 1950,Stade Rennes,0-0,Lille OSC
Sun Nov 12 1950,Le Havre Ac,4-1,OGC Nice
Sun Nov 12 1950,FC Sete,1-1,Nimes Olympique
Sun Nov 12 1950,RC Roubaix,2-1,Stade Reims
Sun Nov 12 1950,Toulouse FC,3-2,As Saint Etienne
Sun Nov 12 1950,RC Lens,5-0,Stade Francais
Sun Nov 19 1950,RC Strasbourg,2-6,As Saint Etienne
Sun Nov 19 1950,Le Havre Ac,2-0,Racing Club De France
Sun Nov 19 1950,Stade Francais,2-3,Nimes Olympique
Sun Nov 19 1950,Stade Rennes,2-2,Stade Reims
Sun Nov 19 1950,Lille OSC,1-3,OGC Nice
Sun Nov 19 1950,Girondins Bordeaux,3-1,As Nancy
Sun Nov 19 1950,FC Sete,2-0,RC Roubaix
Sun Nov 19 1950,RC Lens,1-1,Olympique Marseille
Sun Nov 19 1950,Toulouse FC,0-2,FC Sochaux
Thu Nov 23 1950,FC Sochaux,1-2,Olympique Marseille
Sun Nov 26 1950,RC Roubaix,2-3,Le Havre Ac
Sun Nov 26 1950,OGC Nice,4-1,RC Strasbourg
Sun Nov 26 1950,Nimes Olympique,2-4,Lille OSC
Sun Nov 26 1950,Stade Reims,4-2,RC Lens
Sun Nov 26 1950,As Saint Etienne,1-0,Girondins Bordeaux
Sun Nov 26 1950,As Nancy,3-2,Stade Rennes
Sun Nov 26 1950,Olympique Marseille,1-2,FC Sete
Sun Nov 26 1950,Racing Club De France,1-1,Toulouse FC
Sun Nov 26 1950,FC Sochaux,0-1,Stade Francais
Sun Dec 3 1950,RC Strasbourg,0-1,Stade Reims
Sun Dec 3 1950,Lille OSC,0-0,As Nancy
Sun Dec 3 1950,Stade Rennes,4-1,RC Roubaix
Sun Dec 3 1950,Nimes Olympique,1-1,OGC Nice
Sun Dec 3 1950,Stade Francais,4-0,As Saint Etienne
Sun Dec 3 1950,Girondins Bordeaux,0-0,Olympique Marseille
Sun Dec 3 1950,RC Lens,1-1,Racing Club De France
Sun Dec 3 1950,FC Sete,0-1,Toulouse FC
Tue Dec 5 1950,Le Havre Ac,3-1,FC Sochaux
Sun Dec 17 1950,Toulouse FC,2-0,Le Havre Ac
Sun Dec 17 1950,Stade Reims,2-3,Girondins Bordeaux
Sun Dec 17 1950,As Saint Etienne,5-1,Lille OSC
Sun Dec 17 1950,Olympique Marseille,1-1,Stade Rennes
Sun Dec 17 1950,As Nancy,2-1,RC Strasbourg
Sun Dec 17 1950,Racing Club De France,3-2,FC Sete
Sun Dec 17 1950,OGC Nice,5-1,Stade Francais
Sun Dec 17 1950,FC Sochaux,4-0,Nimes Olympique
Sun Dec 17 1950,RC Roubaix,4-1,RC Lens
Sun Dec 24 1950,As Saint Etienne,3-0,Stade Rennes
Sun Dec 24 1950,Stade Reims,3-1,FC Sete
Sun Dec 24 1950,Stade Francais,0-2,Lille OSC
Sun Dec 24 1950,Olympique Marseille,3-1,Le Havre Ac
Sun Dec 24 1950,OGC Nice,4-1,Girondins Bordeaux
Sun Dec 24 1950,FC Sochaux,0-1,Racing Club De France
Sun Dec 24 1950,Nimes Olympique,1-0,RC Strasbourg
Sun Dec 24 1950,As Nancy,4-2,RC Lens
Sun Dec 24 1950,RC Roubaix,3-2,Toulouse FC
Sun Dec 31 1950,RC Lens,2-3,As Saint Etienne
Sun Dec 31 1950,Lille OSC,2-1,FC Sochaux
Sun Dec 31 1950,Le Havre Ac,3-0,Stade Reims
Sun Dec 31 1950,Stade Rennes,3-1,OGC Nice
Sun Dec 31 1950,Toulouse FC,0-4,Olympique Marseille
Sun Dec 31 1950,Girondins Bordeaux,2-1,Nimes Olympique
Sun Dec 31 1950,RC Strasbourg,2-1,Stade Francais
Sun Dec 31 1950,Racing Club De France,1-2,RC Roubaix
Sun Dec 31 1950,FC Sete,2-1,As Nancy
Sun Jan 7 1951,As Saint Etienne,3-2,OGC Nice
Sun Jan 7 1951,Le Havre Ac,4-1,RC Lens
Sun Jan 7 1951,Olympique Marseille,1-1,Lille OSC
Sun Jan 7 1951,Stade Reims,2-0,Stade Francais
Sun Jan 7 1951,Toulouse FC,0-1,Stade Rennes
Sun Jan 7 1951,RC Roubaix,0-1,RC Strasbourg
Sun Jan 7 1951,Racing Club De France,1-0,Girondins Bordeaux
Sun Jan 7 1951,As Nancy,3-0,Nimes Olympique
Sun Jan 7 1951,FC Sochaux,1-0,FC Sete
Sun Jan 21 1951,FC Sete,1-2,Le Havre Ac
Sun Jan 21 1951,Nimes Olympique,1-0,As Saint Etienne
Sun Jan 21 1951,Lille OSC,1-1,Stade Reims
Sun Jan 21 1951,Stade Rennes,3-4,Racing Club De France
Sun Jan 21 1951,RC Strasbourg,2-2,Olympique Marseille
Sun Jan 21 1951,OGC Nice,2-1,FC Sochaux
Sun Jan 21 1951,Girondins Bordeaux,2-2,RC Roubaix
Sun Jan 21 1951,Stade Francais,1-4,As Nancy
Sun Jan 21 1951,RC Lens,2-2,Toulouse FC
Sun Jan 28 1951,Le Havre Ac,2-2,Girondins Bordeaux
Sun Jan 28 1951,Racing Club De France,2-0,Lille OSC
Sun Jan 28 1951,As Nancy,4-2,As Saint Etienne
Sun Jan 28 1951,FC Sete,1-2,Stade Rennes
Sun Jan 28 1951,Stade Reims,2-4,OGC Nice
Sun Jan 28 1951,Olympique Marseille,1-1,Nimes Olympique
Sun Jan 28 1951,Toulouse FC,1-0,RC Strasbourg
Sun Jan 28 1951,RC Roubaix,3-1,Stade Francais
Sun Jan 28 1951,FC Sochaux,3-2,RC Lens
Sun Feb 11 1951,RC Strasbourg,1-4,Le Havre Ac
Sun Feb 11 1951,Stade Francais,0-3,Racing Club De France
Sun Feb 11 1951,As Saint Etienne,1-1,Stade Reims
Sun Feb 11 1951,Stade Rennes,1-2,RC Lens
Sun Feb 11 1951,OGC Nice,2-2,Olympique Marseille
Sun Feb 11 1951,Girondins Bordeaux,4-0,FC Sete
Sun Feb 11 1951,Lille OSC,1-2,Toulouse FC
Sun Feb 11 1951,Nimes Olympique,2-1,RC Roubaix
Sun Feb 11 1951,As Nancy,3-4,FC Sochaux
Sun Feb 18 1951,Stade Rennes,0-4,Le Havre Ac
Sun Feb 18 1951,As Saint Etienne,3-0,FC Sochaux
Sun Feb 18 1951,RC Strasbourg,3-0,Racing Club De France
Sun Feb 18 1951,OGC Nice,5-0,As Nancy
Sun Feb 18 1951,Stade Francais,2-4,Olympique Marseille
Sun Feb 18 1951,Girondins Bordeaux,3-1,Toulouse FC
Sun Feb 18 1951,Nimes Olympique,3-0,Stade Reims
Sun Feb 18 1951,Lille OSC,0-1,RC Roubaix
Sun Feb 18 1951,RC Lens,3-0,FC Sete
Sun Mar 4 1951,Le Havre Ac,0-1,Lille OSC
Sun Mar 4 1951,Olympique Marseille,7-0,As Saint Etienne
Sun Mar 4 1951,Racing Club De France,0-2,Nimes Olympique
Sun Mar 4 1951,RC Roubaix,0-0,OGC Nice
Sun Mar 4 1951,RC Lens,1-1,Girondins Bordeaux
Sun Mar 4 1951,Stade Reims,2-2,As Nancy
Sun Mar 4 1951,FC Sete,2-1,RC Strasbourg
Sun Mar 4 1951,FC Sochaux,2-2,Stade Rennes
Sun Mar 4 1951,Toulouse FC,0-0,Stade Francais
Sun Mar 11 1951,Stade Francais,1-0,Le Havre Ac
Sun Mar 11 1951,Nimes Olympique,3-1,Toulouse FC
Sun Mar 11 1951,As Saint Etienne,3-0,RC Roubaix
Sun Mar 11 1951,OGC Nice,3-0,Racing Club De France
Sun Mar 11 1951,As Nancy,5-1,Olympique Marseille
Sun Mar 11 1951,Girondins Bordeaux,1-1,Stade Rennes
Sun Mar 11 1951,Lille OSC,3-1,FC Sete
Sun Mar 11 1951,Stade Reims,3-1,FC Sochaux
Sun Mar 11 1951,RC Strasbourg,1-1,RC Lens
Sat Mar 24 1951,Racing Club De France,2-2,As Saint Etienne
Sat Mar 24 1951,Stade Rennes,2-4,RC Strasbourg
Sat Mar 24 1951,RC Roubaix,3-0,As Nancy
Sun Mar 25 1951,Le Havre Ac,2-4,Nimes Olympique
Sun Mar 25 1951,Toulouse FC,0-1,OGC Nice
Sun Mar 25 1951,Olympique Marseille,0-2,Stade Reims
Sun Mar 25 1951,FC Sochaux,1-0,Girondins Bordeaux
Sun Mar 25 1951,RC Lens,2-1,Lille OSC
Sun Mar 25 1951,FC Sete,2-0,Stade Francais
Sun Apr 1 1951,Nimes Olympique,3-0,Stade Rennes
Sun Apr 1 1951,OGC Nice,5-0,RC Lens
Sun Apr 1 1951,Stade Reims,4-1,Toulouse FC
Sun Apr 1 1951,As Nancy,6-1,Le Havre Ac
Sun Apr 1 1951,As Saint Etienne,0-2,FC Sete
Sun Apr 1 1951,Olympique Marseille,4-2,Racing Club De France
Sun Apr 1 1951,Stade Francais,1-2,Girondins Bordeaux
Sun Apr 1 1951,Lille OSC,3-1,RC Strasbourg
Sun Apr 1 1951,FC Sochaux,1-1,RC Roubaix
Sat Apr 7 1951,RC Roubaix,1-1,Olympique Marseille
Sun Apr 8 1951,RC Lens,4-2,Nimes Olympique
Sun Apr 8 1951,FC Sete,2-1,OGC Nice
Sun Apr 8 1951,Le Havre Ac,4-1,As Saint Etienne
Sun Apr 8 1951,Racing Club De France,0-0,Stade Reims
Sun Apr 8 1951,Girondins Bordeaux,1-3,Lille OSC
Sun Apr 8 1951,RC Strasbourg,2-0,FC Sochaux
Sun Apr 8 1951,Stade Rennes,1-3,Stade Francais
Sun Apr 8 1951,Toulouse FC,3-0,As Nancy
Sun Apr 15 1951,Lille OSC,1-0,Nimes Olympique
Sat Apr 21 1951,Stade Francais,2-2,RC Lens
Sun Apr 22 1951,Lille OSC,2-0,Stade Rennes
Sun Apr 22 1951,Nimes Olympique,1-0,FC Sete
Sun Apr 22 1951,Stade Reims,3-1,RC Roubaix
Sun Apr 22 1951,OGC Nice,0-0,Le Havre Ac
Sun Apr 22 1951,As Saint Etienne,4-0,Toulouse FC
Sun Apr 22 1951,Olympique Marseille,0-0,FC Sochaux
Sun Apr 22 1951,RC Strasbourg,0-2,Girondins Bordeaux
Sun Apr 22 1951,As Nancy,0-1,Racing Club De France
Sun Apr 29 1951,Nimes Olympique,6-2,Stade Francais
Sun Apr 29 1951,OGC Nice,4-1,Lille OSC
Sun Apr 29 1951,Racing Club De France,2-3,Le Havre Ac
Sun Apr 29 1951,Stade Reims,0-1,Stade Rennes
Sun Apr 29 1951,Olympique Marseille,3-0,RC Lens
Sun Apr 29 1951,As Saint Etienne,1-1,RC Strasbourg
Sun Apr 29 1951,As Nancy,2-2,Girondins Bordeaux
Sun Apr 29 1951,RC Roubaix,6-0,FC Sete
Sun Apr 29 1951,FC Sochaux,2-1,Toulouse FC
Sat May 5 1951,Stade Rennes,3-5,As Nancy
Sat May 5 1951,Stade Francais,0-3,FC Sochaux
Sun May 6 1951,Le Havre Ac,1-0,RC Roubaix
Sun May 6 1951,Girondins Bordeaux,1-0,As Saint Etienne
Sun May 6 1951,RC Lens,2-1,Stade Reims
Sun May 6 1951,FC Sete,3-1,Olympique Marseille
Sun May 6 1951,Toulouse FC,1-0,Racing Club De France
Sun May 13 1951,RC Strasbourg,2-1,OGC Nice
Sun May 20 1951,OGC Nice,2-0,Nimes Olympique
Sun May 20 1951,FC Sochaux,1-0,Le Havre Ac
Sun May 20 1951,As Nancy,1-2,Lille OSC
Sun May 20 1951,Stade Reims,3-1,RC Strasbourg
Sun May 20 1951,Olympique Marseille,3-3,Girondins Bordeaux
Sun May 20 1951,As Saint Etienne,3-0,Stade Francais
Sun May 20 1951,Racing Club De France,1-3,RC Lens
Sun May 20 1951,RC Roubaix,3-0,Stade Rennes
Sun May 20 1951,Toulouse FC,0-0,FC Sete
Sun May 27 1951,Stade Francais,0-4,OGC Nice
Sun May 27 1951,Lille OSC,4-3,As Saint Etienne
Sun May 27 1951,Le Havre Ac,2-2,Toulouse FC
Sun May 27 1951,Nimes Olympique,3-3,FC Sochaux
Sun May 27 1951,Girondins Bordeaux,2-4,Stade Reims
Sun May 27 1951,Stade Rennes,2-1,Olympique Marseille
Sun May 27 1951,RC Strasbourg,1-5,As Nancy
Sun May 27 1951,RC Lens,4-4,RC Roubaix
Sun May 27 1951,FC Sete,5-1,Racing Club De France
