Date,Team 1,FT,Team 2
Sat Aug 27 1938,Arsenal FC,2-0,Portsmouth FC
Sat Aug 27 1938,Birmingham City,1-2,Sunderland Afc
Sat Aug 27 1938,Blackpool FC,0-2,Everton FC
Sat Aug 27 1938,Bolton Wanderers,2-1,Charlton Athletic
Sat Aug 27 1938,Brentford FC,2-1,Huddersfield Town
Sat Aug 27 1938,Derby County,2-2,Wolverhampton Wanderers
Sat Aug 27 1938,Grimsby Town,1-2,Aston Villa
Sat Aug 27 1938,Leeds United,2-1,Preston North End
Sat Aug 27 1938,Leicester City,2-2,Stoke City
Sat Aug 27 1938,Liverpool FC,2-1,Chelsea FC
Sat Aug 27 1938,Middlesbrough FC,3-1,Manchester United
Mon Aug 29 1938,Charlton Athletic,4-2,Stoke City
Mon Aug 29 1938,Wolverhampton Wanderers,0-0,Leicester City
Wed Aug 31 1938,Chelsea FC,3-1,Preston North End
Wed Aug 31 1938,Derby County,1-0,Huddersfield Town
Wed Aug 31 1938,Everton FC,3-0,Grimsby Town
Wed Aug 31 1938,Leeds United,2-0,Birmingham City
Wed Aug 31 1938,Manchester United,2-2,Bolton Wanderers
Wed Aug 31 1938,Middlesbrough FC,1-1,Aston Villa
Wed Aug 31 1938,Portsmouth FC,1-0,Blackpool FC
Sat Sep 3 1938,Aston Villa,0-1,Derby County
Sat Sep 3 1938,Charlton Athletic,2-0,Leeds United
Sat Sep 3 1938,Chelsea FC,3-0,Leicester City
Sat Sep 3 1938,Everton FC,2-1,Brentford FC
Sat Sep 3 1938,Huddersfield Town,1-1,Arsenal FC
Sat Sep 3 1938,Manchester United,4-1,Birmingham City
Sat Sep 3 1938,Portsmouth FC,2-1,Bolton Wanderers
Sat Sep 3 1938,Preston North End,1-0,Liverpool FC
Sat Sep 3 1938,Stoke City,1-3,Middlesbrough FC
Sat Sep 3 1938,Sunderland Afc,1-1,Grimsby Town
Sat Sep 3 1938,Wolverhampton Wanderers,1-1,Blackpool FC
Mon Sep 5 1938,Aston Villa,0-3,Everton FC
Mon Sep 5 1938,Bolton Wanderers,0-2,Chelsea FC
Mon Sep 5 1938,Preston North End,2-0,Charlton Athletic
Mon Sep 5 1938,Stoke City,1-1,Leeds United
Tue Sep 6 1938,Grimsby Town,2-1,Portsmouth FC
Wed Sep 7 1938,Birmingham City,2-1,Leicester City
Wed Sep 7 1938,Huddersfield Town,3-0,Derby County
Wed Sep 7 1938,Liverpool FC,1-0,Manchester United
Wed Sep 7 1938,Sunderland Afc,1-1,Wolverhampton Wanderers
Thu Sep 8 1938,Brentford FC,1-0,Arsenal FC
Sat Sep 10 1938,Arsenal FC,1-2,Everton FC
Sat Sep 10 1938,Birmingham City,1-2,Stoke City
Sat Sep 10 1938,Blackpool FC,2-4,Aston Villa
Sat Sep 10 1938,Brentford FC,0-1,Wolverhampton Wanderers
Sat Sep 10 1938,Derby County,1-0,Sunderland Afc
Sat Sep 10 1938,Grimsby Town,1-0,Manchester United
Sat Sep 10 1938,Leeds United,1-2,Bolton Wanderers
Sat Sep 10 1938,Leicester City,2-1,Preston North End
