Date,Team 1,FT,Team 2
Sun Sep 4 1938,FC Antibes,0-3,Lille OSC
Sun Sep 4 1938,Excelsior Roubaix,3-3,Le Havre Ac
Sun Sep 4 1938,RC Strasbourg,1-3,FC Sete
Sun Sep 4 1938,RC Lens,2-1,FC Metz
Sun Sep 4 1938,FC Sochaux,3-1,RC Roubaix
Sun Sep 4 1938,Olympique Marseille,5-2,Racing Club De France
Sun Sep 4 1938,FC Rouen,2-1,As Cannes
Sun Sep 4 1938,SC Fives Lille,3-2,As Saint Etienne
Sun Sep 11 1938,As Cannes,0-0,FC Sochaux
Sun Sep 11 1938,RC Roubaix,1-0,Olympique Marseille
Sun Sep 11 1938,Racing Club De France,2-2,SC Fives Lille
Sun Sep 11 1938,FC Metz,2-1,RC Strasbourg
Sun Sep 11 1938,FC Sete,4-2,Excelsior Roubaix
Sun Sep 11 1938,Le Havre Ac,2-0,FC Antibes
Sun Sep 11 1938,Lille OSC,2-0,RC Lens
Sun Sep 11 1938,As Saint Etienne,2-1,FC Rouen
Sun Sep 18 1938,FC Antibes,0-3,SC Fives Lille
Sun Sep 18 1938,Excelsior Roubaix,1-1,FC Rouen
Sun Sep 18 1938,RC Strasbourg,2-0,FC Sochaux
Sun Sep 18 1938,RC Lens,2-3,Olympique Marseille
Sun Sep 18 1938,FC Sete,6-3,FC Metz
Sun Sep 18 1938,Le Havre Ac,2-1,Racing Club De France
Sun Sep 18 1938,Lille OSC,2-1,RC Roubaix
Sun Sep 18 1938,As Saint Etienne,2-0,As Cannes
Sun Sep 25 1938,Olympique Marseille,4-2,Excelsior Roubaix
Sun Sep 25 1938,FC Sochaux,2-0,FC Antibes
Sun Sep 25 1938,FC Rouen,3-0,RC Lens
Sun Sep 25 1938,SC Fives Lille,2-0,RC Strasbourg
Sun Sep 25 1938,As Cannes,3-2,Le Havre Ac
Sun Sep 25 1938,RC Roubaix,1-0,FC Sete
Sun Sep 25 1938,Racing Club De France,1-1,As Saint Etienne
Sun Sep 25 1938,FC Metz,0-1,Lille OSC
Sun Oct 2 1938,FC Antibes,0-0,FC Rouen
Sun Oct 2 1938,Excelsior Roubaix,3-2,FC Sochaux
Sun Oct 2 1938,RC Strasbourg,1-0,Olympique Marseille
Sun Oct 2 1938,RC Lens,1-0,SC Fives Lille
Sun Oct 2 1938,FC Sete,5-0,Racing Club De France
Sun Oct 2 1938,Le Havre Ac,5-2,RC Roubaix
Sun Oct 2 1938,Lille OSC,0-0,As Cannes
Sun Oct 2 1938,As Saint Etienne,0-1,FC Metz
Sun Oct 9 1938,RC Strasbourg,5-1,FC Rouen
Sun Oct 9 1938,Olympique Marseille,5-2,FC Antibes
Sun Oct 9 1938,FC Sochaux,0-2,RC Lens
Sun Oct 9 1938,SC Fives Lille,4-2,Excelsior Roubaix
Sun Oct 9 1938,As Cannes,3-2,FC Sete
Sun Oct 9 1938,RC Roubaix,2-2,As Saint Etienne
Sun Oct 9 1938,Racing Club De France,2-2,Lille OSC
Sun Oct 9 1938,Le Havre Ac,0-3,FC Metz
Sun Oct 16 1938,Excelsior Roubaix,6-1,RC Strasbourg
Sun Oct 16 1938,RC Lens,1-1,FC Antibes
Sun Oct 16 1938,FC Rouen,1-0,FC Sochaux
Sun Oct 16 1938,SC Fives Lille,0-0,Olympique Marseille
Sun Oct 16 1938,As Cannes,1-2,Racing Club De France
Sun Oct 16 1938,FC Metz,1-0,RC Roubaix
Sun Oct 16 1938,FC Sete,2-2,Lille OSC
Sun Oct 16 1938,As Saint Etienne,0-0,Le Havre Ac
Sun Oct 23 1938,FC Antibes,1-1,RC Strasbourg
Sun Oct 23 1938,RC Lens,2-2,Excelsior Roubaix
Sun Oct 23 1938,FC Sochaux,5-2,SC Fives Lille
Sun Oct 23 1938,FC Rouen,1-2,Olympique Marseille
Sun Oct 23 1938,RC Roubaix,0-3,Racing Club De France
Sun Oct 23 1938,FC Metz,2-1,As Cannes
Sun Oct 23 1938,FC Sete,2-1,As Saint Etienne
Sun Oct 23 1938,Lille OSC,1-0,Le Havre Ac
Sun Oct 30 1938,Excelsior Roubaix,0-2,FC Antibes
Sun Oct 30 1938,RC Strasbourg,3-2,RC Lens
Sun Oct 30 1938,Olympique Marseille,1-0,FC Sochaux
Sun Oct 30 1938,SC Fives Lille,1-0,FC Rouen
Sun Oct 30 1938,As Cannes,4-1,RC Roubaix
Sun Oct 30 1938,Racing Club De France,3-2,FC Metz
Sun Oct 30 1938,Le Havre Ac,2-1,FC Sete
Sun Oct 30 1938,As Saint Etienne,2-0,Lille OSC
Sun Nov 6 1938,As Cannes,2-1,RC Lens
Sun Nov 6 1938,RC Roubaix,2-0,RC Strasbourg
Sun Nov 6 1938,Racing Club De France,3-1,Excelsior Roubaix
Sun Nov 6 1938,FC Metz,6-0,FC Antibes
Sun Nov 6 1938,FC Sete,2-0,SC Fives Lille
Sun Nov 6 1938,Le Havre Ac,1-1,FC Rouen
Sun Nov 6 1938,As Saint Etienne,1-0,Olympique Marseille
Sun Nov 6 1938,Lille OSC,2-0,FC Sochaux
Fri Nov 11 1938,FC Antibes,0-0,As Cannes
Fri Nov 11 1938,Excelsior Roubaix,1-0,As Saint Etienne
Fri Nov 11 1938,RC Strasbourg,1-2,Lille OSC
Fri Nov 11 1938,RC Lens,4-2,Le Havre Ac
Fri Nov 11 1938,Olympique Marseille,1-1,FC Sete
Fri Nov 11 1938,FC Sochaux,0-1,FC Metz
Fri Nov 11 1938,FC Rouen,3-1,Racing Club De France
Fri Nov 11 1938,SC Fives Lille,1-3,RC Roubaix
Sun Nov 13 1938,FC Antibes,0-2,FC Sete
Sun Nov 13 1938,Excelsior Roubaix,3-1,FC Metz
Sun Nov 13 1938,RC Strasbourg,1-1,Racing Club De France
Sun Nov 13 1938,RC Lens,3-1,RC Roubaix
Sun Nov 13 1938,Olympique Marseille,0-1,As Cannes
Sun Nov 13 1938,FC Sochaux,1-2,As Saint Etienne
Sun Nov 13 1938,FC Rouen,0-0,Lille OSC
Sun Nov 13 1938,SC Fives Lille,7-3,Le Havre Ac
Sun Nov 20 1938,As Cannes,1-5,SC Fives Lille
Sun Nov 20 1938,RC Roubaix,1-2,FC Rouen
Sun Nov 20 1938,Racing Club De France,6-1,FC Sochaux
Sun Nov 20 1938,FC Metz,5-1,Olympique Marseille
Sun Nov 20 1938,FC Sete,2-2,RC Lens
Sun Nov 20 1938,Le Havre Ac,2-1,RC Strasbourg
Sun Nov 20 1938,Lille OSC,4-3,Excelsior Roubaix
Sun Nov 20 1938,As Saint Etienne,1-0,FC Antibes
Sun Dec 11 1938,FC Antibes,1-0,RC Roubaix
Sun Dec 11 1938,Excelsior Roubaix,3-5,As Cannes
Sun Dec 11 1938,RC Strasbourg,1-1,As Saint Etienne
Sun Dec 11 1938,RC Lens,1-1,Racing Club De France
Sun Dec 11 1938,Olympique Marseille,0-2,Le Havre Ac
Sun Dec 11 1938,FC Sochaux,1-1,FC Sete
Sun Dec 11 1938,FC Rouen,2-2,FC Metz
Sun Dec 11 1938,SC Fives Lille,3-1,Lille OSC
Sun Dec 25 1938,As Cannes,1-1,RC Strasbourg
Sun Dec 25 1938,RC Roubaix,1-1,Excelsior Roubaix
Sun Dec 25 1938,Racing Club De France,3-0,FC Antibes
Sun Dec 25 1938,FC Metz,1-3,SC Fives Lille
Sun Dec 25 1938,FC Sete,2-0,FC Rouen
Sun Dec 25 1938,Le Havre Ac,2-1,FC Sochaux
Sun Dec 25 1938,Lille OSC,0-1,Olympique Marseille
Sun Dec 25 1938,As Saint Etienne,1-1,RC Lens
Sun Jan 1 1939,Lille OSC,2-0,FC Antibes
Sun Jan 1 1939,Le Havre Ac,1-3,Excelsior Roubaix
Sun Jan 1 1939,FC Sete,2-0,RC Strasbourg
Sun Jan 1 1939,FC Metz,1-1,RC Lens
Sun Jan 1 1939,Racing Club De France,1-1,Olympique Marseille
Sun Jan 1 1939,RC Roubaix,1-4,FC Sochaux
Sun Jan 1 1939,As Cannes,2-0,FC Rouen
Sun Jan 1 1939,As Saint Etienne,2-0,SC Fives Lille
Sun Jan 15 1939,FC Sochaux,7-3,As Cannes
Sun Jan 15 1939,Olympique Marseille,6-0,RC Roubaix
Sun Jan 15 1939,SC Fives Lille,0-1,Racing Club De France
Sun Jan 15 1939,RC Strasbourg,0-0,FC Metz
Sun Jan 15 1939,Excelsior Roubaix,2-3,FC Sete
Sun Jan 15 1939,FC Antibes,1-0,Le Havre Ac
Sun Jan 15 1939,RC Lens,3-1,Lille OSC
Sun Jan 15 1939,FC Rouen,0-2,As Saint Etienne
Sun Jan 29 1939,SC Fives Lille,4-1,FC Antibes
Sun Jan 29 1939,FC Rouen,2-2,Excelsior Roubaix
Sun Jan 29 1939,FC Sochaux,2-0,RC Strasbourg
Sun Jan 29 1939,Olympique Marseille,2-0,RC Lens
Sun Jan 29 1939,FC Metz,0-2,FC Sete
Sun Jan 29 1939,Racing Club De France,3-0,Le Havre Ac
Sun Jan 29 1939,RC Roubaix,0-0,Lille OSC
