Date,Team 1,FT,Team 2
Sat Aug 13 2011,Blackburn Rovers,1-2,Wolverhampton Wanderers
Sat Aug 13 2011,Fulham FC,0-0,Aston Villa
Sat Aug 13 2011,Liverpool FC,1-1,Sunderland Afc
Sat Aug 13 2011,Queens Park Rangers,0-4,Bolton Wanderers
Sat Aug 13 2011,Wigan Athletic,1-1,Norwich City
Sat Aug 13 2011,Newcastle United,0-0,Arsenal FC
Sun Aug 14 2011,Stoke City,0-0,Chelsea FC
Sun Aug 14 2011,West Bromwich Albion,1-2,Manchester United
Mon Aug 15 2011,Manchester City,4-0,Swansea City
Sat Aug 20 2011,Sunderland Afc,0-1,Newcastle United
Sat Aug 20 2011,Arsenal FC,0-2,Liverpool FC
Sat Aug 20 2011,Aston Villa,3-1,Blackburn Rovers
Sat Aug 20 2011,Everton FC,0-1,Queens Park Rangers
Sat Aug 20 2011,Swansea City,0-0,Wigan Athletic
Sat Aug 20 2011,Chelsea FC,2-1,West Bromwich Albion
Sun Aug 21 2011,Norwich City,1-1,Stoke City
Sun Aug 21 2011,Wolverhampton Wanderers,2-0,Fulham FC
Sun Aug 21 2011,Bolton Wanderers,2-3,Manchester City
Mon Aug 22 2011,Manchester United,3-0,Tottenham Hotspur
Sat Aug 27 2011,Aston Villa,0-0,Wolverhampton Wanderers
Sat Aug 27 2011,Wigan Athletic,2-0,Queens Park Rangers
Sat Aug 27 2011,Blackburn Rovers,0-1,Everton FC
Sat Aug 27 2011,Chelsea FC,3-1,Norwich City
Sat Aug 27 2011,Swansea City,0-0,Sunderland Afc
Sat Aug 27 2011,Liverpool FC,3-1,Bolton Wanderers
Sun Aug 28 2011,Newcastle United,2-1,Fulham FC
Sun Aug 28 2011,Tottenham Hotspur,1-5,Manchester City
Sun Aug 28 2011,West Bromwich Albion,0-1,Stoke City
Sun Aug 28 2011,Manchester United,8-2,Arsenal FC
Sat Sep 10 2011,Arsenal FC,1-0,Swansea City
Sat Sep 10 2011,Everton FC,2-2,Aston Villa
Sat Sep 10 2011,Manchester City,3-0,Wigan Athletic
Sat Sep 10 2011,Stoke City,1-0,Liverpool FC
Sat Sep 10 2011,Sunderland Afc,1-2,Chelsea FC
Sat Sep 10 2011,Wolverhampton Wanderers,0-2,Tottenham Hotspur
Sat Sep 10 2011,Bolton Wanderers,0-5,Manchester United
Sun Sep 11 2011,Norwich City,0-1,West Bromwich Albion
Sun Sep 11 2011,Fulham FC,1-1,Blackburn Rovers
Mon Sep 12 2011,Queens Park Rangers,0-0,Newcastle United
Sat Sep 17 2011,Blackburn Rovers,4-3,Arsenal FC
Sat Sep 17 2011,Aston Villa,1-1,Newcastle United
Sat Sep 17 2011,Bolton Wanderers,1-2,Norwich City
Sat Sep 17 2011,Everton FC,3-1,Wigan Athletic
Sat Sep 17 2011,Swansea City,3-0,West Bromwich Albion
Sat Sep 17 2011,Wolverhampton Wanderers,0-3,Queens Park Rangers
Sun Sep 18 2011,Tottenham Hotspur,4-0,Liverpool FC
Sun Sep 18 2011,Fulham FC,2-2,Manchester City
Sun Sep 18 2011,Sunderland Afc,4-0,Stoke City
Sun Sep 18 2011,Manchester United,3-1,Chelsea FC
Sat Sep 24 2011,Manchester City,2-0,Everton FC
Sat Sep 24 2011,Arsenal FC,3-0,Bolton Wanderers
Sat Sep 24 2011,Chelsea FC,4-1,Swansea City
Sat Sep 24 2011,Liverpool FC,2-1,Wolverhampton Wanderers
Sat Sep 24 2011,Newcastle United,3-1,Blackburn Rovers
Sat Sep 24 2011,West Bromwich Albion,0-0,Fulham FC
Sat Sep 24 2011,Wigan Athletic,1-2,Tottenham Hotspur
Sat Sep 24 2011,Stoke City,1-1,Manchester United
Sun Sep 25 2011,Queens Park Rangers,1-1,Aston Villa
Mon Sep 26 2011,Norwich City,2-1,Sunderland Afc
Sat Oct 1 2011,Everton FC,0-2,Liverpool FC
Sat Oct 1 2011,Aston Villa,2-0,Wigan Athletic
Sat Oct 1 2011,Blackburn Rovers,0-4,Manchester City
Sat Oct 1 2011,Manchester United,2-0,Norwich City
Sat Oct 1 2011,Sunderland Afc,2-2,West Bromwich Albion
Sat Oct 1 2011,Wolverhampton Wanderers,1-2,Newcastle United
Sun Oct 2 2011,Bolton Wanderers,1-5,Chelsea FC
Sun Oct 2 2011,Fulham FC,6-0,Queens Park Rangers
Sun Oct 2 2011,Swansea City,2-0,Stoke City
Sun Oct 2 2011,Tottenham Hotspur,2-1,Arsenal FC
Sat Oct 15 2011,Liverpool FC,1-1,Manchester United
Sat Oct 15 2011,Manchester City,4-1,Aston Villa
Sat Oct 15 2011,Norwich City,3-1,Swansea City
Sat Oct 15 2011,Queens Park Rangers,1-1,Blackburn Rovers
Sat Oct 15 2011,Stoke City,2-0,Fulham FC
Sat Oct 15 2011,Wigan Athletic,1-3,Bolton Wanderers
Sat Oct 15 2011,Chelsea FC,3-1,Everton FC
Sun Oct 16 2011,West Bromwich Albion,2-0,Wolverhampton Wanderers
Sun Oct 16 2011,Arsenal FC,2-1,Sunderland Afc
Sun Oct 16 2011,Newcastle United,2-2,Tottenham Hotspur
Sat Oct 22 2011,Wolverhampton Wanderers,2-2,Swansea City
Sat Oct 22 2011,Aston Villa,1-2,West Bromwich Albion
Sat Oct 22 2011,Bolton Wanderers,0-2,Sunderland Afc
Sat Oct 22 2011,Newcastle United,1-0,Wigan Athletic
Sat Oct 22 2011,Liverpool FC,1-1,Norwich City
Sun Oct 23 2011,Arsenal FC,3-1,Stoke City
Sun Oct 23 2011,Fulham FC,1-3,Everton FC
Sun Oct 23 2011,Manchester United,1-6,Manchester City
Sun Oct 23 2011,Blackburn Rovers,1-2,Tottenham Hotspur
Sun Oct 23 2011,Queens Park Rangers,1-0,Chelsea FC
Sat Oct 29 2011,Everton FC,0-1,Manchester United
Sat Oct 29 2011,Chelsea FC,3-5,Arsenal FC
Sat Oct 29 2011,Manchester City,3-1,Wolverhampton Wanderers
Sat Oct 29 2011,Norwich City,3-3,Blackburn Rovers
Sat Oct 29 2011,Sunderland Afc,2-2,Aston Villa
