Date,Team 1,FT,Team 2
Fri Aug 5 2011,Borussia Dortmund,3-1,Hamburger SV
Sat Aug 6 2011,Werder Bremen,2-0,1 FC Kaiserslautern
Sat Aug 6 2011,Hannover 96,2-1,1899 Hoffenheim
Sat Aug 6 2011,Vfb Stuttgart,3-0,FC Schalke 04
Sat Aug 6 2011,1 FC Koeln,0-3,Vfl Wolfsburg
Sat Aug 6 2011,FC Augsburg,2-2,SC Freiburg
Sat Aug 6 2011,Hertha BSC Berlin,0-1,1 FC Nuernberg
Sun Aug 7 2011,1 Fsv Mainz 05,2-0,Bayer Leverkusen
Sun Aug 7 2011,Bayern Muenchen,0-1,Bor Moenchengladbach
Sat Aug 13 2011,FC Schalke 04,5-1,1 FC Koeln
Sat Aug 13 2011,Hamburger SV,2-2,Hertha BSC Berlin
Sat Aug 13 2011,1 FC Nuernberg,1-2,Hannover 96
Sat Aug 13 2011,SC Freiburg,1-2,1 Fsv Mainz 05
Sat Aug 13 2011,1899 Hoffenheim,1-0,Borussia Dortmund
Sat Aug 13 2011,Vfl Wolfsburg,0-1,Bayern Muenchen
Sat Aug 13 2011,Bor Moenchengladbach,1-1,Vfb Stuttgart
Sun Aug 14 2011,1 FC Kaiserslautern,1-1,FC Augsburg
Sun Aug 14 2011,Bayer Leverkusen,1-0,Werder Bremen
Fri Aug 19 2011,Bor Moenchengladbach,4-1,Vfl Wolfsburg
Sat Aug 20 2011,Borussia Dortmund,2-0,1 FC Nuernberg
Sat Aug 20 2011,Bayern Muenchen,5-0,Hamburger SV
Sat Aug 20 2011,Werder Bremen,5-3,SC Freiburg
Sat Aug 20 2011,Vfb Stuttgart,0-1,Bayer Leverkusen
Sat Aug 20 2011,FC Augsburg,0-2,1899 Hoffenheim
Sat Aug 20 2011,1 FC Koeln,1-1,1 FC Kaiserslautern
Sun Aug 21 2011,1 Fsv Mainz 05,2-4,FC Schalke 04
Sun Aug 21 2011,Hannover 96,1-1,Hertha BSC Berlin
Fri Aug 26 2011,Hertha BSC Berlin,1-0,Vfb Stuttgart
Sat Aug 27 2011,Hamburger SV,3-4,1 FC Koeln
Sat Aug 27 2011,1 FC Nuernberg,1-0,FC Augsburg
Sat Aug 27 2011,SC Freiburg,3-0,Vfl Wolfsburg
Sat Aug 27 2011,1 FC Kaiserslautern,0-3,Bayern Muenchen
Sat Aug 27 2011,1899 Hoffenheim,1-2,Werder Bremen
Sat Aug 27 2011,Bayer Leverkusen,0-0,Borussia Dortmund
Sun Aug 28 2011,Hannover 96,1-1,1 Fsv Mainz 05
Sun Aug 28 2011,FC Schalke 04,1-0,Bor Moenchengladbach
Fri Sep 9 2011,FC Augsburg,1-4,Bayer Leverkusen
Sat Sep 10 2011,Borussia Dortmund,1-2,Hertha BSC Berlin
Sat Sep 10 2011,Bayern Muenchen,7-0,SC Freiburg
Sat Sep 10 2011,1 Fsv Mainz 05,0-4,1899 Hoffenheim
Sat Sep 10 2011,Vfb Stuttgart,3-0,Hannover 96
Sat Sep 10 2011,Bor Moenchengladbach,1-0,1 FC Kaiserslautern
Sat Sep 10 2011,Werder Bremen,2-0,Hamburger SV
Sun Sep 11 2011,1 FC Koeln,1-2,1 FC Nuernberg
Sun Sep 11 2011,Vfl Wolfsburg,2-1,FC Schalke 04
Fri Sep 16 2011,SC Freiburg,1-2,Vfb Stuttgart
Sat Sep 17 2011,Bayer Leverkusen,1-4,1 FC Koeln
Sat Sep 17 2011,Hamburger SV,0-1,Bor Moenchengladbach
Sat Sep 17 2011,1 FC Nuernberg,1-1,Werder Bremen
Sat Sep 17 2011,1899 Hoffenheim,3-1,Vfl Wolfsburg
Sat Sep 17 2011,Hertha BSC Berlin,2-2,FC Augsburg
Sat Sep 17 2011,1 FC Kaiserslautern,3-1,1 Fsv Mainz 05
Sun Sep 18 2011,Hannover 96,2-1,Borussia Dortmund
Sun Sep 18 2011,FC Schalke 04,0-2,Bayern Muenchen
Fri Sep 23 2011,Vfb Stuttgart,1-2,Hamburger SV
Sat Sep 24 2011,FC Schalke 04,4-2,SC Freiburg
Sat Sep 24 2011,1 Fsv Mainz 05,1-2,Borussia Dortmund
Sat Sep 24 2011,Vfl Wolfsburg,1-0,1 FC Kaiserslautern
Sat Sep 24 2011,Bor Moenchengladbach,1-0,1 FC Nuernberg
Sat Sep 24 2011,FC Augsburg,0-0,Hannover 96
Sat Sep 24 2011,Bayern Muenchen,3-0,Bayer Leverkusen
Sun Sep 25 2011,1 FC Koeln,2-0,1899 Hoffenheim
Sun Sep 25 2011,Werder Bremen,2-1,Hertha BSC Berlin
Fri Sep 30 2011,1 FC Kaiserslautern,0-2,Vfb Stuttgart
Sat Oct 1 2011,Borussia Dortmund,4-0,FC Augsburg
Sat Oct 1 2011,Bayer Leverkusen,3-1,Vfl Wolfsburg
Sat Oct 1 2011,1 FC Nuernberg,3-3,1 Fsv Mainz 05
Sat Oct 1 2011,SC Freiburg,1-0,Bor Moenchengladbach
Sat Oct 1 2011,1899 Hoffenheim,0-0,Bayern Muenchen
Sat Oct 1 2011,Hertha BSC Berlin,3-0,1 FC Koeln
Sun Oct 2 2011,Hannover 96,3-2,Werder Bremen
Sun Oct 2 2011,Hamburger SV,1-2,FC Schalke 04
Fri Oct 14 2011,Werder Bremen,0-2,Borussia Dortmund
Sat Oct 15 2011,Bayern Muenchen,4-0,Hertha BSC Berlin
Sat Oct 15 2011,1 Fsv Mainz 05,0-1,FC Augsburg
Sat Oct 15 2011,Vfb Stuttgart,2-0,1899 Hoffenheim
Sat Oct 15 2011,Vfl Wolfsburg,2-1,1 FC Nuernberg
Sat Oct 15 2011,Bor Moenchengladbach,2-2,Bayer Leverkusen
Sat Oct 15 2011,FC Schalke 04,1-2,1 FC Kaiserslautern
Sun Oct 16 2011,SC Freiburg,1-2,Hamburger SV
Sun Oct 16 2011,1 FC Koeln,2-0,Hannover 96
Fri Oct 21 2011,FC Augsburg,1-1,Werder Bremen
Sat Oct 22 2011,Borussia Dortmund,5-0,1 FC Koeln
Sat Oct 22 2011,1 FC Nuernberg,2-2,Vfb Stuttgart
Sat Oct 22 2011,1 FC Kaiserslautern,1-0,SC Freiburg
Sat Oct 22 2011,1899 Hoffenheim,1-0,Bor Moenchengladbach
Sat Oct 22 2011,Hertha BSC Berlin,0-0,1 Fsv Mainz 05
Sat Oct 22 2011,Hamburger SV,1-1,Vfl Wolfsburg
Sun Oct 23 2011,Bayer Leverkusen,0-1,FC Schalke 04
Sun Oct 23 2011,Hannover 96,2-1,Bayern Muenchen
Fri Oct 28 2011,SC Freiburg,0-1,Bayer Leverkusen
Sat Oct 29 2011,Bayern Muenchen,4-0,1 FC Nuernberg
Sat Oct 29 2011,FC Schalke 04,3-1,1899 Hoffenheim
Sat Oct 29 2011,Vfl Wolfsburg,2-3,Hertha BSC Berlin
Sat Oct 29 2011,Bor Moenchengladbach,2-1,Hannover 96
Sat Oct 29 2011,Vfb Stuttgart,1-1,Borussia Dortmund
Sat Oct 29 2011,1 Fsv Mainz 05,1-3,Werder Bremen
Sun Oct 30 2011,1 FC Koeln,3-0,FC Augsburg
Sun Oct 30 2011,Hamburger SV,1-1,1 FC Kaiserslautern
Fri Nov 4 2011,1 Fsv Mainz 05,3-1,Vfb Stuttgart
Sat Nov 5 2011,Borussia Dortmund,5-1,Vfl Wolfsburg
Sat Nov 5 2011,Werder Bremen,3-2,1 FC Koeln
Sat Nov 5 2011,1 FC Nuernberg,1-2,SC Freiburg
Sat Nov 5 2011,1899 Hoffenheim,1-1,1 FC Kaiserslautern
Sat Nov 5 2011,Hertha BSC Berlin,1-2,Bor Moenchengladbach
Sat Nov 5 2011,Bayer Leverkusen,2-2,Hamburger SV
Sun Nov 6 2011,Hannover 96,2-2,FC Schalke 04
Sun Nov 6 2011,FC Augsburg,1-2,Bayern Muenchen
Fri Nov 18 2011,1 FC Kaiserslautern,0-2,Bayer Leverkusen
Sat Nov 19 2011,FC Schalke 04,4-0,1 FC Nuernberg
Sat Nov 19 2011,SC Freiburg,2-2,Hertha BSC Berlin
Sat Nov 19 2011,Vfl Wolfsburg,4-1,Hannover 96
Sat Nov 19 2011,Bor Moenchengladbach,5-0,Werder Bremen
Sat Nov 19 2011,Bayern Muenchen,0-1,Borussia Dortmund
Sun Nov 20 2011,Vfb Stuttgart,2-1,FC Augsburg
Sun Nov 20 2011,Hamburger SV,2-0,1899 Hoffenheim
Fri Nov 25 2011,1 FC Koeln,0-3,Bor Moenchengladbach
Sat Nov 26 2011,Borussia Dortmund,2-0,FC Schalke 04
Sat Nov 26 2011,1 FC Nuernberg,1-0,1 FC Kaiserslautern
Sat Nov 26 2011,1899 Hoffenheim,1-1,SC Freiburg
Sat Nov 26 2011,FC Augsburg,2-0,Vfl Wolfsburg
Sat Nov 26 2011,Hertha BSC Berlin,3-3,Bayer Leverkusen
Sat Nov 26 2011,Hannover 96,1-1,Hamburger SV
Sun Nov 27 2011,Werder Bremen,2-0,Vfb Stuttgart
Sun Nov 27 2011,1 Fsv Mainz 05,3-2,Bayern Muenchen
Fri Dec 2 2011,Bayer Leverkusen,2-0,1899 Hoffenheim
Sat Dec 3 2011,Bayern Muenchen,4-1,Werder Bremen
Sat Dec 3 2011,SC Freiburg,1-1,Hannover 96
Sat Dec 3 2011,1 FC Kaiserslautern,1-1,Hertha BSC Berlin
Sat Dec 3 2011,Vfl Wolfsburg,2-2,1 Fsv Mainz 05
Sat Dec 3 2011,Bor Moenchengladbach,1-1,Borussia Dortmund
Sat Dec 3 2011,Vfb Stuttgart,2-2,1 FC Koeln
Sun Dec 4 2011,Hamburger SV,2-0,1 FC Nuernberg
Sun Dec 4 2011,FC Schalke 04,3-1,FC Augsburg
Fri Dec 9 2011,Hertha BSC Berlin,1-2,FC Schalke 04
Sat Dec 10 2011,Werder Bremen,4-1,Vfl Wolfsburg
Sat Dec 10 2011,1 Fsv Mainz 05,0-0,Hamburger SV
Sat Dec 10 2011,1 FC Nuernberg,0-2,1899 Hoffenheim
Sat Dec 10 2011,1 FC Koeln,4-0,SC Freiburg
