Date,Team 1,FT,Team 2
Sat Aug 6 2011,CA Banfield,0-2,Atletico Rafaela
Sat Aug 6 2011,Union De Santa Fe,1-1,Argentinos Juniors
Sat Aug 6 2011,All Boys,1-1,Belgrano Cordoba
Sun Aug 7 2011,Arsenal Sarandi,1-2,CA Colon
Sun Aug 7 2011,CD Godoy Cruz,1-1,Velez Sarsfield
Sun Aug 7 2011,Newells Old Boys,0-0,Estudiantes
Sun Aug 7 2011,San Lorenzo,0-1,CA Lanus
Sun Aug 7 2011,Olimpo,0-0,Boca Juniors
Mon Aug 8 2011,Tigre,1-1,Racing Club
Mon Aug 15 2011,Atletico Rafaela,1-3,Arsenal Sarandi
Mon Aug 15 2011,Velez Sarsfield,3-0,CA Banfield
Tue Aug 16 2011,Estudiantes,0-2,San Lorenzo
Tue Aug 16 2011,Boca Juniors,4-0,Union De Santa Fe
Tue Aug 16 2011,CA San Martin,2-1,Tigre
Tue Aug 16 2011,CA Lanus,1-0,Independiente
Wed Aug 17 2011,Argentinos Juniors,1-1,Newells Old Boys
Wed Aug 17 2011,CA Colon,1-1,All Boys
Thu Aug 18 2011,Belgrano Cordoba,1-1,Olimpo
Thu Aug 18 2011,Racing Club,3-0,CD Godoy Cruz
Sat Aug 20 2011,Arsenal Sarandi,0-1,Velez Sarsfield
Sat Aug 20 2011,CA San Martin,0-0,CA Lanus
Sat Aug 20 2011,San Lorenzo,3-1,Argentinos Juniors
Sun Aug 21 2011,Independiente,1-0,Estudiantes
Sun Aug 21 2011,All Boys,1-2,Atletico Rafaela
Sun Aug 21 2011,Tigre,2-1,CD Godoy Cruz
Sun Aug 21 2011,Newells Old Boys,0-1,Boca Juniors
Mon Aug 22 2011,CA Banfield,0-1,Racing Club
Tue Aug 23 2011,Olimpo,0-1,CA Colon
Tue Aug 23 2011,Union De Santa Fe,0-0,Belgrano Cordoba
Fri Aug 26 2011,CD Godoy Cruz,1-0,CA Banfield
Sat Aug 27 2011,Estudiantes,2-2,CA San Martin
Sat Aug 27 2011,Racing Club,0-0,Arsenal Sarandi
Sat Aug 27 2011,CA Lanus,0-0,Tigre
Sat Aug 27 2011,Atletico Rafaela,3-1,Olimpo
Sun Aug 28 2011,Velez Sarsfield,0-1,All Boys
