Date,Team 1,Team 2,FT,HT
2011-08-06,Ajaccio,Toulouse,0-2,0-1
2011-08-06,Brest,Evian Thonon Gaillard,2-2,2-2
2011-08-06,Caen,Valenciennes,1-0,1-0
2011-08-06,Marseille,Sochaux,2-2,1-0
2011-08-06,Montpellier,Auxerre,3-1,1-1
2011-08-06,Nancy,Lille,1-1,0-0
2011-08-06,Nice,Lyon,1-3,1-2
2011-08-06,Paris SG,Lorient,0-1,0-1
2011-08-07,Bordeaux,St Etienne,1-2,0-2
2011-08-07,Dijon,Rennes,1-5,1-2
2011-08-13,Lorient,Bordeaux,1-1,0-0
2011-08-13,Lyon,Ajaccio,1-1,0-0
2011-08-13,Rennes,Paris SG,1-1,0-0
2011-08-13,Sochaux,Caen,1-2,0-1
2011-08-13,St Etienne,Nancy,1-0,0-0
2011-08-13,Toulouse,Dijon,2-0,0-0
2011-08-13,Valenciennes,Brest,0-0,0-0
2011-08-14,Auxerre,Marseille,2-2,0-2
2011-08-14,Evian Thonon Gaillard,Nice,1-0,0-0
2011-08-14,Lille,Montpellier,0-1,0-0
2011-08-20,Ajaccio,Evian Thonon Gaillard,1-1,1-0
2011-08-20,Bordeaux,Auxerre,1-1,1-0
2011-08-20,Brest,Lyon,1-1,1-0
2011-08-20,Caen,Lille,1-2,0-0
2011-08-20,Dijon,Lorient,2-0,1-0
2011-08-20,Nice,Toulouse,1-1,1-0
2011-08-21,Marseille,St Etienne,0-0,0-0
2011-08-21,Montpellier,Rennes,4-0,1-0
2011-08-21,Nancy,Sochaux,1-2,0-0
2011-08-21,Paris SG,Valenciennes,2-1,1-1
2011-08-27,Auxerre,Ajaccio,4-1,1-0
2011-08-27,Evian Thonon Gaillard,Dijon,0-1,0-0
2011-08-27,Lorient,Nancy,2-1,0-1
2011-08-27,Lyon,Montpellier,2-1,0-0
2011-08-27,Nice,Brest,0-0,0-0
2011-08-27,Valenciennes,Bordeaux,1-2,1-0
2011-08-28,Lille,Marseille,3-2,1-0
2011-08-28,Rennes,Caen,3-2,3-0
2011-08-28,Sochaux,St Etienne,2-1,2-1
2011-08-28,Toulouse,Paris SG,1-3,1-0
2011-09-10,Ajaccio,Valenciennes,3-1,0-1
2011-09-10,Bordeaux,Evian Thonon Gaillard,0-0,0-0
2011-09-10,Caen,Toulouse,0-1,0-0
2011-09-10,Dijon,Lyon,1-2,1-1
2011-09-10,Marseille,Rennes,0-1,0-0
2011-09-10,Sochaux,Lorient,1-1,1-0
2011-09-10,St Etienne,Lille,1-3,1-0
2011-09-11,Montpellier,Nice,1-0,0-0
2011-09-11,Nancy,Auxerre,0-0,0-0
2011-09-11,Paris SG,Brest,1-0,0-0
2011-09-17,Auxerre,Caen,1-1,1-1
2011-09-17,Brest,Montpellier,2-2,0-2
2011-09-17,Lille,Sochaux,2-2,0-0
2011-09-17,Lorient,St Etienne,3-0,1-0
2011-09-17,Nice,Ajaccio,3-0,1-0
2011-09-17,Toulouse,Bordeaux,3-2,0-2
2011-09-17,Valenciennes,Dijon,4-0,0-0
2011-09-18,Evian Thonon Gaillard,Paris SG,2-2,2-1
2011-09-18,Lyon,Marseille,2-0,2-0
2011-09-18,Rennes,Nancy,1-1,1-0
2011-09-20,Bordeaux,Lille,1-1,1-0
2011-09-21,Ajaccio,Montpellier,1-3,0-3
2011-09-21,Caen,Lyon,1-0,1-0
2011-09-21,Dijon,Brest,1-0,1-0
2011-09-21,Lorient,Auxerre,1-1,1-0
