Date,Team 1,FT,Team 2
Fri Aug 12 2011,Gil Vicente,2-2,Sl Benfica
Sat Aug 13 2011,Rio Ave FC,0-0,Sporting Braga
Sat Aug 13 2011,Sporting CP,1-1,SC Olhanense
Sun Aug 14 2011,CS Maritimo,0-0,SC Beira Mar
Sun Aug 14 2011,Cd Feirense,0-0,CD Nacional
Sun Aug 14 2011,Vitoria Setubal,2-1,Pacos De Ferreira
Sun Aug 14 2011,Vitoria Guimaraes,0-1,FC Porto
Mon Aug 15 2011,Uniao Leiria,1-2,Academica De Coimbra
Fri Aug 19 2011,FC Porto,3-1,Gil Vicente
Sat Aug 20 2011,Sl Benfica,3-1,Cd Feirense
Sun Aug 21 2011,Academica De Coimbra,1-0,Rio Ave FC
Sun Aug 21 2011,Pacos De Ferreira,2-1,Uniao Leiria
Sun Aug 21 2011,SC Beira Mar,0-0,Sporting CP
Sun Aug 21 2011,Sporting Braga,2-0,CS Maritimo
Mon Aug 22 2011,SC Olhanense,2-2,Vitoria Setubal
Sat Aug 27 2011,Gil Vicente,2-0,Academica De Coimbra
Sun Aug 28 2011,Rio Ave FC,0-1,SC Olhanense
Sun Aug 28 2011,Cd Feirense,0-0,Pacos De Ferreira
Sun Aug 28 2011,Vitoria Guimaraes,0-3,SC Beira Mar
Sun Aug 28 2011,Sporting CP,2-3,CS Maritimo
Mon Aug 29 2011,Vitoria Setubal,0-1,Sporting Braga
Mon Aug 29 2011,CD Nacional,0-2,Sl Benfica
Sun Sep 4 2011,CD Nacional,1-4,Vitoria Guimaraes
Tue Sep 6 2011,Uniao Leiria,2-5,FC Porto
Fri Sep 9 2011,FC Porto,3-0,Vitoria Setubal
Sat Sep 10 2011,Sl Benfica,2-1,Vitoria Guimaraes
Sat Sep 10 2011,Pacos De Ferreira,2-3,Sporting CP
Sun Sep 11 2011,SC Beira Mar,0-1,Uniao Leiria
Sun Sep 11 2011,SC Olhanense,1-2,Cd Feirense
Sun Sep 11 2011,Sporting Braga,3-1,Gil Vicente
Sun Sep 11 2011,CS Maritimo,2-1,Rio Ave FC
Mon Sep 12 2011,Academica De Coimbra,4-0,CD Nacional
