Date,Team 1,FT,Team 2
Fri Aug 17 1973,Austria Wien,2-1,FC Wacker Innsbruck
Sat Aug 18 1973,1. Simmeringer SC,7-1,FC Admira Wacker
Sat Aug 18 1973,WSV Donawitz,0-1,Grazer Ak
Sat Aug 18 1973,Sturm Graz,1-0,SC Eisenstadt
Sat Aug 18 1973,FC Blau Weiss Linz,1-1,Austria Klagenfurt
Sat Aug 18 1973,Sportclub,4-0,First Vienna FC
Sat Aug 18 1973,WSG Radenthein,0-0,LASK Linz
Sat Aug 18 1973,FC Vorarlberg,1-0,Austria Salzburg
Wed Aug 22 1973,FC Admira Wacker,4-0,FC Blau Weiss Linz
Wed Aug 22 1973,Austria Klagenfurt,0-0,Sportclub
Wed Aug 22 1973,Austria Salzburg,0-0,WSG Radenthein
Wed Aug 22 1973,Grazer Ak,1-2,FC Vorarlberg
Wed Aug 22 1973,LASK Linz,2-1,1. Simmeringer SC
Wed Aug 22 1973,Rapid Wien,6-4,WSV Donawitz
Wed Aug 22 1973,SC Eisenstadt,0-2,Austria Wien
Wed Aug 22 1973,First Vienna FC,0-2,Sturm Graz
Sat Aug 25 1973,1. Simmeringer SC,0-3,Austria Salzburg
Sat Aug 25 1973,Sturm Graz,1-0,Austria Klagenfurt
Sat Aug 25 1973,FC Blau Weiss Linz,2-0,LASK Linz
Sat Aug 25 1973,FC Wacker Innsbruck,3-1,SC Eisenstadt
Sat Aug 25 1973,Sportclub,2-1,FC Admira Wacker
Sun Aug 26 1973,Austria Wien,4-1,First Vienna FC
Sun Aug 26 1973,FC Vorarlberg,1-1,Rapid Wien
Sun Aug 26 1973,WSG Radenthein,1-1,Grazer Ak
Fri Aug 31 1973,Grazer Ak,0-0,1. Simmeringer SC
Fri Aug 31 1973,LASK Linz,3-0,Sportclub
Fri Aug 31 1973,Rapid Wien,0-0,WSG Radenthein
Sat Sep 1 1973,FC Admira Wacker,0-1,Sturm Graz
Sat Sep 1 1973,WSV Donawitz,5-0,FC Vorarlberg
Sat Sep 1 1973,Austria Klagenfurt,2-2,Austria Wien
Sat Sep 1 1973,Austria Salzburg,1-1,FC Blau Weiss Linz
Sat Sep 1 1973,First Vienna FC,0-0,FC Wacker Innsbruck
Tue Sep 4 1973,Austria Wien,2-3,FC Admira Wacker
Wed Sep 5 1973,1. Simmeringer SC,1-1,Rapid Wien
Wed Sep 5 1973,SC Eisenstadt,2-0,First Vienna FC
Wed Sep 5 1973,Sturm Graz,3-1,LASK Linz
Wed Sep 5 1973,FC Blau Weiss Linz,2-0,Grazer Ak
Wed Sep 5 1973,FC Wacker Innsbruck,4-2,Austria Klagenfurt
Wed Sep 5 1973,Sportclub,2-2,Austria Salzburg
Wed Sep 5 1973,WSG Radenthein,1-1,WSV Donawitz
Sat Sep 8 1973,FC Admira Wacker,2-2,FC Wacker Innsbruck
Sat Sep 8 1973,WSV Donawitz,1-1,1. Simmeringer SC
Sat Sep 8 1973,Austria Klagenfurt,4-1,SC Eisenstadt
Sat Sep 8 1973,Austria Salzburg,0-1,Sturm Graz
Sat Sep 8 1973,FC Vorarlberg,0-0,WSG Radenthein
Sat Sep 8 1973,Grazer Ak,3-1,Sportclub
Sat Sep 8 1973,LASK Linz,0-0,Austria Wien
Sat Sep 8 1973,Rapid Wien,0-2,FC Blau Weiss Linz
Fri Sep 14 1973,1. Simmeringer SC,4-0,FC Vorarlberg
Fri Sep 14 1973,SC Eisenstadt,0-0,FC Admira Wacker
Fri Sep 14 1973,Sturm Graz,0-0,Grazer Ak
Fri Sep 14 1973,First Vienna FC,0-1,Austria Klagenfurt
Fri Sep 14 1973,FC Wacker Innsbruck,5-1,LASK Linz
Sat Sep 15 1973,FC Blau Weiss Linz,4-1,WSV Donawitz
Sat Sep 15 1973,Sportclub,2-4,Rapid Wien
Sun Sep 16 1973,Austria Wien,4-2,Austria Salzburg
Fri Sep 21 1973,LASK Linz,1-2,SC Eisenstadt
Sat Sep 22 1973,FC Admira Wacker,1-2,First Vienna FC
Sat Sep 22 1973,WSV Donawitz,3-1,Sportclub
Sat Sep 22 1973,Austria Salzburg,0-2,FC Wacker Innsbruck
Sat Sep 22 1973,FC Vorarlberg,0-1,FC Blau Weiss Linz
Sat Sep 22 1973,Rapid Wien,4-0,Sturm Graz
Sat Sep 22 1973,WSG Radenthein,3-1,1. Simmeringer SC
Fri Sep 28 1973,SC Eisenstadt,0-1,Austria Salzburg
Fri Sep 28 1973,Sturm Graz,1-0,WSV Donawitz
Sat Sep 29 1973,Austria Klagenfurt,2-1,FC Admira Wacker
Sat Sep 29 1973,FC Blau Weiss Linz,2-0,WSG Radenthein
Sat Sep 29 1973,FC Wacker Innsbruck,3-0,Grazer Ak
Sun Sep 30 1973,First Vienna FC,2-4,LASK Linz
Sun Sep 30 1973,Sportclub,2-2,FC Vorarlberg
Fri Oct 5 1973,1. Simmeringer SC,0-3,FC Blau Weiss Linz
Sat Oct 6 1973,WSV Donawitz,0-2,Austria Wien
Sat Oct 6 1973,Austria Salzburg,3-0,First Vienna FC
Sat Oct 6 1973,FC Vorarlberg,3-0,Sturm Graz
Sat Oct 6 1973,Grazer Ak,1-2,SC Eisenstadt
Sat Oct 6 1973,LASK Linz,2-2,Austria Klagenfurt
Sat Oct 6 1973,Rapid Wien,0-0,FC Wacker Innsbruck
Sat Oct 6 1973,WSG Radenthein,1-1,Sportclub
Sat Oct 13 1973,FC Admira Wacker,2-1,LASK Linz
Sat Oct 13 1973,Austria Klagenfurt,0-1,Austria Salzburg
Sat Oct 13 1973,Austria Wien,3-0,FC Vorarlberg
Sat Oct 13 1973,SC Eisenstadt,1-1,Rapid Wien
Sat Oct 13 1973,Sturm Graz,0-2,WSG Radenthein
Sat Oct 13 1973,First Vienna FC,1-1,Grazer Ak
Sat Oct 13 1973,FC Wacker Innsbruck,0-0,WSV Donawitz
Sun Oct 14 1973,Sportclub,2-2,1. Simmeringer SC
Wed Oct 17 1973,1. Simmeringer SC,2-0,Sturm Graz
Wed Oct 17 1973,WSV Donawitz,3-1,SC Eisenstadt
Wed Oct 17 1973,Austria Salzburg,3-0,FC Admira Wacker
Wed Oct 17 1973,FC Vorarlberg,1-2,FC Wacker Innsbruck
Wed Oct 17 1973,Grazer Ak,2-0,Austria Klagenfurt
Wed Oct 17 1973,Rapid Wien,3-0,First Vienna FC
Wed Oct 17 1973,FC Blau Weiss Linz,5-0,Sportclub
Wed Oct 17 1973,WSG Radenthein,2-2,Austria Wien
Sat Oct 20 1973,FC Admira Wacker,4-1,Grazer Ak
Sat Oct 20 1973,Austria Klagenfurt,2-3,Rapid Wien
Sat Oct 20 1973,LASK Linz,1-2,Austria Salzburg
Sat Oct 20 1973,SC Eisenstadt,4-2,FC Vorarlberg
Sat Oct 20 1973,Sturm Graz,0-1,FC Blau Weiss Linz
Sat Oct 20 1973,First Vienna FC,2-0,WSV Donawitz
Sat Oct 20 1973,FC Wacker Innsbruck,4-1,WSG Radenthein
Sun Oct 21 1973,Austria Wien,2-1,1. Simmeringer SC
Fri Oct 26 1973,1. Simmeringer SC,1-4,FC Wacker Innsbruck
Fri Oct 26 1973,WSV Donawitz,3-2,Austria Klagenfurt
Fri Oct 26 1973,FC Blau Weiss Linz,1-0,Austria Wien
Fri Oct 26 1973,WSG Radenthein,6-1,SC Eisenstadt
Sat Oct 27 1973,Grazer Ak,1-0,LASK Linz
Sat Oct 27 1973,Rapid Wien,4-2,FC Admira Wacker
Sun Oct 28 1973,FC Vorarlberg,1-1,First Vienna FC
Sun Oct 28 1973,Sportclub,2-1,Sturm Graz
Tue Oct 30 1973,Grazer Ak,1-1,Austria Wien
Sat Nov 3 1973,FC Admira Wacker,3-1,WSV Donawitz
Sat Nov 3 1973,Austria Klagenfurt,1-0,FC Vorarlberg
Sat Nov 3 1973,Austria Salzburg,2-1,Grazer Ak
Sat Nov 3 1973,LASK Linz,2-1,Rapid Wien
Sat Nov 3 1973,SC Eisenstadt,0-1,1. Simmeringer SC
Sat Nov 3 1973,First Vienna FC,2-2,WSG Radenthein
Sat Nov 3 1973,FC Wacker Innsbruck,4-0,FC Blau Weiss Linz
Sun Nov 4 1973,Austria Wien,2-0,Sportclub
Sat Nov 10 1973,WSV Donawitz,1-0,LASK Linz
Sat Nov 10 1973,Rapid Wien,3-1,Austria Salzburg
Sat Nov 10 1973,Sturm Graz,2-1,Austria Wien
Sat Nov 10 1973,FC Blau Weiss Linz,3-1,SC Eisenstadt
Sun Nov 11 1973,1. Simmeringer SC,1-2,First Vienna FC
Sun Nov 11 1973,FC Vorarlberg,1-2,FC Admira Wacker
Sun Nov 11 1973,Sportclub,0-6,FC Wacker Innsbruck
Sun Nov 11 1973,WSG Radenthein,0-1,Austria Klagenfurt
Fri Nov 16 1973,Grazer Ak,1-1,Rapid Wien
Fri Nov 16 1973,First Vienna FC,1-1,FC Blau Weiss Linz
Fri Nov 16 1973,FC Wacker Innsbruck,2-0,Sturm Graz
Sat Nov 17 1973,FC Admira Wacker,1-1,WSG Radenthein
Sat Nov 17 1973,Austria Klagenfurt,2-1,1. Simmeringer SC
Sat Nov 17 1973,Austria Salzburg,1-2,WSV Donawitz
Sat Nov 17 1973,SC Eisenstadt,2-1,Sportclub
Sun Nov 18 1973,LASK Linz,1-0,FC Vorarlberg
Sat Dec 1 1973,Austria Wien,3-1,Rapid Wien
Sat Feb 23 1974,FC Admira Wacker,2-1,1. Simmeringer SC
