Date,Team 1,FT,Team 2
Tue Aug 7 1973,Olympique Lyon,4-0,As Nancy
Tue Aug 7 1973,FC Sochaux,4-1,Girondins Bordeaux
Tue Aug 7 1973,Olympique Marseille,0-2,As Saint Etienne
Tue Aug 7 1973,Stade Rennes,1-0,OGC Nice
Tue Aug 7 1973,RC Lens,0-1,Nimes Olympique
Tue Aug 7 1973,As Monaco,3-3,Stade Reims
Tue Aug 7 1973,Estac Troyes,2-2,CS Sedan
Tue Aug 7 1973,Angers Sco,1-1,Paris FC
Tue Aug 7 1973,FC Metz,1-1,FC Nantes
Tue Aug 7 1973,SC Bastia,0-0,RC Strasbourg
Fri Aug 10 1973,Estac Troyes,1-2,Olympique Lyon
Fri Aug 10 1973,As Saint Etienne,2-0,FC Metz
Fri Aug 10 1973,Stade Reims,4-0,Paris FC
Fri Aug 10 1973,Nimes Olympique,1-1,FC Sochaux
Fri Aug 10 1973,FC Nantes,2-1,As Monaco
Fri Aug 10 1973,CS Sedan,1-1,Stade Rennes
Fri Aug 10 1973,OGC Nice,2-4,RC Lens
Fri Aug 10 1973,RC Strasbourg,2-2,Angers Sco
Fri Aug 10 1973,As Nancy,2-0,SC Bastia
Fri Aug 10 1973,Girondins Bordeaux,0-0,Olympique Marseille
Tue Aug 14 1973,Olympique Lyon,2-0,CS Sedan
Tue Aug 14 1973,As Monaco,2-3,As Saint Etienne
Tue Aug 14 1973,Paris FC,2-5,FC Nantes
Tue Aug 14 1973,Stade Rennes,2-1,Estac Troyes
Tue Aug 14 1973,Angers Sco,3-1,Stade Reims
Tue Aug 14 1973,RC Lens,1-0,As Nancy
Tue Aug 14 1973,FC Metz,1-1,Nimes Olympique
Tue Aug 14 1973,Olympique Marseille,6-1,RC Strasbourg
Tue Aug 14 1973,FC Sochaux,0-1,OGC Nice
Tue Aug 14 1973,SC Bastia,2-0,Girondins Bordeaux
Fri Aug 17 1973,As Saint Etienne,4-0,Paris FC
Fri Aug 17 1973,FC Nantes,1-0,Angers Sco
Fri Aug 17 1973,OGC Nice,4-1,Olympique Lyon
Fri Aug 17 1973,Nimes Olympique,4-1,Olympique Marseille
Fri Aug 17 1973,Stade Rennes,1-2,SC Bastia
Fri Aug 17 1973,As Nancy,2-2,Stade Reims
Fri Aug 17 1973,CS Sedan,1-1,FC Sochaux
Fri Aug 17 1973,Estac Troyes,4-1,RC Lens
Fri Aug 17 1973,RC Strasbourg,3-1,As Monaco
Fri Aug 17 1973,Girondins Bordeaux,3-1,FC Metz
Fri Aug 24 1973,Angers Sco,4-0,As Saint Etienne
Fri Aug 24 1973,Olympique Lyon,2-2,Stade Rennes
Fri Aug 24 1973,Stade Reims,4-2,FC Nantes
Fri Aug 24 1973,SC Bastia,1-0,OGC Nice
Fri Aug 24 1973,FC Sochaux,2-0,Estac Troyes
Fri Aug 24 1973,Paris FC,3-1,Nimes Olympique
Fri Aug 24 1973,RC Lens,4-2,CS Sedan
Fri Aug 24 1973,Olympique Marseille,2-2,As Nancy
Fri Aug 24 1973,FC Metz,2-0,RC Strasbourg
Fri Aug 24 1973,As Monaco,1-1,Girondins Bordeaux
Sat Sep 1 1973,Olympique Lyon,3-1,Angers Sco
Sat Sep 1 1973,As Saint Etienne,1-1,FC Nantes
Sat Sep 1 1973,As Nancy,0-1,FC Sochaux
Sat Sep 1 1973,Nimes Olympique,4-3,As Monaco
Sat Sep 1 1973,Stade Rennes,0-1,RC Lens
Sat Sep 1 1973,CS Sedan,1-0,SC Bastia
Sat Sep 1 1973,OGC Nice,3-0,Olympique Marseille
Sat Sep 1 1973,Girondins Bordeaux,6-1,Paris FC
Sat Sep 1 1973,RC Strasbourg,4-1,Stade Reims
Sat Sep 1 1973,Estac Troyes,2-0,FC Metz
Wed Sep 12 1973,Stade Reims,0-1,As Saint Etienne
Wed Sep 12 1973,FC Sochaux,4-1,Stade Rennes
Wed Sep 12 1973,RC Lens,1-1,Olympique Lyon
Wed Sep 12 1973,FC Nantes,0-2,Nimes Olympique
Wed Sep 12 1973,SC Bastia,1-0,Estac Troyes
Wed Sep 12 1973,Angers Sco,4-3,Girondins Bordeaux
Wed Sep 12 1973,Olympique Marseille,4-0,CS Sedan
Wed Sep 12 1973,FC Metz,2-0,OGC Nice
Wed Sep 12 1973,Paris FC,3-0,RC Strasbourg
Wed Sep 12 1973,As Monaco,3-3,As Nancy
Sat Sep 22 1973,Olympique Lyon,2-1,FC Sochaux
Sat Sep 22 1973,Nimes Olympique,3-1,SC Bastia
