Date,Team 1,FT,Team 2
Fri Aug 17 2001,FC Twente,1-0,RKC Waalwijk
Sat Aug 18 2001,NAC Breda,1-0,FC Utrecht
Sat Aug 18 2001,FC Groningen,2-2,PSV Eindhoven
Sat Aug 18 2001,FC Den Bosch,0-0,SC Heerenveen
Sat Aug 18 2001,De Graafschap,3-0,AZ Alkmaar
Sun Aug 19 2001,AFC Ajax,1-1,Roda JC Kerkrade
Sun Aug 19 2001,Feyenoord,5-0,Sparta Rotterdam
Sun Aug 19 2001,Willem II,3-1,NEC Nijmegen
Sun Aug 19 2001,Fortuna Sittard,0-0,Vitesse
Tue Aug 21 2001,NAC Breda,3-3,FC Twente
Wed Aug 22 2001,PSV Eindhoven,3-2,FC Den Bosch
Wed Aug 22 2001,Roda JC Kerkrade,0-2,Feyenoord
Wed Aug 22 2001,FC Groningen,1-0,Willem II
Wed Aug 22 2001,NEC Nijmegen,1-0,RKC Waalwijk
Wed Aug 22 2001,Vitesse,1-0,AZ Alkmaar
Wed Aug 22 2001,Sparta Rotterdam,3-1,FC Utrecht
Wed Aug 22 2001,Fortuna Sittard,2-1,De Graafschap
Fri Aug 24 2001,SC Heerenveen,5-0,NAC Breda
Sat Aug 25 2001,AZ Alkmaar,3-0,Sparta Rotterdam
Sat Aug 25 2001,Willem II,3-1,PSV Eindhoven
Sat Aug 25 2001,FC Twente,3-0,Roda JC Kerkrade
Sat Aug 25 2001,Vitesse,1-0,FC Utrecht
Sat Aug 25 2001,De Graafschap,1-1,NEC Nijmegen
Sun Aug 26 2001,Feyenoord,1-2,AFC Ajax
Sun Aug 26 2001,RKC Waalwijk,4-0,FC Groningen
Sun Aug 26 2001,FC Den Bosch,4-0,Fortuna Sittard
Fri Sep 7 2001,SC Heerenveen,1-1,Vitesse
Sat Sep 8 2001,AZ Alkmaar,2-1,NAC Breda
Sat Sep 8 2001,PSV Eindhoven,3-0,Fortuna Sittard
Sat Sep 8 2001,Roda JC Kerkrade,0-1,De Graafschap
Sat Sep 8 2001,FC Twente,0-2,AFC Ajax
Sat Sep 8 2001,NEC Nijmegen,0-3,Feyenoord
Sun Sep 9 2001,Willem II,1-1,FC Den Bosch
Sun Sep 9 2001,FC Utrecht,3-1,FC Groningen
Sun Sep 9 2001,Sparta Rotterdam,0-0,RKC Waalwijk
Fri Sep 14 2001,Fortuna Sittard,1-2,Willem II
Sat Sep 15 2001,Feyenoord,2-0,De Graafschap
Sat Sep 15 2001,NAC Breda,2-0,PSV Eindhoven
Sat Sep 15 2001,Vitesse,1-1,Sparta Rotterdam
Sun Sep 16 2001,AFC Ajax,1-0,AZ Alkmaar
Sun Sep 16 2001,FC Utrecht,4-1,Roda JC Kerkrade
Sun Sep 16 2001,RKC Waalwijk,2-1,SC Heerenveen
Sun Sep 16 2001,FC Groningen,3-0,FC Twente
Sun Sep 16 2001,FC Den Bosch,2-1,NEC Nijmegen
Fri Sep 21 2001,Roda JC Kerkrade,4-1,FC Den Bosch
Sat Sep 22 2001,SC Heerenveen,4-1,PSV Eindhoven
Sat Sep 22 2001,RKC Waalwijk,1-0,Fortuna Sittard
Sun Sep 23 2001,AFC Ajax,3-0,Sparta Rotterdam
Sun Sep 23 2001,AZ Alkmaar,1-0,FC Utrecht
