Date,Team 1,FT,Team 2
Fri Jul 27 2001,Girondins Bordeaux,2-0,FC Nantes
Sat Jul 28 2001,As Monaco,0-1,FC Sochaux
Sat Jul 28 2001,Paris Saint Germain,0-0,Lille OSC
Sat Jul 28 2001,RC Lens,2-0,Olympique Lyon
Sat Jul 28 2001,Stade Rennes,0-5,Aj Auxerre
Sat Jul 28 2001,SC Bastia,1-1,CS Sedan
Sat Jul 28 2001,Montpellier HSC,1-1,Olympique Marseille
Sat Jul 28 2001,FC Lorient,1-0,FC Metz
Sat Jul 28 2001,Estac Troyes,3-0,EA Guingamp
Fri Aug 3 2001,Olympique Marseille,0-0,Girondins Bordeaux
Sat Aug 4 2001,Olympique Lyon,2-0,CS Sedan
Sat Aug 4 2001,As Monaco,0-0,Montpellier HSC
Sat Aug 4 2001,FC Sochaux,4-3,Stade Rennes
Sat Aug 4 2001,Aj Auxerre,1-1,Paris Saint Germain
Sat Aug 4 2001,FC Nantes,1-2,RC Lens
Sat Aug 4 2001,Lille OSC,3-1,FC Lorient
Sat Aug 4 2001,FC Metz,2-1,Estac Troyes
Sat Aug 4 2001,EA Guingamp,1-0,SC Bastia
Sat Aug 11 2001,Paris Saint Germain,1-0,FC Sochaux
Sat Aug 11 2001,Girondins Bordeaux,0-0,Lille OSC
Sat Aug 11 2001,RC Lens,2-0,Olympique Marseille
Sat Aug 11 2001,Stade Rennes,3-0,As Monaco
Sat Aug 11 2001,Montpellier HSC,3-0,FC Metz
Sat Aug 11 2001,CS Sedan,1-1,EA Guingamp
Sat Aug 11 2001,Estac Troyes,0-0,FC Nantes
Sun Aug 12 2001,SC Bastia,1-2,Olympique Lyon
Sun Aug 12 2001,FC Lorient,0-1,Aj Auxerre
Sat Aug 18 2001,Olympique Lyon,3-0,EA Guingamp
Sat Aug 18 2001,As Monaco,2-2,Paris Saint Germain
Sat Aug 18 2001,FC Sochaux,2-2,FC Lorient
Sat Aug 18 2001,FC Nantes,1-2,SC Bastia
Sat Aug 18 2001,Olympique Marseille,0-1,Estac Troyes
Sat Aug 18 2001,Stade Rennes,1-0,Girondins Bordeaux
Sat Aug 18 2001,Lille OSC,2-1,Montpellier HSC
Sat Aug 18 2001,FC Metz,0-1,RC Lens
Sun Aug 19 2001,Aj Auxerre,2-1,CS Sedan
Sat Aug 25 2001,Paris Saint Germain,3-0,Stade Rennes
Sat Aug 25 2001,Girondins Bordeaux,1-1,Aj Auxerre
Sat Aug 25 2001,SC Bastia,1-0,Olympique Marseille
Sat Aug 25 2001,EA Guingamp,1-0,FC Nantes
Sat Aug 25 2001,Montpellier HSC,0-0,FC Sochaux
Sat Aug 25 2001,FC Lorient,2-0,As Monaco
Sat Aug 25 2001,CS Sedan,2-0,FC Metz
Sat Aug 25 2001,Estac Troyes,0-2,Olympique Lyon
Sun Aug 26 2001,RC Lens,1-1,Lille OSC
Sat Sep 8 2001,As Monaco,2-0,Estac Troyes
Sat Sep 8 2001,Paris Saint Germain,2-2,RC Lens
Sat Sep 8 2001,Aj Auxerre,1-0,Montpellier HSC
Sat Sep 8 2001,FC Nantes,1-1,CS Sedan
Sat Sep 8 2001,Olympique Marseille,0-0,Olympique Lyon
Sat Sep 8 2001,Stade Rennes,1-1,FC Lorient
Sat Sep 8 2001,Lille OSC,1-0,EA Guingamp
Sat Sep 8 2001,FC Metz,0-1,SC Bastia
Sun Sep 9 2001,FC Sochaux,2-0,Girondins Bordeaux
Sat Sep 15 2001,Olympique Lyon,4-1,FC Nantes
Sat Sep 15 2001,RC Lens,3-0,FC Sochaux
Sat Sep 15 2001,SC Bastia,0-1,Aj Auxerre
Sat Sep 15 2001,EA Guingamp,0-2,FC Metz
Sat Sep 15 2001,Montpellier HSC,0-0,Stade Rennes
Sat Sep 15 2001,FC Lorient,1-1,Paris Saint Germain
Sat Sep 15 2001,Estac Troyes,0-1,Lille OSC
Sun Sep 16 2001,Girondins Bordeaux,0-0,As Monaco
Sun Sep 16 2001,CS Sedan,1-1,Olympique Marseille
Fri Sep 21 2001,Paris Saint Germain,0-0,Montpellier HSC
Sat Sep 22 2001,As Monaco,3-0,RC Lens
Sat Sep 22 2001,Aj Auxerre,2-2,EA Guingamp
Sat Sep 22 2001,Olympique Marseille,2-0,FC Nantes
Sat Sep 22 2001,Stade Rennes,0-1,Estac Troyes
Sat Sep 22 2001,Lille OSC,2-1,SC Bastia
Sat Sep 22 2001,FC Metz,2-0,Olympique Lyon
Sun Sep 23 2001,FC Sochaux,3-0,CS Sedan
Sun Sep 23 2001,FC Lorient,0-2,Girondins Bordeaux
Sat Sep 29 2001,Olympique Lyon,4-0,Stade Rennes
Sat Sep 29 2001,FC Nantes,0-0,FC Metz
Sat Sep 29 2001,RC Lens,1-1,Aj Auxerre
Sat Sep 29 2001,SC Bastia,1-0,As Monaco
Sat Sep 29 2001,EA Guingamp,1-0,Olympique Marseille
Sat Sep 29 2001,Montpellier HSC,1-3,FC Lorient
Sun Sep 30 2001,Girondins Bordeaux,1-0,Paris Saint Germain
Sun Sep 30 2001,CS Sedan,1-1,Lille OSC
Sun Sep 30 2001,Estac Troyes,2-2,FC Sochaux
Sat Oct 13 2001,As Monaco,2-0,CS Sedan
Sat Oct 13 2001,FC Sochaux,4-1,SC Bastia
Sat Oct 13 2001,Aj Auxerre,1-3,Estac Troyes
Sat Oct 13 2001,Stade Rennes,2-1,EA Guingamp
Sat Oct 13 2001,Lille OSC,1-0,FC Nantes
Sat Oct 13 2001,FC Metz,0-2,Olympique Marseille
Sat Oct 13 2001,Montpellier HSC,0-0,Girondins Bordeaux
Sat Oct 13 2001,FC Lorient,2-3,RC Lens
Sun Oct 14 2001,Paris Saint Germain,2-2,Olympique Lyon
Sat Oct 20 2001,Olympique Lyon,1-1,FC Sochaux
Sat Oct 20 2001,FC Nantes,2-2,Aj Auxerre
Sat Oct 20 2001,Olympique Marseille,0-0,Lille OSC
Sat Oct 20 2001,RC Lens,2-0,Montpellier HSC
Sat Oct 20 2001,SC Bastia,1-2,Stade Rennes
Sat Oct 20 2001,EA Guingamp,2-1,As Monaco
Sun Oct 21 2001,Girondins Bordeaux,1-0,FC Metz
Sun Oct 21 2001,CS Sedan,1-2,Paris Saint Germain
Sun Oct 21 2001,Estac Troyes,4-2,FC Lorient
Fri Oct 26 2001,Aj Auxerre,2-0,Olympique Marseille
Sat Oct 27 2001,As Monaco,2-1,Olympique Lyon
Sat Oct 27 2001,Paris Saint Germain,1-0,SC Bastia
Sat Oct 27 2001,FC Sochaux,0-1,FC Nantes
Sat Oct 27 2001,Girondins Bordeaux,2-1,CS Sedan
Sat Oct 27 2001,Stade Rennes,1-2,RC Lens
Sat Oct 27 2001,Lille OSC,2-0,FC Metz
Sat Oct 27 2001,Montpellier HSC,2-0,Estac Troyes
Sat Oct 27 2001,FC Lorient,6-2,EA Guingamp
Sat Nov 3 2001,FC Nantes,2-1,As Monaco
Sat Nov 3 2001,Olympique Marseille,2-1,Stade Rennes
Sat Nov 3 2001,SC Bastia,3-1,FC Lorient
Sat Nov 3 2001,EA Guingamp,0-0,FC Sochaux
Sat Nov 3 2001,CS Sedan,2-0,Montpellier HSC
Sun Nov 4 2001,Olympique Lyon,4-2,Lille OSC
Sun Nov 4 2001,RC Lens,0-0,Girondins Bordeaux
Sun Nov 4 2001,FC Metz,2-0,Aj Auxerre
Sun Nov 4 2001,Estac Troyes,1-0,Paris Saint Germain
Fri Nov 16 2001,As Monaco,1-1,Olympique Marseille
Sat Nov 17 2001,Paris Saint Germain,1-1,EA Guingamp
Sat Nov 17 2001,FC Sochaux,2-0,FC Metz
Sat Nov 17 2001,Aj Auxerre,2-1,Lille OSC
Sat Nov 17 2001,Girondins Bordeaux,2-3,Estac Troyes
Sat Nov 17 2001,RC Lens,1-0,CS Sedan
Sat Nov 17 2001,Stade Rennes,2-0,FC Nantes
Sat Nov 17 2001,Montpellier HSC,2-1,SC Bastia
Sat Nov 17 2001,FC Lorient,0-3,Olympique Lyon
Sat Nov 24 2001,Olympique Marseille,4-2,FC Sochaux
Sat Nov 24 2001,FC Metz,1-0,As Monaco
Sat Nov 24 2001,SC Bastia,1-2,Girondins Bordeaux
Sat Nov 24 2001,EA Guingamp,2-2,Montpellier HSC
Sat Nov 24 2001,CS Sedan,5-0,FC Lorient
Sat Nov 24 2001,Estac Troyes,1-1,RC Lens
Sun Nov 25 2001,Olympique Lyon,3-0,Aj Auxerre
Sun Nov 25 2001,FC Nantes,1-2,Paris Saint Germain
Sun Nov 25 2001,Lille OSC,1-0,Stade Rennes
Wed Nov 28 2001,As Monaco,2-2,Lille OSC
Wed Nov 28 2001,FC Sochaux,1-2,Aj Auxerre
Wed Nov 28 2001,Girondins Bordeaux,2-0,EA Guingamp
Wed Nov 28 2001,RC Lens,7-0,SC Bastia
Wed Nov 28 2001,Stade Rennes,0-0,FC Metz
Wed Nov 28 2001,Montpellier HSC,3-0,Olympique Lyon
Wed Nov 28 2001,FC Lorient,1-2,FC Nantes
Wed Nov 28 2001,Estac Troyes,1-1,CS Sedan
Thu Nov 29 2001,Paris Saint Germain,0-0,Olympique Marseille
Sat Dec 8 2001,Aj Auxerre,2-0,As Monaco
Sat Dec 8 2001,FC Nantes,1-2,Montpellier HSC
Sat Dec 8 2001,Olympique Marseille,3-2,FC Lorient
Sat Dec 8 2001,SC Bastia,2-0,Estac Troyes
Sat Dec 8 2001,EA Guingamp,1-0,RC Lens
Sat Dec 8 2001,CS Sedan,0-0,Stade Rennes
Sun Dec 9 2001,Olympique Lyon,1-0,Girondins Bordeaux
Sun Dec 9 2001,Lille OSC,1-2,FC Sochaux
Sun Dec 9 2001,FC Metz,0-2,Paris Saint Germain
Tue Dec 18 2001,Girondins Bordeaux,0-0,Olympique Marseille
Tue Dec 18 2001,RC Lens,3-0,FC Nantes
Wed Dec 19 2001,Paris Saint Germain,0-0,Aj Auxerre
Wed Dec 19 2001,Stade Rennes,1-1,FC Sochaux
Wed Dec 19 2001,SC Bastia,3-0,EA Guingamp
Wed Dec 19 2001,FC Lorient,2-4,Lille OSC
Wed Dec 19 2001,CS Sedan,2-1,Olympique Lyon
Fri Dec 21 2001,Olympique Marseille,1-2,RC Lens
Sat Dec 22 2001,As Monaco,3-1,Stade Rennes
Sat Dec 22 2001,FC Sochaux,0-2,Paris Saint Germain
Sat Dec 22 2001,FC Nantes,1-0,Estac Troyes
Sat Dec 22 2001,EA Guingamp,1-2,CS Sedan
Sat Jan 5 2002,Paris Saint Germain,1-2,As Monaco
Sat Jan 5 2002,Girondins Bordeaux,2-1,Stade Rennes
Sat Jan 5 2002,SC Bastia,0-2,FC Nantes
Sat Jan 5 2002,EA Guingamp,2-4,Olympique Lyon
Sat Jan 5 2002,Montpellier HSC,2-0,Lille OSC
Sat Jan 5 2002,FC Lorient,1-1,FC Sochaux
Fri Jan 11 2002,Lille OSC,0-1,RC Lens
Sat Jan 12 2002,As Monaco,1-0,FC Lorient
Sat Jan 12 2002,FC Sochaux,0-1,Montpellier HSC
Sat Jan 12 2002,FC Nantes,2-0,EA Guingamp
Sat Jan 12 2002,Olympique Marseille,2-2,SC Bastia
Sat Jan 12 2002,Stade Rennes,1-2,Paris Saint Germain
Wed Jan 16 2002,Olympique Lyon,0-0,SC Bastia
Wed Jan 16 2002,Aj Auxerre,2-2,FC Lorient
Wed Jan 16 2002,Lille OSC,2-2,Girondins Bordeaux
Wed Jan 16 2002,Montpellier HSC,1-1,As Monaco
Wed Jan 16 2002,Estac Troyes,2-0,FC Metz
Wed Jan 23 2002,Olympique Lyon,4-0,Olympique Marseille
Wed Jan 23 2002,Girondins Bordeaux,0-1,FC Sochaux
Wed Jan 23 2002,SC Bastia,1-2,FC Metz
