Date,Team 1,FT,Team 2
Fri Aug 18 2000,SC Beira Mar,2-4,Boavista Porto
Sat Aug 19 2000,FC Porto,2-0,Sl Benfica
Sat Aug 19 2000,Sporting Braga,1-0,Vitoria Guimaraes
Sun Aug 20 2000,Sporting CP,1-0,Sporting Farense
Sun Aug 20 2000,Uniao Leiria,2-0,Estrela Amadora
Sun Aug 20 2000,FC Alverca,0-0,CS Maritimo
Sun Aug 20 2000,SC Salgueiros,1-0,Pacos De Ferreira
Sun Aug 20 2000,CD Aves,0-1,Os Belenenses
Sun Aug 20 2000,Gil Vicente,1-1,Campomaiorense
Fri Aug 25 2000,Estrela Amadora,0-1,Sporting Braga
Sat Aug 26 2000,Vitoria Guimaraes,1-4,Sporting CP
Sat Aug 26 2000,Campomaiorense,2-3,SC Salgueiros
Sun Aug 27 2000,Sl Benfica,4-1,SC Beira Mar
Sun Aug 27 2000,Os Belenenses,2-0,FC Porto
Sun Aug 27 2000,Pacos De Ferreira,2-0,CD Aves
Sun Aug 27 2000,Sporting Farense,2-0,FC Alverca
Mon Aug 28 2000,Boavista Porto,4-0,Uniao Leiria
Sat Sep 2 2000,CS Maritimo,1-0,Gil Vicente
Fri Sep 8 2000,Sporting Braga,3-2,Sporting CP
Sat Sep 9 2000,FC Porto,2-1,Pacos De Ferreira
Sat Sep 9 2000,Uniao Leiria,1-1,Sl Benfica
Sun Sep 10 2000,SC Beira Mar,2-2,Os Belenenses
Sun Sep 10 2000,Estrela Amadora,0-0,Boavista Porto
Sun Sep 10 2000,SC Salgueiros,1-0,CS Maritimo
Sun Sep 10 2000,CD Aves,2-2,Campomaiorense
Sun Sep 10 2000,Gil Vicente,0-0,Sporting Farense
Mon Sep 11 2000,FC Alverca,1-3,Vitoria Guimaraes
Fri Sep 15 2000,Vitoria Guimaraes,3-1,Gil Vicente
Sat Sep 16 2000,Sporting CP,1-1,FC Alverca
Sun Sep 17 2000,CS Maritimo,2-1,CD Aves
Sun Sep 17 2000,Os Belenenses,1-1,Uniao Leiria
Sun Sep 17 2000,Pacos De Ferreira,3-2,SC Beira Mar
Sun Sep 17 2000,Sporting Farense,2-1,SC Salgueiros
Mon Sep 18 2000,Sl Benfica,2-1,Estrela Amadora
Mon Sep 18 2000,Boavista Porto,1-2,Sporting Braga
Mon Sep 18 2000,Campomaiorense,0-5,FC Porto
Fri Sep 22 2000,SC Salgueiros,2-1,Vitoria Guimaraes
Sat Sep 23 2000,Boavista Porto,1-0,Sl Benfica
Sat Sep 23 2000,Gil Vicente,0-2,Sporting CP
Sun Sep 24 2000,FC Porto,1-0,CS Maritimo
Sun Sep 24 2000,Sporting Braga,1-1,FC Alverca
Sun Sep 24 2000,Uniao Leiria,1-4,Pacos De Ferreira
Sun Sep 24 2000,SC Beira Mar,0-0,Campomaiorense
Sun Sep 24 2000,Estrela Amadora,0-2,Os Belenenses
Sun Sep 24 2000,CD Aves,3-1,Sporting Farense
Sat Sep 30 2000,Vitoria Guimaraes,2-2,CD Aves
Sun Oct 1 2000,Sporting CP,2-0,SC Salgueiros
Sun Oct 1 2000,CS Maritimo,2-1,SC Beira Mar
