Date,Team 1,FT,Team 2
Fri Jul 28 2000,San Lorenzo,3-0,Gye La Plata
Sat Jul 29 2000,Talleres Cordoba,3-0,Racing Club
Sun Jul 30 2000,Boca Juniors,4-0,Argentinos Juniors
Sun Jul 30 2000,CA Colon,1-1,Huracan
Sun Jul 30 2000,Estudiantes,1-1,River Plate
Sun Jul 30 2000,Velez Sarsfield,1-0,CA Lanus
Mon Jul 31 2000,Chacarita Juniors,0-0,Union De Santa Fe
Sat Aug 5 2000,Belgrano Cordoba,1-1,Talleres Cordoba
Sat Aug 5 2000,Huracan,3-1,Rosario Central
Sun Aug 6 2000,Gye La Plata,2-0,Chacarita Juniors
Sun Aug 6 2000,CA Lanus,0-2,CA Colon
Sun Aug 6 2000,Newells Old Boys,1-0,San Lorenzo
Sun Aug 6 2000,Racing Club,1-2,Los Andes
Sun Aug 6 2000,River Plate,2-1,Velez Sarsfield
Sun Aug 6 2000,Club Almagro,1-1,Independiente
Sun Aug 6 2000,Union De Santa Fe,1-2,Boca Juniors
Mon Aug 7 2000,Argentinos Juniors,1-1,Estudiantes
Sat Aug 12 2000,Boca Juniors,3-3,Gye La Plata
Sat Aug 12 2000,Independiente,0-0,Belgrano Cordoba
Sat Aug 12 2000,Los Andes,1-1,Newells Old Boys
Sun Aug 13 2000,Rosario Central,1-1,Club Almagro
Fri Aug 18 2000,Estudiantes,0-0,Velez Sarsfield
Sat Aug 19 2000,CA Colon,1-2,River Plate
Sun Aug 20 2000,Chacarita Juniors,0-2,Newells Old Boys
Sun Aug 20 2000,Independiente,0-2,Huracan
Sun Aug 20 2000,Rosario Central,1-1,CA Lanus
Sun Aug 20 2000,San Lorenzo,3-1,Racing Club
Sun Aug 20 2000,Argentinos Juniors,4-0,Union De Santa Fe
Sun Aug 20 2000,Los Andes,2-2,Belgrano Cordoba
Mon Aug 21 2000,Talleres Cordoba,1-0,Club Almagro
Fri Aug 25 2000,Velez Sarsfield,1-1,CA Colon
Sat Aug 26 2000,Newells Old Boys,1-3,Boca Juniors
Sun Aug 27 2000,CA Lanus,2-1,Independiente
Sun Aug 27 2000,Racing Club,0-0,Chacarita Juniors
Sun Aug 27 2000,River Plate,4-1,Rosario Central
Sun Aug 27 2000,Club Almagro,2-2,Los Andes
Sun Aug 27 2000,Belgrano Cordoba,0-1,San Lorenzo
Sun Aug 27 2000,Huracan,1-1,Talleres Cordoba
Sun Aug 27 2000,Union De Santa Fe,0-1,Estudiantes
Mon Aug 28 2000,Gye La Plata,1-1,Argentinos Juniors
Tue Sep 5 2000,San Lorenzo,2-0,Club Almagro
Tue Sep 5 2000,Talleres Cordoba,3-0,CA Lanus
Tue Sep 5 2000,Argentinos Juniors,0-1,Newells Old Boys
Tue Sep 5 2000,Los Andes,1-0,Huracan
Wed Sep 6 2000,Boca Juniors,1-1,Racing Club
Wed Sep 6 2000,Chacarita Juniors,2-2,Belgrano Cordoba
Wed Sep 6 2000,Estudiantes,2-0,CA Colon
Wed Sep 6 2000,Independiente,0-1,River Plate
Wed Sep 6 2000,Rosario Central,2-2,Velez Sarsfield
Wed Sep 6 2000,Union De Santa Fe,0-2,Gye La Plata
Sat Sep 9 2000,Belgrano Cordoba,1-3,Boca Juniors
Sun Sep 10 2000,Gye La Plata,3-2,Estudiantes
Sun Sep 10 2000,CA Lanus,6-0,Los Andes
Sun Sep 10 2000,Newells Old Boys,0-0,Union De Santa Fe
Sun Sep 10 2000,Racing Club,0-0,Argentinos Juniors
Sun Sep 10 2000,River Plate,4-1,Talleres Cordoba
Sun Sep 10 2000,Velez Sarsfield,1-1,Independiente
Sun Sep 10 2000,Huracan,2-1,San Lorenzo
Mon Sep 11 2000,CA Colon,1-0,Rosario Central
Mon Sep 11 2000,Club Almagro,0-1,Chacarita Juniors
Fri Sep 15 2000,Union De Santa Fe,2-0,Racing Club
