Date,Team 1,FT,Team 2
Fri Jul 28 2000,Paris Saint Germain,3-1,RC Strasbourg
Fri Jul 28 2000,Olympique Marseille,3-1,Estac Troyes
Sat Jul 29 2000,Olympique Lyon,2-2,Stade Rennes
Sat Jul 29 2000,Aj Auxerre,0-1,CS Sedan
Sat Jul 29 2000,FC Nantes,0-2,RC Lens
Sat Jul 29 2000,Girondins Bordeaux,1-1,FC Metz
Sat Jul 29 2000,Lille OSC,1-1,As Monaco
Sat Jul 29 2000,Toulouse FC,0-1,SC Bastia
Sat Jul 29 2000,EA Guingamp,2-2,As Saint Etienne
Thu Aug 3 2000,CS Sedan,1-1,Olympique Lyon
Fri Aug 4 2000,As Monaco,2-5,FC Nantes
Fri Aug 4 2000,As Saint Etienne,3-0,Olympique Marseille
Sat Aug 5 2000,RC Lens,3-2,EA Guingamp
Sat Aug 5 2000,Stade Rennes,1-1,Paris Saint Germain
Sat Aug 5 2000,FC Metz,1-2,Aj Auxerre
Sat Aug 5 2000,SC Bastia,2-0,Girondins Bordeaux
Sat Aug 5 2000,RC Strasbourg,0-4,Lille OSC
Sat Aug 5 2000,Estac Troyes,1-1,Toulouse FC
Sat Aug 12 2000,Olympique Lyon,0-0,FC Metz
Sat Aug 12 2000,Aj Auxerre,1-0,SC Bastia
Sat Aug 12 2000,Girondins Bordeaux,2-2,Estac Troyes
Sat Aug 12 2000,Lille OSC,1-0,Stade Rennes
Sat Aug 12 2000,RC Strasbourg,1-3,As Monaco
Sat Aug 12 2000,Toulouse FC,1-1,As Saint Etienne
Sat Aug 12 2000,EA Guingamp,0-1,FC Nantes
Sun Aug 13 2000,Paris Saint Germain,2-1,CS Sedan
Sun Aug 13 2000,Olympique Marseille,0-0,RC Lens
Fri Aug 18 2000,SC Bastia,2-0,Olympique Lyon
Sat Aug 19 2000,FC Nantes,3-2,Olympique Marseille
Sat Aug 19 2000,RC Lens,2-1,Toulouse FC
Sat Aug 19 2000,Stade Rennes,3-0,RC Strasbourg
Sat Aug 19 2000,FC Metz,1-0,Paris Saint Germain
Sat Aug 19 2000,As Saint Etienne,1-0,Girondins Bordeaux
Sat Aug 19 2000,CS Sedan,1-0,Lille OSC
Sat Aug 19 2000,Estac Troyes,1-0,Aj Auxerre
Sun Aug 20 2000,As Monaco,1-0,EA Guingamp
Sat Aug 26 2000,Olympique Lyon,1-0,Estac Troyes
Sat Aug 26 2000,Olympique Marseille,3-1,EA Guingamp
Sat Aug 26 2000,Girondins Bordeaux,1-1,RC Lens
Sat Aug 26 2000,Stade Rennes,1-1,As Monaco
Sat Aug 26 2000,Lille OSC,2-1,FC Metz
Sat Aug 26 2000,RC Strasbourg,3-2,CS Sedan
Sat Aug 26 2000,Toulouse FC,1-1,FC Nantes
Sun Aug 27 2000,Paris Saint Germain,3-1,SC Bastia
Sun Aug 27 2000,Aj Auxerre,4-3,As Saint Etienne
Tue Sep 5 2000,As Monaco,0-2,Olympique Marseille
Wed Sep 6 2000,FC Nantes,0-5,Girondins Bordeaux
Wed Sep 6 2000,RC Lens,1-0,Aj Auxerre
Wed Sep 6 2000,FC Metz,1-0,RC Strasbourg
Wed Sep 6 2000,SC Bastia,1-0,Lille OSC
Wed Sep 6 2000,As Saint Etienne,2-2,Olympique Lyon
Wed Sep 6 2000,EA Guingamp,2-1,Toulouse FC
Wed Sep 6 2000,Estac Troyes,5-3,Paris Saint Germain
Sat Sep 9 2000,Olympique Lyon,3-0,RC Lens
Sat Sep 9 2000,Paris Saint Germain,5-1,As Saint Etienne
Sat Sep 9 2000,Aj Auxerre,2-2,FC Nantes
Sat Sep 9 2000,Girondins Bordeaux,0-2,EA Guingamp
Sat Sep 9 2000,Stade Rennes,0-1,FC Metz
Sat Sep 9 2000,Lille OSC,1-2,Estac Troyes
Sat Sep 9 2000,RC Strasbourg,1-4,SC Bastia
Sat Sep 9 2000,CS Sedan,1-0,As Monaco
Sun Sep 10 2000,Toulouse FC,2-0,Olympique Marseille
Sat Sep 16 2000,As Monaco,3-0,Toulouse FC
Sat Sep 16 2000,Olympique Marseille,0-1,Girondins Bordeaux
Sat Sep 16 2000,RC Lens,1-1,Paris Saint Germain
Sat Sep 16 2000,FC Metz,1-0,CS Sedan
Sat Sep 16 2000,SC Bastia,0-2,Stade Rennes
Sat Sep 16 2000,EA Guingamp,1-0,Aj Auxerre
Sat Sep 16 2000,Estac Troyes,0-1,RC Strasbourg
Sun Sep 17 2000,FC Nantes,0-1,Olympique Lyon
Sun Sep 17 2000,As Saint Etienne,1-1,Lille OSC
Sat Sep 23 2000,Olympique Lyon,0-1,EA Guingamp
Sat Sep 23 2000,Paris Saint Germain,2-1,FC Nantes
Sat Sep 23 2000,Aj Auxerre,0-1,Olympique Marseille
Sat Sep 23 2000,Girondins Bordeaux,2-1,Toulouse FC
Sat Sep 23 2000,Stade Rennes,0-2,Estac Troyes
Sat Sep 23 2000,FC Metz,1-3,As Monaco
Sat Sep 23 2000,RC Strasbourg,3-2,As Saint Etienne
Sat Sep 23 2000,CS Sedan,3-3,SC Bastia
Sun Sep 24 2000,Lille OSC,2-1,RC Lens
Sat Sep 30 2000,As Monaco,2-2,Girondins Bordeaux
Sat Sep 30 2000,RC Lens,0-0,RC Strasbourg
Sat Sep 30 2000,SC Bastia,1-0,FC Metz
Sat Sep 30 2000,Toulouse FC,0-1,Aj Auxerre
Sat Sep 30 2000,As Saint Etienne,0-2,Stade Rennes
Sat Sep 30 2000,EA Guingamp,1-1,Paris Saint Germain
Sat Sep 30 2000,Estac Troyes,1-1,CS Sedan
Sun Oct 1 2000,FC Nantes,0-0,Lille OSC
Sun Oct 1 2000,Olympique Marseille,1-1,Olympique Lyon
Tue Oct 10 2000,CS Sedan,2-1,Stade Rennes
Fri Oct 13 2000,Paris Saint Germain,2-0,Olympique Marseille
Fri Oct 13 2000,SC Bastia,0-2,As Monaco
Sat Oct 14 2000,Stade Rennes,1-0,RC Lens
Sat Oct 14 2000,Lille OSC,1-1,EA Guingamp
Sat Oct 14 2000,FC Metz,2-2,Estac Troyes
Sat Oct 14 2000,RC Strasbourg,0-5,FC Nantes
Sat Oct 14 2000,CS Sedan,2-1,As Saint Etienne
Sun Oct 15 2000,Aj Auxerre,0-2,Girondins Bordeaux
Sat Oct 21 2000,As Monaco,1-1,Aj Auxerre
Sat Oct 21 2000,FC Nantes,1-0,Stade Rennes
Sat Oct 21 2000,Girondins Bordeaux,1-1,Olympique Lyon
Sat Oct 21 2000,RC Lens,1-1,CS Sedan
Sat Oct 21 2000,Toulouse FC,2-3,Paris Saint Germain
Sat Oct 21 2000,As Saint Etienne,2-0,FC Metz
Sat Oct 21 2000,EA Guingamp,2-1,RC Strasbourg
Sat Oct 21 2000,Estac Troyes,0-0,SC Bastia
Sun Oct 22 2000,Olympique Marseille,0-1,Lille OSC
Sat Oct 28 2000,RC Strasbourg,1-1,Olympique Marseille
