Round,Date,Team 1,Team 2,FT,HT
?,(Fri) Aug/18 2000 (33),Bastia (4),Lyon (4),2-0,0-0
?,(Sat) Aug/19 2000 (33),Lens (4),Toulouse (4),2-1,1-1
?,(Sat) Aug/19 2000 (33),Metz (4),Paris SG (4),1-0,0-0
?,(Sat) Aug/19 2000 (33),Nantes (4),Marseille (4),3-2,1-1
?,(Sat) Aug/19 2000 (33),Rennes (4),Strasbourg (4),3-0,1-0
?,(Sat) Aug/19 2000 (33),Sedan (4),Lille (4),1-0,0-0
?,(Sat) Aug/19 2000 (33),St Etienne (4),Bordeaux (4),1-0,1-0
?,(Sat) Aug/19 2000 (33),Troyes (4),Auxerre (4),1-0,0-0
?,(Sun) Aug/20 2000 (33),Monaco (4),Guingamp (4),1-0,0-0
?,(Sat) Aug/26 2000 (34),Bordeaux (5),Lens (5),1-1,0-1
?,(Sat) Aug/26 2000 (34),Lille (5),Metz (5),2-1,0-1
?,(Sat) Aug/26 2000 (34),Lyon (5),Troyes (5),1-0,0-0
?,(Sat) Aug/26 2000 (34),Marseille (5),Guingamp (5),3-1,1-0
?,(Sat) Aug/26 2000 (34),Rennes (5),Monaco (5),1-1,1-0
?,(Sat) Aug/26 2000 (34),Strasbourg (5),Sedan (5),3-2,1-1
?,(Sat) Aug/26 2000 (34),Toulouse (5),Nantes (5),1-1,0-1
?,(Sun) Aug/27 2000 (34),Auxerre (5),St Etienne (5),4-3,0-1
?,(Sun) Aug/27 2000 (34),Paris SG (5),Bastia (5),3-1,2-0
?,(Tue) Sep/5 2000 (36),Monaco (6),Marseille (6),0-2,0-0
?,(Wed) Sep/6 2000 (36),Bastia (6),Lille (6),1-0,0-0
?,(Wed) Sep/6 2000 (36),Guingamp (6),Toulouse (6),2-1,0-1
?,(Wed) Sep/6 2000 (36),Lens (6),Auxerre (6),1-0,1-0
?,(Wed) Sep/6 2000 (36),Metz (6),Strasbourg (6),1-0,0-0
?,(Wed) Sep/6 2000 (36),Nantes (6),Bordeaux (6),0-5,0-2
?,(Wed) Sep/6 2000 (36),St Etienne (6),Lyon (6),2-2,1-2
?,(Wed) Sep/6 2000 (36),Troyes (6),Paris SG (6),5-3,1-2
?,(Sat) Sep/9 2000 (36),Auxerre (7),Nantes (7),2-2,0-1
?,(Sat) Sep/9 2000 (36),Bordeaux (7),Guingamp (7),0-2,0-1
?,(Sat) Sep/9 2000 (36),Lille (7),Troyes (7),1-2,1-2
?,(Sat) Sep/9 2000 (36),Lyon (7),Lens (7),3-0,0-0
?,(Sat) Sep/9 2000 (36),Paris SG (7),St Etienne (7),5-1,1-0
?,(Sat) Sep/9 2000 (36),Rennes (6),Metz (7),0-1,0-1
?,(Sat) Sep/9 2000 (36),Sedan (6),Monaco (7),1-0,0-0
?,(Sat) Sep/9 2000 (36),Strasbourg (7),Bastia (7),1-4,1-1
?,(Sun) Sep/10 2000 (36),Toulouse (7),Marseille (7),2-0,2-0
?,(Sat) Sep/16 2000 (37),Bastia (8),Rennes (7),0-2,0-0
?,(Sat) Sep/16 2000 (37),Guingamp (8),Auxerre (8),1-0,1-0
?,(Sat) Sep/16 2000 (37),Lens (8),Paris SG (8),1-1,0-0
?,(Sat) Sep/16 2000 (37),Marseille (8),Bordeaux (8),0-1,0-0
?,(Sat) Sep/16 2000 (37),Metz (8),Sedan (7),1-0,0-0
?,(Sat) Sep/16 2000 (37),Monaco (8),Toulouse (8),3-0,2-0
?,(Sat) Sep/16 2000 (37),Troyes (8),Strasbourg (8),0-1,0-1
?,(Sun) Sep/17 2000 (37),Nantes (8),Lyon (8),0-1,0-1
?,(Sun) Sep/17 2000 (37),St Etienne (8),Lille (8),1-1,1-1
?,(Sat) Sep/23 2000 (38),Auxerre (9),Marseille (9),0-1,0-0
?,(Sat) Sep/23 2000 (38),Bordeaux (9),Toulouse (9),2-1,1-0
?,(Sat) Sep/23 2000 (38),Lyon (9),Guingamp (9),0-1,0-0
?,(Sat) Sep/23 2000 (38),Metz (9),Monaco (9),1-3,1-1
?,(Sat) Sep/23 2000 (38),Paris SG (9),Nantes (9),2-1,1-0
?,(Sat) Sep/23 2000 (38),Rennes (8),Troyes (9),0-2,0-0
?,(Sat) Sep/23 2000 (38),Sedan (8),Bastia (9),3-3,0-1
?,(Sat) Sep/23 2000 (38),Strasbourg (9),St Etienne (9),3-2,2-0
?,(Sun) Sep/24 2000 (38),Lille (9),Lens (9),2-1,0-1
?,(Sat) Sep/30 2000 (39),Bastia (10),Metz (10),1-0,1-0
?,(Sat) Sep/30 2000 (39),Guingamp (10),Paris SG (10),1-1,0-0
?,(Sat) Sep/30 2000 (39),Lens (10),Strasbourg (10),0-0,0-0
?,(Sat) Sep/30 2000 (39),Monaco (10),Bordeaux (10),2-2,2-1
?,(Sat) Sep/30 2000 (39),St Etienne (10),Rennes (9),0-2,0-1
?,(Sat) Sep/30 2000 (39),Toulouse (10),Auxerre (10),0-1,0-1
?,(Sat) Sep/30 2000 (39),Troyes (10),Sedan (9),1-1,0-1
?,(Sun) Oct/1 2000 (39),Marseille (10),Lyon (10),1-1,1-0
?,(Sun) Oct/1 2000 (39),Nantes (10),Lille (10),0-0,0-0
?,(Tue) Oct/10 2000 (41),Sedan (10),Rennes (10),2-1,2-0
?,(Fri) Oct/13 2000 (41),Bastia (11),Monaco (11),0-2,0-0
?,(Fri) Oct/13 2000 (41),Paris SG (11),Marseille (11),2-0,0-0
?,(Sat) Oct/14 2000 (41),Lille (11),Guingamp (11),1-1,0-0
?,(Sat) Oct/14 2000 (41),Metz (11),Troyes (11),2-2,0-0
?,(Sat) Oct/14 2000 (41),Rennes (11),Lens (11),1-0,1-0
?,(Sat) Oct/14 2000 (41),Sedan (11),St Etienne (11),2-1,1-1
?,(Sat) Oct/14 2000 (41),Strasbourg (11),Nantes (11),0-5,0-4
?,(Sun) Oct/15 2000 (41),Auxerre (11),Bordeaux (11),0-2,0-1
?,(Sat) Oct/21 2000 (42),Bordeaux (12),Lyon (11),1-1,1-1
?,(Sat) Oct/21 2000 (42),Guingamp (12),Strasbourg (12),2-1,2-1
?,(Sat) Oct/21 2000 (42),Lens (12),Sedan (12),1-1,0-0
?,(Sat) Oct/21 2000 (42),Monaco (12),Auxerre (12),1-1,1-0
?,(Sat) Oct/21 2000 (42),Nantes (12),Rennes (12),1-0,0-0
?,(Sat) Oct/21 2000 (42),St Etienne (12),Metz (12),2-0,0-0
?,(Sat) Oct/21 2000 (42),Toulouse (11),Paris SG (12),2-3,2-1
?,(Sat) Oct/21 2000 (42),Troyes (12),Bastia (12),0-0,0-0
?,(Sun) Oct/22 2000 (42),Marseille (12),Lille (12),0-1,0-0
?,(Sat) Oct/28 2000 (43),Strasbourg (13),Marseille (13),1-1,1-0
?,(Sun) Oct/29 2000 (43),Bastia (13),St Etienne (13),0-0,0-0
?,(Sun) Oct/29 2000 (43),Lille (13),Toulouse (12),1-0,0-0
?,(Sun) Oct/29 2000 (43),Lyon (12),Auxerre (13),2-2,1-1
?,(Sun) Oct/29 2000 (43),Metz (13),Lens (13),2-1,1-1
?,(Sun) Oct/29 2000 (43),Paris SG (13),Bordeaux (13),1-2,0-1
?,(Sun) Oct/29 2000 (43),Rennes (13),Guingamp (13),1-2,0-1
?,(Sun) Oct/29 2000 (43),Sedan (13),Nantes (13),2-0,1-0
?,(Sun) Oct/29 2000 (43),Troyes (13),Monaco (13),1-0,0-0
?,(Fri) Nov/3 2000 (44),Monaco (14),Lyon (13),0-2,0-1
?,(Sat) Nov/4 2000 (44),Auxerre (14),Paris SG (14),1-0,0-0
?,(Sat) Nov/4 2000 (44),Bordeaux (14),Lille (14),1-0,0-0
?,(Sat) Nov/4 2000 (44),Guingamp (14),Sedan (14),0-3,0-1
?,(Sat) Nov/4 2000 (44),Lens (14),Bastia (14),4-0,0-0
?,(Sat) Nov/4 2000 (44),Marseille (14),Rennes (14),0-1,0-1
?,(Sat) Nov/4 2000 (44),Nantes (14),Metz (14),2-0,1-0
?,(Sat) Nov/4 2000 (44),St Etienne (14),Troyes (14),4-1,1-0
?,(Sat) Nov/4 2000 (44),Toulouse (13),Strasbourg (14),0-0,0-0
?,(Fri) Nov/10 2000 (45),St Etienne (15),Monaco (15),1-0,1-0
?,(Sat) Nov/11 2000 (45),Lille (15),Auxerre (15),1-1,0-0
?,(Sat) Nov/11 2000 (45),Metz (15),Guingamp (15),1-1,1-0
?,(Sat) Nov/11 2000 (45),Paris SG (15),Lyon (14),1-1,1-1
?,(Sat) Nov/11 2000 (45),Rennes (15),Toulouse (14),1-1,1-1
?,(Sat) Nov/11 2000 (45),Sedan (15),Marseille (15),2-0,0-0
?,(Sat) Nov/11 2000 (45),Troyes (15),Lens (15),1-0,1-0
?,(Sun) Nov/12 2000 (45),Strasbourg (15),Bordeaux (15),0-2,0-0
?,(Fri) Nov/17 2000 (46),Marseille (16),Metz (16),4-1,2-1
?,(Sat) Nov/18 2000 (46),Guingamp (16),Bastia (15),1-0,1-0
?,(Sat) Nov/18 2000 (46),Lens (16),St Etienne (16),0-0,0-0
?,(Sat) Nov/18 2000 (46),Lyon (15),Lille (16),0-1,0-0
?,(Sat) Nov/18 2000 (46),Monaco (16),Paris SG (16),2-0,2-0
?,(Sat) Nov/18 2000 (46),Nantes (15),Troyes (16),4-0,4-0
?,(Sat) Nov/18 2000 (46),Toulouse (15),Sedan (16),2-0,1-0
?,(Sun) Nov/19 2000 (46),Auxerre (16),Strasbourg (16),1-2,1-0
?,(Sun) Nov/19 2000 (46),Bordeaux (16),Rennes (16),3-0,1-0
?,(Sat) Nov/25 2000 (47),Bastia (16),Marseille (17),3-0,1-0
?,(Sat) Nov/25 2000 (47),Lens (17),Monaco (17),4-3,2-1
?,(Sat) Nov/25 2000 (47),Metz (17),Toulouse (16),1-1,0-1
?,(Sat) Nov/25 2000 (47),Rennes (17),Auxerre (17),0-1,0-0
?,(Sat) Nov/25 2000 (47),Strasbourg (17),Lyon (16),0-3,0-2
?,(Sat) Nov/25 2000 (47),Troyes (17),Guingamp (17),0-1,0-1
?,(Sun) Nov/26 2000 (47),Sedan (17),Bordeaux (17),0-0,0-0
?,(Sun) Nov/26 2000 (47),St Etienne (17),Nantes (16),0-2,0-0
?,(Tue) Nov/28 2000 (48),Guingamp (18),Lens (18),0-1,0-0
?,(Tue) Nov/28 2000 (48),Paris SG (17),Rennes (18),0-1,0-1
?,(Wed) Nov/29 2000 (48),Auxerre (18),Metz (18),1-0,0-0
?,(Wed) Nov/29 2000 (48),Bordeaux (18),Bastia (17),0-0,0-0
?,(Wed) Nov/29 2000 (48),Lille (17),Strasbourg (18),1-1,1-1
?,(Wed) Nov/29 2000 (48),Lyon (17),Sedan (18),2-2,0-0
?,(Wed) Nov/29 2000 (48),Marseille (18),St Etienne (18),2-1,0-0
?,(Wed) Nov/29 2000 (48),Nantes (17),Monaco (18),3-1,1-0
?,(Wed) Nov/29 2000 (48),Toulouse (17),Troyes (18),2-1,1-1
?,(Sat) Dec/2 2000 (48),Bastia (18),Auxerre (19),3-1,1-0
?,(Sat) Dec/2 2000 (48),Metz (19),Lyon (18),0-0,0-0
?,(Sat) Dec/2 2000 (48),Monaco (19),Strasbourg (19),1-0,0-0
?,(Sat) Dec/2 2000 (48),Nantes (18),Guingamp (19),2-1,1-1
?,(Sat) Dec/2 2000 (48),Rennes (19),Lille (18),2-0,1-0
?,(Sat) Dec/2 2000 (48),Sedan (19),Paris SG (18),5-1,1-1
?,(Sat) Dec/2 2000 (48),St Etienne (19),Toulouse (18),1-0,0-0
?,(Sat) Dec/2 2000 (48),Troyes (19),Bordeaux (19),1-0,0-0
?,(Sun) Dec/3 2000 (48),Lens (19),Marseille (19),1-0,0-0
?,(Sat) Dec/9 2000 (49),Auxerre (20),Troyes (20),2-2,1-0
?,(Sat) Dec/9 2000 (49),Guingamp (20),Monaco (20),2-2,2-0
?,(Sat) Dec/9 2000 (49),Lille (19),Sedan (20),2-0,1-0
?,(Sat) Dec/9 2000 (49),Lyon (19),Bastia (19),1-0,1-0
?,(Sat) Dec/9 2000 (49),Paris SG (19),Metz (20),1-0,0-0
?,(Sat) Dec/9 2000 (49),Strasbourg (20),Rennes (20),1-1,0-1
?,(Sat) Dec/9 2000 (49),Toulouse (19),Lens (20),1-0,0-0
?,(Sun) Dec/10 2000 (49),Bordeaux (20),St Etienne (20),2-1,1-1
?,(Sun) Dec/10 2000 (49),Marseille (20),Nantes (19),2-0,2-0
?,(Wed) Dec/13 2000 (50),Bastia (20),Nantes (20),3-1,2-0
?,(Wed) Dec/13 2000 (50),Lille (20),Paris SG (20),2-0,1-0
?,(Wed) Dec/13 2000 (50),Lyon (20),Toulouse (20),4-1,1-0
?,(Sat) Dec/16 2000 (50),Guingamp (21),Marseille (21),1-0,1-0
?,(Sat) Dec/16 2000 (50),Lens (21),Bordeaux (21),2-2,0-2
?,(Sat) Dec/16 2000 (50),Metz (21),Lille (21),1-1,1-0
?,(Sat) Dec/16 2000 (50),Monaco (21),Rennes (21),1-2,1-0
?,(Sat) Dec/16 2000 (50),Sedan (21),Strasbourg (21),1-0,1-0
?,(Sat) Dec/16 2000 (50),St Etienne (21),Auxerre (21),2-0,1-0
?,(Sat) Dec/16 2000 (50),Troyes (21),Lyon (21),1-0,1-0
?,(Sun) Dec/17 2000 (50),Bastia (21),Paris SG (21),1-1,0-1
?,(Sun) Dec/17 2000 (50),Nantes (21),Toulouse (21),3-2,0-1
?,(Wed) Dec/20 2000 (51),Marseille (22),Monaco (22),2-1,1-1
?,(Thu) Dec/21 2000 (51),Auxerre (22),Lens (22),3-2,2-1
?,(Thu) Dec/21 2000 (51),Bordeaux (22),Nantes (22),0-2,0-1
?,(Thu) Dec/21 2000 (51),Lille (22),Bastia (22),1-0,0-0
?,(Thu) Dec/21 2000 (51),Lyon (22),St Etienne (22),2-1,1-0
?,(Thu) Dec/21 2000 (51),Paris SG (22),Troyes (22),0-0,0-0
?,(Thu) Dec/21 2000 (51),Rennes (22),Sedan (22),2-0,1-0
?,(Thu) Dec/21 2000 (51),Toulouse (22),Guingamp (22),1-1,0-0
?,(Fri) Jan/12 2001 (2),Lens (23),Lyon (23),0-0,0-0
?,(Sat) Jan/13 2001 (2),Bastia (23),Strasbourg (22),3-1,1-1
?,(Sat) Jan/13 2001 (2),Guingamp (23),Bordeaux (23),1-1,1-0
?,(Sat) Jan/13 2001 (2),Marseille (23),Toulouse (23),1-1,0-0
?,(Sat) Jan/13 2001 (2),Metz (22),Rennes (23),2-2,1-1
?,(Sat) Jan/13 2001 (2),Monaco (23),Sedan (23),1-0,1-0
?,(Sat) Jan/13 2001 (2),Nantes (23),Auxerre (23),1-1,0-1
?,(Sat) Jan/13 2001 (2),St Etienne (23),Paris SG (23),1-0,0-0
?,(Sat) Jan/13 2001 (2),Troyes (23),Lille (23),2-1,0-1
?,(Fri) Jan/26 2001 (4),Bordeaux (24),Marseille (24),3-0,2-0
?,(Sat) Jan/27 2001 (4),Auxerre (24),Guingamp (24),1-1,0-0
?,(Sat) Jan/27 2001 (4),Lille (24),St Etienne (24),4-1,3-1
?,(Sat) Jan/27 2001 (4),Lyon (24),Nantes (24),3-1,1-0
?,(Sat) Jan/27 2001 (4),Paris SG (24),Lens (24),1-0,1-0
?,(Sat) Jan/27 2001 (4),Rennes (24),Bastia (24),1-2,0-0
?,(Sat) Jan/27 2001 (4),Sedan (24),Metz (23),0-0,0-0
?,(Sat) Jan/27 2001 (4),Strasbourg (23),Troyes (24),3-3,1-1
?,(Sat) Jan/27 2001 (4),Toulouse (24),Monaco (24),2-1,1-1
?,(Sat) Feb/3 2001 (5),Bastia (25),Sedan (25),0-1,0-1
?,(Sat) Feb/3 2001 (5),Guingamp (25),Lyon (25),2-3,1-2
?,(Sat) Feb/3 2001 (5),Marseille (25),Auxerre (25),0-1,0-1
?,(Sat) Feb/3 2001 (5),Monaco (25),Metz (24),6-1,3-1
?,(Sat) Feb/3 2001 (5),Nantes (25),Paris SG (25),1-0,0-0
?,(Sat) Feb/3 2001 (5),St Etienne (25),Strasbourg (24),3-3,2-1
?,(Sat) Feb/3 2001 (5),Toulouse (25),Bordeaux (25),1-1,1-0
?,(Sun) Feb/4 2001 (5),Lens (25),Lille (25),0-1,0-0
?,(Tue) Feb/6 2001 (6),Lyon (26),Marseille (26),1-1,0-0
?,(Tue) Feb/6 2001 (6),Rennes (25),St Etienne (26),3-0,3-0
?,(Wed) Feb/7 2001 (6),Auxerre (26),Toulouse (26),2-0,0-0
?,(Wed) Feb/7 2001 (6),Bordeaux (26),Monaco (26),2-1,1-1
?,(Wed) Feb/7 2001 (6),Lille (26),Nantes (26),1-1,0-1
?,(Wed) Feb/7 2001 (6),Metz (25),Bastia (26),3-2,2-1
?,(Wed) Feb/7 2001 (6),Paris SG (26),Guingamp (26),1-3,1-2
?,(Wed) Feb/7 2001 (6),Sedan (26),Troyes (25),2-1,0-1
?,(Wed) Feb/7 2001 (6),Strasbourg (25),Lens (26),1-0,0-0
?,(Sat) Feb/17 2001 (7),Guingamp (27),Lille (27),0-1,0-1
?,(Sat) Feb/17 2001 (7),Lens (27),Rennes (26),1-2,0-0
?,(Sat) Feb/17 2001 (7),Marseille (27),Paris SG (27),1-0,0-0
?,(Sat) Feb/17 2001 (7),Monaco (27),Bastia (27),2-1,2-0
?,(Sat) Feb/17 2001 (7),St Etienne (27),Sedan (27),0-2,0-0
?,(Sat) Feb/17 2001 (7),Toulouse (27),Lyon (27),1-1,0-1
?,(Sat) Feb/17 2001 (7),Troyes (26),Metz (26),3-2,2-1
?,(Sun) Feb/18 2001 (7),Bordeaux (27),Auxerre (27),1-0,1-0
?,(Sun) Feb/18 2001 (7),Nantes (27),Strasbourg (26),1-0,0-0
?,(Fri) Feb/23 2001 (8),Troyes (27),Rennes (27),3-1,1-0
?,(Sat) Mar/3 2001 (9),Auxerre (28),Monaco (28),1-0,1-0
?,(Sat) Mar/3 2001 (9),Bastia (28),Troyes (28),2-2,2-2
?,(Sat) Mar/3 2001 (9),Lille (28),Marseille (28),1-0,1-0
?,(Sat) Mar/3 2001 (9),Lyon (28),Bordeaux (28),2-1,0-1
?,(Sat) Mar/3 2001 (9),Metz (27),St Etienne (28),3-0,1-0
?,(Sat) Mar/3 2001 (9),Paris SG (28),Toulouse (28),3-0,0-0
?,(Sat) Mar/3 2001 (9),Sedan (28),Lens (28),2-2,0-1
?,(Sat) Mar/3 2001 (9),Strasbourg (27),Guingamp (28),0-1,0-0
?,(Sun) Mar/4 2001 (9),Rennes (28),Nantes (28),0-2,0-0
?,(Sat) Mar/17 2001 (11),Auxerre (29),Lyon (29),0-3,0-1
?,(Sat) Mar/17 2001 (11),Guingamp (29),Rennes (29),1-6,0-3
?,(Sat) Mar/17 2001 (11),Lens (29),Metz (28),1-1,1-1
?,(Sat) Mar/17 2001 (11),Marseille (29),Strasbourg (28),0-0,0-0
?,(Sat) Mar/17 2001 (11),Monaco (29),Troyes (29),4-3,2-1
?,(Sat) Mar/17 2001 (11),Nantes (29),Sedan (29),4-1,1-0
?,(Sat) Mar/17 2001 (11),St Etienne (29),Bastia (29),2-1,1-0
?,(Sat) Mar/17 2001 (11),Toulouse (29),Lille (29),0-2,0-1
?,(Sun) Mar/18 2001 (11),Bordeaux (29),Paris SG (29),2-0,1-0
?,(Fri) Apr/6 2001 (14),Lille (30),Bordeaux (30),2-2,0-1
?,(Sat) Apr/7 2001 (14),Bastia (30),Lens (30),1-3,0-2
?,(Sat) Apr/7 2001 (14),Lyon (30),Monaco (30),2-1,0-0
?,(Sat) Apr/7 2001 (14),Metz (29),Nantes (30),1-2,1-1
?,(Sat) Apr/7 2001 (14),Paris SG (30),Auxerre (30),3-0,1-0
?,(Sat) Apr/7 2001 (14),Rennes (30),Marseille (30),2-0,0-0
?,(Sat) Apr/7 2001 (14),Sedan (30),Guingamp (30),2-2,1-1
?,(Sat) Apr/7 2001 (14),Strasbourg (29),Toulouse (30),1-0,1-0
?,(Sat) Apr/7 2001 (14),Troyes (30),St Etienne (30),0-0,0-0
?,(Wed) Apr/11 2001 (15),Strasbourg (30),Metz (30),0-1,0-0
?,(Sat) Apr/14 2001 (15),Auxerre (31),Lille (31),1-1,1-1
?,(Sat) Apr/14 2001 (15),Bordeaux (31),Strasbourg (31),2-1,0-0
?,(Sat) Apr/14 2001 (15),Guingamp (31),Metz (31),1-3,1-0
?,(Sat) Apr/14 2001 (15),Marseille (31),Sedan (31),2-1,2-1
?,(Sat) Apr/14 2001 (15),Monaco (31),St Etienne (31),5-3,0-2
?,(Sat) Apr/14 2001 (15),Nantes (31),Bastia (31),1-0,1-0
?,(Sat) Apr/14 2001 (15),Toulouse (31),Rennes (31),2-0,1-0
?,(Sun) Apr/15 2001 (15),Lyon (31),Paris SG (31),2-0,1-0
?,(Sat) Apr/28 2001 (17),Bastia (32),Guingamp (32),2-0,1-0
?,(Sat) Apr/28 2001 (17),Lille (32),Lyon (32),1-2,1-1
?,(Sat) Apr/28 2001 (17),Metz (32),Marseille (32),1-0,0-0
?,(Sat) Apr/28 2001 (17),Paris SG (32),Monaco (32),1-1,0-0
?,(Sat) Apr/28 2001 (17),Rennes (32),Bordeaux (32),1-2,0-2
?,(Sat) Apr/28 2001 (17),Sedan (32),Toulouse (32),2-3,2-1
?,(Sat) Apr/28 2001 (17),St Etienne (32),Lens (31),1-1,0-1
?,(Sat) Apr/28 2001 (17),Strasbourg (32),Auxerre (32),1-0,1-0
?,(Sun) Apr/29 2001 (17),Troyes (31),Nantes (32),0-1,0-0
?,(Fri) May/4 2001 (18),Lens (32),Troyes (32),1-1,1-0
?,(Sat) May/12 2001 (19),Auxerre (33),Rennes (33),0-1,0-1
?,(Sat) May/12 2001 (19),Bordeaux (33),Sedan (33),2-2,1-1
?,(Sat) May/12 2001 (19),Guingamp (33),Troyes (33),1-1,1-0
?,(Sat) May/12 2001 (19),Lyon (33),Strasbourg (33),5-0,2-0
?,(Sat) May/12 2001 (19),Marseille (33),Bastia (33),2-1,1-0
?,(Sat) May/12 2001 (19),Monaco (33),Lens (33),0-0,0-0
?,(Sat) May/12 2001 (19),Nantes (33),St Etienne (33),1-0,1-0
?,(Sat) May/12 2001 (19),Paris SG (33),Lille (33),2-2,0-1
?,(Sat) May/12 2001 (19),Toulouse (33),Metz (33),2-1,0-1
?,(Sat) May/19 2001 (20),Bastia (34),Toulouse (34),5-1,2-1
?,(Sat) May/19 2001 (20),Lens (34),Nantes (34),1-4,0-1
?,(Sat) May/19 2001 (20),Metz (34),Bordeaux (34),2-0,0-0
?,(Sat) May/19 2001 (20),Monaco (34),Lille (34),1-2,1-1
?,(Sat) May/19 2001 (20),Rennes (34),Lyon (34),3-4,3-2
?,(Sat) May/19 2001 (20),Sedan (34),Auxerre (34),1-0,1-0
?,(Sat) May/19 2001 (20),St Etienne (34),Guingamp (34),2-2,1-0
?,(Sat) May/19 2001 (20),Strasbourg (34),Paris SG (34),1-2,0-0
?,(Sat) May/19 2001 (20),Troyes (34),Marseille (34),1-1,1-1
