Date,Team 1,FT,Team 2
Fri Aug 18 2000,Sparta Rotterdam,2-2,Roda JC Kerkrade
Sat Aug 19 2000,Feyenoord,2-0,AZ Alkmaar
Sat Aug 19 2000,NAC Breda,0-1,RKC Waalwijk
Sat Aug 19 2000,De Graafschap,2-0,PSV Eindhoven
Sun Aug 20 2000,FC Utrecht,2-0,SC Heerenveen
Sun Aug 20 2000,RBC Roosendaal,2-3,NEC Nijmegen
Sun Aug 20 2000,FC Groningen,1-1,Willem II
Sun Aug 20 2000,Vitesse,3-1,FC Twente
Tue Aug 22 2000,AFC Ajax,5-0,Fortuna Sittard
Wed Aug 23 2000,FC Groningen,4-4,NEC Nijmegen
Sat Aug 26 2000,AZ Alkmaar,3-0,RBC Roosendaal
Sat Aug 26 2000,Willem II,2-0,RKC Waalwijk
Sat Aug 26 2000,NAC Breda,5-1,FC Groningen
Sat Aug 26 2000,De Graafschap,1-3,Roda JC Kerkrade
Sat Aug 26 2000,Fortuna Sittard,0-2,SC Heerenveen
Sun Aug 27 2000,FC Twente,1-2,Feyenoord
Sun Aug 27 2000,FC Utrecht,1-3,PSV Eindhoven
Sun Aug 27 2000,NEC Nijmegen,4-1,Vitesse
Sun Aug 27 2000,Sparta Rotterdam,3-0,AFC Ajax
Sun Sep 3 2000,RKC Waalwijk,2-1,RBC Roosendaal
Tue Sep 5 2000,PSV Eindhoven,2-2,Willem II
Wed Sep 6 2000,AFC Ajax,0-0,NEC Nijmegen
Wed Sep 6 2000,FC Twente,2-2,SC Heerenveen
Wed Sep 6 2000,NAC Breda,1-1,Roda JC Kerkrade
Wed Sep 6 2000,RKC Waalwijk,3-0,AZ Alkmaar
Wed Sep 6 2000,FC Groningen,1-0,De Graafschap
Wed Sep 6 2000,Vitesse,5-1,Sparta Rotterdam
Fri Sep 8 2000,Fortuna Sittard,0-3,PSV Eindhoven
Sat Sep 9 2000,AFC Ajax,3-1,FC Groningen
Sat Sep 9 2000,Feyenoord,3-1,RKC Waalwijk
Sat Sep 9 2000,SC Heerenveen,2-1,NAC Breda
Sat Sep 9 2000,Roda JC Kerkrade,2-2,FC Twente
Sat Sep 9 2000,Willem II,2-2,Vitesse
Sat Sep 9 2000,De Graafschap,4-2,AZ Alkmaar
Sun Sep 10 2000,NEC Nijmegen,1-1,FC Utrecht
Sun Sep 10 2000,Sparta Rotterdam,3-5,RBC Roosendaal
Wed Sep 13 2000,NAC Breda,2-1,RBC Roosendaal
Sat Sep 16 2000,PSV Eindhoven,2-1,Sparta Rotterdam
Sat Sep 16 2000,NAC Breda,3-0,De Graafschap
Sun Sep 17 2000,AZ Alkmaar,3-2,AFC Ajax
Sun Sep 17 2000,FC Utrecht,1-2,FC Twente
Sun Sep 17 2000,RBC Roosendaal,0-2,FC Groningen
Sun Sep 17 2000,NEC Nijmegen,1-1,Fortuna Sittard
Sun Sep 17 2000,Vitesse,1-0,RKC Waalwijk
Fri Sep 22 2000,AFC Ajax,2-0,RBC Roosendaal
Sat Sep 23 2000,Fortuna Sittard,1-4,Vitesse
Sun Sep 24 2000,FC Twente,3-1,De Graafschap
Sun Sep 24 2000,NAC Breda,2-0,Willem II
Sun Sep 24 2000,RKC Waalwijk,0-0,NEC Nijmegen
Sun Sep 24 2000,FC Groningen,1-3,FC Utrecht
Sun Oct 1 2000,Roda JC Kerkrade,4-2,AZ Alkmaar
Sun Oct 1 2000,RKC Waalwijk,1-1,FC Twente
Sun Oct 1 2000,FC Groningen,0-1,PSV Eindhoven
Sun Oct 1 2000,Vitesse,2-1,FC Utrecht
Sun Oct 1 2000,Sparta Rotterdam,1-2,Willem II
Sun Oct 1 2000,De Graafschap,2-3,Feyenoord
Mon Oct 2 2000,SC Heerenveen,2-2,AFC Ajax
Fri Oct 13 2000,AZ Alkmaar,3-1,NAC Breda
Sat Oct 14 2000,PSV Eindhoven,0-0,NEC Nijmegen
Sat Oct 14 2000,SC Heerenveen,1-1,RKC Waalwijk
Sat Oct 14 2000,Roda JC Kerkrade,2-0,FC Groningen
Sat Oct 14 2000,Willem II,6-2,FC Utrecht
Sat Oct 14 2000,FC Twente,1-1,Fortuna Sittard
Sun Oct 15 2000,RBC Roosendaal,2-4,De Graafschap
Sun Oct 15 2000,Vitesse,3-2,AFC Ajax
Sun Oct 15 2000,Sparta Rotterdam,1-4,Feyenoord
Fri Oct 20 2000,AFC Ajax,4-2,Roda JC Kerkrade
Sat Oct 21 2000,Feyenoord,2-0,SC Heerenveen
Sat Oct 21 2000,FC Twente,3-1,Sparta Rotterdam
Sat Oct 21 2000,De Graafschap,1-1,Willem II
Sun Oct 22 2000,AZ Alkmaar,0-2,Vitesse
Sun Oct 22 2000,FC Utrecht,5-3,RBC Roosendaal
Sun Oct 22 2000,FC Groningen,4-0,Fortuna Sittard
Fri Oct 27 2000,AZ Alkmaar,5-0,FC Twente
Fri Oct 27 2000,Fortuna Sittard,1-2,NAC Breda
Sat Oct 28 2000,SC Heerenveen,1-0,De Graafschap
Sun Oct 29 2000,PSV Eindhoven,1-1,AFC Ajax
Sun Oct 29 2000,Roda JC Kerkrade,0-1,RKC Waalwijk
Sun Oct 29 2000,FC Utrecht,1-1,Feyenoord
Sun Oct 29 2000,NEC Nijmegen,3-0,Willem II
Sun Oct 29 2000,Sparta Rotterdam,2-0,FC Groningen
Wed Nov 1 2000,PSV Eindhoven,2-0,Vitesse
Wed Nov 1 2000,SC Heerenveen,1-1,Sparta Rotterdam
Wed Nov 1 2000,Roda JC Kerkrade,1-0,Fortuna Sittard
Wed Nov 1 2000,RKC Waalwijk,4-1,FC Utrecht
Wed Nov 1 2000,NEC Nijmegen,2-1,De Graafschap
Thu Nov 2 2000,Feyenoord,5-1,RBC Roosendaal
Sat Nov 4 2000,FC Twente,0-2,PSV Eindhoven
Sat Nov 4 2000,NAC Breda,2-2,NEC Nijmegen
Sun Nov 5 2000,Feyenoord,4-2,Roda JC Kerkrade
Sun Nov 5 2000,Willem II,0-1,AFC Ajax
Sun Nov 5 2000,FC Utrecht,1-1,Sparta Rotterdam
Sun Nov 5 2000,RBC Roosendaal,3-1,Fortuna Sittard
Sun Nov 5 2000,FC Groningen,1-2,AZ Alkmaar
Sun Nov 5 2000,De Graafschap,1-2,Vitesse
Fri Nov 10 2000,RBC Roosendaal,2-1,Willem II
Sat Nov 11 2000,Fortuna Sittard,0-0,RKC Waalwijk
Sun Nov 12 2000,AFC Ajax,4-1,De Graafschap
Sun Nov 12 2000,AZ Alkmaar,2-1,FC Utrecht
Sun Nov 12 2000,PSV Eindhoven,1-0,Feyenoord
Sun Nov 12 2000,Roda JC Kerkrade,3-1,SC Heerenveen
Sun Nov 12 2000,FC Twente,4-0,NAC Breda
Sun Nov 12 2000,Vitesse,2-2,FC Groningen
Sun Nov 12 2000,Sparta Rotterdam,0-2,NEC Nijmegen
Fri Nov 17 2000,Roda JC Kerkrade,2-1,FC Utrecht
Sat Nov 18 2000,SC Heerenveen,1-4,PSV Eindhoven
Sat Nov 18 2000,Willem II,2-2,FC Twente
Sat Nov 18 2000,Vitesse,2-1,RBC Roosendaal
Sat Nov 18 2000,Fortuna Sittard,1-1,AZ Alkmaar
Sun Nov 19 2000,NAC Breda,0-3,AFC Ajax
Sun Nov 19 2000,RKC Waalwijk,1-0,De Graafschap
Sun Nov 19 2000,NEC Nijmegen,1-3,Feyenoord
Sat Nov 25 2000,AZ Alkmaar,1-1,Sparta Rotterdam
Sat Nov 25 2000,RBC Roosendaal,0-4,Roda JC Kerkrade
Sat Nov 25 2000,De Graafschap,5-1,Fortuna Sittard
Sun Nov 26 2000,PSV Eindhoven,2-1,NAC Breda
Sun Nov 26 2000,Feyenoord,1-0,Willem II
Sun Nov 26 2000,FC Twente,3-0,FC Groningen
Sun Nov 26 2000,FC Utrecht,2-1,AFC Ajax
Sun Nov 26 2000,NEC Nijmegen,0-0,SC Heerenveen
Tue Nov 28 2000,Roda JC Kerkrade,2-3,Vitesse
Wed Nov 29 2000,Feyenoord,2-1,Sparta Rotterdam
Wed Nov 29 2000,SC Heerenveen,1-1,AZ Alkmaar
Wed Nov 29 2000,RBC Roosendaal,0-1,NAC Breda
Thu Nov 30 2000,AFC Ajax,3-0,RKC Waalwijk
Fri Dec 1 2000,Roda JC Kerkrade,1-2,PSV Eindhoven
Sat Dec 2 2000,Willem II,1-1,AZ Alkmaar
Sat Dec 2 2000,Sparta Rotterdam,2-1,De Graafschap
Sat Dec 2 2000,Fortuna Sittard,0-1,FC Utrecht
Sun Dec 3 2000,AFC Ajax,6-2,SC Heerenveen
Sun Dec 3 2000,RKC Waalwijk,0-0,FC Groningen
Sun Dec 3 2000,NEC Nijmegen,1-0,FC Twente
Sat Dec 9 2000,AZ Alkmaar,0-0,NEC Nijmegen
Sat Dec 9 2000,Roda JC Kerkrade,0-1,Willem II
Sat Dec 9 2000,De Graafschap,0-4,FC Groningen
Sat Dec 9 2000,Fortuna Sittard,2-1,Sparta Rotterdam
Sun Dec 10 2000,Feyenoord,3-1,AFC Ajax
Sun Dec 10 2000,FC Utrecht,5-0,NAC Breda
Sun Dec 10 2000,Vitesse,0-0,SC Heerenveen
Tue Dec 12 2000,FC Twente,0-2,Roda JC Kerkrade
Tue Dec 12 2000,RKC Waalwijk,1-1,PSV Eindhoven
Wed Dec 13 2000,SC Heerenveen,0-1,Willem II
