Date,Team 1,FT,Team 2
Tue Sep 1 1908,Blackburn Rovers,1-1,Bristol City
Tue Sep 1 1908,Bury FC,1-2,Sheffield United
Tue Sep 1 1908,Chelsea FC,0-0,Preston North End
Tue Sep 1 1908,Leicester City,1-1,Sheffield Wednesday
Tue Sep 1 1908,Liverpool FC,3-2,Aston Villa
Tue Sep 1 1908,Manchester City,1-0,Sunderland Afc
Wed Sep 2 1908,Arsenal FC,0-4,Everton FC
Wed Sep 2 1908,Newcastle United,1-0,Bradford City
Sat Sep 5 1908,Aston Villa,1-1,Sheffield Wednesday
Sat Sep 5 1908,Bristol City,0-2,Everton FC
Sat Sep 5 1908,Bury FC,4-2,Sunderland Afc
Sat Sep 5 1908,Liverpool FC,2-1,Chelsea FC
Sat Sep 5 1908,Manchester City,3-3,Blackburn Rovers
Sat Sep 5 1908,Middlesbrough FC,1-0,Bradford City
Sat Sep 5 1908,Newcastle United,2-0,Leicester City
Sat Sep 5 1908,Notts County,2-1,Arsenal FC
Sat Sep 5 1908,Preston North End,0-3,Manchester United
Sat Sep 5 1908,Sheffield United,1-2,Nottingham Forest
Mon Sep 7 1908,Everton FC,0-3,Arsenal FC
Mon Sep 7 1908,Manchester United,2-1,Bury FC
Mon Sep 7 1908,Preston North End,6-0,Chelsea FC
Wed Sep 9 1908,Middlesbrough FC,0-3,Sunderland Afc
Wed Sep 9 1908,Newcastle United,2-1,Bristol City
Sat Sep 12 1908,Arsenal FC,1-2,Newcastle United
Sat Sep 12 1908,Blackburn Rovers,1-0,Liverpool FC
Sat Sep 12 1908,Bradford City,0-0,Manchester City
Sat Sep 12 1908,Chelsea FC,4-1,Bury FC
Sat Sep 12 1908,Everton FC,0-1,Preston North End
Sat Sep 12 1908,Leicester City,1-1,Bristol City
Sat Sep 12 1908,Manchester United,6-3,Middlesbrough FC
Sat Sep 12 1908,Nottingham Forest,1-2,Aston Villa
Sat Sep 12 1908,Sheffield Wednesday,2-0,Notts County
Sat Sep 12 1908,Sunderland Afc,3-1,Sheffield United
Mon Sep 14 1908,Sheffield United,0-2,Liverpool FC
Sat Sep 19 1908,Aston Villa,2-0,Sunderland Afc
Sat Sep 19 1908,Bristol City,2-1,Arsenal FC
Sat Sep 19 1908,Bury FC,1-1,Blackburn Rovers
Sat Sep 19 1908,Liverpool FC,4-0,Bradford City
Sat Sep 19 1908,Manchester City,1-2,Manchester United
Sat Sep 19 1908,Middlesbrough FC,2-3,Everton FC
Sat Sep 19 1908,Newcastle United,1-0,Notts County
Sat Sep 19 1908,Nottingham Forest,1-2,Sheffield Wednesday
Sat Sep 19 1908,Preston North End,0-1,Leicester City
Sat Sep 19 1908,Sheffield United,1-3,Chelsea FC
Mon Sep 21 1908,Chelsea FC,2-1,Nottingham Forest
Sat Sep 26 1908,Arsenal FC,1-0,Preston North End
Sat Sep 26 1908,Blackburn Rovers,0-1,Sheffield United
Sat Sep 26 1908,Bradford City,4-1,Bury FC
Sat Sep 26 1908,Chelsea FC,0-2,Aston Villa
Sat Sep 26 1908,Everton FC,6-3,Manchester City
Sat Sep 26 1908,Leicester City,1-1,Middlesbrough FC
Sat Sep 26 1908,Manchester United,3-2,Liverpool FC
Sat Sep 26 1908,Notts County,0-1,Bristol City
Sat Sep 26 1908,Sheffield Wednesday,2-0,Newcastle United
Sat Sep 26 1908,Sunderland Afc,2-1,Nottingham Forest
Thu Oct 1 1908,Nottingham Forest,5-1,Liverpool FC
Sat Oct 3 1908,Aston Villa,1-1,Blackburn Rovers
Sat Oct 3 1908,Bristol City,3-3,Newcastle United
Sat Oct 3 1908,Bury FC,2-2,Manchester United
Sat Oct 3 1908,Liverpool FC,0-1,Everton FC
Sat Oct 3 1908,Manchester City,5-2,Leicester City
Sat Oct 3 1908,Middlesbrough FC,1-1,Arsenal FC
Sat Oct 3 1908,Nottingham Forest,2-1,Chelsea FC
Sat Oct 3 1908,Preston North End,0-0,Notts County
Sat Oct 3 1908,Sheffield United,3-0,Bradford City
Sat Oct 3 1908,Sunderland Afc,4-2,Sheffield Wednesday
Sat Oct 10 1908,Arsenal FC,3-0,Manchester City
Sat Oct 10 1908,Blackburn Rovers,0-3,Nottingham Forest
Sat Oct 10 1908,Bradford City,1-1,Aston Villa
Sat Oct 10 1908,Chelsea FC,2-0,Sunderland Afc
Sat Oct 10 1908,Everton FC,4-0,Bury FC
Sat Oct 10 1908,Leicester City,3-2,Liverpool FC
Sat Oct 10 1908,Manchester United,2-1,Sheffield United
Sat Oct 10 1908,Newcastle United,2-0,Preston North End
Sat Oct 10 1908,Notts County,3-2,Middlesbrough FC
Sat Oct 10 1908,Sheffield Wednesday,2-0,Bristol City
Sat Oct 17 1908,Aston Villa,3-1,Manchester United
Sat Oct 17 1908,Bury FC,2-2,Leicester City
Sat Oct 17 1908,Chelsea FC,2-2,Sheffield Wednesday
Sat Oct 17 1908,Liverpool FC,2-2,Arsenal FC
Sat Oct 17 1908,Manchester City,1-0,Notts County
Sat Oct 17 1908,Middlesbrough FC,0-0,Newcastle United
Sat Oct 17 1908,Nottingham Forest,2-1,Bradford City
Sat Oct 17 1908,Preston North End,2-1,Bristol City
Sat Oct 17 1908,Sheffield United,1-5,Everton FC
Sat Oct 17 1908,Sunderland Afc,0-1,Blackburn Rovers
Sat Oct 24 1908,Arsenal FC,4-0,Bury FC
Sat Oct 24 1908,Blackburn Rovers,2-0,Chelsea FC
Sat Oct 24 1908,Bradford City,0-2,Sunderland Afc
Sat Oct 24 1908,Bristol City,1-1,Middlesbrough FC
Sat Oct 24 1908,Everton FC,3-1,Aston Villa
Sat Oct 24 1908,Leicester City,1-1,Sheffield United
Sat Oct 24 1908,Manchester United,2-2,Nottingham Forest
Sat Oct 24 1908,Newcastle United,2-0,Manchester City
Sat Oct 24 1908,Notts County,1-2,Liverpool FC
Sat Oct 24 1908,Sheffield Wednesday,1-0,Preston North End
Sat Oct 31 1908,Aston Villa,1-1,Leicester City
Sat Oct 31 1908,Blackburn Rovers,2-2,Sheffield Wednesday
Sat Oct 31 1908,Bury FC,3-1,Notts County
Sat Oct 31 1908,Chelsea FC,1-1,Bradford City
Sat Oct 31 1908,Liverpool FC,2-1,Newcastle United
Sat Oct 31 1908,Manchester City,5-1,Bristol City
Sat Oct 31 1908,Middlesbrough FC,4-2,Preston North End
Sat Oct 31 1908,Nottingham Forest,1-2,Everton FC
Sat Oct 31 1908,Sheffield United,1-1,Arsenal FC
Sat Oct 31 1908,Sunderland Afc,6-1,Manchester United
Sat Nov 7 1908,Arsenal FC,0-1,Aston Villa
Sat Nov 7 1908,Bradford City,0-2,Blackburn Rovers
Sat Nov 7 1908,Bristol City,1-0,Liverpool FC
Sat Nov 7 1908,Everton FC,4-0,Sunderland Afc
Sat Nov 7 1908,Leicester City,0-3,Nottingham Forest
Sat Nov 7 1908,Manchester United,0-1,Chelsea FC
Sat Nov 7 1908,Newcastle United,3-1,Bury FC
Sat Nov 7 1908,Notts County,3-1,Sheffield United
Sat Nov 7 1908,Preston North End,3-0,Manchester City
Sat Nov 7 1908,Sheffield Wednesday,3-2,Middlesbrough FC
Sat Nov 14 1908,Aston Villa,1-1,Notts County
Sat Nov 14 1908,Blackburn Rovers,1-3,Manchester United
Sat Nov 14 1908,Bradford City,0-0,Sheffield Wednesday
Sat Nov 14 1908,Bury FC,1-2,Bristol City
Sat Nov 14 1908,Chelsea FC,3-3,Everton FC
Sat Nov 14 1908,Liverpool FC,2-1,Preston North End
Sat Nov 14 1908,Manchester City,0-0,Middlesbrough FC
Sat Nov 14 1908,Nottingham Forest,0-1,Arsenal FC
Sat Nov 14 1908,Sheffield United,1-1,Newcastle United
Sat Nov 14 1908,Sunderland Afc,3-1,Leicester City
