Date,Team 1,FT,Team 2
Fri Aug 19 2016,Malaga CF,1-1,CA Osasuna
Fri Aug 19 2016,Deportivo La Coruna,2-1,Sd Eibar
Sat Aug 20 2016,FC Barcelona,6-2,Real Betis
Sat Aug 20 2016,Granada CF,1-1,Villarreal CF
Sat Aug 20 2016,Sevilla FC,6-4,Espanyol Barcelona
Sun Aug 21 2016,Sporting Gijon,2-1,Athletic Bilbao
Sun Aug 21 2016,Real Sociedad,0-3,Real Madrid
Sun Aug 21 2016,Atletico Madrid,1-1,Cd Alaves
Mon Aug 22 2016,Celta Vigo,0-1,CD Leganes
Mon Aug 22 2016,Valencia CF,2-4,Ud Las Palmas
Fri Aug 26 2016,Real Betis,0-0,Deportivo La Coruna
Fri Aug 26 2016,Espanyol Barcelona,2-2,Malaga CF
Sat Aug 27 2016,CA Osasuna,0-2,Real Sociedad
Sat Aug 27 2016,Sd Eibar,1-0,Valencia CF
Sat Aug 27 2016,Real Madrid,2-1,Celta Vigo
Sat Aug 27 2016,CD Leganes,0-0,Atletico Madrid
Sun Aug 28 2016,Ud Las Palmas,5-1,Granada CF
Sun Aug 28 2016,Cd Alaves,0-0,Sporting Gijon
Sun Aug 28 2016,Athletic Bilbao,0-1,FC Barcelona
Sun Aug 28 2016,Villarreal CF,0-0,Sevilla FC
Fri Sep 9 2016,Real Sociedad,1-1,Espanyol Barcelona
Sat Sep 10 2016,Celta Vigo,0-4,Atletico Madrid
Sat Sep 10 2016,Real Madrid,5-2,CA Osasuna
Sat Sep 10 2016,Malaga CF,0-2,Villarreal CF
Sat Sep 10 2016,Sevilla FC,2-1,Ud Las Palmas
Sat Sep 10 2016,FC Barcelona,1-2,Cd Alaves
Sun Sep 11 2016,Sporting Gijon,2-1,CD Leganes
Sun Sep 11 2016,Valencia CF,2-3,Real Betis
Sun Sep 11 2016,Granada CF,1-2,Sd Eibar
Sun Sep 11 2016,Deportivo La Coruna,0-1,Athletic Bilbao
Fri Sep 16 2016,Real Betis,2-2,Granada CF
Sat Sep 17 2016,CD Leganes,1-5,FC Barcelona
Sat Sep 17 2016,Atletico Madrid,5-0,Sporting Gijon
Sat Sep 17 2016,Sd Eibar,1-1,Sevilla FC
Sat Sep 17 2016,Ud Las Palmas,1-0,Malaga CF
