Date,Team 1,FT,Team 2
Fri Aug 12 2016,Rio Ave FC,1-3,FC Porto
Sat Aug 13 2016,Moreirense FC,1-1,Pacos De Ferreira
Sat Aug 13 2016,Sporting CP,2-0,CS Maritimo
Sat Aug 13 2016,CD Tondela,0-2,Sl Benfica
Sun Aug 14 2016,Boavista Porto,2-0,FC Arouca
Sun Aug 14 2016,Vitoria Setubal,2-0,Os Belenenses
Sun Aug 14 2016,Vitoria Guimaraes,0-1,Sporting Braga
Mon Aug 15 2016,GD Estoril,0-2,Cd Feirense
Fri Aug 19 2016,Os Belenenses,0-0,Boavista Porto
Sat Aug 20 2016,CS Maritimo,0-2,Vitoria Guimaraes
Sat Aug 20 2016,GD Chaves,1-1,CD Tondela
Sat Aug 20 2016,Pacos De Ferreira,0-1,Sporting CP
Sat Aug 20 2016,FC Porto,1-0,GD Estoril
Sun Aug 21 2016,Cd Feirense,0-3,Moreirense FC
Sun Aug 21 2016,FC Arouca,2-0,CD Nacional
Sun Aug 21 2016,Sl Benfica,1-1,Vitoria Setubal
Mon Aug 22 2016,Sporting Braga,1-1,Rio Ave FC
Fri Aug 26 2016,Vitoria Guimaraes,5-3,Pacos De Ferreira
Sat Aug 27 2016,CD Tondela,0-1,Os Belenenses
Sat Aug 27 2016,GD Estoril,1-3,Sporting Braga
Sat Aug 27 2016,CD Nacional,1-3,Sl Benfica
Sun Aug 28 2016,Boavista Porto,2-2,GD Chaves
Sun Aug 28 2016,Moreirense FC,0-1,CS Maritimo
Sun Aug 28 2016,Sporting CP,2-1,FC Porto
Sun Aug 28 2016,Rio Ave FC,1-0,Cd Feirense
Sun Aug 28 2016,Vitoria Setubal,2-0,FC Arouca
Sun Sep 4 2016,CD Nacional,0-1,GD Chaves
Fri Sep 9 2016,FC Arouca,1-2,Sl Benfica
Sat Sep 10 2016,Os Belenenses,2-1,CD Nacional
Sat Sep 10 2016,Sporting CP,3-0,Moreirense FC
Sat Sep 10 2016,FC Porto,3-0,Vitoria Guimaraes
Sun Sep 11 2016,Pacos De Ferreira,0-0,GD Estoril
Sun Sep 11 2016,CS Maritimo,0-1,Rio Ave FC
Sun Sep 11 2016,Sporting Braga,3-0,Boavista Porto
Sun Sep 11 2016,GD Chaves,0-0,Vitoria Setubal
Mon Sep 12 2016,Cd Feirense,2-1,CD Tondela
Fri Sep 16 2016,CD Nacional,2-0,CS Maritimo
Sat Sep 17 2016,GD Estoril,2-0,Moreirense FC
Sat Sep 17 2016,Vitoria Setubal,1-4,Pacos De Ferreira
Sat Sep 17 2016,Vitoria Guimaraes,1-1,Os Belenenses
Sun Sep 18 2016,FC Arouca,0-1,GD Chaves
Sun Sep 18 2016,Boavista Porto,1-2,Cd Feirense
Sun Sep 18 2016,CD Tondela,0-0,FC Porto
Sun Sep 18 2016,Rio Ave FC,3-1,Sporting CP
Mon Sep 19 2016,Sl Benfica,3-1,Sporting Braga
