Date,Team 1,FT,Team 2
Fri Aug 5 2016,NEC Nijmegen,1-1,PEC Zwolle
Sat Aug 6 2016,ADO Den Haag,3-0,Go Ahead Eagles
Sat Aug 6 2016,FC Utrecht,1-2,PSV Eindhoven
Sat Aug 6 2016,FC Twente,1-2,Sbv Excelsior
Sat Aug 6 2016,Willem II,1-4,Vitesse
Sun Aug 7 2016,FC Groningen,0-5,Feyenoord
Sun Aug 7 2016,AZ Alkmaar,2-2,SC Heerenveen
Sun Aug 7 2016,Sparta Rotterdam,1-3,AFC Ajax
Sun Aug 7 2016,Roda JC Kerkrade,1-1,Heracles Almelo
Fri Aug 12 2016,SC Heerenveen,2-2,FC Utrecht
Sat Aug 13 2016,Sbv Excelsior,2-0,FC Groningen
Sat Aug 13 2016,AFC Ajax,2-2,Roda JC Kerkrade
Sat Aug 13 2016,Vitesse,1-2,ADO Den Haag
Sat Aug 13 2016,PEC Zwolle,0-3,Sparta Rotterdam
Sun Aug 14 2016,Heracles Almelo,3-1,Willem II
Sun Aug 14 2016,Go Ahead Eagles,2-2,NEC Nijmegen
Sun Aug 14 2016,Feyenoord,2-0,FC Twente
Sun Aug 14 2016,PSV Eindhoven,1-0,AZ Alkmaar
Fri Aug 19 2016,Sbv Excelsior,1-2,ADO Den Haag
Sat Aug 20 2016,Roda JC Kerkrade,0-1,Vitesse
Sat Aug 20 2016,AFC Ajax,1-2,Willem II
Sat Aug 20 2016,PEC Zwolle,0-4,PSV Eindhoven
Sat Aug 20 2016,NEC Nijmegen,2-1,SC Heerenveen
Sun Aug 21 2016,FC Groningen,3-4,FC Twente
Sun Aug 21 2016,FC Utrecht,1-2,AZ Alkmaar
Sun Aug 21 2016,Sparta Rotterdam,1-0,Go Ahead Eagles
Sun Aug 21 2016,Heracles Almelo,0-1,Feyenoord
Fri Aug 26 2016,Vitesse,1-1,FC Utrecht
Sat Aug 27 2016,Willem II,0-0,Roda JC Kerkrade
Sat Aug 27 2016,SC Heerenveen,1-0,PEC Zwolle
Sat Aug 27 2016,Feyenoord,4-1,Sbv Excelsior
Sat Aug 27 2016,FC Twente,3-1,Sparta Rotterdam
Sun Aug 28 2016,PSV Eindhoven,0-0,FC Groningen
Sun Aug 28 2016,ADO Den Haag,1-1,Heracles Almelo
Sun Aug 28 2016,Go Ahead Eagles,0-3,AFC Ajax
Sun Aug 28 2016,AZ Alkmaar,2-0,NEC Nijmegen
Sat Sep 10 2016,AZ Alkmaar,2-0,Willem II
Sat Sep 10 2016,PEC Zwolle,1-1,FC Utrecht
Sat Sep 10 2016,NEC Nijmegen,0-4,PSV Eindhoven
Sat Sep 10 2016,Sbv Excelsior,3-1,Heracles Almelo
Sat Sep 10 2016,SC Heerenveen,3-1,FC Twente
Sun Sep 11 2016,Feyenoord,3-1,ADO Den Haag
Sun Sep 11 2016,FC Groningen,1-1,Sparta Rotterdam
Sun Sep 11 2016,Go Ahead Eagles,2-0,Roda JC Kerkrade
Sun Sep 11 2016,AFC Ajax,1-0,Vitesse
Fri Sep 16 2016,FC Utrecht,1-5,FC Groningen
Sat Sep 17 2016,FC Twente,4-1,ADO Den Haag
Sat Sep 17 2016,Vitesse,2-0,Go Ahead Eagles
Sat Sep 17 2016,Roda JC Kerkrade,0-3,SC Heerenveen
Sat Sep 17 2016,Willem II,1-1,Sbv Excelsior
Sun Sep 18 2016,Sparta Rotterdam,2-0,NEC Nijmegen
Sun Sep 18 2016,PEC Zwolle,0-2,AZ Alkmaar
Sun Sep 18 2016,PSV Eindhoven,0-1,Feyenoord
Sun Sep 18 2016,Heracles Almelo,0-2,AFC Ajax
Sat Sep 24 2016,ADO Den Haag,0-3,SC Heerenveen
Sat Sep 24 2016,FC Groningen,0-0,Heracles Almelo
Sat Sep 24 2016,AFC Ajax,5-1,PEC Zwolle
Sat Sep 24 2016,AZ Alkmaar,2-2,Go Ahead Eagles
Sat Sep 24 2016,Sbv Excelsior,1-3,PSV Eindhoven
Sun Sep 25 2016,NEC Nijmegen,0-0,Willem II
Sun Sep 25 2016,FC Utrecht,2-0,Sparta Rotterdam
Sun Sep 25 2016,FC Twente,2-1,Vitesse
Sun Sep 25 2016,Feyenoord,5-0,Roda JC Kerkrade
Fri Sep 30 2016,PEC Zwolle,2-1,ADO Den Haag
Sat Oct 1 2016,Vitesse,2-1,FC Groningen
Sat Oct 1 2016,SC Heerenveen,1-1,PSV Eindhoven
Sat Oct 1 2016,Roda JC Kerkrade,0-1,NEC Nijmegen
Sat Oct 1 2016,Go Ahead Eagles,3-0,Sbv Excelsior
Sun Oct 2 2016,AFC Ajax,3-2,FC Utrecht
Sun Oct 2 2016,Willem II,0-2,Feyenoord
Sun Oct 2 2016,Heracles Almelo,1-1,FC Twente
Sun Oct 2 2016,Sparta Rotterdam,1-1,AZ Alkmaar
Sat Oct 15 2016,Sparta Rotterdam,2-2,Willem II
Sat Oct 15 2016,FC Utrecht,3-0,Go Ahead Eagles
Sat Oct 15 2016,PSV Eindhoven,1-1,Heracles Almelo
Sat Oct 15 2016,AZ Alkmaar,2-2,Vitesse
Sat Oct 15 2016,FC Groningen,0-3,SC Heerenveen
Sun Oct 16 2016,FC Twente,2-2,PEC Zwolle
Sun Oct 16 2016,Sbv Excelsior,0-1,Roda JC Kerkrade
Sun Oct 16 2016,NEC Nijmegen,1-2,Feyenoord
Sun Oct 16 2016,ADO Den Haag,0-2,AFC Ajax
Fri Oct 21 2016,Sbv Excelsior,0-2,PEC Zwolle
Sat Oct 22 2016,Go Ahead Eagles,0-2,FC Twente
Sat Oct 22 2016,PSV Eindhoven,1-0,Sparta Rotterdam
Sat Oct 22 2016,Roda JC Kerkrade,1-1,ADO Den Haag
Sat Oct 22 2016,Willem II,0-1,FC Utrecht
