Date,Team 1,FT,Team 2
Sat Feb 2 1991,Santos FC,0-0,Vasco Da Gama
Sun Feb 3 1991,Corinthians SP,1-1,EC Vitoria Ba
Sun Feb 3 1991,Portuguesa,1-0,Sport Club Recife
Sun Feb 3 1991,Fluminense RJ,4-2,Se Palmeiras
Sun Feb 3 1991,Botafogo RJ,2-0,Clube Nautico
Sun Feb 3 1991,CA Bragantino,1-1,EC Bahia
Sun Feb 3 1991,Atletico Paranaense,3-0,Flamengo RJ
Sun Feb 3 1991,Cruzeiro EC,0-0,Internacional
Sun Feb 3 1991,Gremio Porto Alegre,3-2,Goias EC
Wed Feb 6 1991,Flamengo RJ,1-0,Sao Paulo FC
Wed Feb 6 1991,CA Bragantino,2-0,Corinthians SP
Wed Feb 6 1991,Botafogo RJ,2-0,Portuguesa
Wed Feb 6 1991,Cruzeiro EC,3-0,Vasco Da Gama
Wed Feb 6 1991,EC Bahia,2-2,Atletico Mineiro
Wed Feb 6 1991,Clube Nautico,2-0,Santos FC
Wed Feb 6 1991,Sport Club Recife,1-2,Se Palmeiras
Wed Feb 6 1991,Internacional,2-1,EC Vitoria Ba
Thu Feb 7 1991,Fluminense RJ,3-2,Goias EC
Thu Feb 7 1991,Atletico Paranaense,4-2,Gremio Porto Alegre
Sat Feb 16 1991,Corinthians SP,2-1,Botafogo RJ
Sat Feb 16 1991,Vasco Da Gama,2-2,CA Bragantino
Sun Feb 17 1991,Sao Paulo FC,1-2,Santos FC
Sun Feb 17 1991,Se Palmeiras,0-2,Portuguesa
Sun Feb 17 1991,Fluminense RJ,0-2,Atletico Paranaense
Sun Feb 17 1991,Goias EC,5-1,Flamengo RJ
Sun Feb 17 1991,Cruzeiro EC,2-2,Atletico Mineiro
Sun Feb 17 1991,EC Bahia,0-1,EC Vitoria Ba
Sun Feb 17 1991,Clube Nautico,2-0,Sport Club Recife
Sun Feb 17 1991,Gremio Porto Alegre,0-0,Internacional
Sat Feb 23 1991,Sao Paulo FC,1-0,Fluminense RJ
