Date,Team 1,FT,Team 2
Mon Jul 1 1935,As Cannes,3-1,Olympique Ales
Mon Jul 1 1935,Lille OSC,0-0,Stade Rennes
Mon Jul 1 1935,Olympique Marseille,2-5,Excelsior Roubaix
Mon Jul 1 1935,FC Mulhouse,3-2,Red Star Olympique
Mon Jul 1 1935,Racing Club De France,3-5,FC Metz
Mon Jul 1 1935,FC Sete,4-0,FC Antibes
Mon Jul 1 1935,FC Sochaux,12-1,Valenciennes FC
Mon Jul 1 1935,RC Strasbourg,2-1,SC Fives Lille
Mon Jul 1 1935,Olympique Ales,1-2,FC Sete
Mon Jul 1 1935,FC Antibes,1-1,RC Strasbourg
Mon Jul 1 1935,Excelsior Roubaix,4-0,FC Mulhouse
Mon Jul 1 1935,SC Fives Lille,2-0,Racing Club De France
Mon Jul 1 1935,FC Metz,3-2,FC Sochaux
Mon Jul 1 1935,Red Star Olympique,0-2,Lille OSC
Mon Jul 1 1935,Stade Rennes,1-3,As Cannes
Mon Jul 1 1935,Valenciennes FC,2-2,Olympique Marseille
Mon Jul 1 1935,As Cannes,2-1,Red Star Olympique
Mon Jul 1 1935,Lille OSC,3-2,Excelsior Roubaix
Mon Jul 1 1935,Olympique Marseille,3-0,FC Metz
Mon Jul 1 1935,FC Mulhouse,3-2,Valenciennes FC
Mon Jul 1 1935,Racing Club De France,3-2,FC Antibes
Mon Jul 1 1935,FC Sete,4-2,Stade Rennes
Mon Jul 1 1935,FC Sochaux,0-0,SC Fives Lille
Mon Jul 1 1935,RC Strasbourg,6-1,Olympique Ales
Mon Jul 1 1935,Olympique Ales,0-2,Racing Club De France
Mon Jul 1 1935,FC Antibes,1-3,FC Sochaux
Mon Jul 1 1935,Excelsior Roubaix,2-0,As Cannes
Mon Jul 1 1935,SC Fives Lille,1-2,Olympique Marseille
Mon Jul 1 1935,FC Metz,2-1,FC Mulhouse
Mon Jul 1 1935,Red Star Olympique,1-1,FC Sete
Mon Jul 1 1935,Stade Rennes,2-0,RC Strasbourg
Mon Jul 1 1935,Valenciennes FC,1-5,Lille OSC
Mon Jul 1 1935,As Cannes,5-1,Valenciennes FC
Mon Jul 1 1935,Lille OSC,3-0,FC Metz
Mon Jul 1 1935,Olympique Marseille,4-1,FC Antibes
Mon Jul 1 1935,FC Mulhouse,3-1,SC Fives Lille
Mon Jul 1 1935,Racing Club De France,4-0,Stade Rennes
Mon Jul 1 1935,FC Sete,1-3,Excelsior Roubaix
Mon Jul 1 1935,FC Sochaux,7-0,Olympique Ales
Mon Jul 1 1935,RC Strasbourg,6-0,Red Star Olympique
Mon Jul 1 1935,Olympique Ales,3-3,Olympique Marseille
Mon Jul 1 1935,FC Antibes,3-2,FC Mulhouse
Mon Jul 1 1935,Excelsior Roubaix,2-1,RC Strasbourg
Mon Jul 1 1935,FC Metz,2-1,As Cannes
Mon Jul 1 1935,Red Star Olympique,1-4,Racing Club De France
Mon Jul 1 1935,Stade Rennes,1-1,FC Sochaux
Mon Jul 1 1935,Valenciennes FC,5-3,FC Sete
Mon Jul 1 1935,Lille OSC,1-0,SC Fives Lille
Mon Jul 1 1935,As Cannes,1-0,SC Fives Lille
Mon Jul 1 1935,Lille OSC,6-3,FC Antibes
Mon Jul 1 1935,Olympique Marseille,7-1,Stade Rennes
Mon Jul 1 1935,FC Mulhouse,3-3,Olympique Ales
Mon Jul 1 1935,Racing Club De France,3-2,Excelsior Roubaix
Mon Jul 1 1935,FC Sete,2-1,FC Metz
Mon Jul 1 1935,FC Sochaux,0-1,Red Star Olympique
Mon Jul 1 1935,RC Strasbourg,4-0,Valenciennes FC
Mon Jul 1 1935,Olympique Ales,1-1,Lille OSC
Mon Jul 1 1935,FC Antibes,0-1,As Cannes
Mon Jul 1 1935,Excelsior Roubaix,2-2,FC Sochaux
Mon Jul 1 1935,SC Fives Lille,3-0,FC Sete
Mon Jul 1 1935,FC Metz,5-1,RC Strasbourg
Mon Jul 1 1935,Red Star Olympique,0-2,Olympique Marseille
Mon Jul 1 1935,Stade Rennes,5-1,FC Mulhouse
Mon Jul 1 1935,Valenciennes FC,5-3,Racing Club De France
Mon Jul 1 1935,FC Antibes,3-2,Olympique Ales
Mon Jul 1 1935,SC Fives Lille,1-3,Stade Rennes
Mon Jul 1 1935,FC Metz,5-1,Red Star Olympique
Mon Jul 1 1935,Racing Club De France,3-1,FC Mulhouse
Mon Jul 1 1935,FC Sete,2-0,As Cannes
Mon Jul 1 1935,FC Sochaux,4-0,Olympique Marseille
Mon Jul 1 1935,RC Strasbourg,3-2,Lille OSC
Mon Jul 1 1935,Valenciennes FC,4-0,Excelsior Roubaix
Mon Jul 1 1935,Olympique Ales,3-5,Valenciennes FC
Mon Jul 1 1935,As Cannes,0-2,RC Strasbourg
Mon Jul 1 1935,Excelsior Roubaix,2-3,FC Metz
Mon Jul 1 1935,Lille OSC,4-0,Racing Club De France
Mon Jul 1 1935,Olympique Marseille,1-0,FC Sete
Mon Jul 1 1935,FC Mulhouse,3-6,FC Sochaux
Mon Jul 1 1935,Red Star Olympique,1-4,SC Fives Lille
Mon Jul 1 1935,Stade Rennes,2-1,FC Antibes
Mon Jul 1 1935,FC Antibes,2-0,Red Star Olympique
