Date,Team 1,FT,Team 2
Tue Aug 19 1997,AFC Ajax,5-0,Vitesse
Tue Aug 19 1997,FC Twente,4-1,Fortuna Sittard
Wed Aug 20 1997,PSV Eindhoven,5-1,RKC Waalwijk
Wed Aug 20 1997,SC Heerenveen,3-1,NAC Breda
Wed Aug 20 1997,Roda JC Kerkrade,1-0,FC Utrecht
Wed Aug 20 1997,Willem II,1-2,NEC Nijmegen
Wed Aug 20 1997,FC Groningen,3-0,FC Volendam
Wed Aug 20 1997,Sparta Rotterdam,1-1,De Graafschap
Thu Aug 21 1997,MVV,0-3,Feyenoord
Fri Aug 22 1997,Fortuna Sittard,0-5,AFC Ajax
Sat Aug 23 1997,NEC Nijmegen,0-1,SC Heerenveen
Sat Aug 23 1997,De Graafschap,3-1,Willem II
Sun Aug 24 1997,Feyenoord,3-1,Sparta Rotterdam
Sun Aug 24 1997,FC Utrecht,6-1,MVV
Sun Aug 24 1997,NAC Breda,3-3,PSV Eindhoven
Sun Aug 24 1997,RKC Waalwijk,1-1,FC Groningen
Sun Aug 24 1997,Vitesse,3-1,Roda JC Kerkrade
Sun Aug 24 1997,FC Volendam,0-0,FC Twente
Sat Aug 30 1997,PSV Eindhoven,3-0,Willem II
Sat Aug 30 1997,SC Heerenveen,3-1,MVV
Sat Aug 30 1997,Roda JC Kerkrade,4-1,FC Groningen
Sat Aug 30 1997,NAC Breda,0-1,NEC Nijmegen
Sat Aug 30 1997,Fortuna Sittard,0-3,RKC Waalwijk
Sun Aug 31 1997,Feyenoord,2-0,De Graafschap
Sun Aug 31 1997,FC Twente,2-1,Sparta Rotterdam
Sun Aug 31 1997,FC Utrecht,1-7,AFC Ajax
Tue Sep 2 1997,FC Volendam,1-1,Vitesse
Mon Sep 8 1997,MVV,0-1,NAC Breda
Tue Sep 9 1997,AFC Ajax,3-0,RKC Waalwijk
Tue Sep 9 1997,Roda JC Kerkrade,0-2,FC Volendam
Tue Sep 9 1997,FC Groningen,4-0,NEC Nijmegen
Wed Sep 10 1997,PSV Eindhoven,0-0,De Graafschap
Wed Sep 10 1997,FC Utrecht,1-1,FC Twente
Wed Sep 10 1997,Vitesse,3-1,Willem II
Wed Sep 10 1997,Sparta Rotterdam,1-1,Fortuna Sittard
Thu Sep 11 1997,SC Heerenveen,0-0,Feyenoord
Fri Sep 12 1997,AFC Ajax,4-1,FC Groningen
Fri Sep 12 1997,MVV,1-2,Roda JC Kerkrade
Sat Sep 13 1997,Willem II,0-0,Fortuna Sittard
Sat Sep 13 1997,NEC Nijmegen,1-2,FC Twente
Sat Sep 13 1997,Vitesse,5-0,FC Utrecht
Sat Sep 13 1997,Sparta Rotterdam,5-0,FC Volendam
Sun Sep 14 1997,Feyenoord,1-1,PSV Eindhoven
Sun Sep 14 1997,RKC Waalwijk,1-1,SC Heerenveen
Sun Sep 14 1997,De Graafschap,0-1,NAC Breda
Fri Sep 19 1997,Fortuna Sittard,1-0,De Graafschap
Sat Sep 20 1997,PSV Eindhoven,4-2,Sparta Rotterdam
Sat Sep 20 1997,Willem II,5-2,FC Volendam
Sun Sep 21 1997,Roda JC Kerkrade,0-2,SC Heerenveen
Sun Sep 21 1997,FC Twente,1-0,MVV
Sun Sep 21 1997,RKC Waalwijk,3-1,FC Utrecht
Sun Sep 21 1997,FC Groningen,1-1,Vitesse
Sun Sep 21 1997,NEC Nijmegen,1-4,AFC Ajax
Tue Sep 23 1997,PSV Eindhoven,3-2,Fortuna Sittard
Wed Sep 24 1997,AFC Ajax,7-0,MVV
Wed Sep 24 1997,Feyenoord,5-1,Vitesse
Wed Sep 24 1997,SC Heerenveen,2-1,FC Twente
Wed Sep 24 1997,Roda JC Kerkrade,4-0,NEC Nijmegen
Wed Sep 24 1997,Willem II,3-2,RKC Waalwijk
Wed Sep 24 1997,NAC Breda,0-0,FC Groningen
Wed Sep 24 1997,FC Volendam,0-5,De Graafschap
Thu Sep 25 1997,Sparta Rotterdam,4-2,FC Utrecht
Sat Sep 27 1997,SC Heerenveen,0-1,AFC Ajax
Sat Sep 27 1997,FC Twente,1-1,NAC Breda
Sat Sep 27 1997,De Graafschap,1-0,RKC Waalwijk
Sat Sep 27 1997,MVV,2-0,NEC Nijmegen
Sat Sep 27 1997,Fortuna Sittard,1-7,Vitesse
