Date,Team 1,FT,Team 2
Sat Aug 8 1981,Bayern Muenchen,6-2,Bayer Leverkusen
Sat Aug 8 1981,Arminia Bielefeld,1-1,SV Darmstadt 98
Sat Aug 8 1981,Bor Moenchengladbach,2-4,Werder Bremen
Sat Aug 8 1981,Vfb Stuttgart,3-2,Fortuna Duesseldorf
Sat Aug 8 1981,MSV Duisburg,1-1,Karlsruher SC
Sat Aug 8 1981,Hamburger SV,4-2,Eintracht Braunschweig
Sat Aug 8 1981,Eintracht Frankfurt,2-2,1 FC Kaiserslautern
Sat Aug 8 1981,1 FC Koeln,1-0,Borussia Dortmund
Sat Aug 8 1981,Vfl Bochum,2-0,1 FC Nuernberg
Fri Aug 14 1981,1 FC Nuernberg,1-3,1 FC Koeln
Fri Aug 14 1981,Werder Bremen,1-0,Arminia Bielefeld
Fri Aug 14 1981,Bayer Leverkusen,0-3,Vfl Bochum
Sat Aug 15 1981,1 FC Kaiserslautern,1-1,Hamburger SV
Sat Aug 15 1981,Eintracht Braunschweig,2-1,MSV Duisburg
Sat Aug 15 1981,Karlsruher SC,0-2,Vfb Stuttgart
Sat Aug 15 1981,Fortuna Duesseldorf,0-2,Bor Moenchengladbach
Sat Aug 15 1981,SV Darmstadt 98,1-2,Bayern Muenchen
Sat Aug 15 1981,Borussia Dortmund,0-2,Eintracht Frankfurt
Fri Aug 21 1981,Bor Moenchengladbach,2-2,Karlsruher SC
Fri Aug 21 1981,MSV Duisburg,3-1,1 FC Kaiserslautern
Fri Aug 21 1981,Bayer Leverkusen,3-2,SV Darmstadt 98
Sat Aug 22 1981,Bayern Muenchen,3-1,Werder Bremen
Sat Aug 22 1981,Arminia Bielefeld,1-1,Fortuna Duesseldorf
Sat Aug 22 1981,Vfb Stuttgart,2-0,Eintracht Braunschweig
Sat Aug 22 1981,Hamburger SV,2-2,Borussia Dortmund
Sat Aug 22 1981,Eintracht Frankfurt,3-1,1 FC Nuernberg
Sat Aug 22 1981,Vfl Bochum,3-1,1 FC Koeln
Tue Aug 25 1981,1 FC Kaiserslautern,3-2,Vfb Stuttgart
Tue Aug 25 1981,Eintracht Braunschweig,0-1,Bor Moenchengladbach
Tue Aug 25 1981,Werder Bremen,0-0,Bayer Leverkusen
Wed Aug 26 1981,1 FC Nuernberg,0-3,Hamburger SV
Wed Aug 26 1981,Karlsruher SC,2-1,Arminia Bielefeld
Wed Aug 26 1981,Fortuna Duesseldorf,1-2,Bayern Muenchen
Wed Aug 26 1981,SV Darmstadt 98,2-0,Vfl Bochum
Wed Aug 26 1981,1 FC Koeln,2-0,Eintracht Frankfurt
Wed Aug 26 1981,Borussia Dortmund,2-1,MSV Duisburg
Sat Sep 5 1981,Arminia Bielefeld,2-1,Eintracht Braunschweig
Sat Sep 5 1981,Bor Moenchengladbach,2-2,1 FC Kaiserslautern
Sat Sep 5 1981,Vfb Stuttgart,0-2,Borussia Dortmund
Sat Sep 5 1981,MSV Duisburg,3-2,1 FC Nuernberg
Sat Sep 5 1981,Hamburger SV,3-1,1 FC Koeln
Sat Sep 5 1981,SV Darmstadt 98,1-1,Werder Bremen
Sat Sep 5 1981,Bayer Leverkusen,1-1,Fortuna Duesseldorf
Sat Sep 5 1981,Vfl Bochum,3-2,Eintracht Frankfurt
Tue Sep 8 1981,Bayern Muenchen,4-1,Karlsruher SC
Fri Sep 11 1981,1 FC Kaiserslautern,4-0,Arminia Bielefeld
Fri Sep 11 1981,Werder Bremen,3-1,Vfl Bochum
Fri Sep 11 1981,1 FC Koeln,3-0,MSV Duisburg
Sat Sep 12 1981,1 FC Nuernberg,0-0,Vfb Stuttgart
Sat Sep 12 1981,Eintracht Braunschweig,3-1,Bayern Muenchen
Sat Sep 12 1981,Karlsruher SC,1-2,Bayer Leverkusen
Sat Sep 12 1981,Fortuna Duesseldorf,2-2,SV Darmstadt 98
Sat Sep 12 1981,Eintracht Frankfurt,3-2,Hamburger SV
Sat Sep 12 1981,Borussia Dortmund,2-3,Bor Moenchengladbach
Fri Sep 18 1981,Werder Bremen,4-1,Fortuna Duesseldorf
Fri Sep 18 1981,Bayer Leverkusen,1-0,Eintracht Braunschweig
Sat Sep 19 1981,Bayern Muenchen,4-2,1 FC Kaiserslautern
Sat Sep 19 1981,Arminia Bielefeld,1-1,Borussia Dortmund
Sat Sep 19 1981,Bor Moenchengladbach,4-2,1 FC Nuernberg
Sat Sep 19 1981,Vfb Stuttgart,1-1,1 FC Koeln
Sat Sep 19 1981,MSV Duisburg,4-2,Eintracht Frankfurt
Sat Sep 19 1981,SV Darmstadt 98,2-6,Karlsruher SC
Sat Sep 19 1981,Vfl Bochum,2-1,Hamburger SV
Fri Sep 25 1981,1 FC Kaiserslautern,5-2,Bayer Leverkusen
Fri Sep 25 1981,Karlsruher SC,3-0,Werder Bremen
Sat Sep 26 1981,1 FC Nuernberg,1-0,Arminia Bielefeld
Sat Sep 26 1981,Eintracht Braunschweig,3-0,SV Darmstadt 98
Sat Sep 26 1981,Fortuna Duesseldorf,2-1,Vfl Bochum
Sat Sep 26 1981,Hamburger SV,7-0,MSV Duisburg
Sat Sep 26 1981,Eintracht Frankfurt,4-1,Vfb Stuttgart
Sat Sep 26 1981,1 FC Koeln,3-0,Bor Moenchengladbach
Sat Sep 26 1981,Borussia Dortmund,2-0,Bayern Muenchen
Fri Oct 2 1981,Fortuna Duesseldorf,2-0,Karlsruher SC
Fri Oct 2 1981,Vfl Bochum,2-2,MSV Duisburg
Sat Oct 3 1981,Bayern Muenchen,1-1,1 FC Nuernberg
Sat Oct 3 1981,Arminia Bielefeld,0-2,1 FC Koeln
Sat Oct 3 1981,Bor Moenchengladbach,1-0,Eintracht Frankfurt
Sat Oct 3 1981,Vfb Stuttgart,1-2,Hamburger SV
Sat Oct 3 1981,Werder Bremen,2-0,Eintracht Braunschweig
Sat Oct 3 1981,SV Darmstadt 98,0-0,1 FC Kaiserslautern
Sat Oct 3 1981,Bayer Leverkusen,2-1,Borussia Dortmund
Fri Oct 16 1981,Karlsruher SC,2-2,Vfl Bochum
Sat Oct 17 1981,MSV Duisburg,1-2,Vfb Stuttgart
Sat Oct 17 1981,1 FC Nuernberg,3-2,Bayer Leverkusen
Sat Oct 17 1981,1 FC Kaiserslautern,1-1,Werder Bremen
Sat Oct 17 1981,Eintracht Braunschweig,4-2,Fortuna Duesseldorf
Sat Oct 17 1981,Hamburger SV,1-1,Bor Moenchengladbach
Sat Oct 17 1981,Eintracht Frankfurt,2-1,Arminia Bielefeld
Sat Oct 17 1981,1 FC Koeln,4-0,Bayern Muenchen
Sat Oct 17 1981,Borussia Dortmund,4-0,SV Darmstadt 98
Fri Oct 23 1981,Karlsruher SC,2-1,Eintracht Braunschweig
Sat Oct 24 1981,SV Darmstadt 98,2-1,1 FC Nuernberg
Sat Oct 24 1981,Arminia Bielefeld,1-1,Hamburger SV
Sat Oct 24 1981,Bor Moenchengladbach,4-2,MSV Duisburg
Sat Oct 24 1981,Fortuna Duesseldorf,4-2,1 FC Kaiserslautern
Sat Oct 24 1981,Werder Bremen,2-0,Borussia Dortmund
Sat Oct 24 1981,Bayer Leverkusen,1-1,1 FC Koeln
