Date,Team 1,FT,Team 2
Fri Aug 14 1981,Sturm Graz,4-2,Rapid Wien
Fri Aug 14 1981,Wiener Sportklub,1-2,FC Admira Wacker
Sat Aug 15 1981,Austria Wien,3-0,FC Blau Weiss Linz
Sat Aug 15 1981,LASK Linz,0-0,RB Salzburg
Sat Aug 15 1981,FC Wacker Innsbruck,2-3,Grazer Ak
Fri Aug 21 1981,FC Admira Wacker,3-1,Sturm Graz
Fri Aug 21 1981,RB Salzburg,2-0,Austria Wien
Sat Aug 22 1981,Grazer Ak,2-0,Wiener Sportklub
Sat Aug 22 1981,Rapid Wien,3-1,LASK Linz
Sat Aug 22 1981,FC Blau Weiss Linz,3-1,FC Wacker Innsbruck
Fri Aug 28 1981,RB Salzburg,1-1,Rapid Wien
Fri Aug 28 1981,Wiener Sportklub,1-0,FC Blau Weiss Linz
Sat Aug 29 1981,Austria Wien,3-0,FC Wacker Innsbruck
Sat Aug 29 1981,LASK Linz,3-1,FC Admira Wacker
Sat Aug 29 1981,Sturm Graz,4-1,Grazer Ak
Fri Sep 4 1981,FC Blau Weiss Linz,4-0,Sturm Graz
Sat Sep 5 1981,FC Admira Wacker,4-2,RB Salzburg
Sat Sep 5 1981,Grazer Ak,2-0,LASK Linz
Sat Sep 5 1981,Rapid Wien,1-1,Austria Wien
Sat Sep 5 1981,FC Wacker Innsbruck,5-0,Wiener Sportklub
Fri Sep 11 1981,Rapid Wien,2-0,FC Admira Wacker
Fri Sep 11 1981,RB Salzburg,2-0,Grazer Ak
Sat Sep 12 1981,LASK Linz,1-0,FC Blau Weiss Linz
Sat Sep 12 1981,Sturm Graz,3-1,FC Wacker Innsbruck
Sat Sep 12 1981,Wiener Sportklub,1-3,Austria Wien
Fri Sep 18 1981,FC Blau Weiss Linz,3-2,RB Salzburg
Fri Sep 18 1981,Wiener Sportklub,3-0,Sturm Graz
Sat Sep 19 1981,Austria Wien,2-0,FC Admira Wacker
Sat Sep 19 1981,Grazer Ak,0-3,Rapid Wien
Sat Sep 19 1981,FC Wacker Innsbruck,3-1,LASK Linz
Fri Sep 25 1981,Sturm Graz,1-2,Austria Wien
Sat Sep 26 1981,FC Admira Wacker,2-1,Grazer Ak
Sat Sep 26 1981,LASK Linz,3-1,Wiener Sportklub
Sat Sep 26 1981,Rapid Wien,1-1,FC Blau Weiss Linz
Sat Sep 26 1981,RB Salzburg,2-0,FC Wacker Innsbruck
Fri Oct 2 1981,FC Blau Weiss Linz,1-3,FC Admira Wacker
Fri Oct 2 1981,Wiener Sportklub,2-2,RB Salzburg
Sat Oct 3 1981,Austria Wien,1-1,Grazer Ak
Sat Oct 3 1981,Sturm Graz,2-1,LASK Linz
Sat Oct 3 1981,FC Wacker Innsbruck,0-3,Rapid Wien
Tue Oct 6 1981,FC Admira Wacker,2-4,FC Wacker Innsbruck
Tue Oct 6 1981,Grazer Ak,0-0,FC Blau Weiss Linz
Tue Oct 6 1981,LASK Linz,1-4,Austria Wien
Tue Oct 6 1981,RB Salzburg,2-2,Sturm Graz
Wed Oct 7 1981,Rapid Wien,6-1,Wiener Sportklub
Fri Oct 16 1981,Sturm Graz,3-1,RB Salzburg
Sat Oct 17 1981,FC Blau Weiss Linz,3-0,Grazer Ak
Sat Oct 17 1981,FC Wacker Innsbruck,0-0,FC Admira Wacker
Sat Oct 17 1981,Wiener Sportklub,0-0,Rapid Wien
Sun Oct 18 1981,Austria Wien,2-0,LASK Linz
Fri Oct 23 1981,Grazer Ak,3-1,FC Wacker Innsbruck
Sat Oct 24 1981,FC Admira Wacker,4-3,Wiener Sportklub
Sat Oct 24 1981,Rapid Wien,2-2,Sturm Graz
Sat Oct 24 1981,RB Salzburg,1-1,LASK Linz
