Date,Team 1,FT,Team 2
Sat Sep 6 1975,Real Sociedad,3-2,Real Betis
Sat Sep 6 1975,Sevilla FC,3-0,Ud Las Palmas
Sat Sep 6 1975,Valencia CF,2-0,Real Oviedo
Sat Sep 6 1975,Real Madrid,2-0,Racing Santander
Sat Sep 6 1975,Espanyol Barcelona,3-1,Hercules CF
Sat Sep 6 1975,Sporting Gijon,0-0,Granada CF
Sat Sep 6 1975,Elche CF,2-3,FC Barcelona
Sun Sep 7 1975,Ud Salamanca,2-1,Athletic Bilbao
Sun Sep 7 1975,Real Zaragoza,2-1,Atletico Madrid
Sat Sep 13 1975,Ud Las Palmas,2-1,Real Sociedad
Sat Sep 13 1975,Atletico Madrid,2-2,Sporting Gijon
Sat Sep 13 1975,Athletic Bilbao,4-1,Sevilla FC
Sat Sep 13 1975,FC Barcelona,3-1,Ud Salamanca
Sun Sep 14 1975,Granada CF,3-2,Elche CF
Sun Sep 14 1975,Racing Santander,4-1,Real Zaragoza
Sun Sep 14 1975,Hercules CF,2-0,Valencia CF
Sun Sep 14 1975,Real Betis,1-2,Espanyol Barcelona
Sun Sep 14 1975,Real Oviedo,0-0,Real Madrid
Sat Sep 20 1975,Valencia CF,0-1,Real Betis
Sat Sep 20 1975,Sevilla FC,2-1,Real Sociedad
Sat Sep 20 1975,Espanyol Barcelona,1-0,Ud Las Palmas
Sun Sep 21 1975,Real Zaragoza,5-1,Real Oviedo
Sun Sep 21 1975,Ud Salamanca,1-1,Granada CF
Sun Sep 21 1975,Real Madrid,4-0,Hercules CF
Sun Sep 21 1975,Sporting Gijon,1-2,Racing Santander
Sun Sep 21 1975,Athletic Bilbao,2-1,FC Barcelona
Sun Sep 21 1975,Elche CF,3-1,Atletico Madrid
Sat Sep 27 1975,Ud Las Palmas,2-4,Valencia CF
Sat Sep 27 1975,Real Sociedad,1-0,Espanyol Barcelona
Sun Sep 28 1975,FC Barcelona,2-0,Sevilla FC
Sun Sep 28 1975,Atletico Madrid,4-1,Ud Salamanca
Sun Sep 28 1975,Racing Santander,2-1,Elche CF
Sun Sep 28 1975,Hercules CF,2-0,Real Zaragoza
Sun Sep 28 1975,Granada CF,2-1,Athletic Bilbao
Sun Sep 28 1975,Real Betis,0-2,Real Madrid
Sun Sep 28 1975,Real Oviedo,3-1,Sporting Gijon
Sun Oct 5 1975,Athletic Bilbao,2-0,Atletico Madrid
Sun Oct 5 1975,Elche CF,1-0,Real Oviedo
Sun Oct 5 1975,FC Barcelona,3-0,Granada CF
Sun Oct 5 1975,Sporting Gijon,1-3,Hercules CF
Sun Oct 5 1975,Ud Salamanca,3-0,Racing Santander
Sun Oct 5 1975,Sevilla FC,2-1,Espanyol Barcelona
Sun Oct 5 1975,Valencia CF,3-1,Real Sociedad
Sun Oct 5 1975,Real Zaragoza,1-2,Real Betis
Sun Oct 5 1975,Real Madrid,2-1,Ud Las Palmas
Sat Oct 18 1975,Ud Las Palmas,3-2,Real Zaragoza
Sat Oct 18 1975,Real Sociedad,1-1,Real Madrid
Sun Oct 19 1975,Racing Santander,1-1,Athletic Bilbao
Sun Oct 19 1975,Real Oviedo,0-1,Ud Salamanca
Sun Oct 19 1975,Hercules CF,1-0,Elche CF
Sun Oct 19 1975,Real Betis,1-0,Sporting Gijon
Sun Oct 19 1975,Espanyol Barcelona,1-0,Valencia CF
Sun Oct 19 1975,Atletico Madrid,3-0,FC Barcelona
Sun Oct 19 1975,Granada CF,1-1,Sevilla FC
Sun Oct 26 1975,Real Zaragoza,0-1,Real Sociedad
Sun Oct 26 1975,FC Barcelona,2-1,Racing Santander
Sun Oct 26 1975,Athletic Bilbao,1-0,Real Oviedo
Sun Oct 26 1975,Ud Salamanca,0-1,Hercules CF
Sun Oct 26 1975,Granada CF,3-4,Atletico Madrid
Sun Oct 26 1975,Sevilla FC,3-1,Valencia CF
Sun Oct 26 1975,Real Madrid,3-1,Espanyol Barcelona
Sun Oct 26 1975,Sporting Gijon,3-0,Ud Las Palmas
Sun Oct 26 1975,Elche CF,2-3,Real Betis
Sat Nov 1 1975,Ud Las Palmas,0-0,Elche CF
Sat Nov 1 1975,Real Sociedad,1-0,Sporting Gijon
Sat Nov 1 1975,Atletico Madrid,1-0,Sevilla FC
Sat Nov 1 1975,Valencia CF,1-1,Real Madrid
Sun Nov 2 1975,Real Betis,1-1,Ud Salamanca
Sun Nov 2 1975,Racing Santander,1-1,Granada CF
Sun Nov 2 1975,Espanyol Barcelona,2-1,Real Zaragoza
Sun Nov 2 1975,Real Oviedo,1-1,FC Barcelona
Sun Nov 2 1975,Hercules CF,2-2,Athletic Bilbao
Sun Nov 9 1975,Elche CF,1-1,Real Sociedad
Sun Nov 9 1975,Granada CF,1-0,Real Oviedo
Sun Nov 9 1975,FC Barcelona,1-1,Hercules CF
Sun Nov 9 1975,Atletico Madrid,1-1,Racing Santander
Sun Nov 9 1975,Sevilla FC,1-1,Real Madrid
Sun Nov 9 1975,Athletic Bilbao,0-0,Real Betis
Sun Nov 9 1975,Real Zaragoza,0-2,Valencia CF
Sun Nov 9 1975,Sporting Gijon,6-1,Espanyol Barcelona
Sun Nov 9 1975,Ud Salamanca,1-0,Ud Las Palmas
Sun Nov 23 1975,Racing Santander,2-1,Sevilla FC
Sun Nov 23 1975,Real Sociedad,1-1,Ud Salamanca
Sun Nov 23 1975,Hercules CF,2-0,Granada CF
Sun Nov 23 1975,Espanyol Barcelona,2-0,Elche CF
Sun Nov 23 1975,Real Madrid,3-2,Real Zaragoza
Sun Nov 23 1975,Real Oviedo,0-2,Atletico Madrid
Sun Nov 23 1975,Ud Las Palmas,2-2,Athletic Bilbao
Sun Nov 23 1975,Real Betis,1-0,FC Barcelona
Sun Nov 23 1975,Valencia CF,0-0,Sporting Gijon
Sun Nov 30 1975,FC Barcelona,3-0,Ud Las Palmas
Sun Nov 30 1975,Athletic Bilbao,2-0,Real Sociedad
Sun Nov 30 1975,Atletico Madrid,3-0,Hercules CF
Sun Nov 30 1975,Racing Santander,2-1,Real Oviedo
Sun Nov 30 1975,Sporting Gijon,0-2,Real Madrid
Sun Nov 30 1975,Elche CF,2-0,Valencia CF
Sun Nov 30 1975,Ud Salamanca,1-0,Espanyol Barcelona
Sun Nov 30 1975,Granada CF,0-0,Real Betis
Sun Nov 30 1975,Sevilla FC,0-0,Real Zaragoza
Sat Dec 6 1975,Valencia CF,1-0,Ud Salamanca
Sat Dec 6 1975,Ud Las Palmas,1-2,Granada CF
Sun Dec 7 1975,Espanyol Barcelona,3-1,Athletic Bilbao
Sun Dec 7 1975,Real Madrid,2-2,Elche CF
Sun Dec 7 1975,Hercules CF,2-1,Racing Santander
Sun Dec 7 1975,Real Zaragoza,2-1,Sporting Gijon
Sun Dec 7 1975,Real Betis,1-3,Atletico Madrid
Sun Dec 7 1975,Real Sociedad,2-2,FC Barcelona
Sun Dec 7 1975,Real Oviedo,3-0,Sevilla FC
Sun Dec 14 1975,Racing Santander,3-0,Real Betis
Sun Dec 14 1975,Elche CF,0-0,Real Zaragoza
Sun Dec 14 1975,Atletico Madrid,2-1,Ud Las Palmas
Sun Dec 14 1975,Real Oviedo,1-1,Hercules CF
Sun Dec 14 1975,Athletic Bilbao,5-4,Valencia CF
Sun Dec 14 1975,FC Barcelona,5-0,Espanyol Barcelona
Sun Dec 14 1975,Ud Salamanca,0-0,Real Madrid
Sun Dec 14 1975,Granada CF,2-1,Real Sociedad
Sun Dec 14 1975,Sevilla FC,2-1,Sporting Gijon
Sat Dec 20 1975,Ud Las Palmas,5-0,Racing Santander
Sun Dec 21 1975,Real Sociedad,1-1,Atletico Madrid
Sun Dec 21 1975,Real Zaragoza,3-0,Ud Salamanca
Sun Dec 21 1975,Espanyol Barcelona,3-0,Granada CF
Sun Dec 21 1975,Sporting Gijon,1-1,Elche CF
Sun Dec 21 1975,Hercules CF,1-0,Sevilla FC
Sun Dec 21 1975,Real Madrid,1-0,Athletic Bilbao
Sun Dec 21 1975,Valencia CF,3-2,FC Barcelona
Sun Dec 21 1975,Real Betis,2-1,Real Oviedo
Sun Dec 28 1975,Athletic Bilbao,0-0,Real Zaragoza
Sun Dec 28 1975,Hercules CF,1-1,Real Betis
Sun Dec 28 1975,Real Oviedo,1-2,Ud Las Palmas
Sun Dec 28 1975,Sevilla FC,2-1,Elche CF
Sun Dec 28 1975,Granada CF,2-1,Valencia CF
Sun Dec 28 1975,Atletico Madrid,3-1,Espanyol Barcelona
Sun Dec 28 1975,FC Barcelona,2-1,Real Madrid
Sun Dec 28 1975,Ud Salamanca,1-0,Sporting Gijon
Sun Dec 28 1975,Racing Santander,2-0,Real Sociedad
Sat Jan 3 1976,Ud Las Palmas,2-1,Hercules CF
Sun Jan 4 1976,Real Sociedad,0-2,Real Oviedo
Sun Jan 4 1976,Elche CF,1-1,Ud Salamanca
Sun Jan 4 1976,Espanyol Barcelona,2-1,Racing Santander
Sun Jan 4 1976,Sevilla FC,2-0,Real Betis
Sun Jan 4 1976,Valencia CF,0-1,Atletico Madrid
Sun Jan 4 1976,Sporting Gijon,1-1,Athletic Bilbao
Sun Jan 4 1976,Real Zaragoza,4-4,FC Barcelona
Sun Jan 4 1976,Real Madrid,4-1,Granada CF
Sun Jan 11 1976,Athletic Bilbao,0-0,Elche CF
Sun Jan 11 1976,Atletico Madrid,1-0,Real Madrid
Sun Jan 11 1976,Real Oviedo,1-2,Espanyol Barcelona
Sun Jan 11 1976,Racing Santander,0-1,Valencia CF
Sun Jan 11 1976,Ud Salamanca,1-1,Sevilla FC
Sun Jan 11 1976,Hercules CF,0-0,Real Sociedad
Sun Jan 11 1976,Granada CF,0-0,Real Zaragoza
Sun Jan 11 1976,Real Betis,1-0,Ud Las Palmas
Sun Jan 11 1976,FC Barcelona,5-1,Sporting Gijon
Sat Jan 17 1976,Ud Las Palmas,0-1,Sevilla FC
Sun Jan 18 1976,Racing Santander,1-0,Real Madrid
Sun Jan 18 1976,Hercules CF,2-1,Espanyol Barcelona
Sun Jan 18 1976,Real Oviedo,2-1,Valencia CF
Sun Jan 18 1976,Real Betis,1-0,Real Sociedad
Sun Jan 18 1976,Atletico Madrid,2-0,Real Zaragoza
Sun Jan 18 1976,Granada CF,1-1,Sporting Gijon
Sun Jan 18 1976,FC Barcelona,1-0,Elche CF
Sun Jan 18 1976,Athletic Bilbao,1-0,Ud Salamanca
Sun Jan 25 1976,Sevilla FC,0-0,Athletic Bilbao
Sun Jan 25 1976,Elche CF,0-0,Granada CF
Sun Jan 25 1976,Valencia CF,2-2,Hercules CF
Sun Jan 25 1976,Real Zaragoza,2-0,Racing Santander
Sun Jan 25 1976,Real Madrid,2-0,Real Oviedo
Sun Jan 25 1976,Real Sociedad,2-0,Ud Las Palmas
Sun Jan 25 1976,Sporting Gijon,1-0,Atletico Madrid
Sun Jan 25 1976,Ud Salamanca,2-0,FC Barcelona
Sun Jan 25 1976,Espanyol Barcelona,2-1,Real Betis
Sat Jan 31 1976,Ud Las Palmas,1-1,Espanyol Barcelona
Sun Feb 1 1976,Real Oviedo,2-0,Real Zaragoza
Sun Feb 1 1976,Hercules CF,1-2,Real Madrid
Sun Feb 1 1976,Granada CF,0-0,Ud Salamanca
Sun Feb 1 1976,Atletico Madrid,3-0,Elche CF
Sun Feb 1 1976,Racing Santander,2-0,Sporting Gijon
Sun Feb 1 1976,FC Barcelona,2-1,Athletic Bilbao
Sun Feb 1 1976,Real Betis,2-1,Valencia CF
Sun Feb 1 1976,Real Sociedad,4-1,Sevilla FC
Sun Feb 8 1976,Valencia CF,0-1,Ud Las Palmas
